Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
3/4;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[5,2,2,8]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[7,7,7,16]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[7,2,2,8]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[7,7,15,16]]
3/2;3/2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[1,0,2,0],[3,2,2,4]]
3/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[1,2,6,8]]
7/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[2,7,2,8]]
1/2;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,3,16]]
3/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,6,11,16]]
3/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,7,16]]
3/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,5,13,16]]
7/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,6,3,16]]
13/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,8,9,16]]
5/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,6,1,16]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,14,15,16]]
9/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,12,9,16]]
5/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,15,16]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[4,1,6,8]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[2,4,3,8]]
1;2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[6,4,3,8]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[1,3,2,8]]
11/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[0,1,2,8]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,3,4,0],[1,2,0,4]]
3/2;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[3,5,6,8]]
7/4;2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[4,4,5,8]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,5,9,16]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[3,6,6,8]]
2;5/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,0,2,0],[7,2,6,8]]
3/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,5,16]]
5/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,1,16]]
7/4;5/2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[4,0,1,8]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[12,6,15,16]]
7/8;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,5,16]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[2,6,6,8]]
3/2;3/2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,2,0],[3,2,2,4]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[3,3,6,8]]
3/2;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,3,4,0],[3,2,0,4]]
17/8;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,8,1,16]]
7/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[1,1,2,8]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,2,15,16]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[1,1,6,8]]
11/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,6,9,16]]
3/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,5,9,16]]
5/8;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,10,9,16]]
1/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,14,3,16]]
3/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,9,16]]
3/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,7,15,16]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[5,5,6,8]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,3,4,0],[1,0,0,4]]
3/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[3,4,2,8]]
21/8;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,8,9,16]]
3/4;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,3,16]]
5/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,10,1,16]]
3/4;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[12,10,15,16]]
1/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,3,16]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,6,15,16]]
5/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,6,9,16]]
3/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,3,16]]
1;2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[2,4,7,8]]
2;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,4,0],[1,0,0,4]]
3/2;2;[[0,0,0,0],[2,0,0,0],[0,1,0,0],[0,0,1,0],[0,6,3,8]]
11/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,13,16]]
1/2;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,7,16]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,2,11,16]]
3/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,7,15,16]]
2;5/2;[[0,0,0,0],[2,0,0,0],[0,2,0,0],[0,0,1,0],[0,0,1,4]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[12,6,7,16]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[2,4,1,8]]
5/2;5/2;[[0,0,0,0],[2,0,0,0],[0,2,0,0],[0,0,2,0],[0,0,0,2]]
9/4;5/2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[4,0,5,8]]
3/2;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[4,6,6,8]]
3/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,2,7,16]]
1;1;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[6,4,7,8]]
2;9/4;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[6,4,3,8]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,11,16]]
2;2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[1,0,2,0],[3,0,2,4]]
3/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,7,16]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,4,0],[1,1,0,4]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,0,2,0],[3,6,6,8]]
5/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,7,9,16]]
5/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[3,3,2,8]]
3/8;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,5,7,16]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,5,5,16]]
5/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,14,13,16]]
5/2;5/2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[1,0,2,0],[1,0,2,4]]
3/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[9,9,9,16]]
3/2;7/4;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[4,4,3,8]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[1,4,2,8]]
5/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[10,14,5,16]]
3/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,5,16]]
13/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,9,16]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[3,6,2,8]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[3,2,6,8]]
3/4;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,5,15,16]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,6,3,16]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,3,4,0],[3,2,0,4]]
3/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,5,16]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[10,10,15,16]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[4,5,6,8]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[7,6,6,8]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[7,7,6,8]]
3/4;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[7,7,2,8]]
3/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,7,13,16]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[7,1,6,8]]
5/4;2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[0,4,5,8]]
11/8;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,14,1,16]]
3/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,9,15,16]]
11/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,4,13,16]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[3,2,2,8]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,6,11,16]]
3/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,7,7,16]]
11/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,10,5,16]]
25/8;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,1,16]]
3/2;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,2,4,0],[2,1,0,4]]
1/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,10,7,16]]
3/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,16]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[2,2,6,8]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[12,14,15,16]]
9/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,6,11,16]]
7/4;3;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[0,4,1,8]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,14,15,16]]
2;2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[1,0,2,0],[1,2,2,4]]
5/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[2,3,2,8]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,2,0],[1,2,2,4]]
7/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,10,15,16]]
1/2;5/4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,7,11,16]]
5/4;5/4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,2,4,0],[3,1,0,4]]
3/4;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[12,6,3,16]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,11,16]]
9/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,2,15,16]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,2,3,16]]
7/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[4,4,2,8]]
1/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,9,16]]
1/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,6,15,16]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[15,15,15,16]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[5,5,6,8]]
5/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,14,5,16]]
1;5/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[12,2,11,16]]
9/4;9/4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,4,0],[2,3,0,4]]
5/4;2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[4,4,1,8]]
9/4;3;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[0,0,1,8]]
3/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[1,3,6,8]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,4,0],[3,2,0,4]]
3/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,2,15,16]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[9,9,15,16]]
11/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[10,10,13,16]]
3/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[1,2,2,8]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,15,15,16]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,9,9,16]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[12,14,7,16]]
7/4;2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[4,0,5,8]]
1/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,15,16]]
5/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,13,16]]
3/4;5/4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[3,3,2,8]]
7/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,6,1,16]]
3/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,15,15,16]]
3/4;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,6,3,16]]
3/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,13,16]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,4,0],[1,2,0,4]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,10,7,16]]
1/2;5/4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,7,16]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[2,6,2,8]]
7/4;7/4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,3,4,0],[2,1,0,4]]
3/2;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,3,4,0],[3,0,0,4]]
3/4;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,10,15,16]]
9/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,10,7,16]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[1,1,6,8]]
7/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,5,16]]
5/2;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[0,1,6,8]]
11/8;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,10,1,16]]
3/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,5,15,16]]
3/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[1,1,2,8]]
2;2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[2,4,7,8]]
9/4;5/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[4,5,2,8]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[12,2,3,16]]
3/4;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[5,5,2,8]]
13/8;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,12,1,16]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,15,16]]
2;2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[1,0,2,0],[1,0,2,4]]
7/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[10,10,5,16]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[3,7,2,8]]
3/2;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,2,4,0],[2,3,0,4]]
1/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,5,7,16]]
3/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,11,16]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[6,6,6,8]]
9/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,1,16]]
7/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,14,9,16]]
1/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,11,16]]
3/2;3/2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[4,4,7,8]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[5,4,2,8]]
5/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[2,2,2,8]]
3/2;2;[[0,0,0,0],[2,0,0,0],[0,1,0,0],[0,0,1,0],[0,2,7,8]]
3/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[12,2,7,16]]
5/8;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,9,16]]
2;2;[[0,0,0,0],[2,0,0,0],[0,2,0,0],[0,0,1,0],[0,0,3,4]]
7/4;5/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,2,7,16]]
11/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,4,0],[0,1,0,4]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,6,7,16]]
3/2;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[1,0,2,8]]
7/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,13,16]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,6,7,16]]
3/8;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,5,5,16]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,2,4,0],[1,1,0,4]]
3/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,10,7,16]]
7/8;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,10,13,16]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,5,7,16]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,6,15,16]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,14,7,16]]
5/2;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,1,0,4],[1,3,-3,12]]
7/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,4],[0,0,1,-4]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,3,7,8],[6,3,8,8]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,0,1,2],[-7,6,1,-2]]
5/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,4,3,5],[2,0,-1,-1]]
1;1;[[0,0,0,0],[1,0,0,0],[2,4,0,0],[0,0,1,0],[0,0,0,1],[7,12,-1,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,2,0],[1,1,0,2],[1,4,-6,2]]
2/3;1;[[0,0,0,0],[2,0,0,0],[1,2,0,0],[0,0,1,0],[0,0,0,1],[2,-2,-1,-1]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,3,4,8],[6,4,3,8]]
11/10;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[3,2,5,0],[0,0,0,1],[3,1,1,-1]]
8/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,3,3,5],[3,1,1,1]]
3/2;3/2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[3,2,4,0],[0,0,0,1],[5,3,6,-1]]
11/6;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,9,9,10],[0,3,2,2]]
18/35;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[0,0,0,1],[1,-5,-5,-2]]
6/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,-7,-4,-4]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[3,0,3,4],[3,0,5,4]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[1,1,0,2],[1,1,-6,2]]
7/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,6,2,8],[-2,0,0,-2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[1,1,1,2],[4,-2,-2,2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,0,0,2],[-4,2,-2,2]]
8/9;1;[[0,0,0,0],[1,0,0,0],[3,4,0,0],[0,0,1,0],[0,0,0,1],[6,5,-2,-1]]
3/4;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,5,7,8],[2,5,8,8]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,3,0],[0,0,0,1],[0,0,-13,1]]
9/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,5,3,8],[-1,-3,-1,-6]]
3/2;2;[[0,0,0,0],[2,0,0,0],[0,1,0,0],[0,0,1,0],[0,1,1,2],[-4,1,1,-2]]
1/2;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,0,7,8],[5,-1,8,8]]
