Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
1/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,7,15]]
7/5;2;[[0,0,0,0],[1,0,0,0],[2,3,0,0],[0,0,1,0],[0,0,1,5]]
7/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,8,15]]
11/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,12,4,15]]
23/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,13,13,15]]
11/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,1,14,15]]
19/15;2;[[0,0,0,0],[3,0,0,0],[0,1,0,0],[0,0,1,0],[0,2,4,5]]
3/5;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,8,11,15]]
23/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,6,7,15]]
1/3;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,4,15]]
19/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[7,11,13,15]]
7/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[9,8,14,15]]
11/5;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,2,14,15]]
7/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,4,8,15]]
3/5;5/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,8,11,15]]
7/15;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,4,7,15]]
23/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[9,9,13,15]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,6,9,15]]
11/15;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[9,9,4,15]]
23/15;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,9,1,15]]
17/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,5,11,15]]
9/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[10,3,3,15]]
11/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,1,4,15]]
31/15;3;[[0,0,0,0],[1,0,0,0],[1,3,0,0],[0,0,1,0],[0,0,1,5]]
3/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,8,8,15]]
3/5;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,7,15]]
17/15;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,9,12,15]]
9/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[10,10,11,15]]
7/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,2,11,15]]
37/15;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,5,11,15]]
13/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,12,11,15]]
11/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,9,4,15]]
11/15;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[9,4,8,15]]
3/5;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[9,14,14,15]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[10,12,14,15]]
19/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,10,6,15]]
7/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,3,13,15]]
3/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,8,15]]
3/5;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,2,2,15]]
17/15;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,3,3,15]]
1/3;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,4,15]]
23/15;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,12,1,15]]
47/15;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,1,15]]
19/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,7,7,15]]
1/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,15]]
19/15;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,4,11,15]]
11/15;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,7,11,15]]
13/15;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,2,4,15]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,12,4,15]]
29/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,5,6,15]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[10,3,8,15]]
3/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,2,14,15]]
1;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,9,9,15]]
13/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,2,14,15]]
7/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,14,14,15]]
19/15;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,14,15]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,12,14,15]]
11/15;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,7,15]]
13/15;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,6,14,15]]
11/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,1,15]]
13/15;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[9,9,8,15]]
9/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[10,9,12,15]]
3/5;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,2,8,15]]
23/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,9,4,15]]
13/5;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,10,6,15]]
11/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,6,1,15]]
13/15;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,6,2,15]]
7/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,4,15]]
3/5;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,14,14,15]]
7/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,7,15]]
1/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,4,4,15]]
3/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,4,15]]
11/15;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,4,15]]
7/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,11,15]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,6,12,15]]
3/5;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,15]]
11/15;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,4,4,15]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,3,13,15]]
7/15;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,4,4,15]]
3/5;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[11,11,14,15]]
23/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,4,7,15]]
13/15;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,9,14,15]]
11/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,1,7,15]]
19/15;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,13,15]]
17/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,5,1,15]]
11/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,6,13,15]]
13/15;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,7,14,15]]
11/15;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,6,7,15]]
7/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,11,14,15]]
7/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,12,4,15]]
14/9;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[1,1,1,2],[-2,1,4,-1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,3,6],[5,5,3,9]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,8,-7,-1]]
10/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,1,4,7],[4,1,4,5]]
4/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,2,8,9],[4,2,11,12]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,3,1,5],[-2,-3,-2,-8]]
4/3;2;[[0,0,0,0],[1,0,0,0],[1,3,0,0],[0,0,1,0],[0,0,0,1],[4,1,-2,-2]]
10/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,-6,-4,-4]]
24/11;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,7,9],[0,1,-2,-2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,1,2],[6,-2,-3,3]]
12/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,3,1,5],[2,-1,0,-1]]
15/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[13,-8,-5,-1]]
9/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,2,3],[1,-4,-4,-4]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[3,-9,-3,-2]]
83/55;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[4,2,5,0],[1,1,1,2],[1,0,0,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,3,0],[0,0,0,1],[-4,0,-4,1]]
21/11;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,3,1,5],[0,1,-2,-2]]
2;2;[[0,0,0,0],[2,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[9,3,-1,-1]]
6/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,4,5],[1,-2,-2,-2]]
17/15;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[12,3,-5,-1]]
42/55;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,3],[-1,-1,-4,-5]]
11/13;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,3],[-1,-1,-4,-4]]
13/14;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,2,4,5],[-1,-2,-2,-2]]
12/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,1,5],[-2,-1,-2,-4]]
3/5;1;[[0,0,0,0],[1,0,0,0],[3,5,0,0],[0,0,1,0],[0,0,0,1],[5,5,-1,-1]]
7/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,4,1,5],[-2,1,1,-1]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[1,0,1,3],[1,0,4,3]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,3,0],[0,0,0,1],[4,0,5,1]]
16/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[13,-8,-4,-2]]
15/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[0,0,0,1],[-4,-4,-9,-2]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,3,0],[0,0,0,1],[1,4,6,-1]]
2/3;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,3],[-1,-1,-2,-6]]
11/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,6,5,7],[2,4,5,5]]
17/15;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,1,4,5],[-2,2,-1,-2]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,2,3],[1,1,-1,-3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,2,3],[4,-2,5,6]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,1,0,3],[3,0,-2,6]]
11/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[10,5,-9,-1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,-6,3,-2]]
4/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,3],[-1,1,1,5]]
5/3;2;[[0,0,0,0],[1,0,0,0],[1,3,0,0],[0,0,1,0],[0,0,0,1],[4,2,-2,-2]]
13/6;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,7,1,9],[-1,-2,1,-3]]
7/6;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,4,4,5],[2,-1,-2,-2]]
7/3;7/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,2,3,0],[0,0,0,1],[4,0,6,3]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[6,6,-2,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,1,3],[4,0,0,6]]
11/13;1;[[0,0,0,0],[1,0,0,0],[2,3,0,0],[0,0,1,0],[0,0,0,1],[1,1,-2,-2]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,4,1,9],[1,0,0,-1]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,0,3,0],[0,0,0,1],[4,-4,12,1]]
28/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-4,12,-10,3]]
4/3;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,3],[7,1,3,6]]
15/11;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[3,1,-10,-4]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,4,5,0],[0,0,0,1],[0,-5,-5,1]]
3/5;1;[[0,0,0,0],[1,0,0,0],[2,5,0,0],[0,0,1,0],[0,0,0,1],[4,5,-1,-1]]
16/7;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,2,1,7],[1,2,1,3]]
18/11;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,4,7],[-2,-2,-3,-8]]
13/14;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,3,5],[-1,-2,-2,-2]]
4/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,0,3],[-2,5,2,6]]
11/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,5,5,7],[3,3,5,5]]
3/2;5/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,6,5,9],[2,2,3,3]]
7/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,4,4,5],[-1,-3,-5,-5]]
4/3;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,2,1,3],[-3,0,2,-3]]
11/14;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,0,5],[-1,-1,-1,-3]]
8/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,0,5],[3,1,-2,1]]
12/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,2,0,7],[1,0,-1,-1]]
7/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,5,5,9],[0,1,3,3]]
3;3;[[0,0,0,0],[2,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[7,-3,3,1]]
15/11;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,11,-10,-4]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,0,0,3],[2,-4,1,6]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[12,2,1,-5]]
11/6;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,0,1,3],[3,2,-1,3]]
16/7;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[14,-12,-2,1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,3,0],[0,0,0,1],[-3,5,9,-1]]
99/65;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,4,5,0],[1,1,1,2],[1,0,0,-1]]
11/9;3/2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[3,1,3,4],[0,2,-1,-1]]
21/22;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,1,2,4],[-1,-1,-4,-5]]
14/9;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,4,5],[-1,1,1,-1]]
13/6;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,1,5,9],[-1,1,-2,-3]]
4/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,9,-4,-4]]
11/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,2,5],[-1,-1,-1,-3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,2,3],[5,-1,3,6]]
26/33;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[11,-10,-3,-1]]
11/9;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,5,5,7],[1,-1,-1,-2]]
5/7;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[3,3,-7,-7]]
9/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,-4,-5,-5]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,6,3,7],[0,-3,-2,-5]]
13/6;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,2,1,7],[-4,-1,1,-5]]
12/5;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,5,0],[0,0,0,1],[-2,0,-10,1]]
15/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,2],[-1,-1,-5,-3]]
7/6;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[2,0,1,3],[-1,1,-2,-3]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,4,0],[0,0,0,1],[2,2,1,-1]]
7/6;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,2,3,0],[0,0,0,1],[5,1,3,-1]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,8,2,9],[0,2,2,3]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,0,3,6],[6,1,3,9]]
4/5;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,1,5],[3,5,-1,5]]
32/13;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,3,0],[0,1,2,3],[0,1,3,-2]]
32/35;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,2,4,5],[-1,-2,-3,-3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,8,5,9],[8,10,7,12]]
17/7;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,4,8,11],[0,0,2,1]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,3,7],[1,1,3,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[6,-12,9,-2]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,0,7],[1,0,-1,-1]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,7,0],[0,0,0,1],[0,0,-8,1]]
10/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,6,0,7],[1,0,-1,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[3,2,5,0],[0,0,0,1],[-2,-2,-6,1]]
8/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,4,5],[2,3,2,5]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,5,0],[0,0,0,1],[0,0,-10,1]]
7/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,3,5],[-2,-2,-2,-5]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,3,2,6],[3,3,4,9]]
4/5;1;[[0,0,0,0],[1,0,0,0],[2,3,0,0],[0,0,1,0],[0,0,0,1],[2,1,-3,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[8,4,-6,3]]
7/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,3,5,0],[0,0,0,1],[0,-1,-5,-1]]
10/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,-6,-6,-2]]
83/35;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,3,5,7],[0,1,5,5]]
7/5;2;[[0,0,0,0],[1,0,0,0],[1,5,0,0],[0,0,1,0],[0,0,0,1],[3,4,-1,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,1,3],[2,-3,5,3]]
14/9;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,1,3],[-2,-1,-4,-6]]
20/11;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,4,7],[0,1,-2,-2]]
11/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[0,7,-14,8]]
5/6;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,7,5,9],[1,-2,-2,-3]]
4/5;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,3,0,5],[4,5,-2,5]]
9/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,1,-7,-7]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,3],[2,2,6,3]]
11/7;2;[[0,0,0,0],[1,0,0,0],[1,3,0,0],[0,0,1,0],[0,0,0,1],[3,7,-2,-2]]
