Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
10/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[7,-2,-5,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,7,-4,-4]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,1,4,5],[1,0,-1,-1]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,3,0],[0,0,0,1],[0,0,-6,1]]
8/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[5,-4,-2,-2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,5],[0,0,2,1]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,2,3],[2,2,5,6]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,4,5],[2,1,1,1]]
1;1;[[0,0,0,0],[1,0,0,0],[2,3,0,0],[0,0,1,0],[0,0,0,1],[2,2,-1,-1]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,2,3,0],[0,0,0,1],[3,3,3,-1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[1,3,0,0],[0,0,1,0],[0,0,0,1],[3,2,-1,-1]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,3],[0,-1,-1,-1]]
7/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,2,3],[0,1,-3,-3]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,1,3],[0,1,3,3]]
29/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,3,5],[2,2,3,3]]
7/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,2,3],[1,-2,-2,-2]]
1;1;[[0,0,0,0],[1,0,0,0],[2,3,0,0],[0,0,1,0],[0,0,0,1],[1,1,-1,-1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[6,-4,3,-1]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,1,3],[1,-2,2,2]]
18/7;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,3,0],[0,0,0,1],[0,3,7,-2]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,1,0,3],[0,3,-2,1]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,1,0,3],[0,3,-2,3]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,3],[4,1,1,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[6,3,-1,-1]]
9/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[0,0,0,1],[1,-1,-3,-2]]
11/6;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,3,4,5],[0,1,2,1]]
40/21;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,5],[1,0,-1,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-5,-2,4,-1]]
11/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,2,6,7],[0,0,2,1]]
12/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,1,-6,-2]]
5/2;5/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,0,2,3],[2,2,0,3]]
9/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,1,2,5],[1,0,-1,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,3,0],[0,0,0,1],[-2,0,-2,1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,3,4,5],[0,1,2,1]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,1,0,0],[0,0,1,0],[0,0,1,3]]
7/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,3,1,5],[-1,0,1,-1]]
16/7;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,1,3],[-2,1,-2,-4]]
9/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[0,0,0,1],[-2,-2,-5,-1]]
13/5;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,3,3,5],[0,1,3,3]]
11/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,1,-5,-3]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,4,0],[0,0,0,1],[0,0,-5,1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,0,3],[4,4,-2,6]]
14/5;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,4,2,5],[0,0,2,1]]
9/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[7,-4,-3,-1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,3,0],[0,0,0,1],[2,2,3,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-4,4,4,1]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,5,-4,-4]]
10/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[7,-4,-2,-2]]
5/3;2;[[0,0,0,0],[1,0,0,0],[1,3,0,0],[0,0,1,0],[0,0,0,1],[2,1,-1,-1]]
5/2;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,1,1,4],[1,2,1,3]]
3;3;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[0,1,1,2],[0,3,1,1]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,1,-1,-1]]
16/7;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,4,5],[0,1,-2,-2]]
5/3;2;[[0,0,0,0],[1,0,0,0],[1,3,0,0],[0,0,1,0],[0,0,0,1],[3,4,-1,-1]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,0,3],[1,-1,-1,-3]]
9/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[7,-6,-1,-1]]
11/6;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,0,3],[1,0,2,3]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,3],[-1,-1,-1,-3]]
2;2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[0,0,0,1],[0,3,-1,-1]]
16/7;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,7,-2,-6]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,2,3],[1,3,3,3]]
19/7;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,3,3,5],[0,-2,-1,-4]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-3,-3,3,-2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,1,3],[2,2,3,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,3],[0,1,3,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,2,3,0],[0,0,0,1],[-2,-2,-6,1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,2],[-3,4,1,1]]
10/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,3],[1,-2,-2,-2]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,3,0],[0,0,0,1],[0,1,-3,-1]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,3,0],[0,0,0,1],[-2,0,-6,1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[3,3,3,-2]]
4/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,3],[1,3,-1,3]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,1,2,3],[1,0,-1,-3]]
4/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,3],[1,3,-2,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,1,3],[2,4,-1,3]]
17/6;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,2,2,3],[0,2,5,6]]
12/5;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,1,3],[0,1,-2,-2]]
5/3;2;[[0,0,0,0],[1,0,0,0],[1,3,0,0],[0,0,1,0],[0,0,0,1],[2,6,-1,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,2,-2,1]]
9/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,3],[0,1,-2,-2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,3],[-2,0,1,-3]]
12/5;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[4,5,-4,-4]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,2,3,0],[0,0,0,1],[1,3,6,-1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[1,3,0,0],[0,0,1,0],[0,0,0,1],[3,3,-1,-1]]
13/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,2,3,0],[1,1,1,2],[1,0,0,-1]]
5/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,3],[-1,-2,-2,-2]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[3,1,-4,-4]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,2,3,0],[0,0,0,1],[0,-3,-3,1]]
9/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,6,7],[1,0,-1,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,3],[1,0,0,-1]]
5/2;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[8,-6,-2,1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,2,3,0],[0,0,0,1],[1,4,3,-1]]
7/6;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[5,-2,-3,-3]]
1;1;[[0,0,0,0],[1,0,0,0],[2,3,0,0],[0,0,1,0],[0,0,0,1],[4,3,-1,-1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[1,3,0,0],[0,0,1,0],[0,0,0,1],[3,1,-1,-1]]
8/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[5,-4,-3,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-7,1,1,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[3,4,2,-2]]
9/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,2],[-1,-1,-2,-3]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,2,3],[1,-1,4,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,-4,-4,1]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,1,-4,-4]]
1;1;[[0,0,0,0],[1,0,0,0],[2,3,0,0],[0,0,1,0],[0,0,0,1],[2,1,-1,-1]]
4/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-4,-2,-2,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-4,-2,-2,1]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[0,8,-8,1]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,2,0],[0,0,0,1],[0,0,-7,1]]
7/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,1,3],[-2,-1,1,-3]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[5,-3,3,1]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,6,3,-2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[6,-4,-4,3]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[8,-4,-4,1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,2,3,0],[0,0,0,1],[0,3,3,1]]
12/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,4,4,5],[-1,-3,-3,-4]]
9/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,1,5],[1,0,0,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[3,1,1,-1],[-2,0,1,0]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[-1,1,0,0],[0,0,0,1],[-3,3,3,-2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,2],[-1,1,-1,-1],[0,0,2,1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[0,0,0,1],[1,0,-1,-1],[1,2,2,0]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[4,-4,0,1],[4,-4,1,0]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,1,3],[-1,1,1,1],[1,-1,1,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,2,3,0],[0,0,0,1],[2,1,3,1],[1,2,1,-1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,0,3],[1,3,-1,3],[2,2,-1,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,2,2,3],[-1,3,2,3],[1,-2,-1,-3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[-1,1,1,0],[0,0,0,1],[4,1,-3,-2]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-3,2,3,-1],[-3,2,4,-2]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,-4,3,1],[-1,2,-1,1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[-3,3,1,0],[0,0,0,1],[2,-1,1,-1]]
16/7;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,-1,-3,4],[-1,1,4,-3]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-3,1,2,1],[-1,-1,2,1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,-2,0,1],[2,0,-2,1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-2,-2,0,1],[-2,-2,1,0]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,-1,-1,0],[0,0,0,1],[5,-2,-2,-2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[-1,1,0,0],[0,0,1,0],[0,0,0,1],[4,-3,-1,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-1,0,1,0],[3,1,2,-2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,1,1,2],[-1,0,1,-1],[-2,1,2,0]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,2],[-1,2,1,1],[1,0,1,1]]
11/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,4,0],[0,0,0,1],[0,2,2,-1],[0,2,1,-1]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[-1,1,1,0],[0,0,0,1],[7,0,-7,1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,-1,0],[0,0,0,1],[2,1,1,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[-1,1,0,0],[0,0,1,0],[0,0,0,1],[5,-5,-1,2]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,-2,1,0],[0,0,0,1],[6,-6,0,1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,0,0,1],[2,-2,1,2]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,0,0,3],[0,1,0,3],[0,0,1,-3]]
12/5;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,1,0,2],[1,1,-1,-2],[-1,1,1,3]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,2],[-1,0,1,-1],[2,0,1,1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,0,0],[0,0,1,0],[0,0,0,1],[2,-1,-2,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[-1,1,0,0],[0,0,1,0],[0,0,0,1],[-1,-2,1,-1]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,1,2],[2,-2,1,3],[-1,1,1,1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,2,3,4],[0,3,2,4],[0,3,3,5]]
5/2;5/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,-1,2,-2],[4,-2,1,-2]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[0,2,0,1],[-2,2,1,0]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[0,1,1,1],[-2,1,1,1]]
3;3;[[0,0,0,0],[2,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[3,1,1,-1],[-1,0,1,0]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[-1,0,-1,0],[0,0,0,1],[2,1,3,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-2,2,-2,1],[-2,2,0,1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,4,-3,-1],[-1,-3,3,2]]
5/2;5/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-1,1,-2,1],[-2,0,-2,1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-3,-1,2,2],[0,1,0,1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,1,2],[0,-1,2,2],[0,3,-2,-5]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,-2,-1,2],[-3,3,3,-2]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,1,3],[2,1,1,3],[1,-1,1,0]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[-2,1,2,0],[0,0,0,1],[4,1,-3,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-1,-1,1,0],[-1,-1,1,-2]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-3,1,-1,-1],[-4,1,-1,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,-1,1,1],[2,1,-1,1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-1,1,1,-1],[2,2,-1,0]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-1,1,-1,2],[-4,4,-1,2]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[0,1,-1,1],[-2,2,4,-3]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,2],[0,-1,1,-1],[0,0,1,-2]]
