Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
21/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,14,17]]
5/17;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,3,4,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,7,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,11,11,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,5,5,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,4,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,6,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,5,17]]
21/17;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,16,17]]
21/17;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,15,17]]
53/17;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,1,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,6,17]]
21/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,5,10,17]]
21/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,7,7,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[10,10,16,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,6,17]]
21/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,6,10,17]]
21/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,15,15,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,14,14,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,4,5,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,6,17]]
37/17;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,2,16,17]]
21/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,8,8,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,5,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,7,12,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,4,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,7,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,4,4,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,4,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,4,17]]
37/17;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,4,14,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,4,4,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,7,8,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,16,16,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,6,13,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,10,10,17]]
21/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,5,8,17]]
5/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,5,5,17]]
5/17;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,4,12,17]]
21/17;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,3,13,17]]
6/5;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,0,1,2],[4,3,3,3]]
8/3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,0,2,0],[0,0,0,1],[5,-5,-5,1]]
44/45;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,4,5],[2,3,2,2]]
5/2;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,4,10,13],[0,0,2,1]]
32/21;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,4,3,7],[-1,2,3,3]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[4,-8,-8,1]]
74/55;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,0,5],[0,1,-2,-2]]
43/52;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[13,-8,-5,-3]]
2/3;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,2,3],[-2,-2,-7,-7]]
21/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,2],[5,-1,-6,-3]]
5/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,-6,9,-4]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[5,6,6,-1]]
8/3;3;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[0,2,1,3],[0,5,1,2]]
28/33;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,4,5],[-2,1,-6,-6]]
48/65;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,3],[-1,-1,-3,-5]]
4/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,15,-2,-8]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,1,3],[-1,6,1,2]]
25/14;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,4,9],[5,4,6,14]]
5/2;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[16,-12,-4,1]]
8/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,4,6,7],[0,-2,-2,-2]]
16/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[13,-8,-4,-4]]
71/66;2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[0,0,0,1],[4,-3,-2,-4]]
29/33;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[3,3,4,0],[0,0,0,1],[-6,-4,-9,-1]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,1,5,0],[0,0,0,1],[-3,0,-3,1]]
17/8;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,1,10,13],[1,0,-1,-1]]
23/39;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,0,3,0],[0,0,0,1],[1,-2,-5,-1]]
18/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[13,1,-12,-4]]
23/35;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,2,3],[-3,-4,-7,-7]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[8,-12,9,-4]]
4/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[12,-10,-5,-1]]
8/5;2;[[0,0,0,0],[2,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,1,2],[7,-2,0,-1]]
269/182;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,2,9],[1,0,-1,-1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,5,6,7],[2,3,6,5]]
24/11;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,4,5],[0,1,-6,-6]]
24/11;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,6,8],[0,1,-3,-3]]
4/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-12,2,-2,-2]]
7/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,2,9],[0,0,2,1]]
9/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,5,7,0],[0,0,0,1],[0,-1,-3,-1]]
10/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,2,6,7],[2,1,1,1]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,3,5,0],[0,0,0,1],[2,-2,-2,1]]
6/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[15,-2,-13,-1]]
14/15;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,3,4,0],[0,1,1,2],[2,0,0,-1]]
11/13;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,3,4,5],[-2,-1,-6,-6]]
15/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,1,4,5],[1,-2,-2,-2]]
12/5;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,3,1,5],[-2,3,1,1]]
13/6;9/4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,4,2,10],[-1,0,-1,-3]]
29/30;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,1,5],[1,4,1,4]]
22/21;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,-8,-2,3]]
6/5;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,-8,-2,5]]
9/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[14,-12,-3,-1]]
65/77;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,2],[-1,-3,-4,-7]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,5,0,7],[0,-1,-1,-1]]
5/7;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[11,-2,-7,-7]]
12/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,4,2,7],[4,4,2,5]]
27/35;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,4,4,5],[-2,1,1,1]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,6,6,7],[1,4,6,5]]
73/66;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,11,-10,-6]]
5/2;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[4,2,5,0],[0,0,0,1],[0,-3,-3,1]]
37/36;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,1,1,8],[4,2,1,7]]
4;4;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,1,5,0],[0,0,0,1],[0,0,-12,1]]
2/3;1;[[0,0,0,0],[1,0,0,0],[3,5,0,0],[0,0,1,0],[0,0,0,1],[1,-2,-1,-1]]
34/35;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[7,1,7,9],[-1,1,0,-1]]
19/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,4,10,11],[-1,-1,-3,-3]]
41/21;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,2,4,7],[-2,0,-1,-4]]
4/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[9,-8,-7,-1]]
244/273;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,2],[-2,-3,-4,-7]]
10/11;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,1,4,5],[1,-2,-2,-2]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-12,1,1,-4]]
43/28;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[8,7,4,9],[0,1,2,1]]
3;3;[[0,0,0,0],[2,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-9,3,-3,1]]
9/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,4,2,7],[-2,-2,1,-4]]
21/26;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[13,-12,-3,-1]]
7/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,0,4,5],[1,-2,2,3]]
15/11;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[0,2,1,5],[0,0,-1,-2]]
9/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,2,2,5],[0,2,2,1]]
32/33;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[11,-9,-3,-4]]
14/9;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,4,2,5],[-1,1,-2,-1]]
39/55;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,0,2],[-1,-1,-5,-5]]
1;1;[[0,0,0,0],[2,0,0,0],[1,2,0,0],[0,0,1,0],[0,0,0,1],[8,1,-1,-1]]
14/9;2;[[0,0,0,0],[1,0,0,0],[1,2,0,0],[0,0,1,0],[0,0,0,1],[3,9,-4,-2]]
3/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[10,7,-3,-9]]
37/20;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,2,3,7],[2,3,4,8]]
25/18;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,3,7],[0,1,-2,-2]]
8/11;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,6,7],[-4,-4,-7,-10]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,7,10,11],[0,2,1,1]]
11/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,3,2,5],[3,1,-2,1]]
9/7;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,1,7],[0,-1,-1,-4]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,6,6,7],[0,3,1,1]]
9/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,6,7,0],[0,0,0,1],[1,-2,-3,-1]]
6/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,2,3,5],[0,1,-2,-2]]
23/14;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,5,4,13],[1,1,2,3]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,3,5],[0,1,-4,-4]]
1;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,1,3,5],[-2,1,-4,-4]]
5/4;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[8,4,-6,5]]
48/35;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,1,5,7],[4,1,5,5]]
53/52;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[13,-8,-6,-2]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-12,4,-4,1]]
1;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,6,6,7],[3,4,6,5]]
47/55;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,1,2,0],[0,0,0,1],[-2,-4,-9,-3]]
12/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,-12,-4,1]]
3/5;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,5,0,7],[1,0,-1,-1]]
11/9;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,4,4,5],[1,-4,-4,-4]]
7/11;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[11,-8,-7,-1]]
10/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,1,3,0],[0,0,0,1],[-4,-2,-2,1]]
1;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,4,5],[1,-1,0,1]]
3;3;[[0,0,0,0],[2,0,0,0],[0,1,0,0],[1,1,2,0],[0,0,0,1],[5,0,3,1]]
11/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,3,5,7],[1,0,0,-1]]
8/5;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,5,9],[4,4,6,10]]
21/22;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[4,3,5,0],[0,0,0,1],[-1,-3,-4,-1]]
19/22;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[7,8,8,9],[-5,-7,-7,-8]]
107/77;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,9,9,10],[-1,-6,-6,-7]]
24/11;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,1,2,7],[-2,1,-2,-4]]
5/2;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,1,1,4],[-1,4,1,3]]
13/10;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,2,2,5],[3,2,2,3]]
7/8;3/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,6,7],[-1,-2,-2,-2]]
14/11;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[11,-6,-6,-4]]
8/5;2;[[0,0,0,0],[1,0,0,0],[0,2,0,0],[0,0,1,0],[0,0,0,1],[-5,-3,1,-1]]
18/11;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[6,4,5,7],[-6,-3,-6,-8]]
22/15;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[10,1,-9,-7]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-15,1,1,-1]]
21/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,1,9,11],[0,1,-2,-2]]
64/77;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[4,2,-9,-7]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,3,3,5],[-2,0,0,-2]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[1,4,5,0],[0,0,0,1],[0,6,6,1]]
20/21;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-10,-4,-2,3]]
41/22;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,7,7,9],[-4,-6,-5,-8]]
7/10;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[9,8,-5,-5]]
12/5;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[5,3,7,0],[0,0,0,1],[0,-2,-2,1]]
16/7;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,2,3,0],[0,0,0,1],[2,-6,-4,1]]
12/13;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[3,3,2,4],[-2,-5,-5,-7]]
24/11;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,1,0,2],[3,1,-3,-9]]
3;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-10,6,-6,1]]
19/15;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-15,3,9,-1]]
5/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[1,-6,-5,-5]]
101/165;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[11,-10,-5,-1]]
136/77;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,5,6,7],[-5,-7,-7,-10]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,4,4,7],[-2,-2,-1,-4]]
2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-10,-6,4,3]]
17/8;5/2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,5,2,7],[-1,3,0,1]]
38/15;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,5,3,7],[0,0,3,2]]
83/110;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[9,1,5,11],[-1,1,0,-1]]
1;4/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[1,2,4,7],[-1,1,-2,-4]]
9/4;3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[5,3,1,8],[2,3,1,5]]
12/7;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[2,6,7,0],[0,0,0,1],[0,-1,-3,-1]]
4/7;1;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[2,1,2,3],[-3,-1,-7,-7]]
3/2;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-6,-9,8,-1]]
7/4;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[2,15,-8,-8]]
5/3;2;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[4,4,3,8],[5,5,3,9]]
5/3;5/3;[[0,0,0,0],[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[6,8,-4,3]]
