Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
4/23;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,23]]
4/23;1;[[0,0,0],[1,0,0],[0,1,0],[2,4,23]]
4/23;5/6;[[0,0,0],[1,0,0],[0,1,0],[3,5,23]]
4/23;2;[[0,0,0],[1,0,0],[0,1,0],[1,4,23]]
42/85;5/6;[[0,0,0],[1,0,0],[0,1,0],[3,4,5],[1,-6,-4]]
31/45;1;[[0,0,0],[1,0,0],[0,1,0],[3,1,9],[-2,2,-2]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[3,1,8],[3,1,3]]
16/21;1;[[0,0,0],[1,0,0],[0,1,0],[19,19,20],[2,1,1]]
37/90;1;[[0,0,0],[1,0,0],[0,1,0],[8,9,13],[2,1,1]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[4,5,8],[-3,0,-3]]
37/60;1;[[0,0,0],[1,0,0],[0,1,0],[12,16,17],[2,4,3]]
11/9;2;[[0,0,0],[1,0,0],[4,5,0],[0,0,1],[-6,-4,1]]
137/255;1;[[0,0,0],[1,0,0],[0,1,0],[1,2,5],[3,-4,-2]]
44/95;1;[[0,0,0],[1,0,0],[0,1,0],[4,3,5],[-14,-7,-18]]
11/14;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-12,21,-10]]
8/5;2;[[0,0,0],[1,0,0],[0,1,0],[2,16,17],[2,19,20]]
43/77;1;[[0,0,0],[1,0,0],[0,1,0],[8,6,11],[4,4,5]]
59/78;1;[[0,0,0],[1,0,0],[5,6,0],[0,1,2],[-1,-3,-1]]
109/85;2;[[0,0,0],[1,0,0],[0,1,0],[11,3,13],[-8,-1,-10]]
11/15;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,20,-18]]
10/17;1;[[0,0,0],[1,0,0],[3,4,0],[0,0,1],[-7,-15,-1]]
2/7;1;[[0,0,0],[1,0,0],[0,1,0],[7,7,10],[-9,-9,-13]]
21/19;2;[[0,0,0],[1,0,0],[0,1,0],[1,4,5],[1,-12,-14]]
51/133;1;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[-1,-9,-7]]
29/45;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[5,18,-7]]
28/99;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[9,-11,-11]]
33/70;5/6;[[0,0,0],[1,0,0],[0,1,0],[6,2,11],[-2,-1,-7]]
6/5;2;[[0,0,0],[1,0,0],[0,1,0],[7,1,10],[2,1,1]]
19/17;2;[[0,0,0],[1,0,0],[0,1,0],[1,12,14],[1,-3,-3]]
9/22;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[4,-11,-11]]
19/14;2;[[0,0,0],[1,0,0],[0,1,0],[4,8,11],[4,11,14]]
56/39;2;[[0,0,0],[1,0,0],[0,1,0],[11,3,13],[6,3,8]]
73/55;2;[[0,0,0],[1,0,0],[0,1,0],[3,3,5],[5,-3,1]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[10,1,11],[2,1,1]]
24/77;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[7,-11,-11]]
18/35;5/6;[[0,0,0],[1,0,0],[0,1,0],[1,5,7],[3,1,1]]
23/21;2;[[0,0,0],[1,0,0],[0,1,0],[5,6,11],[1,-2,-2]]
2/5;1;[[0,0,0],[1,0,0],[0,1,0],[7,4,11],[2,1,1]]
14/19;1;[[0,0,0],[1,0,0],[0,1,0],[2,0,3],[5,-6,-2]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,5],[4,1,1]]
41/85;1;[[0,0,0],[1,0,0],[0,1,0],[8,3,13],[-6,-1,-10]]
193/455;4/5;[[0,0,0],[1,0,0],[0,1,0],[11,9,13],[7,5,7]]
3/7;1;[[0,0,0],[1,0,0],[2,7,0],[0,0,1],[-1,-9,-1]]
19/17;2;[[0,0,0],[1,0,0],[0,1,0],[2,3,5],[1,-6,-6]]
3/4;1;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[-4,-14,-2]]
23/21;2;[[0,0,0],[1,0,0],[0,1,0],[3,2,5],[3,-4,-2]]
11/20;1;[[0,0,0],[1,0,0],[0,1,0],[5,8,11],[1,4,3]]
24/85;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,10],[-1,-1,-13]]
15/22;1;[[0,0,0],[1,0,0],[0,1,0],[0,2,7],[-2,0,1]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,6],[3,1,1]]
121/315;1;[[0,0,0],[1,0,0],[0,1,0],[0,2,5],[-2,2,9]]
16/11;2;[[0,0,0],[1,0,0],[0,1,0],[9,3,11],[3,3,5]]
13/17;1;[[0,0,0],[1,0,0],[0,1,0],[2,8,11],[1,-3,-3]]
8/7;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[14,-9,-13]]
64/105;1;[[0,0,0],[1,0,0],[0,1,0],[2,7,11],[1,-3,-5]]
13/34;5/6;[[0,0,0],[1,0,0],[0,1,0],[4,0,5],[-3,-2,-8]]
5/11;5/6;[[0,0,0],[1,0,0],[0,1,0],[2,0,3],[-3,-5,-5]]
5/6;1;[[0,0,0],[1,0,0],[6,10,0],[0,0,1],[0,-3,-1]]
9/8;2;[[0,0,0],[1,0,0],[0,1,0],[1,3,5],[1,-8,-11]]
7/12;1;[[0,0,0],[1,0,0],[0,1,0],[5,2,9],[-1,2,1]]
44/95;1;[[0,0,0],[1,0,0],[0,1,0],[3,2,5],[-7,-7,-18]]
5/11;1;[[0,0,0],[1,0,0],[0,1,0],[4,4,5],[-2,0,1]]
9/7;2;[[0,0,0],[1,0,0],[0,2,0],[0,0,1],[-3,-15,1]]
7/6;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[12,-11,-11]]
16/11;2;[[0,0,0],[1,0,0],[0,1,0],[2,2,3],[8,-6,1]]
15/22;1;[[0,0,0],[1,0,0],[0,1,0],[1,2,5],[-3,0,1]]
9/17;4/5;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[17,-9,-13]]
21/19;2;[[0,0,0],[1,0,0],[0,1,0],[2,9,11],[1,-4,-4]]
23/21;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[21,-20,-2]]
19/17;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[17,-6,-16]]
5/7;1;[[0,0,0],[1,0,0],[0,2,0],[3,3,5],[-1,3,-2]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[18,-16,5]]
12/13;1;[[0,0,0],[1,0,0],[0,1,0],[4,2,11],[-4,-1,-12]]
3;3;[[0,0,0],[1,0,0],[1,5,0],[0,0,1],[0,-18,1]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,9],[2,1,2]]
24/17;2;[[0,0,0],[1,0,0],[0,1,0],[10,5,14],[-6,-2,-9]]
15/22;1;[[0,0,0],[1,0,0],[0,1,0],[2,8,15],[0,2,1]]
15/22;1;[[0,0,0],[1,0,0],[0,1,0],[3,2,9],[-1,0,1]]
14/15;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-16,-6,3]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-16,-6,1]]
4/7;5/6;[[0,0,0],[1,0,0],[0,1,0],[4,7,8],[9,18,21]]
157/380;1;[[0,0,0],[1,0,0],[0,1,0],[5,7,8],[-7,-13,-15]]
3/11;1;[[0,0,0],[1,0,0],[4,7,0],[0,0,1],[-5,-9,-1]]
4/11;1;[[0,0,0],[1,0,0],[0,1,0],[1,10,11],[2,1,1]]
12/11;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-15,-7]]
2/3;1;[[0,0,0],[1,0,0],[8,9,0],[0,0,1],[-3,-5,-1]]
41/33;2;[[0,0,0],[1,0,0],[0,1,0],[5,5,9],[3,-1,1]]
24/35;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,-17,-5]]
14/11;2;[[0,0,0],[1,0,0],[0,1,0],[6,2,7],[4,-2,1]]
5/4;2;[[0,0,0],[1,0,0],[3,7,0],[0,0,1],[-4,-6,1]]
7/18;1;[[0,0,0],[1,0,0],[0,1,0],[4,5,9],[4,3,5]]
8/19;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[4,-13,-9]]
4/7;1;[[0,0,0],[1,0,0],[0,1,0],[3,4,5],[-3,1,1]]
12/11;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-19,-3]]
25/22;3/2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-22,2,10]]
2/5;1;[[0,0,0],[1,0,0],[0,1,0],[12,3,13],[4,1,3]]
27/19;2;[[0,0,0],[1,0,0],[0,1,0],[4,8,11],[-4,-7,-12]]
8/9;1;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[-3,-5,5]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[11,-22,12]]
1/2;1;[[0,0,0],[1,0,0],[0,1,0],[10,4,11],[6,2,5]]
11/18;1;[[0,0,0],[1,0,0],[0,1,0],[16,13,17],[2,1,1]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-20,-2,1]]
3/5;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-20,-2,18]]
5/11;1;[[0,0,0],[1,0,0],[0,1,0],[4,8,15],[0,2,1]]
29/20;2;[[0,0,0],[1,0,0],[0,1,0],[4,8,11],[0,4,3]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[1,4,5],[4,7,8]]
27/38;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[19,-8,-14]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[3,11,15],[1,4,4]]
3/4;1;[[0,0,0],[1,0,0],[0,1,0],[2,6,11],[2,2,3]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[6,6,11],[0,3,2]]
8/5;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,3],[-4,5,8]]
7/5;2;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[-8,-4,1]]
26/57;1;[[0,0,0],[1,0,0],[0,1,0],[5,10,11],[-1,-6,-6]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[0,4,9],[1,-2,-8]]
15/22;1;[[0,0,0],[1,0,0],[0,1,0],[2,12,17],[0,2,1]]
177/455;1;[[0,0,0],[1,0,0],[0,1,0],[4,11,13],[2,3,3]]
5/7;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,3],[-4,3,-8]]
21/19;2;[[0,0,0],[1,0,0],[0,1,0],[1,14,15],[1,-4,-4]]
7/6;3/2;[[0,0,0],[1,0,0],[0,1,0],[2,0,5],[-2,2,4]]
12/17;1;[[0,0,0],[1,0,0],[0,1,0],[4,0,5],[1,-3,-3]]
11/14;1;[[0,0,0],[1,0,0],[0,1,0],[2,3,13],[1,2,4]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,7],[2,-2,-2]]
17/21;1;[[0,0,0],[1,0,0],[0,1,0],[6,8,10],[12,17,21]]
43/55;1;[[0,0,0],[1,0,0],[0,1,0],[3,3,7],[1,-2,-5]]
48/35;2;[[0,0,0],[1,0,0],[0,1,0],[9,6,14],[9,7,15]]
113/91;2;[[0,0,0],[1,0,0],[0,1,0],[4,10,13],[2,8,9]]
13/44;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[8,-11,-11]]
4/11;1;[[0,0,0],[1,0,0],[0,1,0],[4,4,11],[2,4,7]]
23/21;2;[[0,0,0],[1,0,0],[0,1,0],[1,18,19],[1,-2,-2]]
21/19;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[5,-8,-4]]
3/4;1;[[0,0,0],[1,0,0],[7,8,0],[0,0,1],[-5,-7,-1]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[7,1,11],[3,1,3]]
28/51;1;[[0,0,0],[1,0,0],[1,2,0],[0,1,2],[2,-7,-5]]
64/105;1;[[0,0,0],[1,0,0],[0,1,0],[2,5,7],[4,3,5]]
24/91;1;[[0,0,0],[1,0,0],[5,7,0],[0,0,1],[-5,-9,-1]]
42/85;1;[[0,0,0],[1,0,0],[0,1,0],[5,7,8],[-9,-11,-15]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[21,-15,2]]
21/19;2;[[0,0,0],[1,0,0],[0,1,0],[1,5,9],[1,-6,-10]]
18/35;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,5],[-1,-1,2]]
29/18;2;[[0,0,0],[1,0,0],[0,1,0],[2,12,13],[2,17,18]]
123/286;1;[[0,0,0],[1,0,0],[0,1,0],[2,1,11],[-1,-1,-12]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,7],[3,1,5]]
35/66;1;[[0,0,0],[1,0,0],[0,1,0],[10,9,11],[-5,-5,-7]]
17/21;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,19],[1,0,-1]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[8,1,9],[6,1,5]]
12/19;1;[[0,0,0],[1,0,0],[0,1,0],[2,0,3],[1,-4,-8]]
13/21;1;[[0,0,0],[1,0,0],[0,1,0],[3,6,11],[0,3,2]]
1;1;[[0,0,0],[3,0,0],[0,1,0],[1,0,2],[-2,-2,1]]
80/57;2;[[0,0,0],[1,0,0],[0,1,0],[12,6,17],[-4,-1,-6]]
113/308;1;[[0,0,0],[1,0,0],[0,1,0],[5,4,11],[3,4,7]]
12/13;1;[[0,0,0],[1,0,0],[0,1,0],[9,3,13],[-1,0,-3]]
57/119;5/6;[[0,0,0],[1,0,0],[0,1,0],[1,5,7],[-2,-9,-16]]
4/5;1;[[0,0,0],[1,0,0],[0,1,0],[5,5,13],[1,0,-1]]
14/19;1;[[0,0,0],[1,0,0],[0,1,0],[6,3,17],[-1,-1,-6]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[2,3,5],[5,6,8]]
23/34;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[17,-12,-10]]
73/51;2;[[0,0,0],[1,0,0],[0,1,0],[8,10,17],[2,4,5]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[6,6,7],[6,9,8]]
4/11;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[5,-11,-11]]
6/5;2;[[0,0,0],[1,0,0],[0,3,0],[0,0,1],[-2,-14,1]]
6/11;1;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[-3,-10,-10]]
23/55;1;[[0,0,0],[1,0,0],[0,1,0],[2,1,5],[-2,-1,1]]
18/55;1;[[0,0,0],[1,0,0],[2,5,0],[0,0,1],[-5,-13,-1]]
7/6;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,5],[1,-5,-7]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[3,3,17],[1,0,-1]]
27/35;1;[[0,0,0],[1,0,0],[0,1,0],[4,0,5],[4,-2,7]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[3,1,11],[3,1,7]]
3;3;[[0,0,0],[1,0,0],[1,6,0],[0,0,1],[0,-17,1]]
11/14;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-18,14,-4]]
48/133;1;[[0,0,0],[1,0,0],[0,1,0],[1,6,7],[-2,-11,-16]]
10/13;1;[[0,0,0],[1,0,0],[0,1,0],[12,3,13],[7,3,8]]
9/8;2;[[0,0,0],[1,0,0],[0,1,0],[1,8,9],[1,-7,-7]]
15/22;1;[[0,0,0],[1,0,0],[0,1,0],[2,16,19],[0,2,1]]
17/56;1;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[-5,-11,-3]]
4/5;1;[[0,0,0],[1,0,0],[0,1,0],[2,7,13],[0,-1,-4]]
18/55;1;[[0,0,0],[1,0,0],[0,1,0],[4,4,5],[-7,-9,-9]]
19/21;1;[[0,0,0],[1,0,0],[0,1,0],[0,1,3],[-6,4,-2]]
19/22;1;[[0,0,0],[1,0,0],[0,1,0],[7,6,9],[-5,-6,-8]]
11/9;2;[[0,0,0],[1,0,0],[2,5,0],[0,0,1],[-4,-2,1]]
15/11;2;[[0,0,0],[1,0,0],[0,1,0],[4,16,19],[0,2,1]]
3/5;1;[[0,0,0],[1,0,0],[0,1,0],[7,6,19],[1,2,3]]
8/17;1;[[0,0,0],[1,0,0],[0,1,0],[3,4,5],[-2,-9,-9]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[5,1,7],[3,1,1]]
29/30;1;[[0,0,0],[1,0,0],[0,1,0],[3,2,9],[4,3,10]]
53/195;1;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[-4,-11,-3]]
31/66;1;[[0,0,0],[1,0,0],[0,1,0],[2,9,11],[2,1,1]]
4/5;1;[[0,0,0],[1,0,0],[0,1,0],[2,1,3],[3,6,2]]
12/11;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-21,-1]]
17/15;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[15,-8,-14]]
2/3;1;[[0,0,0],[1,0,0],[1,2,0],[0,0,1],[6,-3,4]]
24/19;2;[[0,0,0],[1,0,0],[0,1,0],[3,3,5],[-10,-7,-18]]
3/2;2;[[0,0,0],[1,0,0],[0,3,0],[0,0,1],[-5,-5,1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,21,-8]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,21,-16]]
43/57;1;[[0,0,0],[1,0,0],[0,1,0],[2,12,15],[1,-2,-2]]
1;1;[[0,0,0],[2,0,0],[0,1,0],[1,0,2],[11,-3,1]]
19/21;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,2],[7,3,3]]
15/22;1;[[0,0,0],[1,0,0],[0,1,0],[2,4,13],[0,2,1]]
6/19;1;[[0,0,0],[1,0,0],[0,1,0],[1,4,5],[-1,-9,-9]]
2/5;1;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[3,-10,-10]]
31/39;1;[[0,0,0],[1,0,0],[0,1,0],[8,7,13],[3,2,3]]
51/38;2;[[0,0,0],[1,0,0],[0,1,0],[2,6,7],[-4,-11,-16]]
4/7;1;[[0,0,0],[1,0,0],[0,1,0],[11,15,16],[2,1,1]]
13/14;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-18,2,-4]]
7/6;7/6;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-10,-12,3]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-10,-12,8]]
14/17;1;[[0,0,0],[1,0,0],[3,4,0],[2,1,4],[0,-1,-1]]
65/99;1;[[0,0,0],[1,0,0],[0,1,0],[9,4,10],[-7,-4,-9]]
15/11;2;[[0,0,0],[1,0,0],[0,1,0],[8,4,11],[4,4,7]]
19/17;2;[[0,0,0],[1,0,0],[0,1,0],[1,5,7],[1,-8,-10]]
3/5;1;[[0,0,0],[1,0,0],[0,1,0],[8,12,14],[9,13,15]]
13/34;1;[[0,0,0],[1,0,0],[0,1,0],[3,6,7],[-1,-8,-8]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[5,7,15],[1,2,2]]
17/18;1;[[0,0,0],[1,0,0],[0,1,0],[6,4,7],[-6,-5,-10]]
31/77;1;[[0,0,0],[1,0,0],[0,1,0],[9,6,11],[7,4,7]]
8/7;2;[[0,0,0],[1,0,0],[0,1,0],[1,8,11],[1,-3,-3]]
8/15;1;[[0,0,0],[1,0,0],[0,1,0],[6,12,13],[3,4,4]]
13/21;1;[[0,0,0],[1,0,0],[0,1,0],[8,9,11],[-1,-4,-4]]
2/3;1;[[0,0,0],[1,0,0],[2,4,0],[0,0,1],[-3,-15,-1]]
4/5;1;[[0,0,0],[1,0,0],[0,3,0],[2,1,3],[-1,6,-2]]
10/11;1;[[0,0,0],[1,0,0],[0,1,0],[8,8,11],[2,4,3]]
46/153;1;[[0,0,0],[1,0,0],[0,1,0],[1,2,9],[-1,-3,-14]]
7/10;1;[[0,0,0],[1,0,0],[9,10,0],[0,0,1],[-1,-3,-1]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[5,1,11],[2,1,2]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,5],[3,-3,-3]]
121/315;4/5;[[0,0,0],[1,0,0],[0,1,0],[7,5,9],[1,-1,1]]
9/7;2;[[0,0,0],[1,0,0],[2,9,0],[0,0,1],[-2,-4,1]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,5],[4,1,2]]
5/11;1;[[0,0,0],[1,0,0],[0,1,0],[5,4,7],[-1,0,1]]
6/7;1;[[0,0,0],[1,0,0],[0,1,0],[9,10,11],[12,13,14]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[11,6,16],[14,8,21]]
23/33;1;[[0,0,0],[1,0,0],[0,1,0],[5,4,11],[-1,-1,-5]]
5/7;1;[[0,0,0],[1,0,0],[0,1,0],[7,2,13],[-2,1,-4]]
152/273;1;[[0,0,0],[1,0,0],[0,1,0],[12,10,13],[8,8,9]]
11/15;5/6;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[20,3,-7]]
21/19;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[19,-4,-18]]
5/11;5/6;[[0,0,0],[1,0,0],[0,1,0],[4,4,13],[0,2,1]]
6/11;1;[[0,0,0],[1,0,0],[0,1,0],[0,2,3],[-4,-2,1]]
9/19;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[4,-17,-5]]
8/21;1;[[0,0,0],[1,0,0],[0,1,0],[2,0,5],[1,-2,-8]]
17/28;1;[[0,0,0],[1,0,0],[2,3,0],[1,2,3],[3,2,1]]
5/3;2;[[0,0,0],[1,0,0],[0,2,0],[0,0,1],[-7,-7,1]]
11/19;1;[[0,0,0],[1,0,0],[0,1,0],[4,8,15],[-2,-3,-8]]
10/9;2;[[0,0,0],[1,0,0],[0,1,0],[1,4,11],[1,-3,-7]]
23/33;1;[[0,0,0],[1,0,0],[0,1,0],[4,7,11],[2,1,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[11,1,1]]
27/65;1;[[0,0,0],[1,0,0],[0,1,0],[5,4,7],[-1,-4,-4]]
11/10;2;[[0,0,0],[1,0,0],[0,1,0],[1,16,17],[1,-3,-3]]
5/3;2;[[0,0,0],[2,0,0],[0,1,0],[1,1,3],[6,1,1]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-21,9,-1]]
10/9;2;[[0,0,0],[1,0,0],[0,1,0],[1,12,13],[1,-5,-5]]
29/65;1;[[0,0,0],[1,0,0],[0,1,0],[6,9,11],[-1,-4,-4]]
22/15;2;[[0,0,0],[1,0,0],[0,1,0],[3,9,11],[3,13,15]]
21/13;2;[[0,0,0],[1,0,0],[0,1,0],[12,2,13],[2,2,3]]
25/52;1;[[0,0,0],[1,0,0],[0,1,0],[12,7,13],[6,5,7]]
2/3;1;[[0,0,0],[1,0,0],[6,8,0],[0,0,1],[16,21,-1]]
61/91;1;[[0,0,0],[1,0,0],[0,1,0],[5,4,11],[-2,-3,-7]]
25/66;1;[[0,0,0],[1,0,0],[0,1,0],[6,3,7],[-5,-4,-6]]
55/76;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,5],[3,-4,-2]]
179/418;1;[[0,0,0],[1,0,0],[0,1,0],[8,1,11],[-7,-1,-12]]
29/34;1;[[0,0,0],[1,0,0],[0,1,0],[3,4,8],[1,-3,-3]]
23/55;3/4;[[0,0,0],[1,0,0],[0,1,0],[2,0,5],[-3,-2,-8]]
12/19;1;[[0,0,0],[1,0,0],[2,3,0],[2,2,3],[-1,-4,-2]]
29/55;1;[[0,0,0],[1,0,0],[0,1,0],[8,6,11],[5,3,5]]
27/65;1;[[0,0,0],[1,0,0],[2,3,0],[1,2,3],[-1,-4,-2]]
113/195;1;[[0,0,0],[1,0,0],[0,1,0],[12,10,13],[3,2,2]]
20/21;1;[[0,0,0],[1,0,0],[1,2,0],[6,4,7],[-1,1,-2]]
29/45;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[20,-9,-13]]
35/22;2;[[0,0,0],[1,0,0],[0,1,0],[2,20,21],[0,2,1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[3,4,5],[3,4,2]]
7/5;2;[[0,0,0],[2,0,0],[0,1,0],[1,1,5],[3,1,2]]
18/35;1;[[0,0,0],[1,0,0],[0,1,0],[10,10,14],[11,11,15]]
16/19;1;[[0,0,0],[1,0,0],[0,1,0],[3,9,13],[1,-2,-2]]
3/2;2;[[0,0,0],[1,0,0],[1,2,0],[1,6,9],[1,7,10]]
118/195;1;[[0,0,0],[1,0,0],[0,1,0],[5,2,13],[1,2,3]]
9/28;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[7,-13,-9]]
17/22;1;[[0,0,0],[1,0,0],[0,1,0],[5,6,11],[1,2,1]]
38/51;1;[[0,0,0],[1,0,0],[0,1,0],[5,5,14],[-3,-2,-9]]
188/495;4/5;[[0,0,0],[1,0,0],[0,1,0],[3,3,11],[1,3,5]]
17/20;1;[[0,0,0],[1,0,0],[0,1,0],[18,17,19],[2,1,1]]
2;2;[[0,0,0],[2,0,0],[0,1,0],[1,1,2],[10,1,1]]
15/13;2;[[0,0,0],[1,0,0],[0,1,0],[1,6,11],[1,-2,-2]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[4,1,9],[2,1,1]]
