Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
1;1;[[0,0,0],[1,0,0],[3,4,0],[0,0,1],[-1,-3,-1]]
19/21;1;[[0,0,0],[1,0,0],[0,1,0],[2,0,3],[1,-2,-2]]
12/7;2;[[0,0,0],[1,0,0],[0,1,0],[6,2,7],[2,2,3]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,5],[2,1,2]]
14/15;1;[[0,0,0],[1,0,0],[0,1,0],[4,3,5],[1,3,2]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[2,3,5],[1,-2,-2]]
4/5;1;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[-1,-4,-4]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[3,1,1]]
14/15;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-1,-3],[-1,3,4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,0],[0,0,1],[1,-5,-1]]
3;3;[[0,0,0],[1,0,0],[0,3,0],[1,3,0],[0,0,1],[0,5,1]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-1,-2,3],[2,6,-5]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-4,5],[-1,5,-4]]
14/9;2;[[0,0,0],[1,0,0],[0,1,0],[2,4,5],[-1,-2,-4],[0,-2,-3]]
1;1;[[0,0,0],[1,0,0],[0,2,0],[-1,2,0],[0,0,1],[3,1,-1]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[3,1,4],[0,1,-1],[4,1,5]]
17/10;2;[[0,0,0],[1,0,0],[1,5,0],[0,0,1],[2,4,-1],[0,-1,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,4,-1],[1,2,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,3,-2],[1,-2,3]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-3,-3,2],[-3,-2,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,-2,0],[0,0,1],[2,-6,-2]]
3;3;[[0,0,0],[1,0,0],[0,1,0],[5,1,0],[0,0,1],[-5,0,1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,0],[0,0,1],[1,4,-1]]
3;3;[[0,0,0],[1,0,0],[0,1,0],[-4,1,0],[0,0,1],[6,0,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,-2,3],[-3,3,-2]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,1,1],[2,3,-1]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-1,-1,2],[3,6,-5]]
5/4;3/2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-2,5,-4],[-2,4,-2]]
7/4;2;[[0,0,0],[1,0,0],[0,1,0],[2,2,3],[2,3,4],[-1,3,1]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[3,1,4],[-2,1,-3],[4,1,5]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[-2,1,1],[-2,1,3]]
9/10;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-2,-4,2],[-2,-3,1]]
1;1;[[0,0,0],[1,0,0],[0,2,0],[0,0,1],[-1,-1,1],[-1,3,-1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[0,1,1],[-4,-1,3]]
2;2;[[0,0,0],[1,0,0],[0,2,0],[1,1,2],[1,2,1],[1,-1,2]]
3;3;[[0,0,0],[1,0,0],[0,1,0],[-3,1,0],[0,0,1],[7,0,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-2,1,2],[-6,5,2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,0],[0,0,1],[1,-7,-1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-3,-3,2],[-4,-4,3]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[1,-1,-2],[1,-2,-2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,-1,2],[6,-1,2]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,0],[0,0,1],[2,-3,-3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,4,-3],[1,-1,2]]
3;3;[[0,0,0],[1,0,0],[0,1,0],[1,1,0],[0,0,1],[0,9,1]]
1;1;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[5,-2,-1],[1,0,1]]
1;1;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[3,2,-1],[1,1,1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,-1,-1],[2,-3,-3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[3,1,1],[-1,1,2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-5,1,-2],[-6,1,-2]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,3],[-2,3,3],[-2,3,2]]
3;3;[[0,0,0],[1,0,0],[0,1,0],[-2,1,0],[0,0,1],[8,0,1]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,2,-1],[-4,-2,3]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-3,5,-3],[-4,6,-3]]
3;3;[[0,0,0],[2,0,0],[0,1,0],[-3,1,0],[0,0,1],[6,0,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,-1,1],[-3,3,-4]]
1;1;[[0,0,0],[1,0,0],[2,3,0],[2,2,0],[0,0,1],[1,3,-1]]
1;1;[[0,0,0],[1,0,0],[0,2,0],[0,0,1],[-2,4,-1],[-2,3,-1]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-5,-3,4],[-1,-1,2]]
8/9;1;[[0,0,0],[3,0,0],[0,1,0],[0,0,1],[4,-1,-1],[-1,1,0]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[1,0,2],[-1,-1,1],[2,1,2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,-4,2],[3,-6,4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[0,2,1],[-1,-3,-4]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[2,-1,1],[3,-1,3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[-1,1,0],[0,0,1],[6,1,-3]]
14/9;2;[[0,0,0],[1,0,0],[1,3,0],[0,0,1],[3,2,-2],[3,1,-2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-5,-1,2],[-1,-1,2]]
2;2;[[0,0,0],[1,0,0],[0,2,0],[1,2,0],[0,0,1],[1,-3,-1]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[-3,1,-1],[2,1,1]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[5,3,-2],[6,3,-2]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[1,-1,0],[0,0,1],[-6,3,1]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[3,1,4],[0,-1,-2],[-1,1,-1]]
8/9;1;[[0,0,0],[3,0,0],[0,1,0],[0,0,1],[2,-1,-1],[-1,1,0]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,3],[3,1,2],[1,1,3]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-1,-4,3],[2,2,-1]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,-1,2],[-5,2,-1]]
23/15;2;[[0,0,0],[1,0,0],[0,1,0],[4,2,5],[3,3,5],[0,0,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[2,2,4],[3,1,3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,2],[0,2,1],[0,2,4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,2],[1,-1,3],[0,3,-2]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[3,1,5],[4,1,6],[-1,1,-1]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[2,2,3],[3,2,4],[4,2,6]]
17/10;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,5],[-1,2,5],[1,0,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,1,1],[-2,1,4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,2,3],[1,3,3],[0,3,4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,4,5],[1,5,6],[1,-2,-2]]
1;1;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[1,-1,-1],[3,4,0]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[4,2,-3],[5,1,-3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,3,1],[-1,2,1]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,3],[1,1,4],[-1,1,-1]]
7/4;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-6,5,2],[-8,6,3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,3],[-1,1,4],[2,0,-1]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,3],[2,-1,3],[-1,2,-5]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[2,2,3],[0,1,2],[2,2,4]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[2,1,3],[-1,-1,-4],[2,1,2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[1,1,0],[0,2,2]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,4],[0,1,-1],[3,1,5]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[2,4,5],[0,2,1],[2,6,7]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-2,0,1],[-6,1,4]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-3,2],[2,2,-1]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-6,4,-3],[1,0,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,1,4],[1,2,3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-5,1,4],[3,1,-2]]
5/3;2;[[0,0,0],[1,0,0],[0,2,0],[0,0,1],[3,2,-2],[3,3,-2]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[2,0,3],[1,-1,-1],[2,-2,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-2,2,3],[4,-3,-3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-1,1,2],[5,-4,-4]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-2,1,0],[-1,2,2]]
17/10;2;[[0,0,0],[1,0,0],[1,5,0],[0,0,1],[2,3,-1],[0,-1,1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[-1,1,-1],[1,-2,-3]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[2,3,4],[2,1,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[4,1,0],[0,0,1],[-1,1,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,3],[1,1,2],[-1,0,2]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[2,-2,0],[0,0,1],[-4,2,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[1,1,5],[0,1,-2]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,3],[-2,3,5],[-2,3,4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[3,2,4],[2,3,4],[-1,-1,-3]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[2,4,5],[-1,-1,-3],[3,5,7]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[-1,1,3],[3,0,-1]]
3;3;[[0,0,0],[1,0,0],[0,2,0],[1,2,0],[0,0,1],[0,7,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,2],[4,-3,2],[4,-3,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,3,0],[0,0,1],[1,-3,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[6,1,7],[7,1,8],[-1,1,-1]]
3;3;[[0,0,0],[3,0,0],[0,1,0],[4,1,0],[0,0,1],[-4,0,1]]
7/6;4/3;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[2,0,1],[0,1,-1]]
2;2;[[0,0,0],[2,0,0],[0,1,0],[3,1,0],[0,0,1],[-1,1,-1]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[1,1,-1],[3,1,-1]]
17/10;2;[[0,0,0],[1,0,0],[1,5,0],[0,0,1],[2,2,-1],[0,-1,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-1,2,1],[5,-2,-4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[7,2,-1],[8,2,-1]]
1;1;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[4,4,-1],[0,-1,1]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[1,-2,-3],[1,-3,-3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[2,0,3],[2,0,1],[0,1,-3]]
2;2;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[5,2,-1],[6,2,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-2,-1,2],[4,4,-3]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-4,-2,3],[-2,-2,3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[5,1,-4],[6,1,-4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,2],[-1,1,1],[3,-2,3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[4,-3,2],[-4,4,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[0,-1,1],[-4,2,-1]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[0,1,-1],[2,3,5]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-3,1,-2],[-4,2,-3]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,2,2],[1,0,2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,2],[1,1,1],[-1,1,3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,1,-1],[-1,-4,1]]
7/4;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,4],[-1,2,4],[-1,2,1]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[2,2,3],[2,2,4],[0,2,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,2,3],[1,-1,-4],[1,1,2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,1,0],[-2,1,-2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,4],[1,0,-1],[1,1,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,2],[1,-1,-2],[0,2,3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[-1,2,2],[4,-3,-7]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-1,1],[2,6,-5]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[4,-2,1],[6,-4,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,4,-3],[4,4,-3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,0],[0,0,1],[4,4,1]]
3/2;3/2;[[0,0,0],[2,0,0],[0,1,0],[-1,1,0],[1,2,3],[-1,2,1]]
5/4;3/2;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[1,-1,-2],[2,-1,-2]]
1;1;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[1,1,-1],[2,4,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-4,-1,1],[3,2,-1]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,2],[1,1,4],[1,-1,-3]]
3;3;[[0,0,0],[2,0,0],[0,1,0],[-4,1,0],[0,0,1],[5,0,1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,-2,-1],[-5,4,4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[1,3,4],[1,-3,-3]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,3,4],[-1,4,4],[1,-2,-3]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,5],[3,1,7],[-1,1,-2]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,2,3],[-1,3,3],[2,-3,-5]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[2,3,5],[2,4,6],[1,3,3]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,-3,4],[-2,4,-3]]
6/7;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-4,3,3],[5,-3,-2]]
1;1;[[0,0,0],[1,0,0],[1,2,0],[0,0,1],[-2,-3,1],[3,2,-1]]
8/9;1;[[0,0,0],[3,0,0],[0,1,0],[0,0,1],[3,-1,-1],[-1,1,0]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[5,-1,-4],[5,-2,-4]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,-1,2],[2,2,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,3,-2],[4,2,-2]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[-1,1,3],[2,1,-2]]
7/4;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,4],[-1,2,5],[-1,2,2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,1,1],[-4,1,-1]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,3],[3,1,2],[3,1,4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,2,3],[1,3,2]]
8/9;1;[[0,0,0],[3,0,0],[0,1,0],[0,0,1],[4,-1,-1],[5,-1,-1]]
1;1;[[0,0,0],[1,0,0],[0,2,0],[0,0,1],[-2,2,-1],[-2,1,-1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,2,0],[-2,-1,1],[3,3,-1]]
2;2;[[0,0,0],[2,0,0],[0,1,0],[3,1,0],[0,0,1],[2,2,-1],[1,2,-1]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,0],[0,1,2],[-1,1,3],[1,1,-2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,1,1],[2,1,1],[-3,1,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-4,1,3],[2,1,-1],[3,1,-2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,1,2],[1,-1,2],[0,-1,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[4,1,0],[0,0,1],[2,2,-1],[1,2,-1]]
2;2;[[0,0,0],[1,0,0],[0,2,0],[0,0,1],[0,-1,1],[1,0,1],[1,-3,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[3,1,2],[2,1,0],[3,1,1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-1,1,1],[1,2,1],[0,2,2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-1,1],[2,-1,3],[2,-2,4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[4,-1,1],[4,0,1],[5,-1,1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,2],[1,-1,1],[-1,0,3],[2,-1,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-1,1,0],[3,-2,-2],[4,-3,-2]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[2,-2,0],[1,-2,0],[0,0,1],[-2,0,1]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[1,1,0],[0,0,1],[3,2,2],[1,0,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-1,-1,1],[0,1,1],[-3,-2,1]]
1;1;[[0,0,0],[1,0,0],[0,2,0],[-1,2,0],[0,0,1],[1,-1,-1],[-1,3,0]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[4,1,0],[0,0,1],[3,2,-1],[2,2,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,-1,1],[3,-1,1],[0,2,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-1,1,-1],[3,1,0],[-2,1,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,0,1],[3,-2,1],[1,1,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,1,0],[2,-1,1],[-1,2,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-1,0,1],[1,1,1],[-3,1,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[4,-4,1],[4,-5,2],[2,-3,2]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,0,1],[3,-1,1],[2,1,1]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,1,0],[2,3,-2],[1,3,-2]]
