Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
5/9;1;[[0,0,0],[1,0,0],[0,1,0],[14,17,18]]
2/3;1;[[0,0,0],[1,0,0],[0,3,0],[5,3,6]]
4/9;2;[[0,0,0],[1,0,0],[0,1,0],[3,1,18]]
2/9;1;[[0,0,0],[1,0,0],[0,1,0],[5,7,18]]
1;7/6;[[0,0,0],[1,0,0],[0,3,0],[2,3,6]]
4/9;1;[[0,0,0],[1,0,0],[0,1,0],[3,13,18]]
2/3;2;[[0,0,0],[1,0,0],[0,3,0],[1,3,6]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[3,10,18]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[4,0,6],[8,-2,12]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[4,0,6],[8,-2,10]]
1/3;1;[[0,0,0],[2,0,0],[0,1,0],[1,1,3],[2,-2,-3]]
5/9;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[9,9,-2]]
5/9;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[9,9,-5]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,2],[-5,4,-6]]
5/9;1;[[0,0,0],[1,0,0],[1,3,0],[0,1,2],[3,4,-1]]
11/9;2;[[0,0,0],[1,0,0],[1,9,0],[0,0,1],[2,4,-1]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,4],[2,1,-2]]
19/55;1;[[0,0,0],[1,0,0],[4,5,0],[0,0,1],[-5,-8,-1]]
9/8;2;[[0,0,0],[1,0,0],[0,1,0],[1,8,9],[1,-6,-7]]
9/10;1;[[0,0,0],[1,0,0],[0,1,0],[9,7,10],[1,3,2]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,2],[-4,-4,6]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,2],[-4,-4,2]]
1/3;1;[[0,0,0],[1,0,0],[2,9,0],[0,0,1],[1,1,-1]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[2,5,6],[3,6,6]]
1;1;[[0,0,0],[1,0,0],[1,2,0],[3,3,4],[-1,1,-2]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[1,0,2],[6,2,-2]]
11/17;1;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[1,-6,-2]]
1/3;1;[[0,0,0],[1,0,0],[8,9,0],[0,0,1],[1,1,-1]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[5,1,6],[7,-1,6]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[3,1,4],[5,1,2]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[4,5,6],[2,6,6]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,3],[2,0,-3]]
10/9;3/2;[[0,0,0],[1,0,0],[0,1,0],[5,1,9],[2,2,4]]
20/21;1;[[0,0,0],[1,0,0],[0,1,0],[10,9,12],[12,10,14]]
2/3;1;[[0,0,0],[2,0,0],[0,1,0],[1,2,3],[2,-3,-3]]
5/9;1;[[0,0,0],[1,0,0],[3,4,0],[1,1,2],[4,4,-1]]
3;3;[[0,0,0],[1,0,0],[1,6,0],[0,0,1],[0,-12,1]]
5/8;1;[[0,0,0],[1,0,0],[0,1,0],[1,5,6],[3,1,2]]
10/7;2;[[0,0,0],[1,0,0],[1,2,0],[1,3,4],[1,5,2]]
1;1;[[0,0,0],[1,0,0],[1,2,0],[3,2,6],[3,3,6]]
137/385;1;[[0,0,0],[1,0,0],[0,1,0],[3,3,4],[-2,-6,-5]]
5/9;1;[[0,0,0],[1,0,0],[0,1,0],[7,8,9],[8,7,9]]
9/13;1;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[13,-5,-3]]
3/2;2;[[0,0,0],[1,0,0],[1,2,0],[0,0,1],[8,4,1]]
5/3;2;[[0,0,0],[1,0,0],[1,2,0],[1,0,3],[1,-4,3]]
3/2;2;[[0,0,0],[1,0,0],[1,2,0],[1,0,3],[1,-4,1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[4,3,6],[6,7,12]]
17/14;3/2;[[0,0,0],[1,0,0],[0,1,0],[3,0,4],[4,2,10]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,-14,-3]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,7],[0,3,3]]
1/2;1;[[0,0,0],[1,0,0],[0,1,0],[7,8,9],[-1,-2,-3]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,6],[2,-2,12]]
5/3;2;[[0,0,0],[1,0,0],[5,6,0],[0,0,1],[-8,-12,1]]
3/4;1;[[0,0,0],[1,0,0],[7,8,0],[0,0,1],[12,14,-1]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[3,7,9],[3,10,12]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[4,5,6],[4,3,3]]
19/26;1;[[0,0,0],[1,0,0],[1,2,0],[3,4,5],[-1,-3,-4]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[5,2,6],[3,4,6]]
3/4;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-16,14,-1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[8,8,10],[12,13,16]]
10/9;3/2;[[0,0,0],[1,0,0],[0,1,0],[4,1,9],[3,2,8]]
3/5;1;[[0,0,0],[1,0,0],[1,3,0],[0,1,2],[3,1,-1]]
11/9;2;[[0,0,0],[1,0,0],[1,9,0],[0,0,1],[2,8,-1]]
4/5;1;[[0,0,0],[1,0,0],[0,1,0],[0,2,3],[-3,1,-6]]
17/30;1;[[0,0,0],[1,0,0],[0,1,0],[9,10,11],[-3,-4,-5]]
11/21;1;[[0,0,0],[1,0,0],[0,1,0],[1,5,6],[-1,3,4]]
149/119;2;[[0,0,0],[1,0,0],[0,1,0],[4,8,11],[-1,-5,-7]]
3/5;1;[[0,0,0],[1,0,0],[0,1,0],[4,7,9],[1,4,3]]
1/3;1;[[0,0,0],[1,0,0],[8,9,0],[0,0,1],[2,2,-1]]
2;2;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[14,2,-1]]
17/15;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,9],[1,-1,-6]]
4/11;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[7,-9,-8]]
1/3;1;[[0,0,0],[6,0,0],[0,1,0],[0,0,1],[8,-1,-1]]
8/7;2;[[0,0,0],[1,0,0],[0,1,0],[10,1,12],[-2,1,-2]]
5/3;2;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[12,3,-2]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[1,-5,-8]]
13/15;1;[[0,0,0],[1,0,0],[0,1,0],[6,7,9],[9,12,15]]
3/4;1;[[0,0,0],[1,0,0],[0,1,0],[2,1,6],[-1,2,-4]]
3/4;1;[[0,0,0],[1,0,0],[0,1,0],[9,8,11],[-1,-2,-3]]
1/2;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[-1,-1,6]]
9/14;1;[[0,0,0],[1,0,0],[0,1,0],[2,7,10],[2,10,14]]
1;1;[[0,0,0],[3,0,0],[0,3,0],[0,0,1],[4,2,-1]]
20/21;1;[[0,0,0],[1,0,0],[0,1,0],[4,5,7],[3,6,6]]
3/5;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,-13,-4]]
25/51;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[-1,-5,-4]]
13/24;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[-1,-5,-5]]
7/15;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[-1,-5,-6]]
37/91;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[-1,-8,-7]]
11/17;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[-1,-8,-3]]
1/2;1;[[0,0,0],[1,0,0],[0,1,0],[9,3,10],[3,1,2]]
17/15;2;[[0,0,0],[1,0,0],[0,1,0],[1,3,14],[1,0,-1]]
2;2;[[0,0,0],[1,0,0],[5,8,0],[0,0,1],[-5,-10,1]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,2],[1,-6,-4]]
1;1;[[0,0,0],[2,0,0],[0,1,0],[0,1,3],[3,-2,-3]]
19/21;1;[[0,0,0],[1,0,0],[4,6,0],[0,0,1],[5,4,-2]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[8,6,13],[-2,-2,-5]]
3/5;1;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[3,-7,-1]]
5/9;1;[[0,0,0],[1,0,0],[1,2,0],[0,0,1],[9,9,-2]]
19/17;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-15,-2]]
1/3;1;[[0,0,0],[1,0,0],[2,9,0],[0,0,1],[1,2,-1]]
5/9;1;[[0,0,0],[1,0,0],[7,9,0],[0,0,1],[3,2,-1]]
8/7;2;[[0,0,0],[1,0,0],[0,1,0],[4,1,10],[-2,1,-4]]
7/17;1;[[0,0,0],[1,0,0],[0,1,0],[1,3,4],[-1,-6,-5]]
11/15;1;[[0,0,0],[1,0,0],[0,1,0],[5,5,6],[2,5,3]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[0,7,8],[1,-4,-6]]
10/9;3/2;[[0,0,0],[1,0,0],[0,1,0],[7,2,9],[-1,0,-3]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,9],[1,3,9]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[1,3,5],[1,-5,-6]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[1,6,3]]
2/3;1;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[3,-6,-2]]
13/24;1;[[0,0,0],[1,0,0],[0,1,0],[6,3,7],[-4,-3,-5]]
1/2;1;[[0,0,0],[1,0,0],[0,1,0],[2,1,3],[-2,-5,-5]]
2/3;1;[[0,0,0],[1,0,0],[2,6,0],[0,0,1],[5,12,-1]]
5/3;2;[[0,0,0],[1,0,0],[1,3,0],[0,1,3],[0,-2,3]]
13/15;7/6;[[0,0,0],[1,0,0],[0,1,0],[6,1,9],[9,2,15]]
6/5;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,3],[-2,1,-7]]
3;3;[[0,0,0],[1,0,0],[1,2,0],[0,0,1],[0,-16,1]]
7/8;1;[[0,0,0],[1,0,0],[0,1,0],[9,13,14],[1,3,2]]
7/10;1;[[0,0,0],[1,0,0],[0,1,0],[5,5,12],[6,6,15]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[2,0,6],[5,-2,12]]
3/5;1;[[0,0,0],[1,0,0],[3,6,0],[0,0,1],[4,10,-1]]
4/5;1;[[0,0,0],[1,0,0],[5,8,0],[0,0,1],[6,10,-1]]
5/9;1;[[0,0,0],[1,0,0],[4,9,0],[0,0,1],[2,2,-1]]
5/9;1;[[0,0,0],[1,0,0],[7,9,0],[0,0,1],[4,3,-1]]
17/15;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,9],[1,-1,-6]]
19/13;2;[[0,0,0],[1,0,0],[0,1,0],[6,8,13],[1,3,3]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[16,2,-1]]
9/10;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[16,2,-5]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[16,2,-11]]
5/9;1;[[0,0,0],[1,0,0],[4,9,0],[0,0,1],[4,6,-1]]
1/2;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,5],[-5,-5,-13]]
1;1;[[0,0,0],[1,0,0],[2,3,0],[0,0,2],[-3,-3,2]]
13/14;1;[[0,0,0],[1,0,0],[0,1,0],[1,0,2],[5,-6,-4]]
1;1;[[0,0,0],[1,0,0],[1,2,0],[2,0,3],[2,-4,3]]
3/7;1;[[0,0,0],[1,0,0],[2,3,0],[1,1,2],[-1,-1,-4]]
2;2;[[0,0,0],[1,0,0],[3,4,0],[0,0,1],[-7,-14,1]]
4/7;1;[[0,0,0],[3,0,0],[1,2,0],[0,0,1],[6,-2,-1]]
7/6;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[-2,1,-10]]
2;2;[[0,0,0],[1,0,0],[1,2,0],[0,1,2],[0,8,2]]
4/3;2;[[0,0,0],[1,0,0],[1,6,0],[0,0,1],[3,2,-2]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,7],[1,1,-2]]
8/7;3/2;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[6,0,4]]
16/15;7/6;[[0,0,0],[1,0,0],[2,3,0],[0,1,2],[3,8,1]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[4,5,2]]
5/6;1;[[0,0,0],[1,0,0],[0,2,0],[3,2,5],[0,2,-1]]
1;1;[[0,0,0],[2,0,0],[0,1,0],[3,5,6],[4,5,6]]
3;3;[[0,0,0],[1,0,0],[1,5,0],[0,0,1],[0,-13,1]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[2,7,10],[2,9,12]]
3/5;1;[[0,0,0],[1,0,0],[0,1,0],[2,7,9],[1,-2,-3]]
1;1;[[0,0,0],[1,0,0],[4,6,0],[0,0,1],[11,16,-2]]
11/8;2;[[0,0,0],[1,0,0],[0,1,0],[6,9,14],[7,10,16]]
11/9;2;[[0,0,0],[1,0,0],[1,3,0],[1,2,3],[1,-1,-3]]
5/9;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,9],[-1,-1,-9]]
21/44;1;[[0,0,0],[1,0,0],[1,2,0],[2,1,4],[-1,-1,-5]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[0,5,6],[-2,11,12]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[3,2,4],[2,-4,-2]]
1/3;1;[[0,0,0],[1,0,0],[5,9,0],[0,0,1],[1,1,-1]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,4,8],[0,6,10]]
7/6;2;[[0,0,0],[1,0,0],[0,1,0],[1,4,7],[1,-2,-5]]
1/3;1;[[0,0,0],[6,0,0],[0,1,0],[0,0,1],[9,-1,-1]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[4,5,6],[-2,-6,-6]]
8/7;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,6],[1,-2,-8]]
6/5;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,6],[1,-2,-4]]
3/4;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[-5,-1,2]]
5/14;1;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[7,-4,-4]]
1/3;1;[[0,0,0],[6,0,0],[0,1,0],[0,0,1],[3,-1,-1]]
7/6;5/4;[[0,0,0],[1,0,0],[0,1,0],[2,3,6],[0,5,6]]
7/12;1;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[-2,9,10]]
4/5;1;[[0,0,0],[1,0,0],[2,5,0],[0,0,1],[4,2,-1]]
4/3;4/3;[[0,0,0],[1,0,0],[0,1,0],[1,0,2],[4,3,-4]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[5,1,6],[-1,1,-3]]
22/15;2;[[0,0,0],[1,0,0],[0,1,0],[8,3,10],[4,3,6]]
1/2;1;[[0,0,0],[3,0,0],[0,1,0],[1,1,2],[7,-2,-2]]
13/28;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[10,8,-3]]
1/2;1;[[0,0,0],[1,0,0],[5,6,0],[0,0,1],[7,6,-1]]
3/4;1;[[0,0,0],[1,0,0],[1,2,0],[0,0,1],[-6,-14,-1]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,2,6],[1,2,12]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[1,8,14]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[1,8,10]]
49/39;2;[[0,0,0],[1,0,0],[1,6,0],[1,1,2],[1,2,-1]]
2/3;1;[[0,0,0],[1,0,0],[1,2,0],[2,2,3],[-1,2,-3]]
4/5;1;[[0,0,0],[1,0,0],[0,1,0],[2,1,6],[3,3,15]]
5/3;2;[[0,0,0],[1,0,0],[0,3,0],[1,1,2],[1,4,-1]]
8/11;1;[[0,0,0],[1,0,0],[1,2,0],[3,2,5],[-1,-1,-4]]
8/9;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-8,-9,6]]
11/17;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[-2,-8,-5]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,4],[1,-2,-6]]
1/2;1;[[0,0,0],[3,0,0],[0,1,0],[1,1,2],[5,-2,-2]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[10,3,12],[12,4,15]]
1;1;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[8,6,-3]]
6/7;1;[[0,0,0],[1,0,0],[3,4,0],[1,2,3],[3,4,-1]]
18/35;1;[[0,0,0],[1,0,0],[0,1,0],[5,7,8],[-6,-7,-10]]
19/28;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[14,-12,-5]]
4/7;1;[[0,0,0],[1,0,0],[5,7,0],[0,0,1],[6,6,-1]]
11/14;1;[[0,0,0],[1,0,0],[1,2,0],[2,3,5],[0,1,-3]]
1/3;1;[[0,0,0],[1,0,0],[2,9,0],[0,0,1],[3,9,-1]]
17/39;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[5,-11,-6]]
19/42;1;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[4,-5,-3]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[4,0,6],[6,-2,8]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[4,0,6],[6,-2,6]]
5/9;1;[[0,0,0],[1,0,0],[1,3,0],[0,1,3],[2,1,-3]]
11/21;1;[[0,0,0],[1,0,0],[1,3,0],[0,1,3],[2,1,-1]]
11/17;1;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[1,-4,-4]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[-5,1,-5]]
1;1;[[0,0,0],[1,0,0],[2,3,0],[1,0,3],[2,3,-3]]
8/7;2;[[0,0,0],[1,0,0],[0,1,0],[1,9,10],[1,-4,-4]]
15/13;2;[[0,0,0],[1,0,0],[0,1,0],[1,5,7],[1,-5,-6]]
6/5;2;[[0,0,0],[1,0,0],[0,1,0],[0,1,2],[-4,1,-8]]
2/3;1;[[0,0,0],[3,0,0],[0,1,0],[0,0,1],[6,-3,-2]]
1;1;[[0,0,0],[1,0,0],[1,2,0],[2,1,3],[2,-3,3]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[3,4,6],[2,6,8]]
3/2;3/2;[[0,0,0],[1,0,0],[0,1,0],[2,3,6],[0,4,6]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[4,5,6],[4,1,2]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[8,8,9],[4,3,3]]
11/17;1;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[1,-7,-1]]
1;1;[[0,0,0],[1,0,0],[1,2,0],[0,0,1],[9,6,-2]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[5,1,7],[3,1,2]]
177/455;1;[[0,0,0],[1,0,0],[0,1,0],[2,1,3],[-3,-5,-7]]
25/51;5/6;[[0,0,0],[1,0,0],[0,1,0],[2,1,3],[-3,-5,-5]]
19/17;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-14,-3]]
13/10;2;[[0,0,0],[1,0,0],[0,1,0],[11,3,13],[-3,-1,-5]]
3/5;1;[[0,0,0],[1,0,0],[0,3,0],[0,0,1],[-4,10,-1]]
5/4;3/2;[[0,0,0],[1,0,0],[0,1,0],[0,0,2],[-8,2,6]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[5,5,6],[-4,-1,-3]]
27/22;2;[[0,0,0],[1,0,0],[1,2,0],[1,3,5],[1,-1,-4]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[1,0,2],[-3,-2,6]]
14/15;1;[[0,0,0],[1,0,0],[3,6,0],[0,1,2],[4,7,-1]]
5/7;1;[[0,0,0],[1,0,0],[3,4,0],[0,0,1],[-4,-10,-1]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[4,5,9],[5,4,9]]
3/2;2;[[0,0,0],[1,0,0],[0,2,0],[1,1,3],[1,3,-1]]
11/9;2;[[0,0,0],[1,0,0],[1,3,0],[1,1,3],[1,1,-3]]
3/2;3/2;[[0,0,0],[2,0,0],[0,1,0],[1,0,2],[4,2,-2]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[3,1,7],[1,1,-1]]
4/5;1;[[0,0,0],[1,0,0],[0,1,0],[2,1,3],[3,6,12]]
4/3;2;[[0,0,0],[1,0,0],[0,2,0],[1,2,6],[1,3,6]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[2,5,9],[2,2,3]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[1,3,4],[1,-7,-7]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[4,5,6],[8,8,10]]
20/21;1;[[0,0,0],[1,0,0],[0,1,0],[4,4,5],[6,2,4]]
5/9;1;[[0,0,0],[1,0,0],[0,1,0],[6,6,7],[-3,-3,-5]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,4,6],[-2,2,0]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[0,5,6],[-2,9,10]]
32/21;2;[[0,0,0],[1,0,0],[0,1,0],[4,9,12],[5,10,14]]
13/14;1;[[0,0,0],[1,0,0],[0,1,0],[2,3,8],[4,4,14]]
7/15;1;[[0,0,0],[3,0,0],[0,1,0],[0,0,1],[3,-4,-1]]
17/12;2;[[0,0,0],[1,0,0],[1,3,0],[1,2,5],[1,0,-1]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,8],[1,1,-1]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,3],[6,-5,3]]
14/15;1;[[0,0,0],[1,0,0],[0,1,0],[0,4,6],[-2,7,8]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,4,6],[-2,7,10]]
8/7;2;[[0,0,0],[1,0,0],[0,1,0],[5,1,11],[-1,1,-3]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[4,5,6],[9,10,12]]
3;3;[[0,0,0],[1,0,0],[1,4,0],[0,0,1],[0,-14,1]]
2/3;1;[[0,0,0],[1,0,0],[1,2,0],[0,1,3],[3,1,-3]]
11/15;1;[[0,0,0],[1,0,0],[0,1,0],[8,7,9],[-1,-2,-3]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[10,7,12],[12,9,15]]
1/3;1;[[0,0,0],[6,0,0],[0,1,0],[0,0,1],[1,-1,-1]]
11/12;1;[[0,0,0],[1,0,0],[0,1,0],[8,9,10],[2,3,2]]
3;3;[[0,0,0],[1,0,0],[1,7,0],[0,0,1],[0,-11,1]]
31/33;1;[[0,0,0],[1,0,0],[0,1,0],[6,9,11],[3,6,6]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[8,4,9],[10,6,12]]
6/7;1;[[0,0,0],[1,0,0],[0,1,0],[2,3,7],[0,-1,-5]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[2,1,9],[1,2,6]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[1,0,3],[2,-3,-6]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[3,2,13],[1,0,-1]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[1,4,6],[0,3,6]]
7/6;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,9],[0,1,-3]]
23/15;2;[[0,0,0],[1,0,0],[0,1,0],[6,4,9],[9,7,15]]
