Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[3,4,5],[5,6,6]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-15,-3,1]]
1/3;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[8,-9,-9]]
17/22;1;[[0,0,0],[1,0,0],[0,1,0],[6,9,11],[2,1,1]]
79/102;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[17,-12,-6]]
27/17;2;[[0,0,0],[1,0,0],[0,1,0],[8,8,15],[-2,-1,-4]]
24/17;2;[[0,0,0],[1,0,0],[0,1,0],[2,2,3],[-10,-5,-16]]
11/17;1;[[0,0,0],[1,0,0],[0,1,0],[6,5,7],[-1,-4,-4]]
3;3;[[0,0,0],[1,0,0],[1,3,0],[0,0,1],[0,-16,1]]
3;3;[[0,0,0],[1,0,0],[1,7,0],[0,0,1],[0,-12,1]]
1;1;[[0,0,0],[2,0,0],[0,1,0],[0,0,1],[15,2,-4]]
7/10;1;[[0,0,0],[1,0,0],[0,1,0],[2,4,7],[2,7,10]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,5],[2,-2,-4]]
1/2;1;[[0,0,0],[1,0,0],[0,1,0],[10,3,11],[4,1,3]]
11/17;1;[[0,0,0],[1,0,0],[0,1,0],[3,0,5],[1,-2,-4]]
1/2;1;[[0,0,0],[1,0,0],[0,1,0],[4,4,11],[0,2,1]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,7],[2,1,1]]
29/35;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-10,-8,5]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-10,-8,1]]
8/9;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-18,3,10]]
17/18;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,5],[4,0,1]]
75/154;1;[[0,0,0],[1,0,0],[0,1,0],[9,8,11],[-3,-3,-5]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-16,-2,1]]
46/119;1;[[0,0,0],[1,0,0],[0,1,0],[3,3,7],[-5,-5,-12]]
8/13;1;[[0,0,0],[1,0,0],[0,1,0],[6,10,11],[-1,-4,-4]]
3/7;1;[[0,0,0],[1,0,0],[0,1,0],[8,8,9],[4,6,5]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[8,6,9],[14,11,16]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[4,12,15],[4,13,16]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[2,5,8],[-2,-2,-5]]
17/10;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[9,-18,10]]
25/34;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[17,-10,-8]]
12/17;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,-13,-5]]
3/4;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[16,-14,3]]
4/7;5/6;[[0,0,0],[1,0,0],[0,1,0],[5,5,7],[3,1,1]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[3,7,9],[-2,-2,-4]]
61/45;2;[[0,0,0],[1,0,0],[0,1,0],[2,4,5],[4,-2,1]]
13/8;2;[[0,0,0],[1,0,0],[0,1,0],[2,12,13],[2,15,16]]
19/17;2;[[0,0,0],[1,0,0],[0,1,0],[4,5,9],[1,-2,-2]]
10/13;1;[[0,0,0],[1,0,0],[0,1,0],[7,7,10],[-6,-5,-9]]
23/15;2;[[0,0,0],[1,0,0],[0,1,0],[5,3,7],[9,7,15]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,2],[9,1,1]]
22/17;2;[[0,0,0],[1,0,0],[0,1,0],[3,3,5],[-8,-5,-14]]
15/13;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,4],[1,-6,-9]]
7/13;1;[[0,0,0],[1,0,0],[0,1,0],[2,0,5],[1,-2,-4]]
16/15;7/6;[[0,0,0],[1,0,0],[0,1,0],[2,4,8],[3,8,15]]
3/2;2;[[0,0,0],[1,0,0],[4,7,0],[0,0,1],[-3,-3,1]]
7/11;1;[[0,0,0],[1,0,0],[0,1,0],[2,4,11],[2,2,5]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[4,15,-8]]
5/3;2;[[0,0,0],[2,0,0],[0,1,0],[2,1,3],[5,1,1]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[5,12,13],[1,4,3]]
34/91;1;[[0,0,0],[1,0,0],[0,1,0],[1,3,7],[-1,-5,-12]]
43/78;1;[[0,0,0],[1,0,0],[0,1,0],[5,5,7],[-1,-4,-4]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[4,2,5],[11,2,12]]
4/5;1;[[0,0,0],[1,0,0],[0,1,0],[0,1,3],[-4,2,-4]]
8/15;1;[[0,0,0],[1,0,0],[0,1,0],[4,6,13],[1,3,4]]
11/20;1;[[0,0,0],[1,0,0],[0,1,0],[3,4,5],[1,-2,1]]
16/11;2;[[0,0,0],[1,0,0],[0,1,0],[9,3,11],[5,3,7]]
2;2;[[0,0,0],[2,0,0],[0,1,0],[1,1,2],[8,1,1]]
4/7;1;[[0,0,0],[1,0,0],[0,1,0],[6,5,7],[3,5,4]]
23/14;2;[[0,0,0],[1,0,0],[0,1,0],[2,8,9],[2,13,14]]
4/5;1;[[0,0,0],[1,0,0],[1,2,0],[0,0,1],[-3,9,-1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[3,3,7],[0,3,1]]
26/33;1;[[0,0,0],[1,0,0],[0,1,0],[5,3,11],[3,3,7]]
26/33;1;[[0,0,0],[1,0,0],[0,1,0],[10,3,11],[6,3,7]]
2;2;[[0,0,0],[1,0,0],[4,5,0],[0,0,1],[-7,-7,1]]
15/13;2;[[0,0,0],[1,0,0],[0,1,0],[1,6,7],[1,-6,-6]]
33/65;1;[[0,0,0],[1,0,0],[0,1,0],[2,4,9],[-2,-3,-10]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[0,2,3],[3,-8,-8]]
27/20;2;[[0,0,0],[1,0,0],[0,1,0],[3,3,5],[5,-1,3]]
13/14;1;[[0,0,0],[1,0,0],[0,1,0],[3,4,5],[3,4,7]]
5/3;2;[[0,0,0],[1,0,0],[3,4,0],[0,0,1],[0,-5,1]]
25/51;1;[[0,0,0],[1,0,0],[0,1,0],[4,6,7],[-1,-6,-6]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[1,5,9],[1,-2,-2]]
4/3;2;[[0,0,0],[1,0,0],[0,1,0],[5,1,6],[3,1,1]]
9/10;1;[[0,0,0],[1,0,0],[0,1,0],[5,6,7],[8,9,10]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[5,5,7],[2,5,4]]
3/2;2;[[0,0,0],[1,0,0],[1,3,0],[1,2,3],[1,6,1]]
29/18;2;[[0,0,0],[1,0,0],[0,1,0],[2,16,17],[0,2,1]]
10/9;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-11,-7]]
13/18;1;[[0,0,0],[1,0,0],[0,1,0],[3,2,7],[-1,0,1]]
50/153;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,9],[-1,-1,-10]]
3/4;1;[[0,0,0],[1,0,0],[0,1,0],[5,6,7],[-2,-6,-6]]
9/11;1;[[0,0,0],[1,0,0],[0,1,0],[3,5,11],[1,0,-1]]
4/7;1;[[0,0,0],[1,0,0],[5,7,0],[0,0,1],[5,4,-1]]
29/55;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,7],[1,-2,-2]]
8/17;1;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[3,-8,-8]]
3;3;[[0,0,0],[1,0,0],[1,6,0],[0,0,1],[0,-13,1]]
23/39;1;[[0,0,0],[1,0,0],[0,1,0],[3,2,7],[1,-2,-2]]
3/5;1;[[0,0,0],[1,0,0],[0,1,0],[3,6,11],[-2,-3,-8]]
29/63;1;[[0,0,0],[1,0,0],[0,1,0],[4,5,9],[2,1,1]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[3,1,7],[3,1,3]]
25/42;1;[[0,0,0],[1,0,0],[0,1,0],[12,9,13],[2,1,1]]
35/26;2;[[0,0,0],[1,0,0],[0,1,0],[9,3,11],[-6,-1,-8]]
5/7;1;[[0,0,0],[1,0,0],[6,7,0],[0,0,1],[-3,-5,-1]]
56/39;2;[[0,0,0],[1,0,0],[0,1,0],[4,7,10],[-3,-5,-9]]
7/20;1;[[0,0,0],[1,0,0],[0,1,0],[1,3,8],[-1,-4,-11]]
5/8;1;[[0,0,0],[1,0,0],[0,1,0],[10,11,13],[2,1,1]]
17/20;1;[[0,0,0],[1,0,0],[0,1,0],[2,3,5],[3,4,4]]
23/17;2;[[0,0,0],[1,0,0],[0,1,0],[3,9,11],[-2,-5,-8]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,5],[1,-4,-6]]
11/17;1;[[0,0,0],[1,0,0],[0,1,0],[7,10,11],[-1,-4,-4]]
17/15;2;[[0,0,0],[1,0,0],[0,1,0],[2,5,7],[1,-4,-4]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-14,-4,1]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-12,3,-6]]
8/9;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[12,3,4]]
18/35;1;[[0,0,0],[1,0,0],[0,1,0],[0,2,3],[-4,2,5]]
1;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[16,-10,3]]
4/3;2;[[0,0,0],[1,0,0],[2,7,0],[0,0,1],[-2,-2,1]]
19/17;2;[[0,0,0],[1,0,0],[0,1,0],[5,2,7],[1,-2,-2]]
4/5;1;[[0,0,0],[1,0,0],[0,1,0],[12,12,13],[3,2,2]]
29/35;1;[[0,0,0],[1,0,0],[0,2,0],[2,1,7],[0,2,-1]]
1/2;1;[[0,0,0],[1,0,0],[2,5,0],[0,0,1],[1,7,-1]]
8/9;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[10,9,-3]]
5/9;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[13,-9,-9]]
8/9;1;[[0,0,0],[1,0,0],[0,1,0],[3,3,4],[8,8,9]]
8/17;1;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[-1,-7,-5]]
3;3;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[18,-18,1]]
20/21;1;[[0,0,0],[1,0,0],[0,1,0],[4,2,7],[1,0,-2]]
8/13;1;[[0,0,0],[1,0,0],[0,1,0],[2,4,7],[-3,-5,-12]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[1,5,7],[1,-4,-4]]
2;2;[[0,0,0],[1,0,0],[0,1,0],[2,8,9],[0,-5,-5]]
9/8;2;[[0,0,0],[1,0,0],[0,1,0],[1,12,13],[1,-3,-3]]
115/91;2;[[0,0,0],[1,0,0],[0,1,0],[9,5,13],[3,3,5]]
9/28;1;[[0,0,0],[1,0,0],[0,1,0],[4,4,5],[-4,-7,-7]]
6/5;2;[[0,0,0],[1,0,0],[0,1,0],[1,4,7],[1,-3,-3]]
31/33;1;[[0,0,0],[1,0,0],[0,1,0],[3,2,9],[-3,-1,-10]]
18/11;2;[[0,0,0],[1,0,0],[0,1,0],[10,2,11],[2,2,3]]
73/51;2;[[0,0,0],[1,0,0],[0,1,0],[9,5,13],[-4,-1,-6]]
5/3;2;[[0,0,0],[1,0,0],[0,3,0],[1,2,3],[1,4,1]]
13/14;1;[[0,0,0],[1,0,0],[0,1,0],[5,6,13],[1,2,2]]
5/8;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,15],[2,2,16]]
51/110;1;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[-3,-10,-2]]
11/17;1;[[0,0,0],[1,0,0],[0,1,0],[2,3,9],[1,-2,-4]]
9/7;2;[[0,0,0],[1,0,0],[0,1,0],[6,1,7],[6,1,5]]
22/51;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,6],[-2,-2,-13]]
2/5;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[5,-9,-9]]
42/85;1;[[0,0,0],[1,0,0],[0,1,0],[4,4,5],[-11,-11,-14]]
32/21;2;[[0,0,0],[1,0,0],[0,1,0],[5,3,7],[-1,3,1]]
1/2;1;[[0,0,0],[1,0,0],[0,1,0],[0,4,5],[-2,0,1]]
22/35;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[-8,-10,7]]
26/33;1;[[0,0,0],[1,0,0],[2,3,0],[2,1,3],[-1,-2,-2]]
73/105;1;[[0,0,0],[1,0,0],[2,3,0],[0,1,3],[2,1,1]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[16,-9,-9]]
2;2;[[0,0,0],[3,0,0],[0,1,0],[1,1,2],[7,1,1]]
28/55;1;[[0,0,0],[1,0,0],[0,1,0],[4,2,9],[-4,-1,-10]]
8/7;2;[[0,0,0],[1,0,0],[0,1,0],[1,2,3],[1,-9,-11]]
17/20;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[15,-12,-6]]
9/7;2;[[0,0,0],[1,0,0],[2,5,0],[0,0,1],[-4,-6,1]]
31/39;1;[[0,0,0],[1,0,0],[0,1,0],[4,4,5],[1,-4,-2]]
14/11;2;[[0,0,0],[1,0,0],[0,1,0],[6,6,11],[2,4,5]]
1/2;1;[[0,0,0],[1,0,0],[4,5,0],[0,0,1],[-4,-9,-1]]
17/14;3/2;[[0,0,0],[1,0,0],[0,1,0],[0,0,2],[7,-5,5]]
10/9;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-13,-5]]
8/5;2;[[0,0,0],[1,0,0],[0,1,0],[2,3,4],[7,3,9]]
17/15;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[15,-4,-14]]
15/28;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[3,-11,-7]]
173/385;1;[[0,0,0],[1,0,0],[0,1,0],[7,6,11],[3,4,5]]
3/7;1;[[0,0,0],[1,0,0],[0,1,0],[3,6,11],[1,4,5]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,-9,-9]]
10/9;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[1,-17,-1]]
5/9;1;[[0,0,0],[1,0,0],[0,1,0],[8,9,11],[-2,-4,-5]]
9/8;2;[[0,0,0],[1,0,0],[0,1,0],[3,4,7],[1,-3,-3]]
13/17;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[2,-15,-3]]
79/117;1;[[0,0,0],[1,0,0],[1,2,0],[0,0,1],[2,-9,-4]]
16/35;1;[[0,0,0],[1,0,0],[0,1,0],[4,8,9],[2,6,5]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[5,5,9],[0,-2,-2]]
9/8;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[16,-15,-3]]
22/45;1;[[0,0,0],[1,0,0],[0,1,0],[4,5,7],[-1,-4,-4]]
1/3;1;[[0,0,0],[1,0,0],[0,1,0],[3,4,5],[-3,-7,-7]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[1,1,5],[3,1,1]]
7/20;1;[[0,0,0],[1,0,0],[0,1,0],[4,4,5],[-5,-7,-7]]
23/18;2;[[0,0,0],[1,0,0],[0,1,0],[8,4,11],[0,2,1]]
4/5;1;[[0,0,0],[1,0,0],[2,3,0],[2,2,3],[2,1,-1]]
13/11;2;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[11,-8,-10]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[1,0,4],[3,-3,-3]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[12,12,14],[13,13,15]]
5/3;2;[[0,0,0],[1,0,0],[0,1,0],[2,1,3],[6,1,1]]
19/17;2;[[0,0,0],[1,0,0],[0,1,0],[3,8,11],[1,-2,-2]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[3,8,13],[0,2,1]]
16/45;1;[[0,0,0],[1,0,0],[0,1,0],[3,4,5],[-4,-7,-7]]
1/2;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[-1,-1,5]]
5/13;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[6,-11,-7]]
23/26;1;[[0,0,0],[1,0,0],[0,1,0],[3,0,4],[1,-3,-3]]
19/17;2;[[0,0,0],[1,0,0],[0,1,0],[1,4,5],[3,-4,-2]]
41/55;1;[[0,0,0],[1,0,0],[4,5,0],[0,0,1],[-1,-4,-2]]
5/3;2;[[0,0,0],[1,0,0],[5,7,0],[0,0,1],[-4,-4,1]]
3;3;[[0,0,0],[1,0,0],[1,5,0],[0,0,1],[0,-14,1]]
8/15;1;[[0,0,0],[1,0,0],[0,1,0],[3,6,7],[3,2,2]]
18/55;1;[[0,0,0],[1,0,0],[2,5,0],[0,0,1],[-2,-9,-1]]
65/51;2;[[0,0,0],[1,0,0],[0,1,0],[6,2,7],[-10,-1,-12]]
25/51;1;[[0,0,0],[1,0,0],[0,1,0],[2,2,5],[1,-4,-6]]
38/51;1;[[0,0,0],[1,0,0],[0,1,0],[1,1,3],[-5,-5,-16]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[5,1,8],[2,1,1]]
3/2;2;[[0,0,0],[1,0,0],[0,3,0],[0,0,1],[-4,-4,1]]
5/4;2;[[0,0,0],[1,0,0],[2,3,0],[0,0,1],[-6,-2,1]]
3/4;1;[[0,0,0],[1,0,0],[0,1,0],[7,8,11],[1,2,1]]
3;3;[[0,0,0],[1,0,0],[1,4,0],[0,0,1],[0,-15,1]]
11/9;2;[[0,0,0],[1,0,0],[0,1,0],[8,1,9],[2,1,1]]
2/3;1;[[0,0,0],[1,0,0],[0,1,0],[9,10,11],[3,5,4]]
6/7;1;[[0,0,0],[1,0,0],[0,1,0],[6,3,7],[0,3,1]]
10/17;1;[[0,0,0],[1,0,0],[0,1,0],[3,3,4],[-11,-11,-15]]
7/5;2;[[0,0,0],[1,0,0],[0,1,0],[4,4,7],[4,7,10]]
3/2;2;[[0,0,0],[1,0,0],[0,1,0],[6,8,13],[0,2,1]]
5/6;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[15,2,2]]
17/18;1;[[0,0,0],[1,0,0],[0,1,0],[2,4,11],[0,2,1]]
6/17;1;[[0,0,0],[1,0,0],[3,5,0],[0,0,1],[-5,-9,-1]]
31/39;1;[[0,0,0],[1,0,0],[0,1,0],[2,4,7],[1,-3,-3]]
16/33;1;[[0,0,0],[1,0,0],[0,1,0],[3,6,7],[-1,-6,-6]]
5/4;2;[[0,0,0],[1,0,0],[0,1,0],[7,1,8],[4,1,3]]
29/34;1;[[0,0,0],[1,0,0],[0,1,0],[0,0,1],[17,-14,-4]]
