Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
1/2;2/3;[[0,0],[1,0],[2,3],[4,2],[6,6],[5,6]]
14/33;2/3;[[0,0],[1,0],[2,11],[3,11],[0,-1]]
1/2;1/2;[[0,0],[1,0],[0,1],[5,3],[6,4],[3,4],[1,3]]
5/12;1/2;[[0,0],[2,0],[3,4],[-1,-6],[4,5]]
13/35;3/7;[[0,0],[1,0],[4,5],[-2,2]]
2/5;1/2;[[0,0],[1,0],[4,9],[4,7],[2,6],[1,4]]
3/10;1/2;[[0,0],[1,0],[6,9],[-6,-11],[3,5]]
3/7;1/2;[[0,0],[1,0],[4,7],[3,1],[4,2]]
3/8;1/2;[[0,0],[3,0],[2,4],[-1,2],[3,-1]]
31/133;2/3;[[0,0],[1,0],[2,9],[-1,-14]]
5/9;2/3;[[0,0],[1,0],[0,1],[-16,6],[-18,7]]
4/9;2/3;[[0,0],[1,0],[0,6],[-1,1],[-2,6],[-2,5]]
8/25;1/2;[[0,0],[1,0],[2,6],[-2,-13],[1,5]]
2;2;[[0,0],[11,0],[0,1],[-12,1]]
1/2;1/2;[[0,0],[1,0],[3,7],[5,10],[2,1],[5,11]]
1/2;2/3;[[0,0],[1,0],[0,4],[-1,1],[-1,7],[-2,5],[-2,8]]
7/15;2/3;[[0,0],[1,0],[1,5],[2,6],[2,1],[3,6],[3,3]]
4/9;2/3;[[0,0],[1,0],[1,6],[2,5],[0,5],[-1,2],[-1,3]]
1/2;1/2;[[0,0],[1,0],[2,3],[0,4],[-2,1],[2,4],[-2,2]]
23/57;2/3;[[0,0],[1,0],[6,17],[-1,-6]]
4/7;2/3;[[0,0],[1,0],[1,2],[-6,9]]
4/9;2/3;[[0,0],[1,0],[2,3],[5,3],[6,6],[6,4]]
1;1;[[0,0],[1,0],[1,8],[2,8],[0,-3],[2,4]]
2/3;2/3;[[0,0],[1,0],[0,1],[-6,3],[-8,2],[-10,3]]
2/5;1/2;[[0,0],[1,0],[0,4],[-1,5],[-2,1],[-3,3]]
1/2;2/3;[[0,0],[1,0],[0,7],[-1,7],[-1,8],[2,1]]
1;1;[[0,0],[9,0],[0,1],[7,-1],[-2,1],[4,-1]]
3/7;1/2;[[0,0],[1,0],[4,7],[2,1],[4,10]]
10/21;2/3;[[0,0],[7,0],[0,1],[15,-2],[2,1]]
11/28;1/2;[[0,0],[1,0],[4,7],[2,1],[6,7]]
2/5;1/2;[[0,0],[5,0],[0,2],[5,-2],[4,1]]
2/5;1/2;[[0,0],[2,0],[2,4],[0,-3],[1,3],[3,3],[-1,-4]]
2/5;1/2;[[0,0],[1,0],[4,5],[0,3],[-2,1]]
4/9;2/3;[[0,0],[1,0],[2,9],[3,10],[3,8],[2,3]]
7/15;2/3;[[0,0],[1,0],[1,5],[2,7],[2,2],[3,8],[3,5]]
3/5;1;[[0,0],[10,0],[0,1],[5,-1],[2,-1]]
4/9;2/3;[[0,0],[1,0],[2,7],[3,7],[1,6],[3,5]]
2/5;1/2;[[0,0],[1,0],[0,1],[2,1],[8,11]]
8/19;1/2;[[0,0],[1,0],[0,1],[5,-7],[4,-7],[5,-5]]
1;1;[[0,0],[2,0],[0,1],[-7,1],[-11,2],[-4,2]]
1;1;[[0,0],[1,0],[1,8],[2,8],[0,-1],[2,2]]
8/19;1/2;[[0,0],[1,0],[5,11],[-2,-7],[5,10],[6,13]]
1;1;[[0,0],[1,0],[1,2],[2,2],[-9,-19]]
2/3;2/3;[[0,0],[1,0],[0,2],[-5,2],[-4,3],[-5,1],[-3,3]]
2/3;2/3;[[0,0],[1,0],[0,1],[-6,1],[-10,3],[-8,3]]
4/9;1/2;[[0,0],[1,0],[1,3],[-1,-5],[4,10],[4,8]]
1/2;1/2;[[0,0],[2,0],[0,1],[-3,1],[-10,4],[-7,4]]
1/2;1/2;[[0,0],[1,0],[4,5],[5,6],[5,2]]
5/14;1/2;[[0,0],[1,0],[2,7],[4,9],[3,5],[4,8]]
19/66;1/2;[[0,0],[1,0],[12,17],[2,1]]
10/21;2/3;[[0,0],[1,0],[2,7],[3,8],[2,1],[3,4]]
2/3;2/3;[[0,0],[1,0],[3,4],[6,6],[5,6],[3,1],[4,2]]
18/55;3/7;[[0,0],[1,0],[3,5],[-3,1]]
13/35;1/2;[[0,0],[1,0],[6,14],[7,15]]
2/3;2/3;[[0,0],[1,0],[1,2],[4,2],[2,3],[8,6]]
1;1;[[0,0],[2,0],[1,5],[1,-3],[0,3],[2,4]]
11/18;1;[[0,0],[9,0],[0,1],[6,-1],[1,-1]]
1;1;[[0,0],[2,0],[0,1],[-7,1],[-10,2],[-3,2]]
7/15;2/3;[[0,0],[1,0],[5,7],[6,10],[-2,-4],[5,9]]
4/9;2/3;[[0,0],[1,0],[6,7],[6,5],[4,2],[5,3]]
1/2;1/2;[[0,0],[1,0],[0,1],[-5,2],[-8,4],[-3,3],[-5,4]]
2/3;2/3;[[0,0],[1,0],[2,5],[3,4],[6,13]]
1/2;1/2;[[0,0],[1,0],[2,3],[1,4],[-3,2],[2,4]]
1/2;1/2;[[0,0],[1,0],[1,3],[2,2],[4,7],[3,8],[4,10]]
1/3;1/2;[[0,0],[2,0],[3,7],[-1,-4],[-1,-3]]
11/28;1/2;[[0,0],[1,0],[0,1],[4,-7],[1,-4],[2,-7]]
2/3;2/3;[[0,0],[1,0],[2,9],[-1,-11],[2,8],[-1,-12]]
1/2;1/2;[[0,0],[1,0],[0,1],[-14,4],[-16,5]]
5/12;1/2;[[0,0],[1,0],[0,3],[-2,4],[-3,1],[-4,2]]
2/3;2/3;[[0,0],[1,0],[1,2],[0,6],[-1,2],[-2,6],[-2,5]]
2;2;[[0,0],[8,0],[0,1],[-15,1]]
10/21;2/3;[[0,0],[1,0],[2,7],[3,7],[2,1],[3,3]]
13/38;1/2;[[0,0],[1,0],[6,7],[-11,-16]]
1/2;1/2;[[0,0],[2,0],[6,9],[7,10]]
4/9;1/2;[[0,0],[1,0],[3,7],[1,5],[3,8],[-1,1]]
13/22;1;[[0,0],[11,0],[0,1],[2,-1],[-1,1]]
1/3;1/2;[[0,0],[1,0],[5,9],[5,6],[4,4]]
9/25;1/2;[[0,0],[1,0],[6,7],[1,2],[6,9],[3,5]]
3/7;1/2;[[0,0],[1,0],[3,8],[3,5],[6,14]]
3/11;1/2;[[0,0],[1,0],[2,7],[-2,1]]
5/12;1/2;[[0,0],[2,0],[2,3],[5,4],[-2,1]]
9/14;1;[[0,0],[1,0],[1,7],[2,11],[2,2]]
7/15;2/3;[[0,0],[1,0],[0,1],[-12,2],[-14,3]]
5/11;2/3;[[0,0],[1,0],[3,11],[3,6],[2,2]]
2/3;2/3;[[0,0],[2,0],[2,4],[3,3],[0,3],[3,4],[1,-2]]
2/3;2/3;[[0,0],[1,0],[2,5],[1,6],[2,7],[-1,1],[-1,2]]
1/4;1/2;[[0,0],[1,0],[6,8],[5,8],[-4,-7]]
1/2;1/2;[[0,0],[1,0],[4,5],[-1,-3],[-3,-4],[-6,-9],[-4,-7],[-5,-7]]
2/3;2/3;[[0,0],[1,0],[0,2],[-2,5],[-4,5],[-4,7],[-3,3]]
1;1;[[0,0],[9,0],[0,1],[7,-1],[-1,1],[3,-1]]
3/7;1/2;[[0,0],[4,0],[1,2],[3,-2],[4,1],[-1,2]]
1;1;[[0,0],[3,0],[0,1],[-8,1],[-11,2],[-7,2]]
2/7;1/2;[[0,0],[1,0],[11,13],[-7,-9],[-4,-5]]
2/3;2/3;[[0,0],[1,0],[2,4],[2,5],[0,5],[-1,2],[-1,4]]
2/3;2/3;[[0,0],[1,0],[4,6],[-5,-8],[4,5],[-5,-9]]
1/2;1/2;[[0,0],[1,0],[1,4],[2,6],[3,4],[4,8],[4,7]]
2/3;2/3;[[0,0],[1,0],[0,1],[4,1],[1,3],[6,3]]
17/39;2/3;[[0,0],[2,0],[0,1],[3,6],[1,-4]]
1/2;1/2;[[0,0],[1,0],[0,3],[-3,2],[-1,4],[-4,4],[-4,3]]
2/5;1/2;[[0,0],[1,0],[1,5],[2,5],[-1,3],[-2,1]]
2/5;1/2;[[0,0],[1,0],[2,5],[-2,-11],[-1,-9],[-2,-13]]
8/19;1/2;[[0,0],[2,0],[3,4],[-1,-5],[0,-4],[4,5]]
1;1;[[0,0],[3,0],[0,1],[1,2],[9,2]]
1/3;2/3;[[0,0],[1,0],[0,6],[-1,6],[2,-11]]
3/7;1/2;[[0,0],[2,0],[0,3],[1,2],[3,-4],[-2,4],[-2,3]]
17/66;2/3;[[0,0],[1,0],[5,11],[6,11],[0,-1]]
3/5;1;[[0,0],[1,0],[1,10],[2,11],[2,8]]
8/13;1;[[0,0],[1,0],[2,13],[2,3]]
10/21;2/3;[[0,0],[1,0],[15,17],[3,2]]
16/55;1/2;[[0,0],[1,0],[8,10],[-8,-11],[7,9]]
5/14;1/2;[[0,0],[1,0],[10,13],[11,14],[5,5]]
1/3;3/7;[[0,0],[1,0],[3,8],[2,1],[5,13]]
2/5;1/2;[[0,0],[1,0],[1,5],[3,5],[0,4],[-1,2]]
2/3;2/3;[[0,0],[1,0],[5,6],[4,5],[6,6],[-6,-8],[-7,-9]]
2/3;2/3;[[0,0],[2,0],[0,3],[3,3],[-2,1],[-2,2]]
8/19;1/2;[[0,0],[1,0],[5,7],[2,1],[4,7],[5,5]]
1/2;2/3;[[0,0],[1,0],[0,7],[1,-1],[-1,2],[-2,5]]
5/8;1;[[0,0],[1,0],[1,8],[2,8],[2,1]]
1/2;1/2;[[0,0],[1,0],[0,1],[-8,4],[-5,2],[-5,4],[-7,3]]
1/2;2/3;[[0,0],[1,0],[0,1],[1,7],[2,4],[3,9]]
3/7;2/3;[[0,0],[1,0],[6,8],[-8,-13],[2,3]]
1/2;1/2;[[0,0],[2,0],[0,1],[4,4],[4,3],[1,4]]
1;1;[[0,0],[10,0],[0,1],[6,-1],[-1,1],[4,-1]]
4/9;2/3;[[0,0],[1,0],[2,8],[3,9],[3,7],[1,6]]
2/7;2/3;[[0,0],[1,0],[2,7],[1,7],[-1,-9]]
4/9;1/2;[[0,0],[3,0],[0,2],[-4,3],[4,-2],[-5,3]]
3/8;1/2;[[0,0],[1,0],[4,8],[-1,-5],[5,12],[6,14]]
1;1;[[0,0],[1,0],[0,2],[2,5],[2,12]]
2/3;2/3;[[0,0],[1,0],[1,3],[-2,-8],[-2,-7],[0,-6]]
7/15;2/3;[[0,0],[1,0],[1,6],[2,7],[2,6],[0,-5],[-1,-8]]
1/2;1/2;[[0,0],[1,0],[0,1],[3,-5],[5,-5],[1,-4]]
7/16;2/3;[[0,0],[2,0],[1,3],[2,-5],[3,-5],[3,-7]]
4/9;1/2;[[0,0],[1,0],[0,1],[1,-2],[6,-7],[4,-7]]
10/21;2/3;[[0,0],[1,0],[11,13],[7,7],[3,2]]
1;1;[[0,0],[3,0],[0,1],[-7,1],[-10,2],[-4,2]]
2/5;1/2;[[0,0],[1,0],[3,8],[2,2],[5,10],[4,7]]
1/3;1/2;[[0,0],[1,0],[3,5],[-5,-14],[-6,-16]]
4/9;1/2;[[0,0],[3,0],[0,3],[3,1],[-1,3],[2,-2],[1,-2]]
4/9;2/3;[[0,0],[1,0],[9,10],[-7,-9],[6,6],[-5,-7]]
13/49;2/3;[[0,0],[1,0],[2,8],[-1,-9],[1,7]]
5/14;1/2;[[0,0],[4,0],[1,2],[5,-3],[-1,1]]
2/3;2/3;[[0,0],[1,0],[1,2],[6,2],[2,3],[8,3]]
1/2;1/2;[[0,0],[1,0],[4,5],[2,5],[3,7],[5,7]]
2/5;1/2;[[0,0],[1,0],[2,8],[-1,-9],[3,10]]
1/2;2/3;[[0,0],[1,0],[1,4],[2,2],[3,5],[3,10]]
1/2;1/2;[[0,0],[1,0],[2,8],[-1,-6],[0,-4],[3,10],[-1,-7]]
7/15;2/3;[[0,0],[1,0],[2,6],[2,7],[0,5],[-1,2]]
2/3;2/3;[[0,0],[1,0],[2,6],[-1,-5],[3,6],[4,11],[4,10]]
2/3;2/3;[[0,0],[1,0],[3,9],[0,-1],[2,9],[3,7]]
13/22;1;[[0,0],[1,0],[1,11],[2,11],[0,-1]]
2/3;2/3;[[0,0],[2,0],[2,3],[6,2],[7,3]]
1;1;[[0,0],[1,0],[0,1],[-7,1],[-11,2],[-3,2]]
1;1;[[0,0],[2,0],[1,5],[1,-2],[0,4],[2,5]]
2/5;1/2;[[0,0],[1,0],[2,3],[-2,3],[2,5]]
10/21;2/3;[[0,0],[1,0],[2,7],[-1,-8],[-1,-12]]
11/18;1;[[0,0],[1,0],[1,9],[2,9],[2,4]]
3/5;1;[[0,0],[10,0],[0,1],[7,-1],[4,-1]]
2/5;1/2;[[0,0],[1,0],[0,5],[-3,2],[-3,1]]
1/2;1/2;[[0,0],[1,0],[0,1],[2,1],[4,5],[2,5],[4,7]]
1/2;1/2;[[0,0],[1,0],[1,2],[7,3],[10,5]]
1/2;2/3;[[0,0],[1,0],[3,5],[3,9],[2,8]]
2;2;[[0,0],[6,0],[0,1],[-17,1]]
13/22;1;[[0,0],[11,0],[0,1],[4,-1],[-1,1]]
19/77;2/3;[[0,0],[1,0],[9,10],[-7,-9],[7,7]]
2/5;1/2;[[0,0],[1,0],[2,5],[3,5],[-2,-7],[-3,-8],[-3,-9]]
3/8;1/2;[[0,0],[1,0],[7,11],[3,3],[9,13]]
2/3;2/3;[[0,0],[1,0],[0,2],[-3,1],[-1,3],[-5,2],[-6,3]]
1/2;1/2;[[0,0],[1,0],[7,11],[3,3],[11,17]]
1/2;2/3;[[0,0],[2,0],[1,4],[1,-2],[0,4],[-1,3],[2,3]]
1/2;1/2;[[0,0],[4,0],[0,1],[-7,2],[11,-2],[4,-1],[10,-2]]
1/2;1/2;[[0,0],[1,0],[1,2],[-2,-5],[0,-5],[-3,-8]]
16/55;1/2;[[0,0],[1,0],[4,11],[5,11],[0,-1]]
5/8;1;[[0,0],[1,0],[1,8],[2,9],[2,2]]
4/9;1/2;[[0,0],[1,0],[1,3],[3,6],[3,3],[5,8],[5,7]]
1;1;[[0,0],[2,0],[1,2],[-5,1],[-7,2]]
1;1;[[0,0],[1,0],[0,2],[-6,1],[-9,2]]
1;1;[[0,0],[1,0],[5,9],[-3,-7],[3,6],[5,8]]
2/5;1/2;[[0,0],[1,0],[3,5],[1,5],[-1,1],[0,4]]
7/15;2/3;[[0,0],[1,0],[0,6],[1,5],[-1,4],[2,3],[-1,5]]
4/9;2/3;[[0,0],[1,0],[0,6],[-1,2],[-2,8],[-2,7]]
23/57;2/3;[[0,0],[2,0],[3,6],[3,7],[1,-4]]
