Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
26/171;1/3;[[0,0],[1,0],[6,25],[-3,-19],[6,24]]
2/9;1/3;[[0,0],[2,0],[5,11],[-1,-7],[0,-5],[5,8],[6,12]]
1/3;1/3;[[0,0],[2,0],[5,11],[-1,-7],[0,-5],[5,8],[6,13]]
1/2;1/2;[[0,0],[2,0],[1,2],[7,1],[9,4],[2,3],[9,2],[5,4]]
1/3;1/3;[[0,0],[1,0],[0,1],[-15,4],[-18,6],[-17,6],[-13,3]]
4/13;1/3;[[0,0],[1,0],[1,2],[3,3],[13,4],[18,6]]
2/3;2/3;[[0,0],[3,0],[0,1],[-11,1],[-17,3],[-5,2],[-11,3]]
1/3;1/3;[[0,0],[1,0],[6,9],[5,10],[6,11],[7,11],[-1,1],[-1,2]]
10/37;2/5;[[0,0],[1,0],[7,17],[-6,-17],[4,8],[3,8],[8,21]]
2/5;2/5;[[0,0],[1,0],[12,16],[13,16],[11,13],[-2,-3],[7,10],[10,14]]
1/3;1/3;[[0,0],[1,0],[0,2],[1,1],[-7,4],[-6,2],[-5,1],[-5,6]]
1/4;1/3;[[0,0],[1,0],[9,11],[-5,-8],[-13,-18],[-11,-14]]
9/35;2/5;[[0,0],[2,0],[4,6],[9,10],[-3,-6],[-4,-7]]
1/2;1/2;[[0,0],[4,0],[0,4],[5,3],[4,4],[-2,3],[-3,2]]
1/3;1/3;[[0,0],[2,0],[4,8],[4,5],[1,4],[5,9],[5,8],[-1,-6],[-1,-7]]
1/2;1/2;[[0,0],[1,0],[0,11],[-1,12],[-1,13],[3,1],[3,2]]
4/19;1/2;[[0,0],[1,0],[0,1],[-18,10],[-14,7],[-17,10],[-11,5]]
49/215;2/5;[[0,0],[1,0],[3,13],[4,17],[-7,-31]]
4/13;1/3;[[0,0],[1,0],[4,17],[-3,-16],[-2,-14],[-3,-15],[-1,-10],[-2,-9]]
11/41;2/5;[[0,0],[1,0],[3,13],[2,2],[5,15],[5,14],[3,5],[4,9]]
17/72;2/5;[[0,0],[1,0],[2,9],[3,9],[-1,1],[-1,6],[-2,3]]
1/3;1/3;[[0,0],[1,0],[0,1],[-9,6],[-8,3],[-14,6],[-13,5]]
1/2;1/2;[[0,0],[2,0],[1,2],[-4,1],[-3,4],[-7,2],[-9,4]]
1/2;1/2;[[0,0],[1,0],[10,12],[3,2],[8,11],[7,10],[11,12],[9,9]]
2/3;2/3;[[0,0],[1,0],[17,18],[18,19],[-14,-16],[-15,-17],[15,15]]
28/75;2/3;[[0,0],[1,0],[0,11],[2,14],[-1,6],[-1,8]]
5/16;1/2;[[0,0],[2,0],[1,5],[-1,-6],[3,6],[3,8],[0,-8]]
2/3;2/3;[[0,0],[1,0],[21,23],[2,1],[24,26],[14,14]]
1/2;1/2;[[0,0],[1,0],[0,1],[-4,3],[-9,9],[-9,7],[-18,15],[-16,13]]
4/13;1/3;[[0,0],[1,0],[0,1],[11,8],[5,5],[6,3],[9,5],[13,8]]
3/16;1/3;[[0,0],[3,0],[5,7],[-1,-7],[2,-3],[1,-5]]
2/5;2/5;[[0,0],[1,0],[4,20],[-2,-15],[5,22]]
1/3;1/3;[[0,0],[3,0],[0,2],[-5,5],[7,-3],[-7,6],[8,-5],[-6,4]]
3/13;1/3;[[0,0],[1,0],[13,21],[3,3],[13,19],[10,14]]
2/5;2/5;[[0,0],[4,0],[0,1],[7,3],[5,5],[7,2],[4,5],[1,3],[2,4]]
2/5;2/5;[[0,0],[1,0],[2,3],[-4,4],[-5,2],[-2,5],[2,4],[0,5]]
15/44;1/2;[[0,0],[1,0],[11,14],[6,5],[11,11]]
13/33;2/3;[[0,0],[1,0],[0,11],[-1,7],[-2,16],[-2,23]]
3/7;2/3;[[0,0],[1,0],[1,7],[3,1],[2,12],[3,13]]
7/27;2/5;[[0,0],[1,0],[0,1],[-12,9],[-11,7],[-11,9],[-5,2]]
8/41;3/10;[[0,0],[1,0],[4,19],[-3,-22],[4,17],[5,23]]
2/11;2/5;[[0,0],[1,0],[15,17],[13,16],[3,4],[7,9],[-5,-7]]
11/48;1/3;[[0,0],[1,0],[2,5],[5,12],[8,17],[-6,-16],[-7,-18]]
2/5;2/5;[[0,0],[1,0],[7,19],[-1,-3],[8,21],[7,16],[2,2],[5,10]]
8/35;1/3;[[0,0],[1,0],[7,10],[9,11],[4,1]]
2/9;1/3;[[0,0],[1,0],[5,9],[3,8],[7,9],[6,6]]
2/7;1/3;[[0,0],[1,0],[5,19],[6,22],[2,3],[6,18]]
37/174;1/3;[[0,0],[1,0],[16,18],[23,27],[-10,-13]]
2/7;1/3;[[0,0],[1,0],[7,12],[-1,-3],[9,13],[10,15],[3,7]]
1/4;2/5;[[0,0],[1,0],[15,17],[-8,-10],[8,8],[-7,-8],[-18,-21]]
1;1;[[0,0],[2,0],[1,2],[-14,1],[-15,2]]
4/11;2/5;[[0,0],[1,0],[1,4],[-4,1],[0,9]]
1/3;1/3;[[0,0],[1,0],[0,3],[-6,5],[-6,4],[-5,2],[-5,6],[-4,6],[-4,1]]
8/31;1/3;[[0,0],[1,0],[4,15],[4,11],[2,10],[1,7],[6,19]]
3/8;2/5;[[0,0],[1,0],[1,3],[3,7],[11,15]]
2/5;2/5;[[0,0],[1,0],[0,2],[-1,1],[-9,14],[-9,13],[-5,10],[-6,8]]
3/10;2/5;[[0,0],[1,0],[6,7],[8,8],[18,20],[-14,-17],[19,21]]
5/13;2/3;[[0,0],[1,0],[0,13],[-1,25],[2,-19],[2,-15]]
1/3;2/5;[[0,0],[1,0],[6,17],[-3,-10],[-2,-6],[-5,-20]]
2/5;2/5;[[0,0],[1,0],[5,6],[-3,-4],[-10,-14],[-13,-19],[-8,-13],[-8,-11],[-11,-17]]
1/3;1/3;[[0,0],[2,0],[2,4],[4,1],[6,4],[-1,2],[6,6],[-2,1],[7,6]]
3/10;2/5;[[0,0],[1,0],[5,13],[4,8],[5,11],[-4,-13],[7,18],[-5,-15],[-4,-11]]
2/7;1/3;[[0,0],[1,0],[0,5],[-2,14],[-3,14],[-3,13],[4,-17]]
9/50;2/5;[[0,0],[1,0],[10,12],[10,11],[3,5],[8,12]]
2/5;2/5;[[0,0],[2,0],[0,1],[8,1],[3,2],[16,5],[15,5]]
7/18;2/3;[[0,0],[1,0],[1,12],[2,3],[3,14],[3,9]]
2/5;2/5;[[0,0],[1,0],[2,5],[5,2],[4,1],[6,5],[-1,2],[-1,3]]
1/2;1/2;[[0,0],[2,0],[0,1],[10,1],[14,2],[12,3],[19,4],[20,4]]
7/27;1/3;[[0,0],[1,0],[2,4],[-3,2],[-2,6],[4,1]]
2/5;2/5;[[0,0],[1,0],[4,8],[5,14],[0,-2],[3,11],[1,6],[5,11]]
2/5;2/5;[[0,0],[1,0],[0,1],[8,2],[6,1],[1,2],[3,3],[11,5],[9,5]]
3/10;1/3;[[0,0],[1,0],[3,4],[-8,-11],[5,5],[10,13],[14,18],[12,14]]
2/3;2/3;[[0,0],[1,0],[0,2],[-11,2],[-15,3],[-1,3]]
1/2;1/2;[[0,0],[2,0],[2,3],[8,4],[11,4],[-3,2]]
5/16;1/2;[[0,0],[1,0],[1,2],[9,9],[9,8],[7,5],[8,9],[5,7],[6,8]]
1/3;1/2;[[0,0],[1,0],[3,7],[-1,5],[0,10],[-1,7]]
6/17;1/2;[[0,0],[1,0],[3,11],[0,2],[3,16],[4,17],[2,14],[1,10]]
1/2;1/2;[[0,0],[1,0],[0,3],[-7,1],[-3,4],[-1,4],[-9,2]]
1/2;1/2;[[0,0],[1,0],[11,14],[10,13],[11,12],[5,4],[10,10]]
1/3;2/5;[[0,0],[6,0],[0,1],[1,2],[3,-2],[5,3],[8,2],[8,3]]
2/5;2/5;[[0,0],[4,0],[1,2],[3,-4],[4,-3],[-1,-3],[1,-5],[-1,-4],[0,-5]]
5/16;2/5;[[0,0],[1,0],[1,4],[5,8],[2,1],[3,9],[5,12],[4,4]]
2/9;1/3;[[0,0],[1,0],[6,8],[6,9],[-1,2],[2,7]]
9/28;1/2;[[0,0],[1,0],[0,1],[-27,3],[-30,4]]
1/4;2/5;[[0,0],[1,0],[1,7],[3,16],[2,13],[-1,-10],[3,11],[4,18]]
2/5;2/5;[[0,0],[1,0],[1,7],[3,19],[-1,-10],[-1,-11],[4,22],[4,21]]
2/3;2/3;[[0,0],[1,0],[1,2],[5,3],[13,2],[16,3]]
6/17;1/2;[[0,0],[1,0],[2,6],[2,9],[-1,9],[-2,8]]
9/35;1/3;[[0,0],[1,0],[3,5],[7,6],[5,1],[7,2]]
2/5;2/5;[[0,0],[1,0],[0,1],[3,6],[4,7],[3,1],[7,7],[7,6],[6,4]]
1/3;1/3;[[0,0],[1,0],[1,4],[2,5],[3,1],[5,7],[6,7],[6,3]]
4/13;2/5;[[0,0],[1,0],[3,8],[0,1],[5,12],[7,13],[7,14],[3,3]]
2/11;2/5;[[0,0],[1,0],[15,22],[12,16],[5,5]]
1/3;1/3;[[0,0],[1,0],[1,3],[-3,-10],[6,13],[10,24],[11,27]]
2/3;2/3;[[0,0],[2,0],[0,1],[-8,1],[-5,3],[-15,3],[-13,2]]
1/3;2/5;[[0,0],[1,0],[0,1],[6,4],[1,4],[6,8],[5,8]]
1/4;2/5;[[0,0],[1,0],[4,20],[3,16],[5,21],[4,14],[5,22]]
1;1;[[0,0],[6,0],[0,1],[-15,1],[-23,2],[-10,2]]
2/7;2/5;[[0,0],[1,0],[1,6],[2,1],[4,15],[5,16],[5,17]]
1/2;1/2;[[0,0],[1,0],[0,1],[-6,1],[-15,4],[-9,4],[-13,3],[-5,3]]
1/8;2/3;[[0,0],[1,0],[2,16],[1,16],[-1,-17]]
2/5;2/5;[[0,0],[1,0],[14,17],[13,17],[15,19],[2,1],[12,14],[7,7]]
1/6;1/2;[[0,0],[7,0],[0,2],[10,-1],[-8,1],[-4,3]]
1/4;1/3;[[0,0],[1,0],[6,7],[-21,-26],[-20,-24]]
12/41;3/8;[[0,0],[1,0],[11,15],[-7,-11],[20,27],[21,28]]
2/3;2/3;[[0,0],[1,0],[5,6],[6,9],[-16,-25],[-17,-26]]
2/3;2/3;[[0,0],[1,0],[0,1],[-12,1],[-17,2],[-6,2],[-18,3],[-16,3]]
3/11;2/5;[[0,0],[1,0],[9,11],[3,7],[1,5]]
1/3;1/3;[[0,0],[3,0],[0,1],[5,3],[6,6],[1,4],[6,5],[2,6]]
2/3;2/3;[[0,0],[3,0],[0,2],[-9,3],[-10,2],[-9,1],[-4,3]]
1/2;1/2;[[0,0],[1,0],[0,1],[4,7],[4,15],[3,13]]
17/65;2/5;[[0,0],[1,0],[9,14],[10,17],[8,12],[-7,-13],[9,16]]
15/44;1/2;[[0,0],[1,0],[9,11],[-16,-22],[-23,-32]]
2/7;2/5;[[0,0],[1,0],[3,5],[1,7],[2,2],[3,11],[4,11],[-1,2]]
2/3;2/3;[[0,0],[1,0],[10,12],[2,3],[8,10],[6,5],[12,12]]
9/28;1/2;[[0,0],[1,0],[2,3],[-5,3],[-6,1],[-1,4],[-8,2]]
2/5;2/5;[[0,0],[1,0],[11,17],[13,19],[13,20],[11,15],[2,1],[4,4]]
2/7;2/5;[[0,0],[1,0],[4,7],[8,12],[11,19],[13,21],[17,29]]
2/9;1/3;[[0,0],[1,0],[6,8],[6,9],[-1,2],[0,5]]
4/15;1/3;[[0,0],[1,0],[1,4],[6,11],[2,7],[7,11],[7,10]]
1/3;1/2;[[0,0],[2,0],[0,3],[1,9],[3,1],[4,6]]
2/3;2/3;[[0,0],[3,0],[0,1],[-7,3],[-14,2],[-18,3]]
1/2;1/2;[[0,0],[1,0],[0,1],[3,-18],[4,-18],[4,-17],[2,-15]]
4/13;1/3;[[0,0],[2,0],[8,9],[6,8],[-3,-5],[-1,-4],[-5,-9]]
3/14;2/5;[[0,0],[7,0],[0,1],[-13,2],[20,-2],[15,-2],[24,-3]]
2/5;2/5;[[0,0],[1,0],[3,11],[-1,-4],[-1,-9],[-4,-19],[-3,-13],[-4,-21]]
8/21;2/3;[[0,0],[1,0],[2,21],[-1,-23],[0,-13],[-1,-25]]
3/11;1/3;[[0,0],[1,0],[1,3],[6,3],[7,5],[7,4],[2,5],[5,7]]
1/2;1/2;[[0,0],[1,0],[2,4],[3,10],[2,11],[-1,1],[0,7],[3,12],[-1,2]]
2/7;1/3;[[0,0],[1,0],[2,7],[-5,-21],[-5,-18],[-7,-26]]
1/2;1/2;[[0,0],[1,0],[2,4],[-2,3],[-2,4],[0,8],[1,9],[2,9]]
1/3;1/2;[[0,0],[1,0],[3,7],[1,6],[4,11],[2,11],[3,15],[4,17]]
2/5;2/5;[[0,0],[3,0],[3,5],[7,5],[6,1],[7,2]]
1/3;1/2;[[0,0],[1,0],[1,6],[3,5],[2,10],[4,9],[4,15],[3,13]]
13/44;1/2;[[0,0],[1,0],[0,11],[-2,20],[-3,31],[-3,32]]
1/3;1/3;[[0,0],[1,0],[1,2],[-5,8],[-5,7],[-2,8],[0,6]]
1/2;1/2;[[0,0],[1,0],[0,1],[4,-13],[3,-13],[4,-8],[3,-3]]
2/3;2/3;[[0,0],[2,0],[0,5],[1,3],[3,-4],[3,-12],[2,-10]]
1/2;1/2;[[0,0],[1,0],[1,2],[8,1],[10,3],[3,3],[10,4],[7,4]]
2/7;3/8;[[0,0],[1,0],[0,7],[-3,18],[-4,27],[-5,31]]
1/2;1/2;[[0,0],[1,0],[1,2],[6,8],[9,10],[9,11],[7,6],[3,1],[5,3]]
5/16;2/5;[[0,0],[1,0],[6,7],[7,11],[1,3],[12,16]]
4/13;2/5;[[0,0],[7,0],[0,1],[18,-2],[-17,2],[-24,3],[-25,3]]
2/7;1/3;[[0,0],[1,0],[10,23],[-5,-14],[-4,-12],[11,25],[10,22]]
1/3;1/3;[[0,0],[2,0],[5,7],[4,6],[8,9],[-5,-9]]
1/4;2/5;[[0,0],[2,0],[7,8],[-6,-9],[-3,-4],[-5,-7],[-5,-9],[-4,-8]]
2/7;1/3;[[0,0],[1,0],[5,19],[6,19],[6,22],[2,3],[4,10]]
2/5;2/5;[[0,0],[1,0],[3,13],[3,8],[5,17],[5,21],[7,27]]
1/2;1/2;[[0,0],[1,0],[2,4],[0,8],[-1,5],[-1,6],[3,9],[3,11]]
11/38;1/2;[[0,0],[1,0],[2,17],[-1,-19],[3,23],[3,22]]
17/45;2/3;[[0,0],[15,0],[0,1],[19,-1],[2,2],[3,2]]
11/38;2/5;[[0,0],[1,0],[6,8],[8,8],[4,7],[7,5],[8,6]]
20/51;2/3;[[0,0],[1,0],[2,17],[3,18],[2,4],[3,12]]
9/40;2/5;[[0,0],[5,0],[1,3],[4,-1],[7,3],[5,4],[-1,2]]
2/5;2/5;[[0,0],[1,0],[0,1],[8,6],[9,7],[3,6],[4,7]]
1/2;1/2;[[0,0],[1,0],[0,1],[2,3],[4,19],[4,23]]
1/4;1/3;[[0,0],[1,0],[23,26],[-14,-17],[-11,-14]]
12/53;2/5;[[0,0],[1,0],[3,11],[2,13],[1,8],[3,17],[5,23]]
2/7;2/5;[[0,0],[1,0],[7,15],[0,1],[6,11],[2,6],[7,17],[6,15]]
2/3;2/3;[[0,0],[1,0],[7,18],[6,18],[-4,-13]]
7/22;1/2;[[0,0],[1,0],[10,17],[7,11],[7,13],[-3,-7],[-8,-15]]
5/16;2/5;[[0,0],[1,0],[3,7],[7,12],[4,5],[7,16],[6,9]]
2/5;2/5;[[0,0],[1,0],[1,2],[7,1],[8,2],[2,3],[4,4],[8,5],[7,5]]
1/4;2/5;[[0,0],[1,0],[1,2],[8,9],[4,2],[4,7],[8,8],[7,6]]
1/3;2/5;[[0,0],[1,0],[0,1],[-8,1],[-14,3],[-8,3],[-18,5]]
1/2;1/2;[[0,0],[1,0],[1,2],[-3,8],[-3,7],[0,11]]
5/18;2/5;[[0,0],[1,0],[12,16],[10,14],[8,9],[5,8],[10,12]]
2/3;2/3;[[0,0],[1,0],[4,7],[-8,-17],[-9,-18],[-7,-13],[-8,-15],[-5,-12]]
1/2;1/2;[[0,0],[1,0],[1,3],[-2,5],[0,10],[-3,10],[-3,9]]
3/11;1/3;[[0,0],[1,0],[1,6],[4,5],[-2,3],[5,8]]
2/5;2/5;[[0,0],[1,0],[1,4],[3,9],[4,6],[5,13],[6,11],[6,14]]
2/5;2/5;[[0,0],[1,0],[2,6],[4,7],[5,14],[8,19],[8,20]]
2/5;2/5;[[0,0],[1,0],[9,21],[-4,-10],[9,20],[-7,-18]]
1/3;1/3;[[0,0],[1,0],[3,5],[-1,1],[3,10],[-1,2],[5,11],[5,12]]
1/2;1/2;[[0,0],[1,0],[0,3],[-3,11],[2,-7],[7,-21],[5,-16],[7,-20]]
1/3;1/3;[[0,0],[1,0],[0,4],[1,5],[3,6],[5,5],[4,6],[4,2],[-2,1]]
5/18;1/3;[[0,0],[1,0],[4,9],[4,3],[7,9],[6,6],[7,8]]
2/3;2/3;[[0,0],[2,0],[1,3],[6,3],[-7,1],[-6,2]]
2/5;2/5;[[0,0],[1,0],[0,5],[-1,5],[8,-39]]
15/44;1/2;[[0,0],[1,0],[1,5],[-3,5],[0,11]]
1/2;1/2;[[0,0],[1,0],[1,2],[7,9],[9,9],[9,11],[7,6],[3,1],[4,2]]
5/24;1/3;[[0,0],[1,0],[4,8],[3,1],[2,7],[6,6]]
9/28;1/2;[[0,0],[1,0],[1,7],[2,6],[4,19],[3,20],[4,24]]
2/3;2/3;[[0,0],[4,0],[1,2],[-6,1],[-1,3],[-9,3],[-9,2]]
2/7;1/3;[[0,0],[1,0],[0,1],[7,8],[6,6],[3,6],[7,12]]
1/2;1/2;[[0,0],[4,0],[0,2],[-7,4],[-4,2],[12,-5],[11,-5]]
1/3;1/2;[[0,0],[1,0],[9,16],[12,20],[2,1],[4,4]]
2/3;2/3;[[0,0],[1,0],[0,2],[-9,18],[9,-17],[-10,19],[-13,25]]
1/3;1/3;[[0,0],[1,0],[3,6],[-2,2],[4,4],[0,5],[4,2],[1,6]]
1/3;1/2;[[0,0],[1,0],[0,1],[6,6],[10,13],[15,18]]
2/3;2/3;[[0,0],[1,0],[0,2],[-8,1],[-4,3],[-11,3],[-12,2]]
2/5;2/3;[[0,0],[1,0],[1,13],[2,10],[0,10],[2,13],[-1,4]]
2/3;2/3;[[0,0],[1,0],[18,19],[-18,-20],[17,18],[-19,-21],[13,13]]
1/2;1/2;[[0,0],[1,0],[1,2],[2,1],[-8,2],[-5,4],[-9,3],[-9,4]]
1/2;1/2;[[0,0],[1,0],[0,3],[2,3],[4,10],[2,10],[4,16]]
3/10;2/5;[[0,0],[1,0],[3,7],[-2,-5],[-5,-16],[-7,-21],[-5,-13],[-7,-19]]
1/3;2/5;[[0,0],[1,0],[2,3],[8,3],[6,4],[-4,1],[10,4],[11,5]]
1/2;1/2;[[0,0],[1,0],[0,2],[4,12],[3,5],[2,10],[1,8],[4,8]]
7/33;1/3;[[0,0],[1,0],[8,12],[8,11],[6,11],[7,8],[6,6]]
3/11;2/5;[[0,0],[1,0],[7,11],[-15,-28],[-13,-25],[-17,-32]]
15/52;1/2;[[0,0],[1,0],[8,11],[-13,-21],[13,19],[-10,-17],[-12,-20]]
1/3;2/5;[[0,0],[1,0],[6,19],[7,20],[5,12],[8,25],[2,2]]
7/25;2/5;[[0,0],[1,0],[9,13],[5,5],[5,8],[11,15],[11,14],[10,12]]
2/3;2/3;[[0,0],[1,0],[1,5],[0,-14],[-2,-12],[-2,-11]]
2/5;2/5;[[0,0],[2,0],[4,7],[2,5],[5,3],[7,7],[7,6]]
7/20;1/2;[[0,0],[3,0],[2,3],[-6,2],[0,4],[-7,1]]
2/5;2/5;[[0,0],[1,0],[7,13],[0,1],[1,3],[11,18],[11,19],[12,20]]
1/4;2/5;[[0,0],[1,0],[2,3],[8,5],[8,9],[5,7]]
1/2;1/2;[[0,0],[4,0],[0,1],[1,-2],[2,5],[3,-3],[4,6]]
9/28;1/2;[[0,0],[1,0],[6,7],[13,14],[14,16],[-9,-11],[10,10],[-11,-13]]
1/3;1/3;[[0,0],[1,0],[0,1],[-5,4],[-9,4],[-4,1],[-13,8],[-12,8]]
2/5;2/5;[[0,0],[3,0],[0,1],[6,-2],[2,-2],[10,-5],[6,-5],[12,-7]]
2/5;2/5;[[0,0],[1,0],[2,4],[-6,-16],[-7,-20],[-3,-12],[-7,-19]]
7/33;1/3;[[0,0],[1,0],[14,17],[-16,-21],[-10,-14],[-18,-24]]
1/3;1/3;[[0,0],[2,0],[4,6],[5,6],[1,5],[6,5],[6,3]]
1/3;1/3;[[0,0],[3,0],[4,7],[-2,-6],[-2,-5],[4,8],[3,7]]
1/3;1/3;[[0,0],[1,0],[0,4],[-1,5],[-5,5],[-4,1],[-4,6],[-5,4],[-3,6]]
1/2;1/2;[[0,0],[1,0],[4,6],[6,7],[19,27],[20,28]]
1/2;1/2;[[0,0],[1,0],[0,1],[-15,4],[-5,1],[-2,2],[-14,3],[-9,4]]
9/28;1/2;[[0,0],[1,0],[0,7],[-1,10],[-2,1],[-3,6],[-3,4]]
1/3;1/3;[[0,0],[1,0],[5,14],[6,16],[2,2],[4,7],[8,18],[7,15]]
9/35;2/5;[[0,0],[4,0],[0,5],[3,3],[3,-4],[-1,2],[-1,3]]
1/3;1/3;[[0,0],[1,0],[18,21],[-12,-15],[11,13],[-13,-16],[17,20],[11,12]]
1/3;1/3;[[0,0],[1,0],[3,5],[10,16],[-8,-14],[8,13],[10,15],[-10,-17],[9,13]]
9/55;3/10;[[0,0],[1,0],[3,13],[5,18],[7,22]]
5/16;1/2;[[0,0],[2,0],[3,6],[2,8],[0,-8],[-1,-7],[-1,-8]]
1/2;1/2;[[0,0],[2,0],[3,4],[7,3],[-1,3],[-3,2],[7,4]]
1/2;1/2;[[0,0],[1,0],[12,14],[0,-1],[8,8],[5,7],[11,14],[8,11]]
3/8;3/8;[[0,0],[1,0],[5,16],[-2,-8],[3,6],[4,15],[5,13]]
2/5;2/5;[[0,0],[1,0],[0,1],[-14,11],[-19,16],[-19,15],[-22,18],[-11,10]]
1/4;2/5;[[0,0],[1,0],[11,16],[14,19],[14,20],[4,4],[15,21],[11,14],[9,11]]
12/49;3/10;[[0,0],[1,0],[9,19],[13,29],[-5,-14],[14,31]]
6/23;1/3;[[0,0],[1,0],[4,7],[4,10],[9,19],[9,22]]
20/99;1/2;[[0,0],[1,0],[14,16],[16,17],[-6,-7],[-7,-9]]
2/5;2/5;[[0,0],[1,0],[0,2],[1,-6],[3,-11],[2,-9],[3,-5],[5,-13],[5,-11]]
5/14;1/2;[[0,0],[1,0],[0,2],[-3,6],[-3,2],[-9,9],[-8,7]]
