Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
2/3;2/3;[[0,0],[2,0],[0,1],[-6,1],[-9,2],[-11,3],[-3,2],[-7,3]]
2/5;3/7;[[0,0],[2,0],[1,5],[2,-1],[-3,3]]
2/3;2/3;[[0,0],[3,0],[2,3],[-5,3]]
2/3;2/3;[[0,0],[4,0],[1,3],[5,2],[-1,2],[5,3]]
1/2;1/2;[[0,0],[1,0],[0,1],[-2,1],[-4,4],[-10,7],[-13,10]]
5/12;2/3;[[0,0],[8,0],[0,1],[19,-2],[22,-2]]
11/34;1/2;[[0,0],[1,0],[2,4],[-3,-14],[4,13],[-2,-11]]
1/2;1/2;[[0,0],[1,0],[7,16],[5,9],[2,2],[8,18]]
2/3;2/3;[[0,0],[1,0],[0,3],[6,-17],[-3,10],[-1,3]]
2/5;2/5;[[0,0],[1,0],[4,5],[4,6],[-1,1],[-1,2],[0,4]]
1;1;[[0,0],[2,0],[1,2],[14,2]]
1/2;1/2;[[0,0],[1,0],[0,1],[6,-8],[5,-8],[4,-7],[6,-6]]
2/3;2/3;[[0,0],[1,0],[5,11],[6,11],[3,4],[8,17]]
4/13;3/7;[[0,0],[1,0],[5,8],[8,12],[9,13],[6,7]]
1/2;1/2;[[0,0],[3,0],[1,2],[7,4],[9,4]]
1;1;[[0,0],[1,0],[1,11],[2,11],[0,-3],[2,6]]
3/8;1/2;[[0,0],[1,0],[0,5],[-1,6],[-2,1],[-3,4],[-3,3]]
1;1;[[0,0],[1,0],[0,1],[-9,1],[-13,2],[-2,2]]
4/15;2/5;[[0,0],[1,0],[7,12],[10,15]]
1;1;[[0,0],[5,0],[0,1],[-9,1],[-14,2],[-7,2]]
9/28;1/2;[[0,0],[1,0],[9,11],[-12,-17],[7,8]]
14/33;2/3;[[0,0],[1,0],[12,13],[-9,-11],[13,14],[9,9]]
2/3;2/3;[[0,0],[3,0],[1,3],[-3,2],[2,3],[-5,1]]
2/5;3/7;[[0,0],[1,0],[3,9],[2,1],[5,13],[5,14]]
1/3;1/2;[[0,0],[1,0],[2,9],[2,3],[4,12],[3,7],[4,13]]
21/68;1/2;[[0,0],[1,0],[8,12],[-8,-13],[5,8],[7,11]]
2/5;2/5;[[0,0],[1,0],[0,1],[5,-8],[1,-3],[5,-7],[3,-8]]
1/2;1/2;[[0,0],[2,0],[1,2],[-1,-5],[4,6],[5,6]]
6/17;3/7;[[0,0],[1,0],[6,7],[3,5],[8,11],[5,8],[8,12]]
1/2;1/2;[[0,0],[1,0],[3,4],[9,11],[-9,-13],[10,12]]
3/8;1/2;[[0,0],[1,0],[2,4],[0,6],[-2,1],[-2,2]]
6/17;1/2;[[0,0],[1,0],[5,7],[5,5],[8,9],[9,12],[10,13]]
4/9;1/2;[[0,0],[1,0],[0,3],[-2,8],[-3,6],[-5,11]]
11/42;1/2;[[0,0],[1,0],[6,10],[5,10],[6,9],[3,7]]
14/45;3/7;[[0,0],[1,0],[2,4],[3,9],[2,9],[-2,-11]]
3/11;1/2;[[0,0],[1,0],[6,10],[5,10],[6,9],[4,9]]
1;1;[[0,0],[3,0],[0,1],[-9,1],[-13,2],[-4,2]]
1/2;1/2;[[0,0],[1,0],[0,4],[-3,4],[-4,3],[2,3]]
2/7;2/5;[[0,0],[1,0],[2,7],[3,3],[5,7]]
3/7;2/3;[[0,0],[1,0],[2,14],[3,14],[3,16]]
1/2;1/2;[[0,0],[1,0],[8,10],[7,10],[8,11],[2,1],[6,6]]
5/12;2/3;[[0,0],[1,0],[0,8],[2,-13],[-1,15],[2,-12]]
5/14;1/2;[[0,0],[1,0],[5,12],[4,7],[7,15],[8,18]]
2/7;2/5;[[0,0],[1,0],[7,12],[7,9]]
4/13;3/7;[[0,0],[1,0],[5,20],[6,26]]
1/2;1/2;[[0,0],[1,0],[1,3],[5,3],[4,4],[-3,1],[5,4]]
8/27;2/5;[[0,0],[1,0],[7,12],[4,3]]
2/3;2/3;[[0,0],[2,0],[1,2],[-4,3],[-5,2],[-5,1],[-1,3]]
1/3;1/2;[[0,0],[2,0],[1,2],[2,-6],[3,-8],[4,-8]]
2/9;2/3;[[0,0],[1,0],[11,12],[7,6],[3,1]]
2/9;2/3;[[0,0],[1,0],[11,12],[7,6],[4,2]]
1/3;1/2;[[0,0],[1,0],[7,12],[9,14],[6,8]]
1/4;1/2;[[0,0],[1,0],[9,10],[6,6],[9,11],[-7,-9]]
5/12;2/3;[[0,0],[1,0],[9,16],[10,17],[4,5]]
1/2;1/2;[[0,0],[1,0],[0,1],[2,2],[8,2],[8,4],[7,4]]
2/5;3/7;[[0,0],[1,0],[7,10],[2,1],[10,14],[7,8]]
1/3;3/7;[[0,0],[1,0],[3,4],[11,13],[-3,-5],[-8,-11]]
6/19;2/5;[[0,0],[1,0],[3,4],[12,15],[-3,-5],[11,13]]
1/2;1/2;[[0,0],[1,0],[2,3],[-1,4],[0,4],[-3,1],[-3,3]]
5/12;1/2;[[0,0],[1,0],[0,1],[7,-8],[6,-6],[3,-5],[5,-8]]
4/9;2/3;[[0,0],[1,0],[1,8],[2,10],[0,-6],[2,8],[-1,-10]]
4/11;1/2;[[0,0],[1,0],[5,7],[6,10],[4,7],[-4,-8],[-5,-9],[-6,-11]]
2/5;1/2;[[0,0],[1,0],[2,5],[-1,5],[-2,2],[-2,4]]
4/11;3/7;[[0,0],[1,0],[0,1],[-11,8],[-12,8],[-8,5],[-7,6]]
1/2;1/2;[[0,0],[1,0],[0,1],[-8,2],[-9,4],[-12,4]]
5/11;2/3;[[0,0],[1,0],[8,22],[9,24]]
1;1;[[0,0],[1,0],[0,1],[2,2],[15,2]]
1/2;1/2;[[0,0],[1,0],[1,3],[-3,3],[-3,2],[0,6]]
1;1;[[0,0],[13,0],[0,1],[6,-1],[-1,1],[3,-1]]
1/2;1/2;[[0,0],[2,0],[3,4],[4,1],[7,4],[7,3]]
4/9;2/3;[[0,0],[3,0],[0,2],[6,2],[4,3],[-3,1]]
16/39;2/3;[[0,0],[1,0],[6,13],[7,13],[0,-2],[-1,-3]]
2/3;2/3;[[0,0],[1,0],[0,1],[2,3],[1,7],[3,9],[2,10],[3,10]]
1;1;[[0,0],[2,0],[0,1],[-12,1],[-14,2],[-10,2]]
1/2;1/2;[[0,0],[1,0],[0,4],[-4,2],[-5,4]]
4/7;1;[[0,0],[1,0],[1,14],[2,15],[2,13]]
1;1;[[0,0],[1,0],[6,11],[-6,-13],[-3,-6],[-2,-6]]
1/2;1/2;[[0,0],[2,0],[2,4],[1,-1],[0,2],[6,6]]
1/2;1/2;[[0,0],[2,0],[3,6],[5,6],[0,-1],[1,-1],[4,7],[5,7]]
1/4;2/3;[[0,0],[1,0],[2,16],[3,18]]
8/35;2/5;[[0,0],[1,0],[11,15],[8,9]]
2/3;2/3;[[0,0],[1,0],[2,4],[2,5],[-1,3],[0,7],[-1,6]]
3/7;1/2;[[0,0],[1,0],[9,10],[8,10],[7,9],[-6,-8]]
2/3;2/3;[[0,0],[1,0],[0,7],[2,6],[2,7],[-1,4],[-1,5]]
3/7;1/2;[[0,0],[1,0],[3,10],[-1,-6],[0,-4],[2,10],[3,12]]
3/7;2/3;[[0,0],[7,0],[0,1],[-14,2],[8,-1],[-15,2]]
11/27;2/3;[[0,0],[1,0],[0,9],[2,-11],[-1,17],[2,-10]]
1/2;1/2;[[0,0],[2,0],[0,1],[3,1],[1,3],[5,5],[4,6],[5,6]]
2/5;2/3;[[0,0],[2,0],[2,7],[1,-4],[3,5],[3,6]]
1/2;1/2;[[0,0],[1,0],[0,1],[5,8],[2,1],[3,6],[5,5]]
2/3;2/3;[[0,0],[2,0],[1,7],[-1,6],[-1,5],[2,-1]]
1/3;1/2;[[0,0],[1,0],[2,3],[8,10],[8,11],[6,6],[7,10]]
1;1;[[0,0],[12,0],[0,1],[8,-1],[5,-1],[-3,1]]
1;1;[[0,0],[14,0],[0,1],[12,-1],[-1,1],[11,-1]]
2/3;2/3;[[0,0],[1,0],[2,4],[1,7],[2,6],[-1,2],[0,6],[-1,4]]
4/11;3/7;[[0,0],[1,0],[5,8],[2,5],[5,7],[4,4],[4,8],[3,7]]
21/88;2/5;[[0,0],[1,0],[3,7],[6,11],[-1,1]]
2/5;3/7;[[0,0],[1,0],[0,1],[-16,10],[-19,12],[-20,13]]
11/78;3/7;[[0,0],[1,0],[8,13],[-10,-17]]
1;1;[[0,0],[1,0],[0,3],[2,6],[2,15]]
1;1;[[0,0],[1,0],[6,12],[8,14],[9,17]]
1/3;1/2;[[0,0],[1,0],[6,7],[-5,-6],[5,5],[-9,-11],[-11,-14]]
2/5;3/7;[[0,0],[2,0],[2,5],[1,5],[5,2]]
2/5;2/3;[[0,0],[3,0],[2,5],[3,-5]]
2/3;2/3;[[0,0],[3,0],[2,4],[3,3],[1,-3],[0,3]]
13/22;1;[[0,0],[1,0],[1,11],[2,14],[2,6]]
3/7;2/3;[[0,0],[1,0],[0,7],[-1,5],[-2,11],[-2,15]]
3/10;2/5;[[0,0],[1,0],[5,12],[5,9],[3,3]]
1/2;1/2;[[0,0],[1,0],[0,1],[4,5],[1,5],[4,2]]
1/3;1/2;[[0,0],[1,0],[4,6],[6,6],[9,12]]
1/2;1/2;[[0,0],[2,0],[0,1],[5,-2],[-15,7],[-14,6],[-16,7]]
1/3;1/2;[[0,0],[1,0],[7,12],[7,10],[4,4]]
2/3;2/3;[[0,0],[1,0],[13,15],[2,1],[17,19]]
1/2;1/2;[[0,0],[1,0],[0,1],[8,4],[6,2],[4,4]]
1;1;[[0,0],[1,0],[0,1],[-10,1],[-14,2],[-5,2]]
2/5;1/2;[[0,0],[1,0],[4,9],[5,10],[-4,-10],[-3,-9]]
1/2;1/2;[[0,0],[1,0],[2,4],[-1,-6],[-4,-12],[-4,-10]]
5/13;1/2;[[0,0],[1,0],[8,11],[5,6],[-3,-5],[5,8],[8,12]]
9/23;1/2;[[0,0],[1,0],[13,18],[14,19],[2,1]]
8/23;3/7;[[0,0],[1,0],[3,11],[-2,-13],[-2,-15]]
1/4;2/3;[[0,0],[1,0],[1,8],[0,7],[2,7],[-1,4]]
1/4;2/3;[[0,0],[1,0],[1,8],[0,7],[2,7],[-1,5]]
7/22;1/2;[[0,0],[1,0],[3,11],[2,11],[-1,-6],[-1,-7]]
1/2;1/2;[[0,0],[1,0],[3,8],[0,1],[2,6],[3,4],[5,9],[5,10]]
1/2;1/2;[[0,0],[3,0],[1,4],[5,4],[5,3]]
11/28;1/2;[[0,0],[1,0],[13,16],[7,7],[3,2]]
7/15;2/3;[[0,0],[1,0],[6,11],[-2,-5],[5,10],[3,7],[5,8]]
15/26;1;[[0,0],[13,0],[0,1],[11,-1],[7,-1]]
2/3;2/3;[[0,0],[1,0],[7,8],[5,6],[8,8],[-8,-10],[-9,-11]]
3/8;1/2;[[0,0],[1,0],[1,2],[5,5],[7,8],[5,8],[4,7]]
2/7;3/7;[[0,0],[1,0],[4,5],[9,14],[-7,-13],[8,12]]
3/8;2/5;[[0,0],[1,0],[0,1],[5,-7],[1,-4],[2,-7]]
5/12;1/2;[[0,0],[3,0],[0,1],[-9,3],[17,-5],[-10,3]]
11/31;1/2;[[0,0],[1,0],[3,10],[4,11],[4,9],[2,1]]
1/2;1/2;[[0,0],[1,0],[1,4],[4,4],[-2,2],[-3,1]]
4/7;1;[[0,0],[14,0],[0,1],[9,-1],[7,-1]]
3/7;3/7;[[0,0],[1,0],[3,11],[3,12],[0,-4],[1,5],[-2,-11],[2,5]]
4/17;1/2;[[0,0],[1,0],[3,13],[4,14],[3,8],[2,3]]
1;1;[[0,0],[2,0],[1,5],[1,-7],[0,-3],[2,-3]]
2/5;1/2;[[0,0],[1,0],[4,5],[9,10],[9,11],[-6,-8],[-7,-9]]
4/9;1/2;[[0,0],[1,0],[0,1],[13,4],[14,5],[18,6]]
2/7;1/2;[[0,0],[1,0],[0,5],[-3,1],[-1,7]]
2/3;2/3;[[0,0],[1,0],[0,1],[5,-7],[6,-6],[7,-8],[1,-3]]
34/231;1/2;[[0,0],[1,0],[8,11],[-13,-19]]
2/5;3/7;[[0,0],[1,0],[1,2],[4,4],[3,1],[6,5],[9,5]]
1/2;1/2;[[0,0],[2,0],[0,4],[1,4],[-3,1],[-4,2]]
3/10;2/5;[[0,0],[1,0],[2,9],[-2,-13],[3,10]]
1/2;1/2;[[0,0],[2,0],[1,2],[-5,2],[-3,4],[-2,4]]
1/2;1/2;[[0,0],[1,0],[3,7],[-2,-5],[-4,-12],[-1,-6],[-3,-8]]
1/2;1/2;[[0,0],[1,0],[1,4],[2,4],[-5,2]]
2/5;3/7;[[0,0],[1,0],[5,7],[-5,-10],[-5,-8],[6,9]]
3/7;3/7;[[0,0],[1,0],[0,3],[-4,2],[-3,4],[-4,1],[-2,5]]
1/2;1/2;[[0,0],[2,0],[3,4],[-2,-6],[-2,-4],[-1,-6]]
8/23;3/7;[[0,0],[1,0],[5,11],[-5,-14],[6,13],[5,10]]
17/39;2/3;[[0,0],[1,0],[3,13],[3,7],[2,1]]
3/10;3/7;[[0,0],[4,0],[1,2],[-4,3],[-5,3],[5,-2]]
4/9;2/3;[[0,0],[1,0],[1,6],[2,8],[3,8],[2,1],[3,4]]
1/3;2/5;[[0,0],[1,0],[1,3],[5,6],[5,9],[6,9]]
2/5;3/7;[[0,0],[2,0],[0,1],[4,-4],[7,-4],[1,-3]]
14/45;3/7;[[0,0],[3,0],[4,5],[-1,-3],[3,5],[4,6]]
6/17;1/2;[[0,0],[1,0],[11,13],[10,13],[8,9],[13,16]]
2/3;2/3;[[0,0],[9,0],[0,1],[-1,1],[7,-2],[6,-2]]
2;2;[[0,0],[1,0],[0,1],[-29,1]]
1/4;2/5;[[0,0],[1,0],[5,18],[3,6]]
1/3;3/7;[[0,0],[1,0],[4,15],[4,18],[5,21]]
4/9;2/3;[[0,0],[2,0],[2,6],[0,3],[3,5],[1,-3]]
9/28;1/2;[[0,0],[2,0],[3,7],[-1,-6],[1,-3],[-1,-5]]
1;1;[[0,0],[2,0],[0,2],[2,5],[1,-8]]
1;1;[[0,0],[4,0],[0,2],[7,2],[-4,1]]
4/9;2/3;[[0,0],[1,0],[9,11],[4,3],[9,9]]
2/3;2/3;[[0,0],[1,0],[2,3],[-1,2],[-1,3],[1,7],[2,8]]
1;1;[[0,0],[2,0],[1,7],[1,-3],[0,5],[2,5]]
1/4;1/2;[[0,0],[1,0],[6,9],[-6,-11],[4,7],[7,12]]
4/11;1/2;[[0,0],[1,0],[3,10],[4,12],[2,2],[4,8]]
2/5;1/2;[[0,0],[1,0],[1,4],[4,4],[4,8],[2,6]]
3/7;3/7;[[0,0],[1,0],[1,2],[-3,1],[-4,2],[0,4],[-1,5]]
5/12;2/3;[[0,0],[1,0],[7,8],[8,8],[-10,-12],[-11,-13]]
11/27;2/3;[[0,0],[1,0],[9,10],[8,10],[9,9],[7,9]]
1/2;1/2;[[0,0],[1,0],[10,13],[-5,-7],[-3,-4],[-8,-12]]
14/33;2/3;[[0,0],[1,0],[3,11],[2,11],[3,7]]
2/5;3/7;[[0,0],[5,0],[0,2],[3,1],[2,-2],[5,-3]]
10/39;2/5;[[0,0],[1,0],[5,7],[-1,2],[-1,3]]
1/2;1/2;[[0,0],[1,0],[4,10],[5,11],[1,3],[4,7],[-1,-4],[3,8],[5,10]]
1/2;1/2;[[0,0],[1,0],[0,1],[6,4],[7,5],[4,5],[1,3],[2,4]]
4/9;2/3;[[0,0],[1,0],[4,5],[6,4],[10,8]]
5/12;1/2;[[0,0],[1,0],[0,2],[-8,6],[-10,6]]
2/5;3/7;[[0,0],[5,0],[1,2],[7,-3],[8,-3],[2,2]]
1/2;1/2;[[0,0],[5,0],[1,2],[0,2],[4,-2],[-1,1],[5,1],[3,-2]]
2/3;2/3;[[0,0],[3,0],[0,1],[-7,1],[-13,3],[-10,3]]
2/5;3/7;[[0,0],[2,0],[0,3],[3,6],[-1,1],[4,6]]
2/3;2/3;[[0,0],[1,0],[2,4],[-2,-7],[-4,-9],[-5,-13],[-6,-14]]
4/13;3/7;[[0,0],[1,0],[5,8],[8,11],[8,12],[4,4],[6,7]]
1/2;1/2;[[0,0],[1,0],[0,2],[4,5],[4,4],[2,7]]
2/3;2/3;[[0,0],[1,0],[2,3],[5,3],[7,7],[4,5],[7,5]]
1/2;1/2;[[0,0],[1,0],[8,11],[7,11],[3,3],[9,14],[11,16]]
9/23;1/2;[[0,0],[4,0],[1,2],[5,-3],[9,-5]]
8/23;3/7;[[0,0],[1,0],[7,16],[-2,-7],[7,15],[8,18]]
11/34;1/2;[[0,0],[1,0],[10,13],[-11,-16],[8,10]]
1;1;[[0,0],[1,0],[0,1],[-12,1],[-10,2],[-15,2]]
6/19;1/2;[[0,0],[1,0],[5,17],[-2,-8],[5,18]]
11/40;2/5;[[0,0],[5,0],[1,3],[5,-1],[3,4]]
1/2;1/2;[[0,0],[1,0],[7,10],[8,11],[2,1],[8,9]]
15/26;1;[[0,0],[13,0],[0,1],[5,-1],[1,-1]]
1/2;1/2;[[0,0],[1,0],[4,5],[6,6],[5,6],[5,2],[6,3]]
4/9;1/2;[[0,0],[2,0],[0,1],[-12,2],[-17,3],[-21,4]]
2/5;1/2;[[0,0],[1,0],[3,5],[-7,-12],[2,2],[-8,-15]]
2/3;2/3;[[0,0],[1,0],[1,7],[0,7],[2,5],[2,6],[-1,4],[-1,5]]
2/3;2/3;[[0,0],[4,0],[1,3],[-1,3],[7,1]]
3/7;1/2;[[0,0],[1,0],[1,4],[3,6],[4,6],[3,1],[4,3]]
3/7;2/3;[[0,0],[1,0],[9,10],[7,7],[-6,-7],[-8,-10],[-6,-8]]
2/3;2/3;[[0,0],[2,0],[0,1],[-7,3],[-12,3],[-10,2]]
11/18;1;[[0,0],[1,0],[1,9],[2,3],[2,15]]
2/3;2/3;[[0,0],[1,0],[2,3],[5,3],[-4,1],[-3,2]]
1/3;1/2;[[0,0],[2,0],[0,6],[-1,6],[3,3]]
1;1;[[0,0],[1,0],[13,14],[17,18],[5,4]]
12/55;2/5;[[0,0],[1,0],[15,20],[16,22]]
2/3;2/3;[[0,0],[2,0],[1,3],[2,-2],[0,-6],[-1,-4],[-1,-6]]
2/5;1/2;[[0,0],[1,0],[4,5],[1,4],[4,9],[3,8]]
5/12;1/2;[[0,0],[1,0],[4,6],[4,10],[6,12]]
3/5;1;[[0,0],[1,0],[1,10],[2,5],[2,15]]
2/5;2/3;[[0,0],[1,0],[14,15],[-11,-13],[-9,-11]]
3/7;2/3;[[0,0],[2,0],[2,7],[0,-1],[1,7],[3,4]]
1/3;1/2;[[0,0],[2,0],[0,6],[-1,5],[3,3]]
2/5;3/7;[[0,0],[4,0],[0,2],[4,1],[3,-4],[-1,2]]
5/12;2/3;[[0,0],[1,0],[10,11],[-10,-12],[-11,-13],[8,8]]
7/18;1/2;[[0,0],[1,0],[14,18],[16,20],[18,23]]
2/5;3/7;[[0,0],[1,0],[4,5],[5,5],[-12,-16],[-13,-17]]
1/3;1/2;[[0,0],[2,0],[0,6],[-1,4],[3,3]]
1/3;1/2;[[0,0],[1,0],[6,12],[-4,-11],[8,17],[-3,-9]]
2/5;3/7;[[0,0],[5,0],[1,2],[-2,1],[7,-3]]
2/3;2/3;[[0,0],[1,0],[2,4],[-1,-5],[-6,-15],[-6,-14]]
34/87;2/3;[[0,0],[3,0],[0,1],[1,-9]]
3/8;1/2;[[0,0],[1,0],[6,9],[-6,-11],[11,16]]
2/3;2/3;[[0,0],[3,0],[0,2],[-4,3],[-6,1],[-2,3]]
2/3;2/3;[[0,0],[1,0],[0,2],[2,-8],[3,-8],[1,-7],[3,-5]]
5/14;1/2;[[0,0],[1,0],[4,10],[5,12],[7,14]]
6/25;1/2;[[0,0],[1,0],[7,12],[5,7],[-4,-8],[-6,-11]]
8/21;2/3;[[0,0],[3,0],[0,1],[2,-9]]
3/10;2/5;[[0,0],[3,0],[5,6],[-1,-2],[4,6]]
2/3;2/3;[[0,0],[1,0],[5,12],[5,15],[6,16]]
9/28;1/2;[[0,0],[2,0],[0,4],[-2,7],[5,-7]]
16/39;2/3;[[0,0],[1,0],[3,13],[2,13],[3,11]]
1/3;1/2;[[0,0],[1,0],[2,3],[0,5],[-1,2],[3,8]]
11/42;1/2;[[0,0],[1,0],[8,9],[-4,-6],[-11,-14],[-9,-11]]
5/14;1/2;[[0,0],[1,0],[6,9],[6,7],[4,7],[1,3]]
1/2;1/2;[[0,0],[5,0],[0,2],[-1,1],[5,1],[-1,2],[4,-2],[3,-2]]
9/26;1/2;[[0,0],[1,0],[6,13],[-4,-11],[4,7],[7,15]]
1/2;1/2;[[0,0],[3,0],[0,1],[2,-3],[5,-4],[5,-2],[4,-5]]
2/3;2/3;[[0,0],[9,0],[0,1],[-1,1],[5,-2],[4,-2]]
1/3;1/2;[[0,0],[1,0],[5,8],[8,11],[7,11],[-4,-7]]
1/2;1/2;[[0,0],[1,0],[0,2],[-10,18],[-12,22]]
5/21;1/2;[[0,0],[1,0],[6,13],[-4,-11],[4,7],[6,12]]
5/14;1/2;[[0,0],[1,0],[3,8],[2,7],[4,8],[3,3],[4,6]]
1/2;1/2;[[0,0],[1,0],[2,3],[3,4],[4,1],[6,5],[5,5],[6,3]]
1;1;[[0,0],[2,0],[0,3],[2,6],[1,-6]]
2/3;2/3;[[0,0],[1,0],[6,7],[0,-1],[8,8],[3,5],[1,3]]
1/3;1/2;[[0,0],[1,0],[6,10],[4,7],[4,5],[-7,-13]]
3/8;1/2;[[0,0],[1,0],[1,2],[7,4],[6,3],[7,6],[5,5]]
2/5;3/7;[[0,0],[2,0],[1,4],[-2,3],[0,5],[-3,1]]
9/26;1/2;[[0,0],[1,0],[4,11],[4,8],[6,14],[6,16]]
3/7;2/3;[[0,0],[1,0],[3,14],[3,6]]
7/12;1;[[0,0],[12,0],[0,1],[10,-1],[4,-1]]
8/35;2/5;[[0,0],[1,0],[4,13],[5,15],[3,5]]
17/52;1/2;[[0,0],[1,0],[7,11],[6,9],[-7,-13],[4,7]]
2/3;2/3;[[0,0],[1,0],[0,2],[6,2],[-4,1],[5,3],[7,3]]
2/7;1/2;[[0,0],[1,0],[2,3],[7,7],[5,7],[3,1]]
5/12;2/3;[[0,0],[1,0],[1,8],[2,11],[2,5],[3,13],[3,11]]
2/5;3/7;[[0,0],[1,0],[0,1],[9,5],[7,5],[8,4],[4,4]]
1/2;1/2;[[0,0],[2,0],[0,1],[1,-3],[4,-3],[2,-5],[4,-6],[3,-6]]
1/3;1/2;[[0,0],[1,0],[2,12],[4,18]]
2/3;2/3;[[0,0],[1,0],[8,10],[0,-1],[10,11],[5,7]]
3/8;1/2;[[0,0],[1,0],[5,8],[3,2],[7,8],[6,6]]
2/9;2/3;[[0,0],[1,0],[0,9],[-1,8],[2,3]]
4/15;2/5;[[0,0],[1,0],[6,9],[5,9],[6,8],[2,5]]
2/7;1/2;[[0,0],[1,0],[0,7],[-2,12],[-3,19]]
14/33;2/3;[[0,0],[1,0],[2,11],[-1,-12],[0,-8],[-1,-15]]
5/12;2/3;[[0,0],[1,0],[2,13],[-1,-16],[2,12]]
2/3;2/3;[[0,0],[1,0],[0,2],[-6,2],[-6,1],[-5,3],[-1,3]]
4/11;3/7;[[0,0],[1,0],[3,5],[3,1],[4,4],[1,4],[0,3],[-1,1]]
4/11;3/7;[[0,0],[1,0],[4,8],[4,11],[0,1],[3,9],[1,4],[5,12]]
2/3;2/3;[[0,0],[1,0],[2,5],[0,6],[-1,2],[2,8],[-1,3]]
1;1;[[0,0],[1,0],[17,18],[20,21],[4,3]]
4/11;1/2;[[0,0],[1,0],[6,12],[5,12],[4,7],[7,15],[7,16]]
4/9;2/3;[[0,0],[1,0],[0,6],[2,4],[-1,3],[2,8]]
3/8;1/2;[[0,0],[1,0],[8,11],[10,12],[12,15]]
4/9;1/2;[[0,0],[1,0],[0,1],[-10,7],[-15,9],[-18,11]]
2/3;2/3;[[0,0],[3,0],[0,3],[4,3],[-3,2]]
1;1;[[0,0],[5,0],[0,1],[9,1],[3,2],[10,2]]
1/4;2/3;[[0,0],[1,0],[2,8],[1,8],[0,-7],[-1,-9]]
5/24;2/5;[[0,0],[1,0],[4,15],[5,17],[3,7]]
2/7;1/2;[[0,0],[1,0],[1,2],[3,1],[3,5],[7,7]]
12/49;1/2;[[0,0],[4,0],[2,3],[-1,2],[5,2],[1,-1]]
1/3;2/5;[[0,0],[1,0],[1,4],[3,1],[5,6],[5,5]]
14/25;1;[[0,0],[2,0],[1,10],[2,-5]]
5/14;1/2;[[0,0],[1,0],[7,10],[5,8],[5,5],[7,8]]
4/11;1/2;[[0,0],[1,0],[5,6],[6,6],[3,5],[5,3],[6,4]]
8/25;3/7;[[0,0],[1,0],[2,5],[5,9],[4,4],[5,6]]
1/3;1/2;[[0,0],[1,0],[0,3],[-4,9],[-5,12],[-4,12]]
1/3;1/2;[[0,0],[1,0],[17,19],[-7,-9],[-5,-7]]
2/3;2/3;[[0,0],[1,0],[0,3],[-3,6],[-6,15]]
2/3;2/3;[[0,0],[1,0],[0,1],[9,1],[12,3],[13,3]]
1;1;[[0,0],[3,0],[0,1],[-9,1],[-14,2],[-5,2]]
2/5;3/7;[[0,0],[1,0],[3,5],[-1,1],[4,8],[0,4],[-1,2]]
1;1;[[0,0],[1,0],[0,1],[-11,1],[-12,2],[-5,2]]
2/3;2/3;[[0,0],[1,0],[0,1],[-5,5],[-2,1],[-9,8],[-7,5],[-12,10]]
4/9;2/3;[[0,0],[1,0],[1,6],[3,10],[3,4]]
1/3;2/5;[[0,0],[1,0],[0,3],[3,3],[2,6],[-1,1],[4,6]]
1/2;1/2;[[0,0],[2,0],[2,3],[5,1],[5,6]]
4/9;2/3;[[0,0],[1,0],[2,9],[3,12],[2,2],[3,5]]
5/12;1/2;[[0,0],[1,0],[3,7],[0,2],[4,11],[2,9]]
3/7;1/2;[[0,0],[1,0],[1,2],[-6,16]]
7/20;1/2;[[0,0],[2,0],[2,3],[5,5],[-3,-6],[-4,-7]]
2/3;2/3;[[0,0],[1,0],[0,1],[-7,1],[-9,2],[-3,2],[-10,3],[-7,3]]
3/7;3/7;[[0,0],[1,0],[0,3],[-1,2],[-3,11],[-4,10],[-4,12]]
7/22;1/2;[[0,0],[1,0],[6,11],[6,8],[4,4]]
5/14;1/2;[[0,0],[1,0],[7,14],[10,22],[11,24]]
1/2;1/2;[[0,0],[1,0],[2,5],[4,5],[5,10],[5,7],[4,9]]
4/9;1/2;[[0,0],[1,0],[4,9],[4,6],[2,1],[7,15]]
6/19;1/2;[[0,0],[1,0],[9,11],[-13,-18],[4,4]]
1/2;1/2;[[0,0],[1,0],[5,6],[2,1],[5,5],[0,2],[3,6],[2,5]]
1/3;1/2;[[0,0],[1,0],[0,1],[-11,6],[-10,5],[-7,3],[-5,4]]
4/11;1/2;[[0,0],[1,0],[4,10],[3,10],[2,2],[4,7]]
1/3;1/2;[[0,0],[6,0],[0,1],[10,-1],[-5,1],[-8,2],[6,-1],[13,-2]]
1;1;[[0,0],[3,0],[1,2],[13,2]]
1/3;2/5;[[0,0],[1,0],[5,18],[2,3],[6,21]]
4/9;1/2;[[0,0],[1,0],[0,7],[-1,7],[-1,8],[3,1]]
1/2;1/2;[[0,0],[5,0],[0,1],[6,2],[7,2],[1,-2],[2,-2]]
4/9;1/2;[[0,0],[1,0],[0,2],[1,6],[2,8],[3,6],[4,10]]
2/3;2/3;[[0,0],[1,0],[7,9],[1,2],[3,2],[5,7],[7,7]]
3/7;1/2;[[0,0],[1,0],[1,4],[2,3],[4,10],[3,11],[4,14]]
3/7;1/2;[[0,0],[1,0],[8,13],[10,16],[5,6],[2,1]]
7/20;1/2;[[0,0],[3,0],[0,1],[4,-3],[1,-4],[3,-5]]
