Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
7/22;1/2;[[0,0],[1,0],[7,8],[9,7],[3,5],[10,8]]
8/29;2/5;[[0,0],[1,0],[5,17],[6,17],[7,23],[8,25]]
9/28;1/2;[[0,0],[1,0],[9,10],[-8,-9],[-17,-20],[10,11],[-15,-17]]
3/8;2/5;[[0,0],[1,0],[2,4],[-1,5],[-3,1],[2,8]]
52/407;1/2;[[0,0],[11,0],[0,1],[7,-3]]
5/26;2/5;[[0,0],[1,0],[10,13],[-13,-19],[10,14],[7,10]]
3/8;3/8;[[0,0],[1,0],[3,5],[1,6],[-2,3],[-3,1],[3,7]]
1/6;1/2;[[0,0],[1,0],[0,8],[-3,8],[-1,12]]
9/29;1/2;[[0,0],[1,0],[8,15],[8,13],[2,1],[7,10],[4,4]]
3/7;2/3;[[0,0],[1,0],[0,7],[-1,12],[-1,1],[-2,7],[-2,15]]
2/3;2/3;[[0,0],[2,0],[0,1],[-10,1],[-14,3],[-8,3]]
3/8;1/2;[[0,0],[1,0],[2,8],[2,10],[-2,6]]
47/310;1/3;[[0,0],[2,0],[8,11],[-3,-8],[8,10]]
1/3;1/2;[[0,0],[1,0],[12,14],[14,15],[10,12],[-7,-9]]
2/5;2/5;[[0,0],[1,0],[3,8],[4,10],[6,12],[2,1],[6,10],[5,7]]
1/3;1/2;[[0,0],[1,0],[1,6],[2,5],[4,16],[3,17],[4,22]]
1/2;1/2;[[0,0],[2,0],[0,2],[6,2],[9,4],[1,4]]
2/5;2/3;[[0,0],[1,0],[2,15],[2,5],[3,21],[3,12]]
3/10;1/3;[[0,0],[1,0],[7,9],[0,1],[6,7],[7,12],[6,11]]
1/3;2/5;[[0,0],[2,0],[5,6],[9,6],[8,4]]
1/2;1/2;[[0,0],[1,0],[0,2],[3,-5],[-12,23],[-12,22],[-13,24]]
16/95;1/3;[[0,0],[3,0],[0,4],[2,3],[4,-5],[-3,5]]
2/5;2/5;[[0,0],[2,0],[3,6],[5,7],[0,1],[1,4],[4,1],[5,4]]
9/28;1/2;[[0,0],[2,0],[6,7],[-6,-9],[-7,-9],[-9,-12]]
7/22;1/2;[[0,0],[1,0],[7,11],[6,11],[-3,-7],[-8,-15],[-10,-19]]
11/27;2/3;[[0,0],[1,0],[2,13],[2,15],[0,9],[-1,2]]
11/27;2/3;[[0,0],[1,0],[2,13],[2,15],[0,9],[-1,3]]
1/2;1/2;[[0,0],[5,0],[1,3],[3,4],[2,4],[9,1]]
9/28;1/2;[[0,0],[2,0],[0,7],[-1,5],[3,5],[3,7]]
1/3;2/5;[[0,0],[2,0],[1,5],[4,1],[-2,1],[3,3],[-3,3]]
29/220;1/2;[[0,0],[11,0],[0,1],[4,-3]]
4/13;1/3;[[0,0],[1,0],[15,18],[7,9],[-10,-13],[14,17],[-3,-5]]
24/133;1/3;[[0,0],[1,0],[14,21],[17,26],[-9,-16]]
1/3;1/2;[[0,0],[2,0],[6,7],[8,9],[8,6],[6,3]]
2/5;2/5;[[0,0],[2,0],[1,3],[3,8],[3,3],[4,8],[-1,-5],[4,7],[0,-5],[-1,-6]]
1/3;1/2;[[0,0],[2,0],[2,3],[6,3],[10,9],[4,1]]
2/5;2/5;[[0,0],[1,0],[11,25],[5,9],[2,2],[13,29]]
6/17;1/2;[[0,0],[1,0],[4,12],[1,5],[2,1],[3,12],[4,8]]
2/5;2/5;[[0,0],[1,0],[0,1],[-4,1],[-5,4],[-11,5],[-7,5],[-9,3]]
7/39;1/3;[[0,0],[1,0],[4,17],[-4,-19],[3,14],[5,23]]
3/8;2/5;[[0,0],[1,0],[0,2],[-6,1],[-6,4],[-2,4],[-5,5]]
17/65;2/5;[[0,0],[1,0],[3,13],[5,17],[4,11],[5,20]]
2/3;2/3;[[0,0],[1,0],[1,2],[13,3],[14,3],[-7,1]]
1/2;1/2;[[0,0],[1,0],[0,1],[14,3],[18,4],[11,4]]
2/5;2/5;[[0,0],[2,0],[3,5],[-1,5],[-3,1]]
2/3;2/3;[[0,0],[1,0],[0,1],[13,2],[11,1],[4,2],[14,3],[11,3]]
5/16;2/5;[[0,0],[1,0],[8,10],[9,13],[12,16],[1,3]]
2/7;1/3;[[0,0],[1,0],[2,4],[-4,3],[2,7]]
4/11;2/5;[[0,0],[1,0],[0,1],[3,5],[3,9],[9,21]]
1/3;1/2;[[0,0],[1,0],[2,12],[0,-10],[-2,-14],[-2,-13]]
1/3;1/2;[[0,0],[3,0],[1,5],[2,-5],[3,1],[0,6],[-1,3]]
11/27;2/3;[[0,0],[1,0],[4,7],[-7,-13],[-11,-22],[-11,-21]]
3/8;3/8;[[0,0],[1,0],[4,15],[4,13],[3,8],[-2,-10],[3,14]]
4/15;2/5;[[0,0],[1,0],[4,8],[3,11],[5,13],[1,6],[5,12]]
1/3;1/2;[[0,0],[3,0],[0,4],[-6,2],[-7,1]]
1/2;1/2;[[0,0],[1,0],[0,1],[10,-11],[4,-7],[2,-5]]
3/8;2/5;[[0,0],[1,0],[3,12],[5,12],[5,16]]
1/2;1/2;[[0,0],[1,0],[2,4],[4,4],[8,14],[10,16]]
2/7;2/5;[[0,0],[1,0],[2,7],[3,7],[4,5],[4,6],[-1,3],[0,6]]
1/2;1/2;[[0,0],[1,0],[2,10],[2,11],[-1,-7],[-2,-16],[-2,-18],[0,-8],[-1,-14]]
3/13;2/5;[[0,0],[1,0],[5,12],[6,11],[8,19],[9,20]]
9/28;1/2;[[0,0],[2,0],[1,4],[-1,4],[0,7],[-1,5],[3,-5],[2,-7]]
2/5;2/5;[[0,0],[1,0],[0,1],[-6,4],[-5,5],[-13,9],[-17,13]]
1/3;2/5;[[0,0],[1,0],[6,8],[4,8],[7,10],[7,11],[1,4],[-1,1]]
8/25;1/2;[[0,0],[1,0],[7,13],[-2,-5],[6,13],[6,9],[7,11]]
2/5;2/5;[[0,0],[2,0],[0,5],[-2,3],[4,3],[3,5],[-2,4]]
1/2;1/2;[[0,0],[1,0],[1,3],[3,4],[5,12],[6,14],[7,13],[8,16]]
1/3;1/2;[[0,0],[1,0],[5,6],[-9,-11],[12,14],[11,13],[10,10]]
1/3;1/2;[[0,0],[1,0],[0,6],[-3,5],[-2,8],[-3,1]]
1/2;1/2;[[0,0],[1,0],[0,1],[1,6],[2,2],[4,10],[4,15]]
1/2;1/2;[[0,0],[1,0],[0,1],[1,5],[3,3],[4,6],[2,8],[4,12]]
1/6;1/3;[[0,0],[7,0],[0,2],[12,-2],[-4,3],[14,-3]]
2/7;2/5;[[0,0],[1,0],[4,5],[-7,-9],[7,7],[11,12],[13,16]]
8/33;1/3;[[0,0],[2,0],[4,5],[-5,-8],[-1,-6]]
1/3;2/5;[[0,0],[1,0],[1,5],[3,6],[4,1],[5,6],[5,3]]
2/7;1/3;[[0,0],[1,0],[3,8],[2,7],[3,9],[-6,-22],[-5,-20]]
1/2;1/2;[[0,0],[1,0],[3,15],[3,13],[2,15],[-1,-8],[-1,-9]]
1/3;1/3;[[0,0],[1,0],[0,1],[6,-11],[8,-11],[5,-10],[3,-7]]
13/44;1/2;[[0,0],[1,0],[15,22],[12,16],[4,4]]
1/3;1/2;[[0,0],[1,0],[1,8],[3,6],[2,1],[-1,1],[0,7],[-1,3]]
2/5;2/3;[[0,0],[1,0],[2,13],[-1,-14],[0,-10],[1,11],[2,15]]
6/19;1/3;[[0,0],[1,0],[3,7],[4,9],[6,10],[3,1],[6,12]]
8/33;2/5;[[0,0],[1,0],[4,10],[5,9],[1,3],[8,17],[8,19]]
3/8;2/5;[[0,0],[1,0],[2,3],[-3,1],[-1,5],[1,7],[2,7]]
5/16;1/2;[[0,0],[1,0],[9,16],[13,22],[7,10]]
7/20;1/2;[[0,0],[1,0],[0,1],[-13,11],[-14,13],[-9,9],[-22,19]]
5/14;1/2;[[0,0],[1,0],[3,6],[3,3],[8,15],[7,10],[9,16]]
3/10;1/2;[[0,0],[1,0],[16,17],[-19,-22],[-18,-21],[10,10]]
2/5;2/5;[[0,0],[1,0],[0,3],[-5,1],[-6,2],[-3,5],[-1,5]]
2/3;2/3;[[0,0],[1,0],[0,3],[5,3],[-7,1],[-6,2]]
15/77;1/3;[[0,0],[1,0],[9,20],[-7,-18],[-2,-7],[6,12]]
1/2;1/2;[[0,0],[1,0],[3,5],[-7,-12],[-9,-17],[-1,-4],[-8,-14],[-5,-11]]
4/13;2/5;[[0,0],[5,0],[3,4],[4,-3],[5,3],[4,5]]
4/13;1/3;[[0,0],[2,0],[0,1],[13,-7],[7,-5],[1,-2],[2,-3]]
1/3;1/2;[[0,0],[1,0],[3,8],[3,7],[-1,1],[0,6],[1,10]]
5/12;2/3;[[0,0],[1,0],[1,8],[2,12],[2,2],[3,15],[3,7]]
9/28;1/2;[[0,0],[1,0],[7,9],[7,7],[0,2],[5,8],[3,6]]
1/3;1/3;[[0,0],[1,0],[2,4],[-1,6],[-3,2],[0,6],[-4,3]]
4/13;1/2;[[0,0],[1,0],[2,13],[2,4],[4,17],[4,16],[3,9]]
4/13;1/2;[[0,0],[1,0],[2,13],[3,11],[4,17],[4,21]]
7/24;1/3;[[0,0],[1,0],[8,13],[8,10],[7,8],[4,3]]
4/13;2/5;[[0,0],[1,0],[2,5],[5,3],[4,7],[7,7]]
4/13;2/5;[[0,0],[1,0],[1,5],[3,8],[4,4],[5,9],[2,7],[5,6]]
1/2;1/2;[[0,0],[1,0],[0,3],[6,2],[-3,2],[5,4],[7,4]]
18/65;2/5;[[0,0],[1,0],[22,27],[-3,-5],[31,38]]
2/5;2/5;[[0,0],[4,0],[1,2],[5,-1],[0,-2],[1,-3],[5,-5]]
1/3;1/2;[[0,0],[1,0],[2,9],[3,5],[4,16],[4,9]]
5/16;2/5;[[0,0],[1,0],[11,14],[12,14],[10,13],[-3,-4],[10,11],[-5,-7]]
7/30;1/3;[[0,0],[1,0],[0,6],[-4,1],[-6,2]]
4/11;2/5;[[0,0],[1,0],[3,12],[4,15],[1,5],[-2,-11],[5,16]]
2/5;2/5;[[0,0],[1,0],[3,7],[0,-3],[-5,-13],[-6,-16],[-4,-14]]
2/5;2/5;[[0,0],[1,0],[0,1],[-13,5],[-10,5],[-8,2],[-11,3]]
2/5;2/5;[[0,0],[1,0],[0,1],[4,5],[5,10],[1,6],[5,7]]
6/29;1/3;[[0,0],[1,0],[5,17],[6,19],[4,9],[2,1]]
3/10;2/5;[[0,0],[1,0],[6,9],[13,17],[-4,-7],[-7,-11]]
2/5;2/5;[[0,0],[1,0],[4,9],[5,11],[6,12],[2,1],[4,4],[6,8]]
1/3;1/3;[[0,0],[2,0],[0,1],[9,-4],[4,-4],[2,-3],[12,-6]]
2/5;2/5;[[0,0],[1,0],[2,5],[-2,-11],[4,17],[3,15],[5,24]]
7/22;1/2;[[0,0],[1,0],[2,13],[-1,-11],[3,15],[3,14],[1,10]]
4/11;2/5;[[0,0],[1,0],[13,17],[-7,-10],[12,16],[12,15],[8,9]]
4/15;2/5;[[0,0],[1,0],[10,13],[8,9],[3,5],[9,13],[8,12]]
3/8;2/5;[[0,0],[1,0],[2,3],[-2,4],[-3,1],[2,5],[1,7]]
4/15;2/5;[[0,0],[1,0],[12,19],[11,18],[6,7]]
2/9;1/2;[[0,0],[1,0],[2,12],[1,7],[3,6],[4,12]]
2/5;2/3;[[0,0],[1,0],[12,13],[10,10],[-11,-13],[-10,-11],[-13,-15]]
1/4;1/3;[[0,0],[1,0],[1,4],[5,3],[4,7],[6,5],[2,6]]
8/35;2/5;[[0,0],[1,0],[4,13],[-5,-20],[-3,-11],[-5,-21]]
1/3;1/2;[[0,0],[8,0],[0,2],[6,1],[8,-2],[1,-1],[6,-2]]
9/28;1/2;[[0,0],[1,0],[2,10],[0,7],[3,9],[3,11],[-1,5]]
2/3;2/3;[[0,0],[3,0],[0,3],[5,3],[-4,2],[-6,1]]
9/28;1/2;[[0,0],[1,0],[8,15],[6,13],[7,11],[8,13]]
1/2;1/2;[[0,0],[4,0],[2,4],[1,4],[8,2],[8,1]]
5/16;2/5;[[0,0],[4,0],[0,3],[-4,4],[4,-1],[-2,4],[-5,3],[-3,1],[-5,2]]
4/13;1/3;[[0,0],[1,0],[3,4],[5,5],[10,13],[12,14],[18,23]]
1/3;1/2;[[0,0],[1,0],[7,26],[-2,-10],[4,16]]
18/65;2/5;[[0,0],[2,0],[2,3],[-3,-8],[1,-6]]
3/8;2/5;[[0,0],[1,0],[0,3],[-4,1],[-1,5],[-4,6],[-3,7]]
1;1;[[0,0],[2,0],[1,10],[1,-5],[0,6],[2,8]]
2/7;2/5;[[0,0],[1,0],[0,1],[14,8],[3,1],[8,6],[10,5]]
1/3;2/5;[[0,0],[1,0],[1,2],[-3,4],[-7,2],[0,5]]
1/3;2/5;[[0,0],[2,0],[1,2],[-2,-5],[1,-4],[-1,-8],[-2,-9],[-3,-8],[-3,-9]]
2/3;2/3;[[0,0],[1,0],[4,6],[9,12],[-13,-20],[-12,-19]]
2/5;2/5;[[0,0],[1,0],[2,4],[6,5],[7,5],[-3,1],[-1,3],[-3,2]]
2/5;2/5;[[0,0],[3,0],[0,5],[2,4],[1,5],[-3,2],[-4,3]]
4/11;2/5;[[0,0],[1,0],[4,9],[5,11],[5,3]]
7/25;2/5;[[0,0],[2,0],[3,8],[5,6],[1,5],[5,5]]
1/3;1/3;[[0,0],[1,0],[1,6],[2,6],[-2,5],[-3,2],[-4,3]]
1/5;1/3;[[0,0],[2,0],[5,7],[6,6],[5,4],[-5,-9]]
3/10;2/5;[[0,0],[2,0],[0,5],[-2,4],[-6,14]]
3/7;2/3;[[0,0],[1,0],[2,8],[1,12],[-1,2],[2,14]]
5/16;1/2;[[0,0],[1,0],[12,17],[9,13],[8,10],[-7,-11],[12,16]]
1/2;1/2;[[0,0],[1,0],[0,1],[-9,1],[-13,3],[-8,3],[-14,4],[-13,4]]
5/16;2/5;[[0,0],[1,0],[2,8],[2,1],[3,10],[5,10],[5,12]]
20/51;2/3;[[0,0],[1,0],[2,15],[2,14],[-1,-17],[1,13]]
2/5;2/5;[[0,0],[1,0],[4,5],[5,5],[-6,1]]
2/9;1/2;[[0,0],[1,0],[2,5],[0,7],[-1,2],[2,11],[3,11]]
5/18;1/3;[[0,0],[1,0],[0,1],[10,-13],[1,-2],[6,-10],[8,-13]]
2/3;2/3;[[0,0],[1,0],[0,5],[2,19],[3,24],[3,25]]
1/3;2/5;[[0,0],[1,0],[1,4],[3,1],[2,6],[3,7],[5,7],[4,2],[5,4]]
1/3;2/5;[[0,0],[1,0],[4,17],[5,18],[4,12],[5,21],[2,3],[3,7]]
8/25;2/5;[[0,0],[1,0],[1,4],[3,3],[7,13],[7,11]]
22/57;2/3;[[0,0],[1,0],[20,21],[-17,-19],[12,12],[21,22]]
5/19;2/5;[[0,0],[1,0],[3,13],[4,11],[5,19],[5,15]]
2/7;1/3;[[0,0],[1,0],[0,5],[-5,4],[-2,7],[-1,7]]
2/5;2/5;[[0,0],[1,0],[5,12],[-4,-10],[7,15],[-5,-14]]
2/13;1/2;[[0,0],[3,0],[3,5],[1,-8],[4,5]]
2/11;1/2;[[0,0],[3,0],[3,5],[1,-8],[4,6]]
1/3;2/5;[[0,0],[2,0],[1,2],[-7,6],[-2,6]]
2/5;2/5;[[0,0],[1,0],[8,9],[8,10],[-16,-21],[5,5],[-17,-22]]
2/5;2/5;[[0,0],[1,0],[4,7],[4,11],[2,2],[5,13],[0,1],[1,4],[7,15]]
1;1;[[0,0],[6,0],[1,2],[-15,2]]
2/3;2/3;[[0,0],[9,0],[1,2],[9,1],[3,-1],[2,-1],[-3,2]]
2/5;2/5;[[0,0],[1,0],[2,3],[9,13],[10,14],[3,2],[10,12],[8,9]]
2/3;2/3;[[0,0],[1,0],[2,6],[7,18],[-4,-13],[-5,-17]]
2/5;2/5;[[0,0],[2,0],[0,1],[7,2],[9,5],[11,5],[9,3],[3,3]]
1/2;1/2;[[0,0],[4,0],[3,4],[5,4],[-1,3],[-3,2]]
2/3;2/3;[[0,0],[1,0],[2,7],[1,12],[0,5],[3,15],[3,16]]
1/3;2/5;[[0,0],[1,0],[0,7],[-2,4],[2,6],[2,7],[-3,2]]
1/4;1/3;[[0,0],[1,0],[10,12],[14,20]]
1/4;2/5;[[0,0],[1,0],[6,16],[6,19],[1,4],[5,17]]
7/23;1/2;[[0,0],[1,0],[3,23],[-1,-19],[-1,-20]]
2/9;1/3;[[0,0],[1,0],[4,14],[2,9],[-1,-9],[-3,-14]]
1/3;1/2;[[0,0],[6,0],[0,1],[10,-2],[9,-1],[3,-2],[9,-3],[6,-3]]
2/9;1/3;[[0,0],[2,0],[9,13],[-1,-5],[9,12],[10,14]]
3/10;2/5;[[0,0],[1,0],[5,8],[6,8],[2,6],[6,6],[1,5]]
1/2;1/2;[[0,0],[1,0],[1,2],[9,6],[9,4],[12,7],[12,6],[13,7]]
1/2;1/2;[[0,0],[1,0],[1,2],[10,2],[8,4],[7,4],[2,3]]
1/3;3/8;[[0,0],[5,0],[0,1],[1,2],[8,3],[1,-3]]
3/10;1/3;[[0,0],[1,0],[0,3],[-3,1],[-1,5],[-5,7],[-3,7]]
1/2;1/2;[[0,0],[2,0],[0,8],[-1,6],[-1,7],[2,6],[3,3],[3,4]]
1/2;1/2;[[0,0],[1,0],[2,5],[3,15],[3,11],[1,7],[-1,-8],[-1,-9],[2,13]]
2/9;2/5;[[0,0],[3,0],[2,3],[5,5],[-1,-4],[0,-4],[7,6]]
1/3;2/5;[[0,0],[1,0],[0,5],[-3,6],[-1,6],[-3,1],[-4,5],[-4,3]]
11/36;1/2;[[0,0],[1,0],[1,2],[9,10],[9,9],[5,8],[4,7]]
7/22;1/2;[[0,0],[1,0],[3,17],[3,16],[1,9],[2,15],[-1,-11]]
5/28;1/3;[[0,0],[1,0],[8,20],[-6,-16],[8,21]]
2/7;2/5;[[0,0],[1,0],[0,1],[-2,1],[-12,10],[-9,8],[-12,8]]
1/4;2/5;[[0,0],[1,0],[10,16],[9,16],[-5,-9],[-6,-11]]
2/3;2/3;[[0,0],[1,0],[13,15],[15,16],[3,2],[10,10],[18,20]]
1/3;1/2;[[0,0],[1,0],[3,7],[2,10],[0,6],[3,10],[-1,3]]
2/7;1/3;[[0,0],[1,0],[2,7],[3,7],[-4,-17],[-5,-18]]
2/3;2/3;[[0,0],[1,0],[4,5],[7,5],[10,10],[7,8],[10,8]]
3/8;3/8;[[0,0],[5,0],[0,1],[6,1],[6,2],[2,3],[1,3],[1,-3]]
2/5;2/5;[[0,0],[4,0],[0,1],[1,-2],[5,2],[5,4],[1,3],[4,5],[2,4]]
1/3;3/8;[[0,0],[1,0],[1,5],[2,8],[4,6],[6,12]]
2/5;2/5;[[0,0],[1,0],[0,1],[7,5],[5,1],[7,4],[2,4],[6,2],[5,5]]
1/4;1/3;[[0,0],[1,0],[4,15],[0,1],[2,2],[6,20]]
3/8;1/2;[[0,0],[2,0],[1,4],[2,-2],[0,-8],[-2,-10]]
1;1;[[0,0],[20,0],[0,1],[17,-1],[-1,1],[14,-1]]
7/22;1/2;[[0,0],[1,0],[2,7],[1,8],[3,16],[3,15],[2,15],[-1,-11]]
1/3;2/5;[[0,0],[1,0],[2,3],[-8,-14],[-11,-17],[-12,-19],[-5,-10]]
2/7;2/5;[[0,0],[1,0],[2,7],[3,1],[5,7],[5,4]]
2/7;2/5;[[0,0],[1,0],[7,14],[9,21],[10,23],[11,24]]
1/3;2/5;[[0,0],[1,0],[12,17],[13,17],[11,14],[15,21],[2,1]]
5/21;1/3;[[0,0],[1,0],[11,13],[12,15],[-8,-11],[7,9],[-10,-13],[-13,-17]]
2/9;1/2;[[0,0],[1,0],[0,9],[-1,1],[-2,9],[-2,4],[-3,8]]
1/3;1/2;[[0,0],[1,0],[4,11],[2,9],[3,11],[3,3],[4,7]]
3/8;2/5;[[0,0],[1,0],[3,7],[5,9],[4,9],[3,1],[4,2],[5,4]]
5/16;2/5;[[0,0],[1,0],[4,7],[7,11],[4,4],[11,15],[10,13]]
1;1;[[0,0],[17,0],[0,1],[15,-1],[-1,1],[6,-1]]
11/28;2/3;[[0,0],[2,0],[1,5],[2,-9],[3,-6],[3,-13]]
26/69;2/3;[[0,0],[2,0],[1,7],[2,-9],[3,-8],[3,-11]]
1/3;2/5;[[0,0],[1,0],[2,3],[-3,2],[-2,6],[-3,4],[1,5],[0,6]]
8/25;2/5;[[0,0],[3,0],[2,3],[5,5],[7,1],[8,2]]
4/15;1/3;[[0,0],[2,0],[6,8],[6,7],[3,6],[1,3],[0,-3],[-1,-4]]
8/35;2/5;[[0,0],[1,0],[8,13],[-12,-22],[-11,-21]]
1/2;1/2;[[0,0],[2,0],[5,9],[4,8],[-2,-8],[-3,-9]]
1/4;1/3;[[0,0],[1,0],[0,6],[-3,4],[2,7],[-4,3]]
2/3;2/3;[[0,0],[1,0],[17,18],[-15,-17],[18,19],[11,11],[-11,-13]]
2/5;2/5;[[0,0],[1,0],[0,1],[-17,5],[-11,4],[-16,4],[-15,5],[-9,2],[-13,3]]
1/3;1/3;[[0,0],[1,0],[2,8],[-3,-16],[-1,-10],[-3,-13],[-4,-18]]
9/28;1/2;[[0,0],[1,0],[1,7],[3,10],[3,3],[4,10],[4,8]]
1/11;1/2;[[0,0],[2,0],[6,11],[-5,-11]]
2/5;2/5;[[0,0],[1,0],[1,2],[-4,4],[-3,2],[-4,8],[-3,8]]
3/8;1/2;[[0,0],[1,0],[1,4],[4,5],[3,11],[4,14]]
9/28;1/2;[[0,0],[1,0],[8,9],[7,7],[-14,-16],[-17,-20],[-19,-22]]
4/13;2/5;[[0,0],[2,0],[6,8],[3,5],[-2,-5],[8,9]]
2/5;2/5;[[0,0],[1,0],[0,4],[-4,7],[-3,2],[-2,6],[-4,3],[-5,6],[-5,5]]
7/22;1/2;[[0,0],[1,0],[12,13],[-9,-11],[9,9],[13,15],[11,13]]
5/16;1/2;[[0,0],[1,0],[0,1],[6,8],[8,8],[4,7],[1,4]]
2/3;2/3;[[0,0],[1,0],[1,2],[10,2],[-6,1],[10,3],[12,3]]
1/3;1/3;[[0,0],[2,0],[2,5],[3,6],[6,3],[6,1]]
2/5;2/5;[[0,0],[2,0],[1,5],[0,-1],[2,6],[4,6],[5,5],[5,3]]
5/12;2/3;[[0,0],[1,0],[15,16],[17,18],[5,3]]
2/5;2/5;[[0,0],[1,0],[0,1],[-5,1],[-5,4],[-10,4],[-10,5],[-7,5]]
2/3;2/3;[[0,0],[1,0],[0,1],[-7,6],[-11,11],[-18,16],[-21,19]]
11/27;2/3;[[0,0],[2,0],[1,8],[1,-4],[2,2],[0,9],[-1,7]]
3/20;2/5;[[0,0],[1,0],[5,20],[3,16],[4,14]]
20/91;2/5;[[0,0],[1,0],[0,6],[3,-13],[2,-13],[-2,15]]
2/5;2/5;[[0,0],[1,0],[0,1],[-7,6],[-5,3],[-13,10],[-16,11],[-8,5],[-17,12]]
1/4;2/5;[[0,0],[7,0],[0,2],[7,1],[-1,1],[5,-3]]
1/2;1/2;[[0,0],[1,0],[0,1],[1,9],[3,6],[4,12],[4,11]]
1/3;2/5;[[0,0],[1,0],[0,1],[8,-13],[9,-13],[7,-12],[5,-5]]
2/3;2/3;[[0,0],[1,0],[0,1],[-7,1],[-16,3],[-5,3]]
1/2;1/2;[[0,0],[1,0],[0,1],[3,2],[8,9],[6,9],[5,8],[8,8]]
2/7;2/5;[[0,0],[1,0],[7,8],[5,1],[7,3]]
8/21;2/3;[[0,0],[1,0],[11,21],[12,22],[10,17],[9,15]]
2/3;2/3;[[0,0],[4,0],[2,3],[-3,2],[1,3],[6,2],[9,1]]
3/8;3/8;[[0,0],[1,0],[0,3],[5,5],[7,5],[-4,1],[8,6]]
4/15;2/5;[[0,0],[1,0],[5,17],[5,18],[3,3]]
2/5;2/5;[[0,0],[1,0],[0,4],[5,4],[4,2],[5,3],[2,7]]
9/28;1/2;[[0,0],[1,0],[3,5],[8,9],[4,6],[6,4],[8,7]]
9/31;2/5;[[0,0],[1,0],[6,13],[4,11],[6,16],[8,19],[9,23]]
5/21;1/3;[[0,0],[1,0],[1,3],[5,10],[7,10],[4,4],[7,9]]
3/10;2/5;[[0,0],[2,0],[3,5],[2,6],[-2,1],[-2,4]]
9/34;2/5;[[0,0],[4,0],[3,5],[3,-2],[5,5],[5,8]]
10/49;2/5;[[0,0],[1,0],[8,11],[-3,-5],[12,19],[15,23]]
