Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
2/5;2/5;[[0,0],[2,0],[3,7],[4,5],[-1,-4],[-1,-5],[4,4],[2,7]]
2/5;2/5;[[0,0],[3,0],[3,4],[5,5],[4,5],[7,3],[7,1]]
4/9;2/3;[[0,0],[1,0],[0,1],[-22,12],[-23,13],[-5,4]]
1/2;1/2;[[0,0],[1,0],[4,10],[2,3],[-5,-17],[4,13],[5,16]]
1/3;1/2;[[0,0],[1,0],[3,9],[2,10],[2,3],[3,10],[0,6],[-1,1]]
12/61;2/5;[[0,0],[1,0],[5,7],[5,5],[12,14],[12,16]]
1/3;2/5;[[0,0],[1,0],[0,2],[-5,8],[-8,13],[-8,16]]
5/14;1/2;[[0,0],[1,0],[2,4],[8,15],[4,5],[9,16],[9,14]]
4/11;1/2;[[0,0],[1,0],[0,1],[9,-9],[7,-9],[2,-4],[5,-8]]
2/5;2/5;[[0,0],[1,0],[2,3],[5,1],[3,4],[5,5],[9,5]]
2/3;2/3;[[0,0],[1,0],[2,13],[-1,-15],[2,12],[-1,-22]]
2/5;2/5;[[0,0],[1,0],[1,5],[4,4],[3,5],[-3,2],[-3,3]]
1/3;1/3;[[0,0],[1,0],[4,5],[-11,-14],[-5,-8],[-17,-22]]
1/2;1/2;[[0,0],[1,0],[2,6],[6,15],[6,14],[-4,-13],[7,17],[-3,-11]]
1/3;3/8;[[0,0],[3,0],[4,5],[-1,-6],[1,-4],[5,6],[5,5]]
1/3;1/2;[[0,0],[1,0],[1,6],[2,5],[4,16],[3,17],[4,21]]
2/7;2/5;[[0,0],[1,0],[6,17],[6,14],[7,19],[2,2],[5,10]]
1;1;[[0,0],[5,0],[0,1],[-13,1],[-19,2],[-7,2]]
9/35;2/5;[[0,0],[1,0],[0,6],[3,5],[-2,3],[2,8]]
3/8;2/5;[[0,0],[1,0],[0,1],[6,3],[1,3],[6,7],[5,7]]
2/5;2/5;[[0,0],[1,0],[6,8],[8,12],[0,1],[8,13],[1,3],[6,11],[4,8]]
2/5;2/5;[[0,0],[1,0],[11,13],[8,9],[-8,-11],[12,15],[-9,-12],[10,13]]
2/5;2/5;[[0,0],[1,0],[4,9],[2,8],[1,5],[4,13],[6,16],[6,17]]
2/3;2/3;[[0,0],[1,0],[9,15],[2,4],[9,17],[13,23]]
4/13;2/5;[[0,0],[1,0],[3,14],[-3,-19],[3,13],[-2,-11],[-2,-15]]
11/36;1/2;[[0,0],[1,0],[8,17],[-2,-5],[7,16],[8,18],[7,13]]
1;1;[[0,0],[1,0],[2,4],[3,4],[-17,-35]]
2/9;1/2;[[0,0],[1,0],[12,13],[11,13],[9,9],[-5,-6],[-8,-10]]
1/2;1/2;[[0,0],[1,0],[3,6],[1,7],[4,10],[0,4],[4,13]]
2/5;2/5;[[0,0],[2,0],[0,2],[3,-6],[1,-5],[5,-6],[5,-4]]
4/11;2/5;[[0,0],[1,0],[0,1],[-6,1],[-10,2],[-9,4],[-13,5]]
2/5;2/5;[[0,0],[1,0],[4,15],[2,9],[3,13],[-1,-7],[4,12],[-2,-10]]
2/5;2/5;[[0,0],[1,0],[1,5],[3,5],[-4,2],[-5,1]]
2/5;2/5;[[0,0],[1,0],[4,13],[6,16],[5,16],[6,17],[5,12],[2,2],[3,5]]
3/8;1/2;[[0,0],[4,0],[0,1],[6,-3],[12,-3],[1,-2]]
3/11;1/3;[[0,0],[2,0],[5,7],[-3,-7],[6,8],[4,3],[-4,-7]]
8/25;2/5;[[0,0],[1,0],[3,8],[5,13],[4,6],[7,13]]
2/3;2/3;[[0,0],[4,0],[1,3],[8,3],[8,1],[9,2]]
1/2;1/2;[[0,0],[1,0],[9,12],[-8,-11],[9,11],[-11,-16]]
1/2;1/2;[[0,0],[1,0],[0,2],[2,5],[4,23],[4,24]]
2/3;2/3;[[0,0],[1,0],[5,6],[10,10],[5,3],[9,10],[8,6]]
13/44;1/2;[[0,0],[1,0],[15,22],[12,16],[6,7]]
1/3;1/2;[[0,0],[2,0],[2,3],[6,3],[10,9],[1,2]]
2/7;1/3;[[0,0],[1,0],[2,3],[5,5],[11,7],[11,6],[12,7]]
2/3;2/3;[[0,0],[1,0],[1,11],[2,13],[2,11],[0,-9],[-1,-14],[-1,-15]]
11/27;2/3;[[0,0],[1,0],[0,9],[-1,8],[2,2],[2,9]]
1/2;1/2;[[0,0],[1,0],[2,3],[3,4],[4,1],[11,8]]
3/14;2/5;[[0,0],[1,0],[6,13],[4,10],[6,11],[7,14],[1,5]]
9/29;1/2;[[0,0],[1,0],[8,15],[8,13],[2,1],[7,10],[5,6]]
3/8;1/2;[[0,0],[1,0],[1,5],[4,11],[3,2],[4,4]]
3/8;1/2;[[0,0],[1,0],[2,3],[5,13],[-5,-17],[4,12],[3,10]]
1/2;1/2;[[0,0],[1,0],[2,6],[0,-4],[-3,-10],[-5,-19],[-5,-17],[-6,-21]]
11/36;1/2;[[0,0],[9,0],[0,1],[9,-2],[4,-2],[8,-3],[7,-3]]
1/3;1/2;[[0,0],[1,0],[5,9],[-6,-11],[7,12],[-7,-13],[7,11],[-7,-14]]
1/2;1/2;[[0,0],[2,0],[7,10],[2,4],[-1,-3],[-1,-4],[6,10]]
2/7;2/5;[[0,0],[1,0],[6,17],[6,14],[7,19],[2,2],[4,7]]
2/5;2/5;[[0,0],[1,0],[4,5],[14,17],[-10,-13],[13,15],[13,16]]
11/35;2/5;[[0,0],[1,0],[0,1],[1,2],[11,7],[7,7]]
2/3;2/3;[[0,0],[1,0],[3,7],[3,13],[0,4],[1,9]]
1/5;1/2;[[0,0],[1,0],[9,10],[-9,-11],[10,10],[19,21],[15,16]]
2/3;2/3;[[0,0],[4,0],[1,2],[-6,3],[-4,3],[-8,1]]
2/5;2/5;[[0,0],[1,0],[2,4],[6,5],[7,5],[-3,1],[-3,2]]
21/85;2/5;[[0,0],[1,0],[6,17],[7,18],[5,10],[4,7]]
2/5;2/5;[[0,0],[1,0],[4,5],[4,6],[-1,1],[0,6],[-1,5]]
15/112;2/5;[[0,0],[1,0],[10,16],[9,16],[-6,-11]]
4/11;2/5;[[0,0],[1,0],[1,2],[-2,-6],[0,-6],[-1,-10],[-4,-13]]
2/5;2/5;[[0,0],[1,0],[5,6],[10,16],[12,19],[14,21]]
16/87;2/5;[[0,0],[1,0],[9,13],[-11,-18],[-13,-22]]
17/88;1/2;[[0,0],[1,0],[8,15],[8,16],[5,11],[6,9]]
5/12;2/3;[[0,0],[1,0],[1,12],[2,13],[2,10],[0,-8],[-1,-14]]
2/3;2/3;[[0,0],[1,0],[0,3],[-9,2],[-13,3]]
1/5;2/5;[[0,0],[3,0],[5,6],[-1,-5],[5,3],[6,6],[6,5]]
12/49;1/3;[[0,0],[1,0],[6,7],[-17,-24],[-21,-30]]
2/9;1/3;[[0,0],[1,0],[6,7],[-21,-30],[-24,-34]]
5/18;1/3;[[0,0],[1,0],[1,5],[3,6],[4,1],[6,3]]
1/2;1/2;[[0,0],[2,0],[0,2],[7,4],[7,2],[6,1],[3,4]]
24/175;1/3;[[0,0],[2,0],[8,11],[-5,-8],[-5,-7]]
1/3;1/3;[[0,0],[1,0],[5,13],[-1,-3],[3,5],[7,18],[9,21],[8,20]]
4/11;1/2;[[0,0],[1,0],[3,6],[2,10],[4,10],[3,13],[4,15]]
3/8;2/5;[[0,0],[1,0],[4,5],[-1,-3],[-16,-23],[-15,-21],[-17,-24]]
7/36;1/2;[[0,0],[1,0],[5,9],[-5,-12],[7,15],[8,16],[-4,-11]]
2/7;2/5;[[0,0],[1,0],[7,18],[8,19],[8,20],[2,1]]
9/28;1/2;[[0,0],[1,0],[5,11],[7,14],[8,15],[4,5],[6,9]]
5/21;2/5;[[0,0],[2,0],[6,7],[4,6],[7,6],[1,4]]
2/7;1/3;[[0,0],[1,0],[4,9],[3,8],[6,10],[4,4],[6,8]]
1/3;2/5;[[0,0],[2,0],[1,3],[-2,-8],[-1,-9],[3,6]]
5/16;2/5;[[0,0],[1,0],[2,7],[3,10],[3,3],[5,10],[5,8]]
5/16;2/5;[[0,0],[2,0],[0,1],[4,-5],[1,-3],[6,-3],[7,-6],[7,-4]]
4/13;2/5;[[0,0],[1,0],[1,5],[3,8],[4,4],[5,9],[2,7],[5,7]]
9/28;1/2;[[0,0],[1,0],[0,3],[6,2],[-3,2],[5,4],[7,3]]
1/3;2/5;[[0,0],[2,0],[0,1],[-5,2],[3,-1],[-14,7],[-17,8],[-19,8]]
1/2;1/2;[[0,0],[1,0],[4,6],[0,4],[4,2],[3,7],[2,7]]
3/14;1/3;[[0,0],[1,0],[0,1],[33,10]]
2/5;2/5;[[0,0],[2,0],[0,3],[5,3],[-2,1],[6,5],[6,6]]
9/28;1/2;[[0,0],[1,0],[10,14],[9,14],[-3,-6],[-7,-11]]
1/2;1/2;[[0,0],[1,0],[0,1],[8,2],[10,4],[2,3],[5,4]]
2/5;2/5;[[0,0],[1,0],[3,4],[-1,1],[3,9],[5,10],[5,11]]
2/3;2/3;[[0,0],[1,0],[0,12],[1,-1],[-1,2],[-2,8],[-2,6]]
5/24;1/3;[[0,0],[1,0],[5,12],[6,12],[-2,-7],[-5,-13],[-6,-16]]
2/3;2/3;[[0,0],[2,0],[1,2],[-1,-3],[8,9],[10,10]]
9/28;1/2;[[0,0],[1,0],[12,13],[-12,-14],[8,8],[15,17],[13,15]]
11/49;2/5;[[0,0],[1,0],[10,14],[9,14],[-4,-7],[8,10]]
2/5;2/5;[[0,0],[2,0],[1,5],[-2,1],[-3,2],[-4,5]]
2/7;2/5;[[0,0],[1,0],[6,13],[5,9],[0,2],[4,11],[3,9]]
1/3;3/8;[[0,0],[1,0],[0,4],[-3,2],[-4,6],[-1,6],[-5,5],[-5,4]]
2/5;2/5;[[0,0],[1,0],[4,5],[3,2],[-2,2],[-1,5],[-2,3]]
4/11;1/2;[[0,0],[1,0],[0,2],[-5,5],[-3,2],[-3,6],[-8,11]]
20/107;1/2;[[0,0],[1,0],[16,17],[-13,-15],[10,10],[-19,-22]]
1;1;[[0,0],[2,0],[1,10],[1,-5],[0,6],[2,7]]
2/5;2/5;[[0,0],[2,0],[2,3],[4,5],[6,2],[9,5]]
1/2;1/2;[[0,0],[1,0],[0,2],[-4,4],[-6,10],[-7,8],[-7,11]]
8/29;2/5;[[0,0],[1,0],[1,2],[8,11],[8,9],[4,7],[7,11],[6,10]]
2/7;2/5;[[0,0],[1,0],[2,12],[1,7],[-1,-11],[4,18]]
10/33;2/5;[[0,0],[1,0],[4,13],[5,15],[5,11],[3,4],[4,7]]
20/91;2/5;[[0,0],[1,0],[9,13],[-11,-18],[-17,-28]]
2/7;2/5;[[0,0],[1,0],[4,19],[5,20],[3,9],[2,4],[5,23]]
2/5;2/5;[[0,0],[2,0],[4,5],[-1,1],[0,5],[-2,3],[-2,4]]
8/25;2/5;[[0,0],[1,0],[5,10],[6,9],[8,14],[8,13],[1,4]]
5/16;1/2;[[0,0],[1,0],[1,8],[3,12],[3,6],[4,12],[4,11]]
2/5;2/5;[[0,0],[7,0],[0,2],[6,-3],[-1,2],[4,-3]]
2/5;2/5;[[0,0],[1,0],[6,7],[3,7],[3,2],[5,5],[0,3],[2,6]]
8/27;1/3;[[0,0],[4,0],[3,4],[4,-1],[-1,-2],[-2,-5]]
9/35;2/5;[[0,0],[3,0],[1,4],[1,-3],[3,5],[5,4],[5,5]]
2/7;2/5;[[0,0],[1,0],[5,9],[7,14],[4,10],[-5,-13]]
3/8;2/5;[[0,0],[1,0],[0,4],[-2,4],[-4,12],[-3,13],[-4,15]]
4/15;2/5;[[0,0],[2,0],[3,8],[-1,-9],[3,4],[4,10],[4,9]]
1/3;2/5;[[0,0],[2,0],[1,6],[-1,2],[2,7],[4,6],[4,7]]
1/3;2/5;[[0,0],[1,0],[6,15],[0,-1],[4,11],[7,15],[5,9]]
4/13;3/8;[[0,0],[1,0],[6,10],[3,7],[6,8],[5,5],[5,10],[4,9]]
1/5;1/2;[[0,0],[1,0],[2,15],[-1,-16],[-1,-10],[-2,-21]]
11/27;2/3;[[0,0],[1,0],[1,9],[2,4],[2,14],[3,16],[3,11]]
2/3;2/3;[[0,0],[1,0],[1,11],[2,11],[2,12],[0,9],[-1,4],[-1,6]]
1/3;1/2;[[0,0],[1,0],[9,10],[10,11],[7,7],[-14,-16],[-17,-20]]
3/8;2/5;[[0,0],[1,0],[0,2],[-4,9],[-3,4],[-8,13],[-5,7],[-8,12]]
2/5;2/5;[[0,0],[1,0],[2,5],[-6,-16],[4,9],[-7,-19],[4,8],[-7,-20]]
1/2;1/2;[[0,0],[1,0],[2,5],[2,6],[0,8],[-2,4],[-2,6]]
2/3;2/3;[[0,0],[1,0],[10,17],[-4,-8],[4,5],[6,11],[10,18]]
1/3;3/8;[[0,0],[1,0],[11,15],[12,15],[14,19],[15,20],[5,5],[8,9]]
2/5;2/3;[[0,0],[1,0],[1,10],[0,11],[-1,7],[2,7],[-1,8]]
2/5;2/5;[[0,0],[1,0],[2,3],[-2,4],[-5,1],[0,5],[1,5]]
21/38;1;[[0,0],[1,0],[32,33],[37,38]]
1/2;1/2;[[0,0],[1,0],[12,15],[6,8],[13,16],[-8,-11],[-9,-13]]
4/13;2/5;[[0,0],[1,0],[0,1],[5,-5],[1,-4],[3,-7],[7,-9]]
5/16;2/5;[[0,0],[1,0],[5,9],[6,7],[10,14],[8,10]]
1/2;1/2;[[0,0],[1,0],[0,1],[-5,1],[-5,4],[-10,3],[-12,4]]
1/3;2/5;[[0,0],[1,0],[6,7],[1,2],[12,16],[11,16],[13,18]]
2/5;2/5;[[0,0],[2,0],[3,4],[7,5],[8,5],[-3,1]]
11/42;1/3;[[0,0],[1,0],[1,3],[7,4],[6,2],[5,6]]
1/3;1/2;[[0,0],[6,0],[0,1],[10,-2],[9,-1],[3,-2],[9,-3],[7,-3]]
2/7;2/5;[[0,0],[1,0],[0,1],[12,3],[17,5],[5,3]]
7/18;2/3;[[0,0],[1,0],[0,12],[-1,14],[1,9],[2,4],[2,5]]
7/25;2/5;[[0,0],[1,0],[10,13],[5,5],[12,14],[15,18],[15,19],[17,21]]
2/3;2/3;[[0,0],[2,0],[1,3],[-1,-5],[0,-8],[-1,-6],[2,-6]]
1/3;2/5;[[0,0],[1,0],[0,5],[-3,6],[-1,6],[-3,1],[-4,5],[-4,4]]
2/7;2/5;[[0,0],[2,0],[2,3],[-2,-5],[7,9],[8,10],[7,7]]
1/4;2/5;[[0,0],[1,0],[10,23],[8,16],[11,25]]
1/2;1/2;[[0,0],[3,0],[2,5],[-1,3],[-1,6],[3,-1],[1,7]]
2/7;1/3;[[0,0],[1,0],[3,7],[5,7],[1,6],[-1,3],[-1,4]]
3/8;1/2;[[0,0],[3,0],[1,3],[-6,2],[0,4],[-6,1]]
5/12;2/3;[[0,0],[1,0],[1,3],[0,-12],[-1,-4],[-2,-12]]
2/7;2/5;[[0,0],[1,0],[0,1],[10,7],[9,7],[9,5],[6,6]]
2/3;2/3;[[0,0],[1,0],[0,1],[-11,11],[-4,3],[-15,13],[-13,11]]
1;1;[[0,0],[17,0],[0,1],[15,-1],[-1,1],[7,-1]]
4/15;1/3;[[0,0],[6,0],[1,2],[-2,3],[10,-3],[12,-3]]
7/22;1/2;[[0,0],[1,0],[1,8],[2,14],[3,16],[-1,-11],[3,14]]
2/5;2/5;[[0,0],[1,0],[0,1],[6,4],[7,6],[7,5],[4,6],[1,4],[2,5]]
4/13;1/3;[[0,0],[3,0],[5,6],[2,4],[-1,-4],[0,-4],[-1,-5]]
22/57;2/3;[[0,0],[2,0],[1,5],[2,-9],[3,-6],[3,-12]]
17/121;2/3;[[0,0],[1,0],[0,11],[2,-21],[-1,16]]
26/69;2/3;[[0,0],[2,0],[1,7],[2,-9],[3,-8],[3,-10]]
1/7;2/3;[[0,0],[1,0],[0,11],[2,-21],[-1,14]]
14/99;2/3;[[0,0],[1,0],[0,11],[2,-21],[-1,15]]
1/6;2/3;[[0,0],[1,0],[0,11],[2,-21],[-1,12]]
2/13;2/3;[[0,0],[1,0],[0,11],[2,-21],[-1,13]]
28/75;2/3;[[0,0],[1,0],[13,25],[5,7],[3,3]]
1/2;1/2;[[0,0],[1,0],[7,8],[8,9],[3,1],[6,3],[8,5]]
11/27;2/3;[[0,0],[1,0],[3,13],[1,9],[2,16],[3,19]]
2/5;2/5;[[0,0],[1,0],[1,5],[4,18],[-3,-17],[3,10]]
1/2;1/2;[[0,0],[1,0],[6,8],[2,4],[8,14],[10,17],[11,18]]
5/18;2/5;[[0,0],[1,0],[7,10],[12,16],[8,9],[14,18]]
1;1;[[0,0],[5,0],[0,1],[5,2],[19,2]]
1/2;1/2;[[0,0],[1,0],[0,4],[3,3],[-5,2],[-4,4]]
3/8;1/2;[[0,0],[1,0],[1,4],[4,5],[3,11],[4,13]]
2/9;1/2;[[0,0],[1,0],[0,8],[1,9],[-1,6],[2,9],[-2,3]]
5/17;2/5;[[0,0],[1,0],[5,20],[-2,-11],[3,14],[4,18]]
5/14;1/2;[[0,0],[2,0],[4,9],[3,9],[1,5],[4,5],[2,8]]
1;1;[[0,0],[20,0],[0,1],[17,-1],[-1,1],[15,-1]]
2/3;2/3;[[0,0],[2,0],[0,1],[10,1],[13,2],[4,2],[14,3],[11,3]]
16/81;1/2;[[0,0],[1,0],[12,13],[-8,-9],[-19,-22],[-15,-17]]
1/3;2/5;[[0,0],[1,0],[7,14],[2,2],[1,3],[7,17],[3,8]]
6/17;1/2;[[0,0],[2,0],[2,7],[0,-5],[3,5],[1,6],[3,3],[-1,-7]]
1/3;1/2;[[0,0],[1,0],[3,10],[2,9],[4,10],[3,3],[4,5]]
2/5;2/5;[[0,0],[2,0],[0,1],[-9,2],[-6,1],[-6,3],[-15,5],[-14,5]]
3/8;1/2;[[0,0],[1,0],[5,14],[-3,-11],[3,10],[6,15]]
3/10;2/5;[[0,0],[3,0],[0,4],[5,-3],[1,-5]]
1/4;2/5;[[0,0],[1,0],[0,5],[-2,1],[-1,8],[-4,5]]
2/3;2/3;[[0,0],[1,0],[0,1],[-9,1],[-12,2],[-14,3],[-3,2],[-8,3]]
3/8;3/8;[[0,0],[2,0],[2,3],[7,2],[3,4],[7,6]]
3/8;3/8;[[0,0],[1,0],[2,6],[5,13],[4,11],[-2,-7],[7,15]]
1/3;1/3;[[0,0],[1,0],[8,13],[-5,-9],[11,17],[-4,-8],[-6,-11],[9,13]]
18/65;2/5;[[0,0],[1,0],[5,14],[4,13],[5,9]]
3/8;3/8;[[0,0],[1,0],[0,3],[5,1],[6,2],[2,6]]
9/28;1/2;[[0,0],[1,0],[9,10],[7,7],[2,4],[7,10],[6,9]]
3/10;2/5;[[0,0],[1,0],[10,14],[-3,-5],[7,11],[10,15],[9,12],[4,4],[6,7]]
1/2;1/2;[[0,0],[1,0],[0,1],[-11,3],[-7,1],[-5,3],[-12,4],[-9,4]]
11/36;1/2;[[0,0],[1,0],[11,16],[10,14],[5,8],[-8,-13],[7,11]]
3/8;3/8;[[0,0],[1,0],[0,2],[3,2],[6,7],[2,7]]
9/35;2/5;[[0,0],[1,0],[11,18],[-8,-15],[11,17]]
9/28;1/2;[[0,0],[1,0],[7,11],[8,14],[5,9],[-6,-12],[-7,-13],[-9,-17]]
9/34;2/5;[[0,0],[1,0],[3,14],[4,13],[2,3],[5,19],[5,20]]
9/28;1/2;[[0,0],[1,0],[0,7],[-1,2],[3,12],[3,13]]
1/3;2/5;[[0,0],[1,0],[0,1],[-10,5],[-16,6],[-22,9]]
11/27;2/3;[[0,0],[1,0],[15,17],[9,9],[23,25]]
7/22;1/2;[[0,0],[2,0],[0,1],[17,-9],[12,-7],[15,-7]]
1/3;2/5;[[0,0],[1,0],[0,1],[6,12],[6,9],[5,11],[3,8]]
5/14;1/2;[[0,0],[1,0],[0,2],[8,1],[3,3],[8,4]]
2/7;1/3;[[0,0],[1,0],[3,5],[2,8],[3,11],[6,17]]
1/3;1/3;[[0,0],[1,0],[1,4],[4,4],[5,6],[2,6],[6,9],[4,9]]
1/3;2/5;[[0,0],[2,0],[1,2],[-1,-9],[-2,-10],[-3,-9],[-3,-10]]
3/14;3/8;[[0,0],[3,0],[1,2],[4,7],[-3,-7]]
4/15;1/3;[[0,0],[1,0],[6,8],[8,13],[2,5],[9,13],[10,15]]
1/3;3/8;[[0,0],[1,0],[5,6],[16,18],[-15,-19]]
1/2;1/2;[[0,0],[1,0],[0,1],[-13,4],[-10,2],[-10,4],[-8,1]]
1/2;1/2;[[0,0],[1,0],[1,9],[-1,1],[-1,3],[3,12],[3,13]]
1/3;2/5;[[0,0],[2,0],[5,9],[-1,-5],[-2,-6],[2,5],[4,9]]
2/3;2/3;[[0,0],[1,0],[0,3],[3,-12],[2,-12],[1,-9],[3,-7]]
7/27;3/8;[[0,0],[1,0],[4,9],[6,12],[6,7]]
5/19;2/5;[[0,0],[1,0],[9,13],[4,4],[11,14],[13,18],[15,20]]
4/15;2/5;[[0,0],[3,0],[4,5],[-1,-5],[0,-4],[5,3],[6,6]]
19/34;1;[[0,0],[1,0],[24,25],[33,34]]
1/3;1/3;[[0,0],[1,0],[0,1],[1,3],[6,3],[6,6],[3,6]]
2/5;2/5;[[0,0],[2,0],[1,5],[3,5],[-2,3],[-4,1]]
2/3;2/3;[[0,0],[1,0],[10,12],[-1,-2],[12,13],[3,5]]
7/15;2/3;[[0,0],[1,0],[0,1],[-42,15]]
2;2;[[0,0],[1,0],[0,1],[-42,1]]
5/12;2/3;[[0,0],[1,0],[2,12],[1,12],[2,9],[0,-8],[-1,-13]]
13/22;1;[[0,0],[1,0],[0,1],[-42,22]]
3/7;2/3;[[0,0],[1,0],[0,1],[-42,40]]
2/3;2/3;[[0,0],[1,0],[0,11],[-1,13],[-1,12],[2,-18],[2,-19]]
2/9;2/5;[[0,0],[1,0],[0,1],[-42,34]]
3/7;3/7;[[0,0],[1,0],[0,1],[-42,36]]
2/3;2/3;[[0,0],[1,0],[7,21],[8,21],[8,22]]
3/8;2/5;[[0,0],[1,0],[1,4],[4,14],[5,14],[5,13],[-2,-9]]
1/3;2/5;[[0,0],[2,0],[0,6],[-2,5],[1,6],[-3,4],[-3,2]]
2/3;2/3;[[0,0],[1,0],[2,3],[-3,2],[8,3],[-6,1]]
1/3;1/2;[[0,0],[4,0],[1,3],[2,3],[2,-4],[1,-3],[4,-5]]
4/13;3/8;[[0,0],[1,0],[3,12],[2,5],[3,11],[-3,-19],[2,11]]
1/3;1/3;[[0,0],[1,0],[0,5],[3,3],[-2,3],[4,6],[4,7]]
1/2;1/2;[[0,0],[1,0],[0,1],[5,-11],[6,-13],[6,-9],[8,-13]]
1;1;[[0,0],[19,0],[0,1],[14,-1],[-2,1],[11,-1]]
1/3;3/8;[[0,0],[1,0],[0,1],[35,8]]
1/2;1/2;[[0,0],[2,0],[7,10],[-4,-8],[-3,-7],[3,5]]
11/34;1/2;[[0,0],[1,0],[5,16],[-3,-15],[-6,-26]]
3/10;1/2;[[0,0],[1,0],[7,20],[8,21],[8,22],[5,11],[4,8]]
4/15;1/3;[[0,0],[1,0],[8,18],[7,18],[8,19],[7,15],[2,2]]
3/10;2/5;[[0,0],[1,0],[0,1],[-7,4],[-12,8],[-5,5],[-9,8]]
2/5;2/5;[[0,0],[1,0],[5,9],[2,1],[-1,1],[2,6],[5,6]]
6/19;1/3;[[0,0],[1,0],[4,5],[-1,1],[6,9],[5,10],[6,11]]
1/2;1/2;[[0,0],[1,0],[2,5],[3,3],[4,5],[5,11],[7,14],[8,15]]
5/18;1/3;[[0,0],[3,0],[0,1],[1,1],[8,-3],[2,-3],[10,-5]]
2/5;2/5;[[0,0],[1,0],[0,1],[4,1],[5,5],[10,5],[9,4]]
2/7;2/5;[[0,0],[1,0],[5,9],[0,1],[7,15],[6,15],[7,16]]
5/14;1/2;[[0,0],[2,0],[1,5],[3,6],[2,8],[0,-5],[3,4],[-1,-7]]
2/5;2/5;[[0,0],[2,0],[5,8],[4,4],[-1,-4],[1,3],[5,7],[4,8],[3,7]]
2/3;2/3;[[0,0],[1,0],[8,10],[6,8],[1,2],[10,10],[6,5]]
3/10;2/5;[[0,0],[1,0],[4,8],[2,8],[-1,1],[-1,2],[0,6]]
1/3;1/3;[[0,0],[3,0],[1,2],[5,5],[-2,-7],[5,4]]
11/35;2/5;[[0,0],[1,0],[5,7],[6,10],[-1,1],[1,5],[-1,2]]
1;1;[[0,0],[4,0],[0,1],[-17,1],[-21,2],[-16,2]]
2/5;2/5;[[0,0],[1,0],[0,2],[3,14],[4,17],[5,18],[5,19]]
9/35;2/5;[[0,0],[1,0],[13,20],[14,21],[4,4],[6,7]]
1/2;1/2;[[0,0],[1,0],[6,12],[7,12],[5,7],[3,7],[6,9],[4,9],[-2,-5]]
