Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
1/5;2/5;[[0,0],[1,0],[11,18],[-7,-13],[11,19],[6,11],[9,16]]
17/104;2/5;[[0,0],[1,0],[6,14],[-6,-17],[5,14],[7,19]]
12/49;1/3;[[0,0],[1,0],[4,11],[2,1],[5,11],[1,6],[-1,2]]
1/2;1/2;[[0,0],[1,0],[0,1],[-14,11],[-19,16],[-7,7],[-13,12]]
2/9;2/5;[[0,0],[2,0],[3,11],[1,-4],[4,14],[5,15]]
8/33;2/5;[[0,0],[2,0],[4,5],[-3,-10],[6,11],[-2,-9],[-3,-11]]
3/10;2/5;[[0,0],[1,0],[1,4],[5,1],[5,7],[3,7]]
5/21;1/3;[[0,0],[1,0],[11,17],[-13,-22],[-5,-8],[-15,-25],[-8,-13]]
1/4;2/5;[[0,0],[1,0],[4,23],[3,11],[5,26],[5,28],[2,4]]
1/2;1/2;[[0,0],[1,0],[0,9],[2,7],[-1,7],[-2,3],[2,9],[-2,4]]
1/4;1/3;[[0,0],[1,0],[1,3],[4,8],[7,8],[3,1],[7,7]]
2/3;2/3;[[0,0],[1,0],[3,4],[2,1],[9,11],[20,22]]
5/17;2/5;[[0,0],[1,0],[4,5],[9,14],[0,1],[5,10],[9,16],[1,3]]
13/44;1/2;[[0,0],[1,0],[1,11],[4,14],[4,12]]
10/37;2/5;[[0,0],[4,0],[2,5],[1,-4],[1,4],[-1,-5],[-1,-6]]
3/11;1/3;[[0,0],[1,0],[9,11],[-2,-4],[-14,-19],[-16,-21],[-11,-14]]
1/3;1/3;[[0,0],[1,0],[2,3],[2,9],[5,16],[3,12],[-1,-5],[6,17]]
1/3;1/3;[[0,0],[1,0],[2,3],[-8,-13],[0,-2],[-8,-15],[-3,-7],[-12,-21],[-12,-20]]
8/25;1/2;[[0,0],[1,0],[12,13],[-7,-8],[-13,-15],[-16,-19],[-11,-14]]
3/10;2/5;[[0,0],[1,0],[0,4],[-5,1],[-1,5],[-7,3],[-7,2]]
2/7;2/5;[[0,0],[1,0],[2,5],[-2,2],[-1,8],[-2,7],[-3,5]]
7/20;1/2;[[0,0],[1,0],[1,3],[-2,7],[-1,12],[-3,12],[0,10]]
4/13;2/5;[[0,0],[1,0],[3,6],[2,1],[0,7],[3,7],[-1,5],[-2,1]]
9/28;1/2;[[0,0],[1,0],[2,12],[2,13],[-1,-8],[-2,-19],[0,-11]]
1/2;1/2;[[0,0],[1,0],[2,4],[10,18],[11,18],[16,28]]
2/7;2/5;[[0,0],[1,0],[6,11],[1,3],[8,17],[3,8],[8,18],[7,17],[6,15]]
1/3;1/3;[[0,0],[2,0],[0,1],[-4,1],[-10,4],[-24,7],[-26,8]]
2/11;1/3;[[0,0],[1,0],[5,9],[14,21],[15,22]]
1/4;1/3;[[0,0],[3,0],[5,6],[2,5],[-1,-4],[2,-2],[5,7]]
1/3;1/3;[[0,0],[1,0],[0,5],[-3,7],[-1,6],[-3,2],[-4,3],[-5,7],[-5,6]]
2/7;1/3;[[0,0],[1,0],[3,4],[-12,-21],[-12,-20],[-8,-13],[-6,-12]]
2/7;1/3;[[0,0],[1,0],[0,1],[-17,6],[-7,2],[-18,7],[-16,7]]
5/16;1/2;[[0,0],[2,0],[3,8],[-1,-10],[1,-6],[-1,-12],[0,-10]]
5/19;1/3;[[0,0],[1,0],[0,4],[-1,1],[4,14],[5,14],[5,16]]
9/28;1/2;[[0,0],[1,0],[2,3],[-5,-11],[-8,-14],[-5,-8],[-10,-20]]
2/7;2/5;[[0,0],[1,0],[0,1],[-11,7],[-18,12],[-20,14],[-7,6],[-10,8]]
1/7;1/2;[[0,0],[2,0],[3,8],[-1,-10],[2,9],[1,6]]
3/8;3/8;[[0,0],[1,0],[5,11],[6,13],[4,3],[6,7]]
2/7;1/3;[[0,0],[1,0],[8,12],[-8,-15],[14,23],[-9,-17],[16,26]]
1/2;1/2;[[0,0],[1,0],[5,12],[2,2],[11,23],[12,26]]
7/20;1/2;[[0,0],[2,0],[0,3],[-8,1],[-9,2],[-1,4]]
18/91;3/10;[[0,0],[1,0],[3,17],[-3,-19],[4,22],[-4,-23]]
2/7;1/3;[[0,0],[1,0],[4,10],[5,16],[1,5],[-1,-6],[3,12],[6,17]]
2/5;2/5;[[0,0],[1,0],[0,1],[11,3],[15,5],[2,2],[11,5],[7,4]]
1/2;1/2;[[0,0],[2,0],[0,1],[-13,2],[-19,3],[-18,4],[-22,4],[-11,3]]
1/3;1/3;[[0,0],[1,0],[2,3],[5,13],[0,1],[6,18],[6,21]]
1/4;1/3;[[0,0],[1,0],[6,13],[-3,-8],[7,16],[-4,-12],[8,20],[5,13]]
3/10;2/5;[[0,0],[1,0],[13,14],[-6,-8],[14,16],[-11,-13],[-15,-18],[-16,-19]]
3/14;2/5;[[0,0],[1,0],[0,1],[-13,8],[-3,1],[-13,6],[-8,3]]
6/25;1/3;[[0,0],[1,0],[11,15],[15,20],[8,9],[11,13],[17,22]]
2/5;2/5;[[0,0],[1,0],[5,12],[2,5],[-7,-19],[5,10],[10,23]]
1/6;2/5;[[0,0],[1,0],[12,16],[-13,-19],[12,17],[9,13]]
8/21;2/3;[[0,0],[1,0],[12,13],[14,14],[-9,-10],[-13,-15],[-15,-17]]
2/5;2/5;[[0,0],[1,0],[1,2],[-4,-13],[-3,-7],[-4,-11],[0,-5],[-2,-11],[-1,-9]]
1/3;1/2;[[0,0],[1,0],[3,7],[-2,-5],[-7,-20],[-8,-24],[-7,-22]]
1/4;1/3;[[0,0],[3,0],[0,1],[1,1],[10,-4],[11,-5],[1,-3]]
3/14;2/5;[[0,0],[1,0],[13,18],[8,10],[-10,-15],[7,10],[-11,-16],[12,17]]
4/13;2/5;[[0,0],[1,0],[4,11],[5,12],[4,3],[5,5]]
7/25;2/5;[[0,0],[1,0],[7,10],[9,10],[4,2],[6,4]]
2/5;2/5;[[0,0],[1,0],[17,19],[-20,-23],[16,18],[-22,-25]]
1/3;1/3;[[0,0],[1,0],[0,2],[3,-5],[2,-7],[6,-13],[4,-13],[7,-16]]
5/16;2/5;[[0,0],[3,0],[1,5],[5,3],[-1,4],[-3,2]]
1/3;3/8;[[0,0],[1,0],[0,1],[6,7],[5,5],[4,9],[6,12]]
1/4;1/3;[[0,0],[1,0],[7,12],[5,7],[-16,-29],[5,9]]
1/2;1/2;[[0,0],[1,0],[2,9],[-1,2],[-1,3],[3,7],[1,9],[3,5],[0,8]]
9/28;1/2;[[0,0],[1,0],[2,6],[3,14],[0,7],[-1,1],[3,16]]
2/5;2/5;[[0,0],[5,0],[0,1],[5,4],[2,-3],[3,-4],[4,-4]]
2/7;1/3;[[0,0],[1,0],[0,4],[-3,2],[-4,3],[-1,7],[-5,5],[-2,8]]
1/3;1/3;[[0,0],[1,0],[5,8],[5,3],[7,11],[7,5]]
2/5;2/5;[[0,0],[1,0],[0,4],[-2,5],[-3,1],[-5,2],[-6,3],[-7,5]]
8/45;1/3;[[0,0],[1,0],[4,5],[-1,5],[5,9]]
2/7;2/5;[[0,0],[2,0],[1,7],[4,7],[3,2],[0,6],[-1,2]]
2/7;1/3;[[0,0],[3,0],[3,4],[9,6],[6,1],[7,2]]
2/5;2/5;[[0,0],[1,0],[0,2],[3,4],[2,8],[5,10],[5,14]]
1/3;1/3;[[0,0],[2,0],[0,1],[-3,2],[-10,2],[-14,3],[-23,6]]
16/65;2/5;[[0,0],[1,0],[5,18],[5,15],[-4,-17],[6,19]]
10/33;1/2;[[0,0],[1,0],[9,17],[9,15],[2,1],[7,10],[4,4]]
2/7;1/3;[[0,0],[5,0],[0,1],[1,2],[1,-2],[8,2],[9,3],[9,4]]
3/22;1/2;[[0,0],[2,0],[9,10],[-5,-8],[8,7],[10,10]]
1/3;1/2;[[0,0],[1,0],[4,6],[8,15],[10,20],[10,22],[11,23]]
1/3;2/5;[[0,0],[1,0],[2,4],[-2,1],[-1,7],[-3,3],[-2,7],[-3,6]]
2/3;2/3;[[0,0],[1,0],[0,2],[-9,1],[-8,3],[-12,3],[-13,2]]
2/5;2/5;[[0,0],[1,0],[3,4],[6,15],[7,15],[4,11],[7,13]]
1/3;1/3;[[0,0],[1,0],[1,2],[8,7],[2,3],[15,10],[16,11]]
5/13;2/3;[[0,0],[1,0],[2,15],[0,11],[-1,3],[-1,5]]
2/5;2/5;[[0,0],[1,0],[4,16],[3,10],[3,15],[-2,-13],[-3,-16]]
1/3;1/3;[[0,0],[1,0],[0,1],[8,6],[12,6],[4,1],[1,2],[9,4],[6,5]]
1/3;1/3;[[0,0],[1,0],[6,8],[1,2],[12,18],[16,26]]
9/28;1/2;[[0,0],[1,0],[1,7],[3,7],[4,13],[3,15],[4,16],[2,12]]
17/58;1/2;[[0,0],[1,0],[8,11],[-17,-27],[-14,-23],[-20,-32]]
1/3;2/5;[[0,0],[2,0],[1,2],[4,-5],[-1,5],[-3,4],[-5,9],[-5,7],[-6,9]]
1/2;1/2;[[0,0],[1,0],[2,9],[4,11],[0,2],[4,6],[3,2]]
1/4;1/3;[[0,0],[1,0],[4,7],[-1,1],[6,7],[6,8],[-2,3]]
3/14;1/3;[[0,0],[1,0],[3,14],[4,11],[6,20],[5,15]]
1/4;2/5;[[0,0],[1,0],[2,6],[0,8],[-2,4],[-2,8],[-3,7]]
4/13;2/5;[[0,0],[1,0],[2,5],[7,12],[7,15],[5,7],[6,9],[6,14]]
10/33;1/2;[[0,0],[1,0],[16,17],[-14,-16],[-18,-21],[-15,-18]]
11/36;1/2;[[0,0],[1,0],[1,9],[2,9],[-1,7],[-2,1],[-2,4]]
1/3;2/5;[[0,0],[1,0],[0,1],[-5,2],[-10,7],[-17,10],[-18,11]]
1/3;2/5;[[0,0],[2,0],[1,5],[-2,7],[-1,7],[-3,6],[-3,2]]
3/14;1/3;[[0,0],[1,0],[12,17],[9,11],[5,8],[12,18]]
1/4;2/5;[[0,0],[1,0],[2,4],[1,7],[0,8],[-2,4],[-2,8],[-3,7]]
2/3;2/3;[[0,0],[1,0],[18,19],[17,19],[2,1],[21,23],[13,13]]
3/10;1/2;[[0,0],[1,0],[10,21],[-7,-17],[-4,-11],[10,20]]
1/2;1/2;[[0,0],[1,0],[0,7],[1,-2],[-3,13],[-2,5],[-2,13],[-3,10]]
2/7;2/5;[[0,0],[3,0],[3,4],[2,3],[6,5],[7,7],[-2,-5],[-1,-5]]
4/15;2/5;[[0,0],[1,0],[5,13],[4,7],[5,12],[1,6],[4,13],[3,11]]
2/13;2/3;[[0,0],[1,0],[2,15],[1,12],[0,-13],[-1,-16]]
1/3;1/3;[[0,0],[2,0],[0,1],[-6,1],[-12,3],[-6,3],[-18,6]]
8/21;2/3;[[0,0],[1,0],[27,28],[-17,-19],[-14,-16]]
13/44;1/2;[[0,0],[1,0],[10,11],[11,11],[-22,-25],[-23,-26]]
2/13;2/3;[[0,0],[1,0],[2,15],[1,12],[0,-13],[-1,-17]]
2/5;2/5;[[0,0],[1,0],[2,5],[2,6],[-2,5],[-3,1],[0,7],[-3,2],[1,7]]
5/16;2/5;[[0,0],[1,0],[2,5],[5,9],[4,4],[9,13],[8,10],[9,12]]
9/28;1/2;[[0,0],[2,0],[2,9],[0,-7],[3,7],[3,5],[-1,-9]]
2/3;2/3;[[0,0],[1,0],[2,6],[1,11],[0,3],[3,15],[2,16],[3,20]]
4/13;1/2;[[0,0],[1,0],[2,13],[4,15],[3,7],[4,11]]
2/3;2/3;[[0,0],[4,0],[1,2],[-4,3],[-6,1],[-11,3],[-10,2]]
2/3;2/3;[[0,0],[1,0],[1,14],[2,15],[2,14],[0,-10],[-1,-16],[-1,-17]]
9/28;1/2;[[0,0],[1,0],[0,2],[-6,7],[-9,12],[-8,10],[-8,12],[-3,7]]
2/5;2/5;[[0,0],[2,0],[0,1],[12,4],[14,3],[17,5],[17,4],[19,5]]
2/5;2/5;[[0,0],[2,0],[6,10],[2,5],[1,-2],[4,9],[-2,-6]]
1/4;1/3;[[0,0],[2,0],[1,3],[3,-7],[-4,10],[-5,13]]
1/3;2/5;[[0,0],[1,0],[9,12],[5,7],[7,8],[-12,-17],[15,19]]
1/2;1/2;[[0,0],[1,0],[14,15],[8,8],[-11,-13],[-12,-14],[17,19],[13,15]]
2/3;2/3;[[0,0],[5,0],[1,3],[6,3],[-3,2],[-6,1]]
2/5;2/5;[[0,0],[2,0],[0,7],[-2,3],[3,3],[-1,7],[-2,5],[3,4]]
1/2;1/2;[[0,0],[1,0],[2,8],[6,21],[-4,-19],[5,16]]
1/2;1/2;[[0,0],[1,0],[6,8],[13,17],[-9,-13],[18,23],[16,20]]
2/9;1/3;[[0,0],[1,0],[1,3],[7,9],[6,6],[5,9],[3,8]]
2/3;2/3;[[0,0],[1,0],[2,19],[-1,-21],[2,17],[0,-13],[-1,-24]]
2/7;1/3;[[0,0],[1,0],[0,6],[-3,3],[-2,7],[2,3],[-4,7]]
1/3;2/5;[[0,0],[1,0],[0,1],[6,-10],[11,-16],[16,-25],[17,-26]]
3/8;2/3;[[0,0],[1,0],[5,6],[16,23],[-16,-25]]
1/2;1/2;[[0,0],[1,0],[3,6],[2,2],[-1,1],[2,9],[3,9],[0,7],[-1,4]]
3/11;1/3;[[0,0],[2,0],[2,5],[1,3],[5,9],[4,5],[-2,-7],[-1,-7]]
8/31;2/5;[[0,0],[1,0],[5,19],[-4,-19],[3,9],[3,13],[4,17]]
1/2;1/2;[[0,0],[9,0],[0,1],[10,1],[2,2],[1,2],[4,-2],[3,-2]]
5/18;2/5;[[0,0],[1,0],[5,8],[6,6],[2,6],[1,5],[7,9],[8,9]]
7/20;1/2;[[0,0],[2,0],[0,1],[-18,2],[-24,4]]
3/11;1/3;[[0,0],[1,0],[2,7],[1,6],[5,5],[6,9],[6,8]]
3/10;2/5;[[0,0],[1,0],[5,9],[1,3],[3,8],[6,15],[7,17],[9,19]]
5/17;2/5;[[0,0],[1,0],[10,12],[-6,-8],[17,20],[-7,-9],[13,14]]
15/77;1/3;[[0,0],[1,0],[0,7],[-5,4],[-6,5]]
1/3;1/3;[[0,0],[2,0],[5,7],[0,-1],[1,-1],[4,7],[6,6],[6,5],[1,4],[2,6]]
11/20;1;[[0,0],[1,0],[1,20],[2,25],[2,15]]
5/18;2/5;[[0,0],[1,0],[4,12],[4,7],[5,13],[1,6],[2,9],[5,10]]
1/3;2/5;[[0,0],[1,0],[6,8],[-6,-10],[12,18],[8,13],[16,25]]
7/20;1/2;[[0,0],[1,0],[2,17],[-1,-21],[-1,-22],[3,24]]
24/119;1/3;[[0,0],[1,0],[7,17],[8,17],[8,18],[6,11],[3,3]]
2/5;2/5;[[0,0],[2,0],[1,3],[-4,1],[-3,5],[-5,3],[-5,2],[0,5]]
2/7;1/3;[[0,0],[1,0],[4,5],[-1,3],[5,7],[0,7]]
6/23;2/5;[[0,0],[1,0],[1,2],[3,5],[10,13],[12,18],[14,20]]
20/51;2/3;[[0,0],[1,0],[2,17],[-1,-21],[0,-15],[-1,-24]]
2/3;2/3;[[0,0],[1,0],[0,11],[1,12],[2,7],[-1,6],[-1,7],[2,10]]
5/22;1/3;[[0,0],[1,0],[12,17],[12,16],[9,14],[9,11]]
2/3;2/3;[[0,0],[1,0],[7,8],[12,12],[8,9],[12,11],[6,4],[9,7]]
2/5;2/5;[[0,0],[2,0],[2,3],[3,4],[4,1],[6,6],[7,3],[10,6]]
1/3;1/3;[[0,0],[2,0],[1,3],[-1,-4],[5,6],[5,9],[4,9],[3,8]]
2/5;2/5;[[0,0],[2,0],[0,3],[-2,5],[-6,5],[-6,2]]
4/13;1/3;[[0,0],[1,0],[10,12],[10,14],[15,19],[14,19],[17,22]]
2/7;1/3;[[0,0],[2,0],[4,6],[-5,-10],[6,7],[-6,-11],[3,5],[5,5]]
5/16;2/5;[[0,0],[1,0],[3,4],[-8,-13],[4,5],[-3,-6],[-14,-21],[-15,-22],[-14,-20]]
1/3;1/3;[[0,0],[1,0],[0,3],[-2,8],[6,-20],[4,-15],[3,-7],[6,-18]]
1/3;1/3;[[0,0],[4,0],[1,4],[5,-6],[2,3],[6,-5],[6,-7]]
3/8;3/8;[[0,0],[1,0],[4,6],[-3,-5],[9,13],[10,12],[13,17],[12,15]]
2/11;1/2;[[0,0],[1,0],[9,18],[5,11],[-10,-23]]
2/9;2/5;[[0,0],[1,0],[6,8],[6,6],[-1,1],[8,9],[0,4]]
3/11;1/3;[[0,0],[1,0],[6,9],[-1,1],[6,8],[2,7],[1,6]]
1/3;1/3;[[0,0],[1,0],[0,2],[1,-4],[4,-7],[6,-14],[6,-13],[3,-11]]
2/5;2/5;[[0,0],[1,0],[4,20],[5,24],[6,25],[6,27]]
2/3;2/3;[[0,0],[1,0],[2,3],[7,21],[-5,-17],[-7,-22]]
17/60;2/5;[[0,0],[1,0],[1,3],[5,4],[10,5],[-6,1]]
3/10;1/3;[[0,0],[1,0],[1,2],[-5,-12],[-3,-12],[0,-5],[-2,-11]]
5/18;1/3;[[0,0],[1,0],[3,5],[8,13],[6,8],[-16,-27]]
4/13;1/2;[[0,0],[2,0],[3,7],[-1,-10],[3,4],[2,9]]
7/18;2/3;[[0,0],[1,0],[2,12],[0,12],[-1,6],[-1,8]]
3/10;2/5;[[0,0],[1,0],[0,6],[-1,4],[3,4],[3,9],[4,7],[4,9]]
2/9;2/5;[[0,0],[1,0],[10,14],[6,7],[-17,-25],[9,13]]
2/5;2/5;[[0,0],[1,0],[0,1],[-15,11],[-19,15],[-6,6],[-10,9]]
7/44;1/3;[[0,0],[1,0],[5,15],[6,16],[3,12],[1,7]]
1/4;1/3;[[0,0],[4,0],[1,2],[6,-4],[5,-6],[2,-4],[6,-5],[3,-5]]
12/91;2/5;[[0,0],[1,0],[17,21],[15,17],[8,8]]
4/13;1/2;[[0,0],[1,0],[11,24],[7,13],[13,27],[13,28]]
1;1;[[0,0],[5,0],[0,1],[6,2],[23,2]]
3/8;2/3;[[0,0],[2,0],[0,2],[3,15],[1,-7]]
1/3;2/5;[[0,0],[1,0],[3,22],[-1,-16],[0,-9],[-1,-17],[3,19],[4,29]]
7/27;1/3;[[0,0],[3,0],[1,6],[5,4],[6,3],[6,1]]
2/5;2/5;[[0,0],[1,0],[7,11],[10,14],[3,2],[10,13],[6,6],[8,9]]
5/18;1/3;[[0,0],[1,0],[4,18],[-1,-8],[5,21],[5,18],[6,23]]
4/21;1/3;[[0,0],[1,0],[9,14],[11,15],[10,13],[5,9]]
2/3;2/3;[[0,0],[1,0],[0,1],[-13,1],[-18,2],[-8,2],[-21,3],[-18,3]]
2/7;1/3;[[0,0],[2,0],[5,7],[2,7],[1,6],[-1,2],[-1,3]]
1/3;1/3;[[0,0],[1,0],[2,3],[13,18],[-4,-7],[13,17],[20,27],[22,30]]
7/33;2/5;[[0,0],[1,0],[11,16],[-7,-11],[19,29],[22,34]]
2/7;2/5;[[0,0],[1,0],[1,3],[7,17],[10,23],[11,24]]
1/2;1/2;[[0,0],[4,0],[0,2],[3,-4],[2,5],[4,3],[3,6]]
2/3;2/3;[[0,0],[1,0],[6,13],[5,11],[10,20],[9,17],[-5,-12]]
1/2;1/2;[[0,0],[1,0],[0,4],[-5,1],[-6,4],[-7,2],[-8,3]]
1/3;2/5;[[0,0],[1,0],[7,10],[1,3],[3,6],[6,10],[4,3],[7,7]]
2/3;2/3;[[0,0],[4,0],[1,3],[-6,2],[3,3],[-9,1]]
2/5;2/5;[[0,0],[2,0],[1,3],[6,2],[5,1],[7,4],[-2,1],[5,5],[7,5]]
2/7;2/5;[[0,0],[6,0],[0,1],[14,-3],[8,-2],[15,-2],[19,-3],[21,-4],[22,-4]]
1/4;2/5;[[0,0],[1,0],[2,5],[-2,3],[1,8],[-3,5],[-3,6]]
1/3;2/5;[[0,0],[1,0],[3,8],[2,1],[6,11],[9,20]]
2/3;2/3;[[0,0],[1,0],[3,4],[-5,-11],[11,22],[7,15],[9,19]]
1/2;1/2;[[0,0],[2,0],[1,2],[3,4],[8,2],[12,4]]
1/4;1/3;[[0,0],[1,0],[3,13],[2,9],[-3,-17],[4,14],[6,24]]
2/7;1/3;[[0,0],[1,0],[12,14],[-7,-9],[6,6],[11,14],[17,21],[15,19]]
1/2;1/2;[[0,0],[2,0],[3,7],[-1,-9],[3,6],[0,-10],[-1,-14]]
2;2;[[0,0],[21,0],[0,1],[-29,1]]
8/27;2/5;[[0,0],[1,0],[0,3],[6,3],[-3,2],[-5,1],[4,4],[9,5]]
5/19;2/5;[[0,0],[1,0],[9,13],[4,4],[13,17],[15,20],[17,24]]
4/13;1/3;[[0,0],[1,0],[1,2],[-4,-17],[-1,-3],[-2,-13],[-4,-14],[-5,-18]]
2;2;[[0,0],[17,0],[0,1],[-33,1]]
2/7;1/3;[[0,0],[1,0],[0,2],[-3,1],[-3,7],[-7,7]]
9/28;1/2;[[0,0],[1,0],[2,3],[-5,-11],[-8,-19],[-7,-18],[-7,-16],[-2,-8]]
1;1;[[0,0],[20,0],[0,1],[13,-1],[-1,1],[4,-1]]
2/5;2/5;[[0,0],[2,0],[0,1],[1,2],[4,4],[5,1],[6,5],[11,5]]
58/533;1/3;[[0,0],[1,0],[2,13],[-5,-37]]
2/5;2/5;[[0,0],[1,0],[3,4],[8,5],[6,1],[9,5],[9,3]]
9/28;1/2;[[0,0],[1,0],[0,1],[-10,9],[-10,8],[-9,9],[-3,1],[-9,6]]
1/3;1/3;[[0,0],[1,0],[2,4],[-1,-7],[-4,-12],[-3,-7],[-4,-17]]
2/3;2/3;[[0,0],[1,0],[14,15],[8,9],[-14,-16],[-15,-17],[13,13]]
2/7;1/3;[[0,0],[4,0],[4,5],[3,5],[0,-1],[7,4],[7,2]]
1/3;1/3;[[0,0],[1,0],[2,3],[0,-1],[4,15],[2,9],[5,13],[6,17]]
1/2;1/2;[[0,0],[2,0],[5,7],[-4,-8],[0,-4],[-6,-13]]
1/4;1/3;[[0,0],[5,0],[0,2],[3,1],[13,-5],[-7,3]]
1/2;1/2;[[0,0],[2,0],[0,3],[6,4],[7,4],[-4,2],[-6,1]]
3/10;1/2;[[0,0],[1,0],[14,15],[-14,-16],[-8,-9],[-18,-21],[-15,-18]]
7/22;1/2;[[0,0],[1,0],[6,9],[7,13],[-8,-16],[-9,-17],[-11,-21]]
3/11;1/3;[[0,0],[3,0],[0,1],[1,1],[12,-6],[8,-5],[12,-5],[5,-4]]
13/33;2/3;[[0,0],[11,0],[0,1],[-22,2],[14,-1],[-25,2]]
1/3;1/3;[[0,0],[2,0],[0,1],[7,-3],[1,-3],[8,-6],[2,-4],[8,-4]]
2/7;2/5;[[0,0],[1,0],[8,9],[7,7],[-13,-16],[-18,-21],[-21,-25]]
4/17;1/3;[[0,0],[1,0],[7,16],[6,16],[5,14],[5,9],[7,14]]
2/3;2/3;[[0,0],[1,0],[2,17],[-1,-28],[2,16],[-1,-30]]
7/22;1/2;[[0,0],[1,0],[15,17],[9,8],[5,3],[6,4]]
1/4;1/3;[[0,0],[1,0],[5,18],[2,3],[7,22],[6,17],[5,13]]
1/5;1/2;[[0,0],[1,0],[4,5],[8,6],[11,12],[10,12]]
2/5;2/5;[[0,0],[1,0],[4,8],[-8,-20],[5,11],[-8,-21],[-5,-15]]
1/4;2/5;[[0,0],[2,0],[4,7],[1,-3],[-4,-10],[-5,-13]]
5/16;1/2;[[0,0],[1,0],[7,8],[3,1],[7,4],[11,8]]
1/3;1/3;[[0,0],[1,0],[2,6],[-2,5],[4,5],[-3,4],[4,6]]
1/3;1/3;[[0,0],[3,0],[0,1],[4,-1],[1,-4],[2,-5],[5,-6],[4,-6],[6,-5],[6,-4]]
1/3;1/3;[[0,0],[1,0],[0,1],[-4,1],[-4,4],[-12,7],[-13,8],[-12,8]]
2/7;2/5;[[0,0],[1,0],[0,6],[-3,11],[-2,10],[-2,3],[-3,6],[-4,11],[-4,10]]
5/14;1/2;[[0,0],[1,0],[0,1],[-9,5],[-8,6],[-22,13],[-16,9],[-21,12]]
5/16;2/5;[[0,0],[1,0],[1,3],[2,4],[4,2],[6,7],[8,8],[8,5]]
9/28;1/2;[[0,0],[1,0],[0,1],[9,9],[8,7],[5,7],[6,4],[7,9]]
3/10;2/5;[[0,0],[1,0],[0,1],[8,4],[2,2],[22,8],[23,8]]
5/18;1/3;[[0,0],[1,0],[0,3],[-2,1],[-2,8],[-5,8],[-5,7],[-4,4]]
2/5;2/5;[[0,0],[1,0],[7,13],[1,3],[6,9],[7,11],[6,13],[4,10],[5,12]]
2/5;2/5;[[0,0],[1,0],[10,13],[-15,-22],[8,10],[-11,-17],[-21,-31]]
2/7;1/3;[[0,0],[1,0],[5,9],[4,11],[5,10],[1,6],[-1,2]]
2/5;2/5;[[0,0],[1,0],[3,6],[3,7],[0,7],[-2,2],[-2,5]]
1/4;1/3;[[0,0],[1,0],[12,14],[5,5],[21,26],[22,28],[23,29]]
1/4;1/3;[[0,0],[1,0],[4,14],[-3,-17],[6,25],[7,29]]
6/19;1/3;[[0,0],[1,0],[0,1],[-5,3],[-8,8],[-13,8]]
2/9;1/3;[[0,0],[1,0],[4,9],[4,4],[1,5],[2,8],[6,9]]
2/5;2/5;[[0,0],[4,0],[0,5],[3,4],[-1,5],[-2,3],[5,3]]
20/143;1/3;[[0,0],[1,0],[13,15],[-14,-17],[23,26]]
1/3;2/5;[[0,0],[1,0],[0,1],[7,14],[1,4],[4,11],[4,6],[7,13]]
5/16;1/2;[[0,0],[1,0],[3,7],[2,10],[3,10],[-1,3],[0,8]]
2/9;3/10;[[0,0],[1,0],[6,8],[7,10],[5,10],[1,4],[3,9]]
1/2;1/2;[[0,0],[1,0],[7,16],[3,4],[9,20],[10,21],[8,15]]
1/2;1/2;[[0,0],[1,0],[0,1],[1,-5],[4,-5],[4,-12],[2,-9],[3,-12]]
4/17;1/3;[[0,0],[1,0],[11,18],[11,16],[10,14],[4,4],[6,7]]
19/132;2/5;[[0,0],[2,0],[5,7],[-3,-10],[7,12],[-2,-9]]
2/5;2/5;[[0,0],[2,0],[0,1],[3,8],[5,7],[1,-2],[5,9],[2,7],[1,5]]
22/85;2/5;[[0,0],[1,0],[12,16],[14,17],[-9,-13]]
1/3;1/3;[[0,0],[1,0],[3,15],[4,17],[2,11],[-1,-6],[4,15],[-1,-9],[-2,-13]]
2/7;2/5;[[0,0],[1,0],[12,13],[-5,-6],[8,8],[17,20],[16,19],[-9,-11]]
2/5;2/5;[[0,0],[2,0],[4,5],[8,5],[2,4],[-3,1]]
14/55;1/3;[[0,0],[1,0],[7,13],[8,14],[0,1],[8,13],[1,5]]
2/7;2/5;[[0,0],[1,0],[2,11],[3,9],[4,14],[3,16],[5,20],[5,22]]
1/2;1/2;[[0,0],[1,0],[1,2],[7,1],[7,4],[13,4]]
2/7;1/3;[[0,0],[1,0],[6,11],[6,9],[3,8],[4,10],[5,5]]
4/13;2/5;[[0,0],[1,0],[4,11],[5,13],[5,7],[3,1]]
1/3;1/3;[[0,0],[1,0],[4,5],[8,5],[-1,2],[9,7],[0,3],[10,7]]
2/5;2/5;[[0,0],[1,0],[7,11],[2,1],[5,5],[13,17]]
1/2;1/2;[[0,0],[1,0],[11,13],[-2,-3],[9,9],[5,7],[10,13],[8,11]]
7/18;2/3;[[0,0],[1,0],[1,12],[0,12],[2,8],[-1,7],[2,10]]
3/10;1/2;[[0,0],[10,0],[0,1],[-18,2],[23,-2],[-19,2]]
2/5;2/5;[[0,0],[1,0],[0,3],[3,-15],[1,-7],[5,-19],[5,-18]]
5/16;1/2;[[0,0],[1,0],[4,11],[-4,-13],[-6,-20],[-1,-7],[-6,-21],[-4,-16]]
1/3;1/3;[[0,0],[2,0],[1,3],[3,8],[-1,-7],[5,11],[5,9]]
7/18;2/3;[[0,0],[1,0],[0,12],[2,10],[-1,9],[2,12]]
