Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
2/5;2/5;[[0,0],[5,0],[0,1],[1,3],[2,-3],[3,-3],[4,4],[5,3]]
1/3;2/5;[[0,0],[2,0],[3,6],[5,7],[-4,-11],[4,4],[2,5]]
2/5;2/5;[[0,0],[2,0],[0,1],[-6,1],[-10,2],[-6,3],[-16,5],[-14,5]]
2/5;2/5;[[0,0],[2,0],[4,5],[0,4],[6,3],[-2,3],[5,5]]
1/7;1/2;[[0,0],[1,0],[0,8],[-3,8],[-1,14]]
3/11;3/10;[[0,0],[1,0],[4,15],[5,15],[0,1],[3,6],[7,25]]
1/3;1/3;[[0,0],[1,0],[0,5],[-2,9],[-3,14],[-2,14],[4,-16],[4,-17]]
1/7;2/3;[[0,0],[1,0],[1,14],[2,16],[0,-11],[-1,-18]]
1/4;1/3;[[0,0],[1,0],[2,6],[5,5],[-1,4],[6,7],[6,8]]
1/2;1/2;[[0,0],[1,0],[2,4],[-2,1],[8,4],[5,1],[7,2]]
7/26;2/5;[[0,0],[1,0],[2,7],[3,15],[2,13],[-1,-13],[-2,-15],[-2,-16]]
1/3;2/5;[[0,0],[1,0],[0,2],[2,7],[4,6],[8,16]]
23/130;1/3;[[0,0],[1,0],[11,13],[-6,-9],[10,13],[-13,-17]]
2/5;2/5;[[0,0],[1,0],[0,1],[-4,1],[-11,5],[-11,4],[-4,4],[-6,5]]
8/33;1/3;[[0,0],[2,0],[3,6],[-1,-5],[5,7],[2,5],[-3,-8],[6,7]]
2/7;2/5;[[0,0],[1,0],[2,6],[-1,-9],[4,20],[2,13],[4,22],[3,19]]
3/7;2/3;[[0,0],[1,0],[1,7],[3,1],[2,12],[3,14]]
2/7;2/5;[[0,0],[1,0],[0,1],[-12,7],[-5,2],[-9,6],[-15,7],[-12,5]]
3/10;2/5;[[0,0],[1,0],[3,11],[2,2],[5,18],[5,11]]
2/7;2/5;[[0,0],[1,0],[8,19],[-6,-17],[7,15],[11,26]]
2/5;2/5;[[0,0],[2,0],[1,2],[-7,2],[-7,5],[-5,5]]
1/3;1/3;[[0,0],[1,0],[1,2],[5,4],[11,6],[11,4],[13,6]]
7/22;1/2;[[0,0],[1,0],[6,8],[10,11],[1,4],[-2,1]]
1/2;1/2;[[0,0],[1,0],[2,3],[6,3],[4,5],[9,8],[7,7],[11,8]]
1/4;2/7;[[0,0],[2,0],[4,7],[6,7],[-1,-4],[2,6],[6,6]]
10/39;1/3;[[0,0],[1,0],[12,14],[11,14],[-7,-10],[-10,-13],[-13,-17]]
8/25;2/5;[[0,0],[1,0],[0,2],[-1,3],[-16,10],[-17,11]]
15/52;1/2;[[0,0],[2,0],[12,13],[-8,-11],[-6,-9]]
2/3;2/3;[[0,0],[1,0],[0,12],[1,12],[2,9],[-1,9],[-1,10],[2,10]]
2/5;2/5;[[0,0],[1,0],[0,4],[-3,5],[-4,1],[-1,5],[-6,2],[-7,3]]
2/5;2/5;[[0,0],[1,0],[3,9],[3,10],[-2,-7],[-1,-8],[-3,-15],[-5,-19]]
1/3;1/3;[[0,0],[2,0],[3,7],[6,8],[6,7],[0,-2],[1,5]]
1/3;1/3;[[0,0],[1,0],[0,1],[11,8],[1,2],[5,2],[13,9],[13,8],[14,9]]
3/14;1/3;[[0,0],[1,0],[5,9],[2,7],[6,13],[-1,2],[7,14]]
4/15;1/3;[[0,0],[1,0],[4,5],[2,7],[3,8],[-2,1],[5,9]]
4/13;2/5;[[0,0],[1,0],[2,3],[0,-1],[3,13],[1,7],[4,10],[5,15]]
6/23;2/5;[[0,0],[7,0],[0,1],[6,-2],[1,-1],[6,2],[1,3],[2,3]]
14/55;2/5;[[0,0],[1,0],[4,16],[3,14],[5,17],[4,11],[2,11],[5,16]]
2/7;2/5;[[0,0],[1,0],[4,17],[5,16],[5,21],[4,10]]
2/5;2/5;[[0,0],[1,0],[8,9],[15,19],[5,5],[-12,-16],[17,22]]
5/12;2/3;[[0,0],[1,0],[2,10],[-1,3],[2,18]]
2/5;2/5;[[0,0],[1,0],[2,3],[-6,-13],[-6,-11],[-7,-13],[-2,-8],[-3,-10]]
2/5;2/5;[[0,0],[2,0],[1,5],[-3,4],[3,5],[-5,3]]
1;1;[[0,0],[1,0],[10,20],[14,26],[14,27]]
1/4;1/3;[[0,0],[1,0],[11,19],[-3,-7],[17,29],[19,32]]
6/19;2/5;[[0,0],[2,0],[0,1],[9,-4],[15,-10],[14,-10]]
1/2;1/2;[[0,0],[2,0],[0,4],[3,4],[-4,3],[-6,1]]
1/2;1/2;[[0,0],[1,0],[11,34],[2,3],[14,43]]
5/18;2/5;[[0,0],[1,0],[1,6],[3,13],[3,6],[5,15],[5,13]]
2/7;1/3;[[0,0],[1,0],[2,4],[0,7],[1,6],[-3,7],[-4,6]]
11/27;2/3;[[0,0],[1,0],[1,4],[0,14],[-1,5],[-2,14]]
5/13;2/3;[[0,0],[1,0],[0,13],[-1,25],[2,-19],[2,-14]]
1/3;2/5;[[0,0],[6,0],[0,2],[6,3],[8,2],[8,3],[3,-2]]
13/33;2/3;[[0,0],[1,0],[1,13],[2,9],[0,11],[2,11],[-1,5]]
5/16;1/2;[[0,0],[1,0],[2,5],[2,2],[8,18],[8,15],[10,21]]
1/3;1/3;[[0,0],[2,0],[2,6],[4,8],[3,8],[0,-6],[-2,-8]]
4/13;2/5;[[0,0],[1,0],[0,4],[5,3],[2,9]]
7/18;2/3;[[0,0],[1,0],[1,12],[2,3],[3,14],[3,8]]
19/78;1/3;[[0,0],[1,0],[1,2],[-4,9],[-5,8],[0,7]]
4/13;2/5;[[0,0],[1,0],[4,7],[3,10],[4,10],[-1,2],[1,7],[0,5]]
1/2;1/2;[[0,0],[2,0],[6,8],[6,5],[8,9],[-1,-3],[8,8],[2,4]]
2/5;2/5;[[0,0],[1,0],[0,3],[-4,7],[-6,11],[-7,14],[-2,8],[-3,10]]
3/10;2/5;[[0,0],[2,0],[1,4],[3,9],[2,7],[3,3],[4,8],[0,-5],[-1,-6],[-1,-7]]
1/3;1/3;[[0,0],[1,0],[0,1],[3,1],[8,4],[9,6],[9,5],[1,3],[6,6],[4,5]]
8/31;2/5;[[0,0],[1,0],[3,20],[-2,-21],[2,9],[3,19],[-1,-16]]
1/3;1/3;[[0,0],[2,0],[2,6],[3,3],[-1,-8],[-2,-7],[-3,-13]]
11/38;2/5;[[0,0],[1,0],[3,15],[1,8],[2,14],[3,13],[-2,-17]]
2/5;2/5;[[0,0],[1,0],[11,17],[-6,-10],[-11,-19],[-10,-18],[-8,-15]]
23/102;1/3;[[0,0],[1,0],[3,5],[6,13],[7,18],[-7,-19]]
1/2;1/2;[[0,0],[10,0],[1,2],[11,-2],[2,2],[15,-2]]
5/18;2/5;[[0,0],[4,0],[0,1],[-24,6],[17,-4],[-29,7]]
1/3;2/5;[[0,0],[1,0],[7,10],[0,2],[7,9],[6,10],[5,5],[3,7]]
1/2;1/2;[[0,0],[1,0],[2,3],[-3,4],[-5,1],[2,4],[-7,2]]
1/3;1/3;[[0,0],[2,0],[1,2],[7,2],[10,6],[2,3],[10,5],[4,4]]
5/16;2/5;[[0,0],[1,0],[0,2],[1,1],[-2,1],[-9,8],[-5,6],[-8,8],[-7,4]]
1/3;1/2;[[0,0],[1,0],[3,7],[-1,5],[0,10],[-1,8]]
1/3;1/3;[[0,0],[2,0],[4,8],[3,3],[-2,-7],[0,-5],[4,9],[-2,-8],[2,6]]
2/5;2/5;[[0,0],[1,0],[4,5],[5,5],[-3,1],[-4,3],[-5,2]]
1/4;1/3;[[0,0],[1,0],[1,4],[6,13],[6,11],[4,11],[4,5]]
9/40;1/3;[[0,0],[1,0],[0,1],[14,8],[8,6],[6,2]]
2/5;2/5;[[0,0],[1,0],[7,19],[-1,-3],[8,21],[7,16],[2,2],[4,7]]
2/3;2/3;[[0,0],[1,0],[10,12],[5,7],[0,1],[10,10],[6,5]]
1/3;1/2;[[0,0],[1,0],[1,2],[9,9],[9,7],[11,9],[5,7]]
1/3;1/3;[[0,0],[1,0],[0,3],[-5,12],[-4,9],[-3,11],[-5,16],[-7,20]]
3/16;1/3;[[0,0],[1,0],[11,13],[-19,-25],[-13,-18],[-17,-23]]
11/36;1/2;[[0,0],[1,0],[1,9],[2,5],[2,14],[3,11],[4,18],[4,20]]
5/18;2/5;[[0,0],[1,0],[4,7],[-3,-8],[5,13],[9,19]]
11/49;1/3;[[0,0],[1,0],[0,2],[6,24],[7,26]]
3/10;2/5;[[0,0],[1,0],[5,13],[4,6],[8,16],[8,15]]
4/17;1/3;[[0,0],[1,0],[2,5],[5,7],[4,1],[5,2],[7,5]]
1/3;2/5;[[0,0],[1,0],[3,22],[-1,-15],[3,19],[-1,-17],[4,29]]
9/28;1/2;[[0,0],[1,0],[0,7],[-3,12],[-1,10],[-2,3],[-3,9]]
4/13;1/2;[[0,0],[1,0],[10,11],[-11,-13],[10,10],[22,24],[23,25],[18,19]]
2/5;2/5;[[0,0],[1,0],[7,17],[7,14],[10,23],[4,6]]
1/2;1/2;[[0,0],[1,0],[5,12],[7,13],[9,19],[9,20],[5,8]]
1/3;1/3;[[0,0],[3,0],[0,1],[11,-3],[12,-5],[3,-2],[16,-6],[17,-6]]
1/4;1/3;[[0,0],[1,0],[4,13],[-4,-17],[-3,-14],[-5,-19],[-3,-10],[-5,-18]]
1/3;1/3;[[0,0],[1,0],[1,4],[6,7],[6,3],[4,7]]
2/5;2/5;[[0,0],[1,0],[1,3],[-4,4],[-4,3],[-2,8],[-1,8]]
21/85;2/5;[[0,0],[1,0],[11,25],[5,9],[2,2],[13,28]]
1/3;1/3;[[0,0],[4,0],[1,4],[2,3],[3,-4],[-1,3],[5,-3],[4,-5]]
10/49;1/3;[[0,0],[1,0],[11,27],[4,7],[13,31]]
2/3;2/3;[[0,0],[3,0],[1,3],[-6,2],[4,3],[-9,1]]
1/3;1/3;[[0,0],[1,0],[11,17],[10,17],[4,5],[16,26],[16,27]]
1/3;1/3;[[0,0],[1,0],[6,12],[0,1],[5,8],[6,14],[3,1]]
9/34;2/5;[[0,0],[1,0],[8,21],[9,22],[9,23],[2,1]]
2/7;3/8;[[0,0],[1,0],[1,7],[5,16],[5,19],[6,21]]
4/11;1/2;[[0,0],[1,0],[3,6],[4,10],[3,15],[4,18]]
1/3;1/3;[[0,0],[1,0],[1,2],[0,6],[-2,2],[-5,11]]
2/5;2/5;[[0,0],[5,0],[0,1],[5,2],[1,-5],[3,-5]]
2/11;1/2;[[0,0],[1,0],[1,8],[2,12],[0,-11],[-1,-19],[-2,-26]]
11/27;2/3;[[0,0],[1,0],[2,14],[3,14],[1,9],[2,1],[3,8]]
2/3;2/3;[[0,0],[1,0],[0,1],[15,-15],[5,-6],[13,-15],[12,-14]]
1/2;1/2;[[0,0],[1,0],[4,14],[0,-2],[4,10],[1,7],[3,14],[2,11]]
1/4;2/5;[[0,0],[1,0],[9,16],[11,19],[11,17],[6,8],[10,15]]
17/77;1/3;[[0,0],[1,0],[15,17],[9,11],[20,24],[27,32]]
1/3;1/3;[[0,0],[1,0],[1,3],[4,5],[6,10],[5,7],[6,14],[5,13]]
5/16;2/5;[[0,0],[1,0],[7,8],[8,10],[0,2],[6,10],[8,12]]
1/3;1/2;[[0,0],[1,0],[1,6],[3,5],[4,14],[4,9],[3,13],[2,11]]
2/9;2/5;[[0,0],[1,0],[0,1],[-12,5],[-11,6],[-7,2],[-18,9]]
2/5;2/5;[[0,0],[1,0],[17,21],[18,22],[14,16],[3,2],[8,8]]
1/3;2/5;[[0,0],[1,0],[0,1],[-7,2],[-8,5],[-13,7],[-16,8]]
2/3;2/3;[[0,0],[2,0],[1,9],[1,-4],[0,8],[-1,5],[2,7],[-1,6]]
9/28;1/2;[[0,0],[1,0],[0,1],[-17,9],[-11,7],[-14,7],[-15,9],[-7,3]]
4/13;1/3;[[0,0],[1,0],[6,15],[8,18],[6,12],[-5,-14]]
2/5;2/5;[[0,0],[1,0],[3,5],[-2,5],[-4,1],[-3,4]]
7/22;1/2;[[0,0],[1,0],[2,11],[-1,-7],[-2,-17],[0,-9],[-2,-20],[-1,-16]]
3/11;2/5;[[0,0],[1,0],[5,18],[5,15],[3,14],[4,18]]
2/7;1/3;[[0,0],[1,0],[0,6],[2,7],[3,7],[-3,1],[-3,3]]
1/4;1/3;[[0,0],[1,0],[9,11],[-10,-13],[6,6],[10,11],[20,24],[17,20]]
1/3;1/2;[[0,0],[1,0],[0,1],[-4,3],[-13,12],[-11,11],[-15,12]]
2/5;2/5;[[0,0],[1,0],[2,3],[-4,4],[-5,2],[-2,5],[2,4],[1,5]]
1/3;1/3;[[0,0],[1,0],[5,10],[2,1],[7,12],[1,5],[-1,2]]
2/3;2/3;[[0,0],[1,0],[7,8],[4,3],[14,14],[17,19],[18,20]]
2/7;2/5;[[0,0],[2,0],[6,7],[9,7],[5,2],[9,5]]
1/4;1/3;[[0,0],[1,0],[7,12],[2,1],[13,20],[11,16]]
4/13;2/5;[[0,0],[2,0],[1,2],[-6,4],[-5,3],[-3,5],[-8,8],[-6,7]]
1/4;1/3;[[0,0],[1,0],[0,5],[-3,16],[4,-17],[3,-14],[4,-18],[-4,19]]
2/5;2/5;[[0,0],[1,0],[0,1],[-12,6],[-7,3],[-9,4],[-14,9],[-16,10]]
26/105;2/5;[[0,0],[3,0],[6,7],[-1,-5],[0,-4],[-4,-7]]
5/16;2/5;[[0,0],[2,0],[2,3],[5,4],[9,5],[7,1],[9,3]]
29/75;2/3;[[0,0],[1,0],[2,4],[13,23],[-10,-21]]
2/7;1/3;[[0,0],[1,0],[5,11],[0,-1],[6,9],[7,12],[2,7],[7,11]]
18/77;1/3;[[0,0],[2,0],[1,3],[4,5],[3,8],[-3,-11]]
1/3;1/2;[[0,0],[1,0],[6,9],[3,7],[9,18],[8,17]]
3/8;2/5;[[0,0],[1,0],[3,12],[5,12],[5,19]]
2/3;2/3;[[0,0],[3,0],[2,3],[8,2],[-2,2],[-5,1],[8,3]]
2/5;2/5;[[0,0],[2,0],[2,3],[9,5],[9,2],[8,5]]
1/3;1/3;[[0,0],[1,0],[0,1],[12,6],[1,2],[8,3],[8,6]]
10/37;2/5;[[0,0],[3,0],[2,3],[-1,3],[1,5],[-1,4],[4,-4],[2,-5]]
2/5;2/5;[[0,0],[1,0],[3,9],[4,8],[4,9],[0,7],[-1,5],[-1,6]]
2/5;2/5;[[0,0],[1,0],[2,4],[7,6],[5,3],[6,4],[7,9],[5,8],[6,9]]
3/10;2/5;[[0,0],[1,0],[1,3],[6,1],[9,3],[11,5]]
2/5;2/5;[[0,0],[1,0],[0,2],[5,7],[5,11],[3,9],[1,6]]
3/13;1/3;[[0,0],[1,0],[5,9],[5,12],[6,12],[6,13],[-1,2]]
1/3;1/3;[[0,0],[1,0],[1,6],[2,5],[2,6],[-2,5],[-3,1],[-4,4]]
8/25;2/5;[[0,0],[1,0],[1,5],[-2,-11],[5,16],[7,25]]
1/5;1/3;[[0,0],[1,0],[4,10],[4,14],[5,15],[0,4],[-1,1]]
1/3;1/2;[[0,0],[1,0],[3,7],[1,6],[4,11],[2,11],[3,15],[4,18]]
2/5;2/5;[[0,0],[3,0],[0,1],[3,-5],[4,-1],[7,-7],[6,-4],[6,-8]]
4/13;1/3;[[0,0],[1,0],[0,3],[-4,1],[-5,4],[-1,5],[-5,7]]
2/5;2/5;[[0,0],[1,0],[2,4],[10,16],[6,7],[11,17],[7,12]]
2/5;2/5;[[0,0],[1,0],[3,4],[4,5],[5,1],[6,6],[7,3],[9,7]]
3/14;2/5;[[0,0],[1,0],[2,4],[8,10],[6,4],[7,10]]
2/7;2/5;[[0,0],[1,0],[4,10],[7,15],[3,8],[-4,-11],[9,18]]
3/10;2/5;[[0,0],[4,0],[0,5],[3,3],[3,-4],[-1,2],[4,2]]
1/3;1/3;[[0,0],[2,0],[1,2],[4,-5],[-4,9],[-5,9],[-2,7],[-4,6]]
1/3;1/2;[[0,0],[1,0],[6,14],[9,18],[11,24],[12,25]]
3/10;1/3;[[0,0],[2,0],[0,1],[1,-3],[6,-6],[3,-7],[7,-8],[4,-8]]
2/3;2/3;[[0,0],[1,0],[0,14],[-1,10],[-1,11],[2,5],[2,6]]
1/3;1/3;[[0,0],[2,0],[0,3],[-8,4],[-12,7]]
6/17;1/2;[[0,0],[1,0],[5,13],[-6,-19],[-5,-15],[-2,-9],[-3,-8],[-5,-17]]
4/15;2/5;[[0,0],[1,0],[11,15],[16,20],[15,18]]
1/3;2/5;[[0,0],[2,0],[4,7],[3,9],[1,-2],[0,2],[1,6],[5,11]]
20/51;2/3;[[0,0],[1,0],[2,17],[3,18],[2,4],[3,11]]
2/5;2/5;[[0,0],[1,0],[12,14],[16,20],[9,10],[-14,-18]]
2/7;2/5;[[0,0],[1,0],[10,16],[-6,-11],[6,8],[5,9],[10,17]]
7/30;1/3;[[0,0],[1,0],[10,15],[8,13],[11,15],[5,5]]
5/18;1/3;[[0,0],[1,0],[13,17],[2,1],[12,14],[18,23],[6,6]]
8/45;1/3;[[0,0],[1,0],[8,9],[18,22],[-13,-17],[11,14]]
9/28;1/2;[[0,0],[1,0],[7,11],[10,19],[8,13],[4,9]]
17/45;2/3;[[0,0],[1,0],[15,16],[15,15],[-16,-18],[-17,-19]]
2/5;2/5;[[0,0],[1,0],[7,15],[-1,-3],[-1,-4],[6,15],[4,11],[6,11]]
2/5;2/3;[[0,0],[1,0],[3,18],[1,10],[2,15],[3,9]]
2/7;1/3;[[0,0],[1,0],[1,7],[-1,6],[0,7],[4,2],[5,3]]
1/2;1/2;[[0,0],[1,0],[1,5],[-3,2],[-1,8],[-3,1],[0,10]]
11/36;1/2;[[0,0],[1,0],[1,10],[3,9],[3,10],[-1,4],[0,9]]
5/17;1/2;[[0,0],[1,0],[2,17],[3,17],[3,24],[4,27],[4,29]]
1/4;1/3;[[0,0],[1,0],[7,15],[5,13],[4,5],[5,7]]
1/2;1/2;[[0,0],[1,0],[1,3],[-2,5],[0,10],[-3,10],[-3,8]]
1/3;1/3;[[0,0],[1,0],[16,19],[-11,-14],[-10,-13],[4,5],[9,11],[17,20],[10,11],[14,16]]
1/3;1/3;[[0,0],[1,0],[0,5],[-1,4],[4,3],[6,6],[6,7]]
30/161;1/3;[[0,0],[1,0],[14,23],[15,23],[17,27]]
1/2;1/2;[[0,0],[1,0],[1,10],[-1,2],[-1,4],[3,12],[3,14]]
7/22;1/2;[[0,0],[1,0],[3,18],[-1,-11],[3,21],[2,18]]
11/36;1/2;[[0,0],[1,0],[2,9],[0,9],[-1,2],[-2,5],[-2,7]]
