Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
19/65;3/7;[[0,0],[1,0],[5,13],[5,10],[4,7]]
1/2;2/3;[[0,0],[1,0],[1,8],[0,-3],[3,12]]
1/2;2/3;[[0,0],[1,0],[1,8],[0,-3],[3,10]]
1/2;2/3;[[0,0],[1,0],[1,8],[0,-3],[3,8]]
7/15;2/3;[[0,0],[1,0],[3,8],[2,10],[3,13]]
5/18;3/7;[[0,0],[1,0],[3,8],[6,13],[-1,-5]]
1/5;2/3;[[0,0],[1,0],[7,12],[-4,-9],[7,11]]
2/3;2/3;[[0,0],[1,0],[0,3],[-2,6],[5,-13],[5,-14]]
2/5;1/2;[[0,0],[1,0],[3,9],[1,6],[3,10],[-1,1]]
7/15;2/3;[[0,0],[1,0],[7,9],[13,15]]
1;1;[[0,0],[2,0],[0,1],[-9,1],[-11,2],[-4,2]]
3/8;1/2;[[0,0],[3,0],[0,2],[4,3],[2,-2],[1,-3]]
1;1;[[0,0],[1,0],[6,11],[-3,-7],[3,6],[7,12]]
2/3;2/3;[[0,0],[1,0],[0,2],[-6,1],[-4,3],[-1,3]]
31/115;3/7;[[0,0],[1,0],[5,15],[6,19],[-1,-7]]
1/2;1/2;[[0,0],[1,0],[2,3],[-5,-8],[-7,-12],[-1,-4]]
5/21;1/2;[[0,0],[3,0],[4,5],[1,-4]]
2/5;1/2;[[0,0],[5,0],[1,2],[5,-1],[-1,1],[3,-2],[4,1]]
1/2;2/3;[[0,0],[1,0],[1,3],[-2,18]]
16/55;3/7;[[0,0],[1,0],[3,13],[-2,-11],[3,14]]
1;1;[[0,0],[11,0],[0,1],[8,-1],[-2,1],[5,-1]]
7/34;2/3;[[0,0],[1,0],[0,8],[-1,14],[2,-11]]
3/7;1/2;[[0,0],[1,0],[1,2],[-1,5],[-2,1],[0,5],[-3,3]]
2/3;2/3;[[0,0],[2,0],[0,3],[3,3],[-4,1]]
13/35;3/7;[[0,0],[1,0],[5,7],[5,2]]
2/5;1/2;[[0,0],[5,0],[0,1],[5,2],[3,-2],[4,-2]]
11/28;1/2;[[0,0],[1,0],[3,7],[-4,-11],[-5,-12],[-6,-15]]
13/35;3/7;[[0,0],[1,0],[0,4],[3,7],[-2,1]]
4/9;2/3;[[0,0],[1,0],[2,9],[-1,-9],[2,11],[1,8]]
7/15;2/3;[[0,0],[1,0],[1,8],[2,8],[2,7],[0,-5],[-1,-9]]
2;2;[[0,0],[9,0],[0,1],[-18,1]]
1/2;1/2;[[0,0],[1,0],[1,4],[4,7],[3,2],[4,4]]
5/12;2/3;[[0,0],[1,0],[5,13],[-3,-9],[5,14]]
1/2;1/2;[[0,0],[1,0],[1,3],[3,1],[4,4],[5,4],[-2,1]]
4/9;1/2;[[0,0],[1,0],[0,1],[-10,6],[-6,5],[-12,8]]
4/9;1/2;[[0,0],[1,0],[1,2],[6,5],[2,3],[3,1],[5,5],[6,3]]
2/5;1/2;[[0,0],[1,0],[1,5],[-1,5],[2,4],[-2,3]]
1/2;1/2;[[0,0],[1,0],[3,4],[5,5],[4,5],[5,1]]
2/3;2/3;[[0,0],[2,0],[0,1],[-7,3],[-15,7],[-14,7]]
4/9;1/2;[[0,0],[1,0],[2,3],[-4,-7],[7,9],[-7,-11],[8,10]]
7/15;2/3;[[0,0],[1,0],[1,8],[2,7],[2,6],[0,-5],[-1,-9]]
2/3;2/3;[[0,0],[1,0],[0,1],[3,7],[3,10],[2,9],[1,6]]
2/3;2/3;[[0,0],[1,0],[0,7],[-1,7],[-1,8],[2,1],[2,3]]
3/8;3/7;[[0,0],[1,0],[0,1],[-7,5],[-7,3],[-4,1]]
1/2;1/2;[[0,0],[1,0],[2,8],[3,9],[1,5],[3,8],[-1,-6],[-1,-7]]
13/23;1;[[0,0],[1,0],[10,19],[-3,-8]]
1;1;[[0,0],[1,0],[0,1],[1,2],[13,2]]
1/2;1/2;[[0,0],[1,0],[0,1],[1,2],[13,8]]
5/12;1/2;[[0,0],[1,0],[0,1],[1,2],[13,10]]
3/14;1/2;[[0,0],[1,0],[12,13],[-5,-7],[17,19]]
4/11;1/2;[[0,0],[1,0],[12,17],[6,7],[2,1]]
8/19;2/3;[[0,0],[1,0],[4,7],[-6,-12],[-7,-13],[-9,-17]]
5/12;1/2;[[0,0],[1,0],[1,3],[4,6],[4,3],[3,6],[3,1]]
23/105;2/3;[[0,0],[1,0],[2,13],[-1,-14]]
2/3;2/3;[[0,0],[1,0],[0,2],[1,6],[2,2],[3,8],[3,5]]
11/28;1/2;[[0,0],[1,0],[2,7],[5,14],[5,16]]
5/22;1/2;[[0,0],[1,0],[4,13],[-3,-11],[-3,-10]]
1/2;1/2;[[0,0],[1,0],[1,3],[4,5],[2,4],[4,2],[5,5],[5,3]]
5/13;1/2;[[0,0],[1,0],[3,11],[2,4],[-1,-7],[2,9],[3,10]]
2/5;3/7;[[0,0],[4,0],[1,2],[2,-3],[4,1],[-1,2]]
26/95;2/5;[[0,0],[1,0],[12,14],[14,17],[-3,-5]]
2/3;2/3;[[0,0],[1,0],[8,9],[-11,-13],[7,8],[-13,-15]]
17/39;2/3;[[0,0],[1,0],[0,3],[-8,1]]
2/3;2/3;[[0,0],[1,0],[0,3],[-8,3]]
1/2;1/2;[[0,0],[1,0],[0,1],[3,5],[2,6],[6,14]]
7/15;2/3;[[0,0],[1,0],[14,20],[15,21]]
1/2;1/2;[[0,0],[1,0],[2,5],[2,1],[-1,1],[1,4],[4,4],[4,5]]
7/26;1/2;[[0,0],[6,0],[1,2],[6,-1],[3,3]]
14/33;2/3;[[0,0],[1,0],[2,11],[3,11],[2,5],[3,15]]
28/69;2/3;[[0,0],[3,0],[2,5],[3,-4]]
1/2;2/3;[[0,0],[1,0],[0,1],[3,5],[7,8],[8,10]]
11/28;1/2;[[0,0],[1,0],[10,17],[-4,-7],[11,19]]
29/75;2/3;[[0,0],[3,0],[0,1],[25,-8]]
2/3;2/3;[[0,0],[1,0],[0,1],[3,-3],[3,-8],[2,-8]]
10/23;2/3;[[0,0],[8,0],[1,2],[3,-1],[0,-1]]
3/8;1/2;[[0,0],[1,0],[4,9],[4,7],[1,4],[3,9]]
2/5;1/2;[[0,0],[1,0],[5,12],[5,9],[4,6]]
4/9;1/2;[[0,0],[2,0],[4,5],[3,1],[-1,-2],[3,5],[5,4]]
1/2;1/2;[[0,0],[1,0],[3,4],[6,3],[1,3],[7,4]]
10/21;2/3;[[0,0],[1,0],[2,7],[3,8],[3,1]]
2/5;1/2;[[0,0],[1,0],[2,4],[5,5],[5,9]]
1/2;1/2;[[0,0],[1,0],[2,3],[3,4],[5,2],[8,4]]
1/2;1/2;[[0,0],[1,0],[3,4],[-2,2],[-1,4],[-2,3]]
1/2;1/2;[[0,0],[4,0],[0,2],[1,-2],[3,1],[4,-3]]
8/27;1/2;[[0,0],[1,0],[6,7],[-10,-12],[-13,-16]]
2/3;2/3;[[0,0],[2,0],[0,3],[-3,1],[-5,3],[-5,2]]
12/35;3/7;[[0,0],[1,0],[5,7],[0,1],[3,7],[1,4]]
1/3;1/2;[[0,0],[1,0],[14,17],[15,18],[6,6]]
1/3;1/2;[[0,0],[1,0],[2,9],[-1,-11],[3,13],[3,12]]
2/5;1/2;[[0,0],[2,0],[0,5],[-1,5],[4,1]]
4/11;1/2;[[0,0],[1,0],[5,8],[8,11],[1,3]]
1/2;1/2;[[0,0],[1,0],[4,5],[-3,-6],[-7,-10],[-6,-8]]
4/11;1/2;[[0,0],[1,0],[3,10],[4,11],[4,9],[2,2]]
1/2;1/2;[[0,0],[4,0],[0,2],[2,2],[3,-3],[4,-3]]
1;1;[[0,0],[4,0],[1,2],[8,1],[9,2]]
2/3;2/3;[[0,0],[1,0],[0,1],[3,-10],[2,-10],[3,-9],[1,-7]]
4/9;1/2;[[0,0],[1,0],[0,1],[9,6],[12,9]]
1/3;1/2;[[0,0],[1,0],[15,23],[3,3]]
4/9;1/2;[[0,0],[1,0],[1,4],[3,3],[6,9]]
2/5;1/2;[[0,0],[1,0],[2,4],[1,5],[2,9],[3,9],[-1,-7]]
7/20;1/2;[[0,0],[1,0],[3,10],[4,11],[4,9],[3,5]]
1/2;1/2;[[0,0],[1,0],[0,1],[5,-6],[5,-5],[1,-3],[3,-6],[2,-5]]
1;1;[[0,0],[1,0],[1,10],[2,10],[0,-3],[2,6]]
2/3;2/3;[[0,0],[1,0],[0,1],[3,5],[1,5],[3,10],[2,8]]
1;1;[[0,0],[1,0],[2,4],[5,8],[-7,-15]]
1/3;2/5;[[0,0],[1,0],[1,3],[7,5],[7,4]]
11/35;1/2;[[0,0],[1,0],[3,7],[-2,-8],[-4,-12],[-3,-8]]
5/12;2/3;[[0,0],[1,0],[15,16],[20,22],[21,23]]
2/3;2/3;[[0,0],[2,0],[2,3],[7,2],[8,3]]
3/14;3/7;[[0,0],[4,0],[1,2],[-4,3],[5,-2]]
4/13;3/7;[[0,0],[1,0],[2,5],[-4,1]]
2/3;2/3;[[0,0],[1,0],[2,3],[6,3],[-1,2],[-3,1]]
7/15;2/3;[[0,0],[1,0],[0,1],[8,-8],[1,-2],[4,-6]]
1;1;[[0,0],[1,0],[0,2],[-8,1],[-9,2]]
2/3;2/3;[[0,0],[2,0],[1,3],[8,3]]
2/3;2/3;[[0,0],[1,0],[19,21],[20,22],[2,1]]
4/9;1/2;[[0,0],[1,0],[5,6],[2,1],[0,1],[5,5],[1,3],[3,6]]
3/5;1;[[0,0],[1,0],[12,13],[19,20]]
1/2;1/2;[[0,0],[1,0],[6,8],[6,7],[-5,-7],[-5,-8],[-6,-9]]
2/3;2/3;[[0,0],[1,0],[0,1],[-5,1],[-8,3],[-7,2],[-3,3]]
8/25;3/7;[[0,0],[1,0],[7,11],[3,2],[5,5]]
3/7;1/2;[[0,0],[3,0],[1,4],[2,-2],[-1,2],[0,4],[-1,3]]
4/9;2/3;[[0,0],[1,0],[2,7],[0,6],[2,8],[-1,3]]
4/9;2/3;[[0,0],[1,0],[5,9],[3,3],[9,15]]
4/9;2/3;[[0,0],[1,0],[2,7],[2,8],[1,7],[0,-6],[-1,-8]]
1;1;[[0,0],[4,0],[0,1],[-9,1],[-13,2],[-8,2]]
1;1;[[0,0],[1,0],[12,13],[4,3],[16,17]]
3/7;2/3;[[0,0],[1,0],[0,7],[-1,13],[2,-11],[2,-9]]
2/7;1/2;[[0,0],[1,0],[5,7],[4,7],[-7,-13]]
2;2;[[0,0],[7,0],[0,1],[-20,1]]
1/2;1/2;[[0,0],[3,0],[1,2],[0,1],[4,3],[1,-3],[4,4]]
1/2;1/2;[[0,0],[1,0],[0,1],[-6,2],[-10,6]]
2/7;3/7;[[0,0],[1,0],[6,7],[5,7],[-9,-13]]
5/14;1/2;[[0,0],[2,0],[4,5],[-2,-5],[-1,-4],[4,3],[5,5]]
1/2;1/2;[[0,0],[1,0],[3,4],[7,3],[8,4]]
1/2;1/2;[[0,0],[2,0],[4,6],[4,7],[1,4],[0,2]]
3/10;2/5;[[0,0],[1,0],[4,5],[-2,3]]
1;1;[[0,0],[4,0],[1,2],[7,2],[-3,1]]
4/9;2/3;[[0,0],[1,0],[0,6],[-2,8],[-1,1],[-2,5]]
1/2;1/2;[[0,0],[1,0],[5,7],[0,-1],[6,7],[3,6],[2,5]]
11/49;2/3;[[0,0],[1,0],[0,7],[2,-13],[-1,10]]
1/4;2/3;[[0,0],[1,0],[0,7],[2,-13],[-1,8]]
8/35;2/3;[[0,0],[1,0],[0,7],[2,-13],[-1,9]]
3/10;3/7;[[0,0],[1,0],[5,7],[-5,-8],[-5,-10]]
2/3;2/3;[[0,0],[1,0],[1,2],[7,3],[9,3],[-3,1]]
1/2;1/2;[[0,0],[2,0],[3,6],[4,2],[4,7]]
1;1;[[0,0],[1,0],[1,2],[4,6],[-9,-19]]
1/4;1/2;[[0,0],[1,0],[5,12],[6,12],[-1,-3]]
1/2;1/2;[[0,0],[1,0],[2,3],[6,3],[6,4],[-1,2],[7,4]]
7/12;1;[[0,0],[12,0],[0,1],[10,-1],[7,-1]]
1/3;1/2;[[0,0],[1,0],[6,9],[5,9],[6,8],[4,4]]
2/3;2/3;[[0,0],[1,0],[1,7],[0,-4],[3,11],[3,10]]
1/3;1/2;[[0,0],[1,0],[7,8],[3,4],[6,6],[-5,-7],[7,9]]
2/7;1/2;[[0,0],[1,0],[4,8],[5,8],[4,5],[2,5],[-1,-3]]
3/7;2/3;[[0,0],[1,0],[8,9],[7,7],[-6,-8],[-5,-6],[-7,-9]]
12/35;3/7;[[0,0],[1,0],[4,7],[2,6],[1,5],[-1,1]]
11/18;1;[[0,0],[1,0],[1,9],[2,12],[2,3]]
2/5;3/7;[[0,0],[2,0],[1,3],[4,3],[2,5],[5,5]]
1;1;[[0,0],[1,0],[20,21],[2,1],[22,23]]
8/25;2/5;[[0,0],[1,0],[2,5],[-3,-9],[-3,-8],[-1,-7]]
1/2;1/2;[[0,0],[1,0],[0,3],[-2,2],[-2,7],[-3,5],[-3,8]]
3/8;1/2;[[0,0],[1,0],[1,4],[3,7],[4,8],[3,3],[4,5]]
7/15;2/3;[[0,0],[1,0],[7,8],[5,5],[-6,-7],[-5,-7],[-8,-10]]
