Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
1;1;[[0,0],[17,0],[0,1],[15,-1],[-1,1],[13,-1]]
1/4;1/2;[[0,0],[1,0],[0,1],[7,-12],[6,-12],[6,-9],[4,-9]]
2/5;2/5;[[0,0],[2,0],[1,5],[3,3],[-2,3],[-2,5]]
11/31;1/2;[[0,0],[2,0],[3,5],[-1,-8],[0,-8],[-1,-11]]
17/52;1/2;[[0,0],[1,0],[6,9],[5,7],[5,9],[-7,-13],[8,14]]
1/3;2/5;[[0,0],[2,0],[1,2],[7,3],[7,6],[5,5]]
2/3;2/3;[[0,0],[1,0],[0,1],[-9,9],[-13,11],[-3,2],[-11,9]]
1/3;2/5;[[0,0],[1,0],[2,3],[-4,-11],[-4,-9],[-2,-8],[-3,-10],[-3,-5]]
1/3;2/5;[[0,0],[1,0],[3,12],[1,6],[3,8],[-1,-7],[4,13]]
1/3;1/2;[[0,0],[3,0],[0,1],[-14,5],[-10,4],[-13,4],[11,-3]]
5/16;2/5;[[0,0],[1,0],[3,5],[4,3],[-2,1],[0,4],[4,2]]
20/51;2/3;[[0,0],[1,0],[5,9],[-7,-16],[-5,-13],[-9,-21]]
2/5;2/5;[[0,0],[1,0],[7,11],[9,14],[9,12],[4,4],[8,10]]
1/2;1/2;[[0,0],[2,0],[4,6],[6,5],[3,5],[1,-1],[7,8]]
5/18;2/5;[[0,0],[1,0],[9,14],[-6,-11],[-4,-8],[9,13],[12,18]]
1;1;[[0,0],[1,0],[1,13],[2,13],[0,-1],[2,3]]
2/3;2/3;[[0,0],[2,0],[0,1],[7,5],[6,7],[7,7]]
5/14;1/2;[[0,0],[1,0],[1,5],[2,2],[3,10],[4,12],[4,7]]
1/3;1/2;[[0,0],[1,0],[5,11],[7,13],[3,3],[5,7]]
5/12;2/3;[[0,0],[1,0],[0,8],[-1,10],[-2,7],[-2,3]]
5/13;1/2;[[0,0],[1,0],[2,3],[0,7],[-1,4],[-1,5],[3,7]]
1/2;1/2;[[0,0],[1,0],[9,13],[3,3],[-5,-8],[-6,-10],[7,11],[9,14]]
9/28;2/5;[[0,0],[2,0],[3,4],[-2,-8],[-2,-9],[-1,-9]]
1/2;1/2;[[0,0],[2,0],[1,4],[-3,4],[-3,1],[-4,3],[-4,2]]
5/18;2/5;[[0,0],[1,0],[4,15],[5,16],[5,18],[4,10]]
3/10;2/5;[[0,0],[1,0],[8,9],[-10,-12],[-17,-21],[-14,-17]]
12/35;2/5;[[0,0],[1,0],[14,19],[16,21],[23,31]]
3/7;3/7;[[0,0],[1,0],[0,1],[-6,6],[-12,9],[-18,14]]
1;1;[[0,0],[2,0],[0,1],[-13,1],[-17,2],[-8,2]]
7/20;1/2;[[0,0],[1,0],[4,13],[2,1],[4,7],[3,3]]
3/7;3/7;[[0,0],[1,0],[2,4],[3,1],[5,9],[5,3]]
2/5;2/5;[[0,0],[1,0],[2,5],[3,11],[-1,-9],[3,12],[-2,-11],[2,10]]
1/2;1/2;[[0,0],[1,0],[6,8],[-9,-13],[11,14],[10,12]]
1/2;1/2;[[0,0],[2,0],[0,1],[-16,5],[-16,4],[-19,5]]
1/3;3/8;[[0,0],[1,0],[9,11],[-3,-5],[-2,-4],[4,6],[14,18]]
17/39;2/3;[[0,0],[1,0],[3,13],[3,1]]
5/13;1/2;[[0,0],[1,0],[4,9],[4,8],[-2,-7],[-6,-15],[-6,-14]]
6/17;2/5;[[0,0],[1,0],[1,6],[0,-2],[3,5],[4,8],[5,12]]
1;1;[[0,0],[1,0],[0,1],[-16,1],[-18,2],[-14,2]]
3/8;2/5;[[0,0],[1,0],[1,3],[6,3],[6,6],[3,5]]
1/3;1/2;[[0,0],[3,0],[3,4],[-1,-5],[2,6]]
5/21;2/5;[[0,0],[1,0],[10,17],[7,10],[12,19]]
1/3;3/8;[[0,0],[5,0],[0,3],[7,-2],[-3,4],[-2,4],[8,-2]]
2/5;1/2;[[0,0],[1,0],[3,12],[1,6],[3,8],[-1,-7],[2,11]]
3/7;3/7;[[0,0],[1,0],[0,1],[-21,18],[-24,21],[-29,25]]
1/3;2/5;[[0,0],[1,0],[3,7],[5,10],[2,1],[6,11],[6,10],[4,4]]
5/16;2/5;[[0,0],[1,0],[0,4],[4,4],[-2,3],[3,5],[-3,2]]
5/14;1/2;[[0,0],[1,0],[3,5],[-1,2],[1,7],[-1,4],[0,7]]
2/5;2/5;[[0,0],[1,0],[0,2],[-6,4],[-6,5],[-5,2],[-4,1],[-4,5]]
1/2;1/2;[[0,0],[1,0],[0,2],[-8,16],[-11,21],[-12,22],[-13,24]]
1/3;1/2;[[0,0],[1,0],[8,11],[-11,-18],[-10,-17],[-14,-23]]
2/5;2/5;[[0,0],[1,0],[0,1],[-3,1],[-7,5],[-11,5],[-8,3],[-10,4]]
8/25;2/5;[[0,0],[3,0],[2,3],[3,1],[-1,5],[2,-3],[-2,5]]
4/11;1/2;[[0,0],[1,0],[8,13],[5,9],[-2,-5],[5,7],[-7,-13]]
3/14;2/5;[[0,0],[1,0],[3,7],[-5,-18],[-5,-20]]
2/5;2/5;[[0,0],[1,0],[1,2],[6,2],[2,3],[7,5],[9,5],[4,4]]
3/8;2/5;[[0,0],[1,0],[0,1],[-14,11],[-22,16],[-26,19]]
5/23;1/2;[[0,0],[1,0],[2,10],[1,8],[3,7],[4,12]]
1/3;2/5;[[0,0],[1,0],[4,5],[0,2],[6,11],[6,12]]
1;1;[[0,0],[16,0],[0,1],[12,-1],[-1,1],[8,-1]]
3/8;1/2;[[0,0],[1,0],[1,2],[-1,-9],[0,-7],[-2,-5],[-3,-9]]
1/2;1/2;[[0,0],[1,0],[1,2],[-3,-10],[-2,-11],[-1,-9],[-3,-8]]
18/77;2/5;[[0,0],[1,0],[7,11],[6,11],[4,4],[7,9]]
2/9;1/2;[[0,0],[2,0],[2,7],[1,-4],[3,9],[4,10]]
4/13;2/5;[[0,0],[1,0],[5,7],[2,6],[5,5],[1,5],[6,7]]
5/12;2/3;[[0,0],[1,0],[2,9],[3,9],[1,8],[3,3]]
1/3;2/5;[[0,0],[1,0],[0,1],[4,-4],[1,-4],[2,-6],[6,-8],[6,-7]]
2/5;2/5;[[0,0],[1,0],[6,10],[0,-1],[5,9],[4,4],[8,10]]
8/25;2/5;[[0,0],[1,0],[3,8],[5,10],[3,3],[6,10],[5,7]]
17/77;1/2;[[0,0],[1,0],[7,13],[5,11],[7,14],[6,10],[4,5]]
1/2;1/2;[[0,0],[1,0],[7,15],[-5,-13],[-4,-11],[8,17],[5,9]]
1/3;3/7;[[0,0],[1,0],[21,26],[6,6],[2,1]]
1/3;2/5;[[0,0],[1,0],[5,7],[-2,-4],[11,14],[9,11],[-9,-13]]
3/7;3/7;[[0,0],[1,0],[3,7],[3,6],[-6,-15],[-3,-10],[-6,-16]]
2/5;2/5;[[0,0],[1,0],[0,1],[4,10],[3,11],[5,15],[5,17]]
4/11;1/2;[[0,0],[1,0],[0,1],[8,5],[14,11]]
2/5;2/5;[[0,0],[1,0],[3,10],[5,14],[4,13],[4,8],[5,11]]
1/2;1/2;[[0,0],[4,0],[0,1],[1,-2],[1,3],[4,5],[2,4]]
2/3;2/3;[[0,0],[1,0],[0,2],[9,3],[11,3],[-5,1]]
9/28;1/2;[[0,0],[1,0],[2,6],[1,7],[-1,5],[-2,1],[-2,3]]
2/5;2/5;[[0,0],[1,0],[1,2],[10,5],[11,4],[13,5]]
1/3;2/5;[[0,0],[1,0],[6,16],[6,17],[3,10],[0,1],[1,5]]
1/3;2/5;[[0,0],[1,0],[5,11],[3,5],[3,8],[-6,-17]]
1/3;2/5;[[0,0],[2,0],[1,2],[0,3],[-6,6],[-6,4]]
1/3;1/2;[[0,0],[1,0],[1,7],[-1,-9],[0,-6],[2,13],[3,16],[3,17]]
2/3;2/3;[[0,0],[1,0],[3,5],[-6,-13],[-2,-7],[-5,-10],[-4,-11]]
4/13;1/2;[[0,0],[3,0],[1,3],[0,-5],[2,5],[-1,-5],[-1,-6]]
2/5;2/5;[[0,0],[1,0],[5,13],[-1,-4],[4,8],[2,7],[6,14]]
1/2;1/2;[[0,0],[1,0],[0,3],[4,1],[4,4],[5,4],[-3,1]]
1/3;1/2;[[0,0],[1,0],[1,7],[-1,6],[2,6],[2,7],[-2,3]]
2/3;2/3;[[0,0],[1,0],[1,10],[2,9],[2,11],[-1,3],[-1,4]]
1/3;2/5;[[0,0],[3,0],[0,2],[-3,2],[-5,5],[7,-4],[8,-4]]
2/5;2/5;[[0,0],[1,0],[1,4],[4,2],[3,6],[5,6],[5,3]]
1/2;1/2;[[0,0],[1,0],[0,1],[2,1],[6,9],[6,6],[3,6]]
8/45;2/5;[[0,0],[1,0],[12,15],[11,15],[-5,-7]]
2/3;2/3;[[0,0],[1,0],[2,4],[-7,-16],[-4,-11],[-7,-15],[-2,-7]]
1/3;2/5;[[0,0],[5,0],[2,3],[4,-3],[4,2],[3,3],[5,-3]]
1/3;1/2;[[0,0],[2,0],[3,8],[-1,-9],[3,5]]
11/35;2/5;[[0,0],[1,0],[3,6],[5,7],[0,4],[-2,1],[-1,3]]
2/7;2/5;[[0,0],[1,0],[13,17],[11,13],[15,19],[5,5]]
1/3;3/8;[[0,0],[1,0],[5,11],[6,14],[1,5],[2,8]]
13/33;2/3;[[0,0],[1,0],[0,11],[-2,3],[-2,1]]
2/3;2/3;[[0,0],[1,0],[1,3],[4,11],[-4,-13],[7,18]]
1/3;2/5;[[0,0],[1,0],[1,3],[3,4],[7,5],[6,2],[7,4]]
1/2;1/2;[[0,0],[1,0],[0,1],[-4,3],[-8,8],[-14,11],[-13,10]]
2/3;2/3;[[0,0],[1,0],[6,13],[3,4],[12,25]]
4/11;2/5;[[0,0],[1,0],[0,1],[-7,5],[-11,6],[-7,3],[-9,6],[-4,1]]
2/5;2/5;[[0,0],[1,0],[0,3],[-3,1],[-4,5],[-6,5],[-6,4]]
2/3;2/3;[[0,0],[1,0],[2,13],[-1,-15],[2,12],[0,-10],[-1,-18]]
2/5;2/5;[[0,0],[2,0],[2,5],[1,-1],[4,3],[-1,2],[4,6]]
16/39;2/3;[[0,0],[1,0],[2,13],[3,12],[2,4],[3,18]]
2/5;2/5;[[0,0],[1,0],[0,2],[-5,3],[-5,1],[-3,5],[-2,5]]
4/13;1/2;[[0,0],[1,0],[1,7],[2,8],[-1,-13],[3,18],[3,17]]
5/13;1/2;[[0,0],[1,0],[0,1],[7,1],[2,2],[11,3],[12,4]]
3/13;2/5;[[0,0],[1,0],[0,5],[-3,4],[-2,8],[-4,6]]
2/5;2/5;[[0,0],[1,0],[0,4],[-2,5],[-4,1],[-1,5],[-5,2]]
16/39;2/3;[[0,0],[1,0],[2,13],[-1,-13],[2,9],[1,10]]
4/17;2/5;[[0,0],[3,0],[1,4],[3,-5],[5,-5]]
1/4;1/3;[[0,0],[1,0],[8,12],[-3,-5],[8,13],[7,9],[4,4]]
2/5;2/5;[[0,0],[1,0],[4,8],[4,10],[-1,1],[0,4],[-1,2]]
14/33;2/3;[[0,0],[1,0],[2,11],[-1,-13],[0,-10],[-1,-19]]
7/24;2/5;[[0,0],[1,0],[2,5],[6,12],[-2,-7],[-5,-13],[-6,-16]]
1/3;2/5;[[0,0],[1,0],[1,4],[4,2],[5,6],[5,3],[6,6],[6,5]]
9/31;2/5;[[0,0],[1,0],[8,13],[11,16],[8,11],[10,16],[11,17]]
1/3;2/5;[[0,0],[2,0],[4,5],[-3,-6],[-3,-5],[-1,-6]]
1/3;3/8;[[0,0],[1,0],[14,19],[16,21],[2,1]]
1/3;2/5;[[0,0],[1,0],[1,2],[5,9],[7,12],[4,4],[7,9]]
3/10;1/3;[[0,0],[1,0],[8,12],[-3,-5],[8,13],[7,9],[6,7]]
2/3;2/3;[[0,0],[2,0],[2,3],[7,3],[-3,1],[-3,2]]
1/2;1/2;[[0,0],[1,0],[0,1],[-4,1],[-9,3],[-3,3],[-5,4],[-11,4]]
2/5;2/5;[[0,0],[1,0],[0,1],[12,5],[8,5],[5,4]]
2/5;2/5;[[0,0],[2,0],[0,5],[2,5],[3,4],[-2,3],[-2,4]]
2/5;2/5;[[0,0],[1,0],[2,4],[-1,5],[-2,4],[-3,1],[2,5]]
1/5;1/2;[[0,0],[1,0],[11,19],[-3,-7],[10,16]]
34/207;1/2;[[0,0],[3,0],[4,5],[3,7],[2,-3]]
1/3;1/3;[[0,0],[1,0],[1,2],[-5,3],[-1,5],[-2,6]]
1/3;2/5;[[0,0],[1,0],[1,3],[5,13],[-1,-5],[8,20],[9,22]]
35/93;2/3;[[0,0],[1,0],[19,28],[-5,-9]]
1/3;1/2;[[0,0],[1,0],[1,6],[2,10],[3,6],[4,12],[4,11]]
1/3;2/5;[[0,0],[1,0],[0,1],[6,-8],[2,-5],[5,-5],[6,-7],[4,-8]]
21/104;1/3;[[0,0],[1,0],[5,13],[-7,-19],[-8,-21]]
2/3;2/3;[[0,0],[2,0],[2,3],[6,1],[-4,2],[-1,3]]
9/28;2/5;[[0,0],[1,0],[8,13],[8,11],[2,1],[5,5]]
2/5;2/3;[[0,0],[1,0],[19,20],[24,26],[27,29]]
2/3;2/3;[[0,0],[1,0],[2,5],[-1,3],[2,9],[-1,6]]
5/13;1/2;[[0,0],[3,0],[0,3],[4,3],[3,4],[-4,1]]
1/2;1/2;[[0,0],[1,0],[1,4],[-1,-5],[5,16],[-1,-6],[5,14],[6,18]]
3/8;2/5;[[0,0],[1,0],[11,13],[-9,-12],[-8,-10],[-5,-6],[-7,-10]]
1/2;1/2;[[0,0],[2,0],[0,1],[-12,3],[-20,6],[-21,6]]
6/31;2/5;[[0,0],[1,0],[17,23],[-9,-14]]
1/3;2/5;[[0,0],[1,0],[3,7],[1,5],[4,4],[5,8],[5,6]]
1;1;[[0,0],[1,0],[8,16],[10,19],[11,20]]
2/5;2/5;[[0,0],[1,0],[8,9],[-8,-10],[-3,-5],[-8,-11],[-15,-19],[-14,-18]]
1/2;1/2;[[0,0],[1,0],[0,4],[-4,3],[4,2],[-3,4]]
6/17;3/7;[[0,0],[1,0],[3,5],[1,5],[5,13],[6,14]]
1/3;2/5;[[0,0],[1,0],[7,16],[-1,-3],[0,-2],[6,16],[7,17]]
2/3;2/3;[[0,0],[1,0],[10,15],[13,18],[13,19],[14,20]]
2/3;2/3;[[0,0],[1,0],[2,4],[-1,3],[0,7],[-1,5],[2,9]]
1/3;1/2;[[0,0],[4,0],[1,4],[3,-3],[0,1],[2,-3],[3,3]]
3/8;2/5;[[0,0],[2,0],[2,5],[1,-1],[1,5],[-1,3],[4,3],[-1,4]]
9/28;1/2;[[0,0],[1,0],[5,14],[3,5],[8,20]]
3/7;3/7;[[0,0],[1,0],[13,21],[-4,-8],[12,20]]
1;1;[[0,0],[1,0],[7,14],[10,19],[12,22]]
5/12;2/3;[[0,0],[1,0],[0,1],[-20,2],[-24,3]]
1/2;1/2;[[0,0],[1,0],[0,1],[13,2],[21,4],[23,4]]
2/3;2/3;[[0,0],[2,0],[0,1],[-8,1],[-14,3],[-4,2],[-9,3]]
1/2;1/2;[[0,0],[1,0],[5,12],[2,2],[7,14],[5,9],[7,16],[8,17]]
1/3;1/2;[[0,0],[1,0],[8,9],[-5,-7],[-12,-15],[-6,-7],[-14,-17],[-11,-13]]
1/2;1/2;[[0,0],[1,0],[0,1],[10,2],[12,4],[14,4],[7,3]]
1/3;2/5;[[0,0],[1,0],[5,22],[-1,-9],[5,21],[-1,-10]]
1/2;1/2;[[0,0],[1,0],[0,2],[-2,3],[-4,9],[-6,10],[-8,15],[-9,16]]
3/8;1/2;[[0,0],[1,0],[3,8],[2,1],[-1,1],[0,5],[3,5]]
1/3;2/5;[[0,0],[1,0],[0,4],[-1,1],[-2,10],[-4,13],[-4,14]]
1/2;1/2;[[0,0],[1,0],[3,11],[0,-1],[2,2],[2,9],[4,11],[4,9]]
5/13;1/2;[[0,0],[1,0],[0,2],[-3,6],[-6,7],[-2,1],[-6,9]]
1/3;2/5;[[0,0],[3,0],[3,5],[1,4],[6,2]]
3/8;2/5;[[0,0],[2,0],[5,6],[3,5],[-2,-5],[2,4],[6,6]]
7/24;2/5;[[0,0],[6,0],[1,3],[1,-1],[-2,3],[-1,4],[-2,4]]
3/8;1/2;[[0,0],[1,0],[2,3],[-5,2],[-6,1],[1,4]]
1/3;1/2;[[0,0],[1,0],[6,9],[5,9],[-3,-7],[-7,-13],[-8,-15]]
1;1;[[0,0],[1,0],[0,1],[-14,1],[-18,2],[-10,2]]
1/3;1/2;[[0,0],[1,0],[5,7],[6,6],[9,12],[9,10],[11,14]]
5/14;1/2;[[0,0],[1,0],[1,5],[3,5],[4,9],[3,11],[4,13]]
1/3;1/2;[[0,0],[2,0],[4,5],[-4,-7],[-5,-8],[6,6],[5,4]]
1/2;1/2;[[0,0],[1,0],[2,7],[3,10],[5,13],[0,-3],[-3,-11]]
2/5;2/5;[[0,0],[2,0],[1,2],[-4,1],[-5,2],[-2,5]]
1/2;1/2;[[0,0],[2,0],[0,3],[-3,1],[-1,4],[-5,4],[-6,3]]
4/25;2/3;[[0,0],[1,0],[2,17],[3,18],[2,7]]
1/4;1/2;[[0,0],[1,0],[2,12],[1,8],[-1,-11],[3,14]]
2/7;2/5;[[0,0],[1,0],[7,14],[3,8],[-3,-9]]
5/14;1/2;[[0,0],[1,0],[3,7],[-1,2],[0,7],[-1,4]]
1;1;[[0,0],[1,0],[9,17],[-6,-13],[3,6],[5,8]]
2/5;2/5;[[0,0],[1,0],[0,1],[5,8],[5,7],[4,4],[2,6],[3,8]]
2/9;2/5;[[0,0],[1,0],[4,17],[5,20],[2,2]]
21/68;1/2;[[0,0],[1,0],[6,17],[7,18],[7,19],[4,8],[3,5]]
1/3;1/3;[[0,0],[1,0],[0,3],[-4,3],[-5,4],[-2,7]]
15/91;3/8;[[0,0],[1,0],[9,11],[7,10],[-9,-13]]
3/7;3/7;[[0,0],[1,0],[0,2],[-5,1],[-5,4],[-4,5],[-3,5]]
2/3;2/3;[[0,0],[2,0],[3,6],[0,-1],[1,6],[3,9],[2,10]]
1/3;1/2;[[0,0],[2,0],[2,6],[-1,6],[3,4],[3,5]]
1;1;[[0,0],[17,0],[0,1],[16,-1],[-1,1],[14,-1]]
5/19;2/5;[[0,0],[2,0],[1,2],[7,9],[-3,-7]]
7/22;1/2;[[0,0],[1,0],[2,11],[3,9],[4,14],[4,17]]
