Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
1;1;[[0,0],[1,0],[0,1],[-2,1],[-4,3]]
2;2;[[0,0],[3,0],[0,1],[-4,1]]
4/5;1;[[0,0],[1,0],[2,3],[-1,-4]]
5/6;1;[[0,0],[1,0],[4,5],[2,1]]
1;1;[[0,0],[1,0],[1,2],[2,2],[-1,-3]]
2;2;[[0,0],[2,0],[0,1],[-5,1]]
9/7;2;[[0,0],[1,0],[1,7]]
3/7;1;[[0,0],[1,0],[2,7]]
3/7;3/4;[[0,0],[1,0],[3,7]]
1;1;[[0,0],[1,0],[0,1],[-6,4]]
2;2;[[0,0],[1,0],[0,1],[-6,1]]
5/6;1;[[0,0],[3,0],[0,1],[2,-1],[-1,1]]
5/6;1;[[0,0],[1,0],[1,3],[2,3],[0,-1]]
