Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
4/13;1/2;[[0,0],[1,0],[8,13],[8,14],[7,13],[7,10],[4,4]]
2/5;2/5;[[0,0],[1,0],[0,1],[2,-2],[2,-8],[1,-6],[4,-7],[5,-11],[5,-10]]
2/9;3/8;[[0,0],[3,0],[0,2],[-7,5],[11,-7]]
9/28;1/2;[[0,0],[1,0],[9,19],[-7,-17],[7,14],[-4,-11]]
2/7;2/5;[[0,0],[1,0],[1,7],[-1,6],[3,7],[-2,5]]
1/2;1/2;[[0,0],[2,0],[0,4],[5,4],[-2,3],[-3,2]]
1/2;1/2;[[0,0],[7,0],[1,2],[-1,1],[-1,2],[6,-2],[7,1],[5,-2]]
1/3;2/5;[[0,0],[1,0],[2,3],[6,6],[5,7],[13,17],[14,18]]
2/3;2/3;[[0,0],[1,0],[10,11],[3,2],[8,8],[1,2],[6,8],[11,13]]
5/16;1/2;[[0,0],[1,0],[0,8],[-2,12],[-1,13],[-3,20],[-3,21]]
2/5;2/5;[[0,0],[1,0],[0,1],[-5,1],[-10,3],[-8,2],[-12,5],[-10,5]]
3/10;3/8;[[0,0],[1,0],[5,9],[5,10],[2,7],[-1,1],[0,4]]
1/3;2/5;[[0,0],[1,0],[3,4],[6,4],[5,5],[5,1],[-2,1]]
2/5;2/5;[[0,0],[1,0],[5,12],[0,-1],[5,9],[2,7],[4,12]]
2/3;2/3;[[0,0],[2,0],[6,7],[9,8],[2,3],[-1,-3]]
2;2;[[0,0],[20,0],[0,1],[-21,1]]
2/5;2/5;[[0,0],[1,0],[12,14],[9,10],[-10,-13],[8,10],[13,16]]
3/8;2/5;[[0,0],[3,0],[0,4],[2,-2],[-3,5],[3,1],[-4,5],[2,3]]
1/3;1/2;[[0,0],[1,0],[1,6],[3,9],[2,8],[3,3],[4,9],[4,5]]
1;1;[[0,0],[4,0],[0,1],[-12,1],[-20,2],[-7,2]]
1/3;2/5;[[0,0],[2,0],[1,5],[-1,3],[-1,4],[4,1],[5,3]]
1/2;1/2;[[0,0],[1,0],[4,7],[0,2],[2,8],[4,13]]
12/41;3/8;[[0,0],[1,0],[6,7],[13,17],[-13,-19],[-15,-22]]
1/3;1/2;[[0,0],[1,0],[0,6],[-3,5],[-2,8],[-3,2]]
5/12;2/3;[[0,0],[1,0],[0,8],[-2,7],[-1,10],[-2,1]]
5/13;1/2;[[0,0],[4,0],[2,3],[4,-1],[-3,3],[-3,1],[-5,2]]
1/3;3/8;[[0,0],[1,0],[1,2],[-3,4],[-5,7],[0,5],[-1,7]]
3/8;2/5;[[0,0],[1,0],[2,4],[6,11],[2,1],[7,12],[4,4],[7,9]]
1/2;1/2;[[0,0],[1,0],[6,13],[7,15],[7,12],[4,5],[5,7]]
2/3;2/3;[[0,0],[1,0],[0,1],[3,13],[3,16],[2,15],[1,10]]
2/5;2/5;[[0,0],[2,0],[2,5],[7,12],[1,-2],[0,1]]
2/5;2/5;[[0,0],[1,0],[2,5],[4,4],[-1,4],[-3,2],[4,5]]
3/8;1/2;[[0,0],[1,0],[5,11],[7,13],[3,3],[9,19]]
2/3;2/3;[[0,0],[3,0],[0,2],[-5,3],[-6,1],[-10,3],[-9,2]]
5/18;1/3;[[0,0],[1,0],[2,5],[3,15],[2,11],[-2,-13],[-3,-17]]
3/11;2/5;[[0,0],[1,0],[9,11],[11,15],[9,13],[3,5],[5,8]]
1/2;1/2;[[0,0],[1,0],[2,6],[3,5],[6,15],[5,14],[-2,-7],[6,14]]
2/7;1/3;[[0,0],[1,0],[4,9],[3,8],[6,10],[4,4],[5,6]]
24/95;2/5;[[0,0],[1,0],[5,17],[-3,-14],[5,15],[6,19]]
3/11;1/3;[[0,0],[1,0],[4,9],[3,8],[6,10],[4,4],[6,9]]
3/8;2/5;[[0,0],[1,0],[0,2],[3,-11],[3,-6],[2,-9],[1,-6],[5,-13]]
1/2;1/2;[[0,0],[2,0],[0,3],[4,6],[4,1],[1,5],[2,6]]
1/3;1/2;[[0,0],[2,0],[1,6],[4,9],[3,2],[4,6]]
1/3;2/5;[[0,0],[1,0],[9,11],[-4,-5],[-12,-16],[-6,-9],[-7,-9],[-14,-19]]
1/3;1/2;[[0,0],[1,0],[5,11],[7,11],[7,15]]
5/16;2/5;[[0,0],[1,0],[2,7],[3,10],[3,3],[5,10],[5,9]]
5/13;1/2;[[0,0],[1,0],[1,4],[3,1],[2,7],[4,3],[4,9]]
2/7;1/3;[[0,0],[1,0],[0,1],[-4,1],[-12,7],[-10,7]]
1/2;1/2;[[0,0],[1,0],[1,4],[-1,3],[5,2],[8,4]]
2/3;2/3;[[0,0],[1,0],[5,13],[-2,-8],[6,18],[3,6],[-4,-13]]
8/27;3/8;[[0,0],[5,0],[0,3],[5,1],[4,2],[4,-3],[-1,3]]
2/3;2/3;[[0,0],[1,0],[2,14],[1,10],[-1,-12],[0,-8],[2,10],[-1,-13]]
2/5;2/5;[[0,0],[2,0],[4,6],[-2,-7],[2,5],[4,4],[3,7]]
1/2;1/2;[[0,0],[1,0],[0,2],[4,4],[2,7],[4,10],[3,9]]
5/16;2/5;[[0,0],[1,0],[4,15],[3,12],[4,11],[-1,-7],[5,16]]
1/2;1/2;[[0,0],[2,0],[6,7],[-6,-9],[5,6],[-7,-10],[5,4]]
1/2;1/2;[[0,0],[1,0],[0,2],[4,2],[1,5],[4,7],[2,7]]
2/3;2/3;[[0,0],[1,0],[0,1],[-7,1],[-5,3],[-11,2],[-14,3]]
2/9;1/3;[[0,0],[1,0],[5,17],[6,19],[4,9],[2,2]]
7/45;1/2;[[0,0],[3,0],[1,3],[0,-8],[-1,-8]]
2/3;2/3;[[0,0],[1,0],[0,12],[-1,20],[2,-15],[2,-14],[-1,21]]
3/11;1/3;[[0,0],[1,0],[3,5],[8,10],[5,5],[7,8],[8,13]]
3/8;2/5;[[0,0],[3,0],[0,4],[4,-4],[4,-3],[3,-6],[-1,5]]
1/2;1/2;[[0,0],[2,0],[4,7],[0,2],[4,3],[1,5],[2,7]]
2/5;2/5;[[0,0],[1,0],[5,13],[0,-1],[4,13],[2,2],[5,10]]
11/49;2/5;[[0,0],[1,0],[5,7],[9,15],[3,7],[10,16]]
9/35;2/5;[[0,0],[4,0],[1,2],[8,-5],[-3,3],[-3,2],[-4,3]]
2/3;2/3;[[0,0],[1,0],[5,12],[7,21],[9,26]]
1/3;2/5;[[0,0],[1,0],[4,11],[5,13],[2,1],[3,3],[5,8]]
7/12;1;[[0,0],[1,0],[1,12],[2,18],[2,1]]
6/17;1/2;[[0,0],[2,0],[3,9],[0,2],[4,9],[1,-4]]
1/3;2/5;[[0,0],[1,0],[4,6],[5,5],[8,9],[9,13],[11,15]]
1/3;2/5;[[0,0],[1,0],[9,13],[2,1],[12,17],[13,18],[7,8],[5,5]]
2/5;2/5;[[0,0],[1,0],[1,3],[5,2],[-1,2],[7,5],[8,4],[9,5]]
5/17;2/5;[[0,0],[1,0],[0,2],[-4,5],[-7,10],[-3,7],[-7,12],[-6,11]]
1;1;[[0,0],[1,0],[0,1],[-16,1],[-18,2],[-10,2]]
13/87;2/5;[[0,0],[2,0],[10,11],[11,13],[-2,-5]]
1/3;1/2;[[0,0],[1,0],[6,7],[8,8],[3,5],[6,4],[8,6]]
3/10;2/5;[[0,0],[1,0],[0,1],[-8,5],[-18,12],[-10,8]]
1/3;1/2;[[0,0],[1,0],[3,10],[2,12],[3,16],[4,16],[4,19]]
24/119;1/3;[[0,0],[1,0],[5,17],[6,19],[4,9],[3,5]]
1/4;1/2;[[0,0],[1,0],[0,8],[2,-15],[-1,13],[-1,8],[-2,17]]
2/5;2/5;[[0,0],[1,0],[8,12],[9,14],[6,11],[2,5],[3,7]]
1/2;1/2;[[0,0],[3,0],[0,2],[1,4],[1,-3],[3,5],[4,2],[4,5]]
1/2;1/2;[[0,0],[1,0],[4,13],[-2,-10],[2,4],[2,8],[-3,-13],[5,19]]
2/7;2/5;[[0,0],[1,0],[7,12],[3,3],[10,16],[11,17],[8,11]]
1/2;1/2;[[0,0],[3,0],[0,1],[-8,1],[-17,4],[-15,4]]
1/2;1/2;[[0,0],[3,0],[2,5],[4,2],[4,3],[1,-3],[0,4]]
9/35;1/3;[[0,0],[1,0],[1,4],[4,10],[4,15],[6,17]]
2/5;2/3;[[0,0],[1,0],[2,15],[3,18],[2,5],[3,12]]
1/4;3/8;[[0,0],[2,0],[3,5],[6,7],[-3,-7],[6,6]]
9/28;1/2;[[0,0],[1,0],[0,7],[2,3],[1,8],[-1,5],[3,7],[3,8]]
5/18;1/3;[[0,0],[1,0],[1,3],[6,8],[6,7],[5,9],[3,8]]
2/7;2/5;[[0,0],[1,0],[3,17],[2,5],[5,26],[5,27]]
7/20;1/2;[[0,0],[1,0],[10,13],[10,11],[4,3],[9,9]]
13/63;1/2;[[0,0],[1,0],[12,13],[9,11],[3,4],[16,19]]
6/17;2/5;[[0,0],[1,0],[4,10],[0,3],[5,10],[1,7]]
2/5;2/5;[[0,0],[1,0],[12,14],[11,13],[7,7],[-12,-15],[-13,-16]]
9/31;2/5;[[0,0],[1,0],[7,16],[-7,-19],[5,10],[8,18]]
4/13;1/2;[[0,0],[1,0],[2,13],[3,9],[4,15],[4,14]]
3/10;2/5;[[0,0],[1,0],[1,3],[3,7],[3,8],[-6,-22],[-5,-20]]
2/7;2/5;[[0,0],[1,0],[5,7],[6,7],[-1,1],[-1,2],[1,5],[0,4]]
2/7;2/5;[[0,0],[1,0],[1,3],[5,3],[6,7],[7,7],[2,5]]
5/38;1/2;[[0,0],[3,0],[6,7],[-2,-4],[-5,-6]]
2/5;2/5;[[0,0],[1,0],[0,1],[2,1],[3,6],[6,6],[6,10],[5,9]]
5/12;1/2;[[0,0],[2,0],[0,1],[2,4],[8,9],[9,11]]
7/20;1/2;[[0,0],[1,0],[3,7],[5,7],[5,11],[8,16]]
1/3;2/5;[[0,0],[2,0],[1,4],[-2,1],[5,6],[6,6]]
1/2;1/2;[[0,0],[1,0],[1,2],[8,2],[6,1],[6,4],[10,4]]
22/57;2/3;[[0,0],[2,0],[1,5],[2,-9],[3,-6],[3,-10]]
2/3;2/3;[[0,0],[1,0],[0,1],[19,2],[22,3],[26,3]]
4/11;2/5;[[0,0],[1,0],[2,5],[3,1],[5,6],[4,3],[5,9],[4,9]]
2/5;2/5;[[0,0],[3,0],[0,1],[1,2],[4,-5],[5,-4],[1,-3],[5,-3],[2,-5]]
3/10;1/2;[[0,0],[1,0],[2,15],[3,15],[0,-5],[-1,-8],[-1,-9]]
1/2;1/2;[[0,0],[1,0],[4,9],[5,11],[7,13],[3,3],[7,12],[6,9]]
1/3;3/8;[[0,0],[1,0],[1,4],[3,1],[2,6],[4,2],[6,6]]
2/7;2/5;[[0,0],[1,0],[8,13],[5,9],[8,11],[7,12],[6,7]]
1/2;1/2;[[0,0],[2,0],[0,1],[-15,4],[-3,2],[-9,2],[-13,3],[-10,4]]
1/3;1/3;[[0,0],[1,0],[4,7],[4,5],[-1,1],[5,7],[-1,2],[0,5]]
2/3;2/3;[[0,0],[1,0],[3,7],[-5,-15],[-2,-9],[-5,-17],[-7,-22]]
4/13;1/2;[[0,0],[1,0],[10,17],[10,16],[7,13],[8,12]]
1/3;1/2;[[0,0],[1,0],[3,10],[2,9],[4,10],[3,3],[4,7]]
3/10;1/3;[[0,0],[2,0],[1,3],[6,3],[5,1],[3,6]]
4/11;2/5;[[0,0],[2,0],[2,3],[-3,1],[-5,2],[1,5]]
2/5;2/5;[[0,0],[1,0],[5,7],[-6,-10],[6,9],[5,8],[-9,-16],[-8,-15]]
5/12;2/3;[[0,0],[1,0],[0,1],[-12,12],[-5,4],[-14,12]]
9/31;2/5;[[0,0],[1,0],[0,2],[-9,16],[-8,13],[-7,14]]
3/10;1/3;[[0,0],[1,0],[0,4],[2,5],[4,4],[-3,2],[5,6]]
1/2;1/2;[[0,0],[2,0],[0,3],[-4,4],[-6,2],[-3,4],[-6,1]]
4/17;1/3;[[0,0],[2,0],[3,4],[3,5],[-4,-7],[0,-5]]
1/3;2/5;[[0,0],[1,0],[0,1],[8,-13],[9,-13],[7,-12],[6,-7]]
3/11;2/5;[[0,0],[1,0],[3,14],[4,14],[0,-4],[2,11],[-1,-6]]
2/5;2/5;[[0,0],[2,0],[3,4],[2,6],[3,5],[-2,3],[-2,4]]
1/3;1/2;[[0,0],[2,0],[1,7],[3,6],[3,7],[0,6],[-1,3]]
2/5;2/5;[[0,0],[1,0],[7,11],[10,14],[2,1],[5,5],[7,8]]
2/3;2/3;[[0,0],[1,0],[7,15],[4,6],[10,20],[12,25]]
18/115;1/2;[[0,0],[1,0],[13,18],[-11,-17],[8,10]]
48/341;1/3;[[0,0],[1,0],[14,16],[21,25],[-8,-11]]
2/3;2/3;[[0,0],[2,0],[0,1],[-11,1],[-19,3],[-16,3]]
5/12;1/2;[[0,0],[1,0],[0,2],[-15,9],[-18,11]]
5/17;3/8;[[0,0],[1,0],[4,7],[11,17],[-2,-5],[-6,-11],[-7,-13]]
1/4;1/3;[[0,0],[1,0],[9,14],[10,14],[8,13],[8,10]]
2/3;2/3;[[0,0],[1,0],[9,10],[8,9],[10,10],[-12,-14],[-15,-17]]
5/12;2/3;[[0,0],[1,0],[9,16],[4,8],[8,13],[-4,-9]]
16/39;2/3;[[0,0],[1,0],[12,13],[-7,-9],[-13,-15],[-10,-11]]
1/3;2/5;[[0,0],[1,0],[5,13],[1,4],[5,17],[2,2]]
1/2;1/2;[[0,0],[2,0],[4,9],[4,8],[0,-3],[1,5],[3,9]]
1/3;2/5;[[0,0],[1,0],[0,5],[-1,6],[-2,1],[-3,6],[-4,5],[-4,3]]
17/52;1/2;[[0,0],[1,0],[5,7],[9,15],[-7,-13],[6,11]]
1/3;3/8;[[0,0],[1,0],[0,1],[35,6]]
3/7;2/3;[[0,0],[1,0],[0,7],[-1,2],[-1,12],[-2,8],[-2,15]]
4/13;2/5;[[0,0],[1,0],[5,9],[4,10],[5,10],[2,7],[-1,1]]
2/3;2/3;[[0,0],[1,0],[9,11],[3,2],[15,17],[9,9]]
1/2;1/2;[[0,0],[1,0],[7,10],[1,3],[2,1],[6,9],[7,7]]
2/5;2/5;[[0,0],[2,0],[0,1],[-27,6],[-30,7]]
24/85;2/5;[[0,0],[1,0],[28,34],[29,35]]
11/34;1/2;[[0,0],[2,0],[0,3],[5,4],[-6,1]]
1/5;1/2;[[0,0],[3,0],[2,5],[1,-5],[2,-3],[3,5],[4,4]]
2/5;2/5;[[0,0],[1,0],[0,1],[1,2],[4,4],[5,2],[8,6],[11,6]]
2/7;2/5;[[0,0],[1,0],[4,15],[5,16],[5,18],[2,1]]
2/7;2/5;[[0,0],[1,0],[2,5],[-4,3],[-6,2]]
2/3;2/3;[[0,0],[1,0],[0,11],[-1,11],[-1,14],[2,1],[2,3]]
1/3;1/2;[[0,0],[1,0],[5,11],[7,13],[3,3],[7,11]]
2/5;2/5;[[0,0],[1,0],[11,15],[13,17],[10,12],[8,9],[3,2]]
13/44;1/2;[[0,0],[1,0],[15,22],[12,16],[10,13]]
3/8;2/5;[[0,0],[1,0],[0,1],[-8,7],[-22,16],[-26,19]]
1/3;1/2;[[0,0],[1,0],[1,7],[2,13],[3,14],[-1,-11],[3,12]]
2/7;2/5;[[0,0],[2,0],[1,7],[4,1],[5,3]]
7/25;2/5;[[0,0],[1,0],[5,11],[4,5],[1,5],[5,8]]
3/8;1/2;[[0,0],[1,0],[0,3],[-1,5],[-6,8],[-7,11],[-7,10]]
4/11;2/5;[[0,0],[2,0],[0,1],[7,-6],[3,-4],[4,-5],[7,-3]]
8/27;2/5;[[0,0],[1,0],[8,12],[7,12],[2,1],[8,11],[5,5]]
40/299;1/2;[[0,0],[1,0],[13,18],[-11,-17],[10,13]]
11/36;1/2;[[0,0],[1,0],[8,17],[-5,-13],[-4,-11],[9,18]]
7/25;2/5;[[0,0],[1,0],[7,17],[-3,-10],[-3,-8],[-7,-19]]
1/2;1/2;[[0,0],[1,0],[7,10],[10,13],[7,7],[5,4]]
2/5;2/5;[[0,0],[2,0],[4,5],[-3,-7],[-2,-3],[-3,-5],[-2,-7],[-1,-6]]
9/28;1/2;[[0,0],[1,0],[3,14],[4,15],[4,12],[2,2]]
1/2;1/2;[[0,0],[1,0],[5,6],[7,7],[12,13],[13,15],[12,14],[-8,-10],[-9,-11]]
1/2;1/2;[[0,0],[1,0],[1,2],[5,1],[9,4],[14,4]]
3/11;3/8;[[0,0],[5,0],[0,1],[-11,2],[-12,3],[19,-3]]
22/57;2/3;[[0,0],[2,0],[1,5],[2,-9],[3,-8],[3,-12]]
4/17;1/2;[[0,0],[1,0],[2,10],[0,-8],[-1,-9],[2,15],[3,22]]
1/2;1/2;[[0,0],[1,0],[0,1],[9,-9],[1,-3],[3,-6],[2,-5]]
1;1;[[0,0],[2,0],[0,1],[-13,1],[-17,2],[-4,2]]
2/5;2/5;[[0,0],[1,0],[1,5],[3,5],[-3,1],[-3,3],[-4,2]]
6/17;1/2;[[0,0],[1,0],[1,9],[-1,-10],[2,6],[3,15],[3,14]]
5/14;1/2;[[0,0],[1,0],[5,12],[8,15],[6,10]]
1/4;1/2;[[0,0],[1,0],[2,5],[-2,1],[-1,6],[1,8]]
2/9;1/2;[[0,0],[1,0],[1,9],[2,9],[-1,5],[-2,1]]
11/27;2/3;[[0,0],[2,0],[0,1],[13,-6],[-18,9],[-15,7]]
2/5;2/5;[[0,0],[1,0],[1,4],[3,3],[4,10],[5,11],[5,7]]
2/9;2/5;[[0,0],[2,0],[2,3],[11,13],[-1,-4]]
2/3;2/3;[[0,0],[2,0],[0,1],[-7,1],[-13,3],[-5,3],[-11,2]]
7/40;2/5;[[0,0],[1,0],[1,8],[2,15],[-3,-25]]
2/3;2/3;[[0,0],[1,0],[21,23],[2,1],[26,28]]
29/133;1/3;[[0,0],[1,0],[6,21],[11,38]]
4/11;2/5;[[0,0],[1,0],[10,13],[12,14],[2,3],[9,12],[-3,-5]]
17/78;1/3;[[0,0],[1,0],[18,23],[21,26]]
2/3;2/3;[[0,0],[1,0],[1,10],[0,9],[2,9],[2,10],[-1,5],[-1,7]]
4/9;2/3;[[0,0],[1,0],[1,3],[9,11],[11,12]]
1/3;2/5;[[0,0],[1,0],[4,14],[6,15],[6,16]]
4/11;2/5;[[0,0],[1,0],[1,3],[5,3],[4,6],[7,6],[7,5],[2,5]]
1/2;1/2;[[0,0],[1,0],[2,5],[1,7],[-1,7],[-2,3],[2,6],[-2,4]]
2/7;2/5;[[0,0],[2,0],[3,4],[6,6],[8,7],[5,1]]
1/2;1/2;[[0,0],[2,0],[0,3],[6,3],[5,4],[-3,2],[7,4]]
2/3;2/3;[[0,0],[1,0],[0,1],[-18,3],[-18,2],[-22,3]]
1/3;1/2;[[0,0],[2,0],[0,1],[-3,1],[-16,7],[-13,7]]
2/7;2/5;[[0,0],[1,0],[10,14],[-4,-7],[13,18],[15,20],[17,23]]
9/28;2/5;[[0,0],[1,0],[5,13],[6,13],[11,28]]
1/2;1/2;[[0,0],[1,0],[9,11],[2,1],[11,12],[7,7],[14,17],[17,20]]
2/5;2/5;[[0,0],[2,0],[1,2],[-6,1],[-2,5]]
1/2;1/2;[[0,0],[1,0],[0,1],[-13,7],[-12,6],[-7,3],[-7,5],[-9,4],[-11,7]]
1/2;1/2;[[0,0],[4,0],[2,3],[4,4],[3,4],[8,2],[8,1]]
17/52;1/2;[[0,0],[1,0],[8,17],[-5,-13],[9,19],[9,18]]
5/14;1/2;[[0,0],[1,0],[0,1],[-21,10],[-22,10],[-6,4]]
12/49;2/5;[[0,0],[1,0],[11,18],[-7,-13],[8,14]]
10/39;2/5;[[0,0],[1,0],[6,14],[5,14],[6,13],[-1,-5],[-2,-7]]
1/3;1/2;[[0,0],[1,0],[12,13],[7,7],[-10,-12],[13,15],[11,13]]
1/3;1/2;[[0,0],[1,0],[4,15],[3,4],[4,7]]
9/29;1/2;[[0,0],[1,0],[2,8],[-1,-15],[3,20],[3,18]]
8/25;2/5;[[0,0],[2,0],[1,3],[-4,3],[-4,1],[-5,2],[0,5]]
2/3;2/3;[[0,0],[1,0],[8,12],[-9,-14],[4,5],[-13,-21]]
4/13;1/3;[[0,0],[3,0],[2,4],[0,1],[1,3],[6,5],[1,-3]]
2/5;2/5;[[0,0],[1,0],[6,10],[-1,-3],[2,4],[11,16],[12,18]]
2/5;2/5;[[0,0],[5,0],[1,2],[7,-2],[0,2],[-1,1],[6,-4],[7,-3]]
1/3;2/5;[[0,0],[4,0],[1,3],[2,-5],[4,1],[-1,3]]
2/7;2/5;[[0,0],[1,0],[2,4],[7,5],[-4,1]]
3/8;2/5;[[0,0],[1,0],[4,5],[3,7],[-1,2],[5,7],[5,8],[-1,3]]
2/5;2/5;[[0,0],[1,0],[10,13],[-11,-16],[8,10],[-4,-7],[-12,-18],[-15,-22]]
7/24;2/5;[[0,0],[1,0],[6,13],[2,1],[6,9],[5,6]]
2/3;2/3;[[0,0],[3,0],[0,2],[-9,2],[-11,3],[-3,3]]
2/5;2/5;[[0,0],[1,0],[0,1],[1,3],[3,1],[5,4],[4,2],[5,9]]
5/16;2/5;[[0,0],[4,0],[2,3],[1,-3],[5,2],[-1,-2],[4,4]]
5/16;1/2;[[0,0],[1,0],[15,16],[16,18],[26,29],[27,30]]
5/18;2/5;[[0,0],[3,0],[0,4],[2,2],[4,-5],[-3,5]]
7/20;1/2;[[0,0],[1,0],[22,31],[2,1]]
3/11;2/5;[[0,0],[1,0],[10,16],[9,14],[5,9],[-7,-13]]
2/9;3/8;[[0,0],[1,0],[2,3],[18,24],[-7,-11]]
2/3;2/3;[[0,0],[1,0],[6,7],[9,9],[8,9],[4,2],[9,7]]
7/24;2/5;[[0,0],[1,0],[6,13],[2,1],[6,9],[4,4]]
22/57;2/3;[[0,0],[1,0],[2,19],[2,9],[3,23],[3,25]]
1/3;3/8;[[0,0],[1,0],[0,2],[2,1],[2,7],[6,11]]
9/28;1/2;[[0,0],[1,0],[7,9],[7,7],[1,3],[6,9],[4,7]]
1/5;1/2;[[0,0],[1,0],[3,7],[1,7],[4,12],[2,12]]
1/4;2/5;[[0,0],[1,0],[5,8],[7,8],[3,7],[7,7]]
2/3;2/3;[[0,0],[1,0],[0,1],[12,3],[10,1],[7,3]]
1/3;1/2;[[0,0],[1,0],[8,9],[-11,-14],[-15,-18],[-12,-14]]
2/3;2/3;[[0,0],[1,0],[2,5],[1,9],[0,3],[3,12],[2,13],[3,16]]
1/3;2/5;[[0,0],[2,0],[2,3],[-3,-5],[6,7],[-2,-5],[6,6],[5,7]]
1/2;1/2;[[0,0],[1,0],[0,3],[-2,1],[-3,2],[-7,10]]
2/3;2/3;[[0,0],[5,0],[1,3],[-1,2],[6,3],[7,1],[7,2]]
1/2;1/2;[[0,0],[1,0],[19,29],[3,3],[23,35]]
3/8;2/5;[[0,0],[4,0],[0,5],[-1,3],[-1,4],[4,3],[5,2]]
4/15;1/3;[[0,0],[1,0],[9,12],[-3,-5],[8,12],[9,11],[7,11]]
13/42;1/2;[[0,0],[1,0],[13,17],[-11,-16],[17,22]]
1/2;1/2;[[0,0],[1,0],[0,1],[-7,3],[-14,4],[-6,1],[-13,3],[-10,2],[-11,4]]
16/39;2/3;[[0,0],[1,0],[19,21],[3,2],[13,13]]
2/7;2/5;[[0,0],[1,0],[0,1],[8,4],[12,7],[13,7],[1,2],[6,5]]
1/3;3/8;[[0,0],[1,0],[2,4],[4,14],[3,13],[-2,-11],[2,10]]
1/3;3/8;[[0,0],[1,0],[8,10],[3,4],[-8,-11],[14,17],[9,10],[12,14]]
5/12;2/3;[[0,0],[1,0],[1,8],[3,11],[2,10],[3,3]]
