Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
5/8;1;[[0,0],[1,0],[1,8],[2,11],[2,3]]
4/9;1/2;[[0,0],[1,0],[2,6],[-2,-10],[-1,-8],[2,7],[0,-5]]
1;1;[[0,0],[10,0],[0,1],[9,-1],[-2,1],[7,-1]]
1;1;[[0,0],[2,0],[1,4],[1,-5],[0,-3],[2,-3]]
1/2;1/2;[[0,0],[1,0],[0,3],[-2,4],[-3,1],[-1,4],[-4,2]]
2/3;2/3;[[0,0],[1,0],[2,3],[5,3],[6,6],[3,4],[6,4]]
2/3;2/3;[[0,0],[1,0],[2,3],[-1,3],[-1,5],[2,5]]
2/3;2/3;[[0,0],[1,0],[0,6],[-1,5],[-1,6],[2,3],[2,4]]
5/12;1/2;[[0,0],[1,0],[1,3],[4,5],[4,1]]
1;1;[[0,0],[3,0],[0,1],[-8,1],[-11,2],[-6,2]]
1/2;1/2;[[0,0],[1,0],[2,5],[4,7],[3,2],[4,4]]
1;1;[[0,0],[1,0],[6,11],[-2,-5],[4,8],[5,8]]
2/3;2/3;[[0,0],[1,0],[2,6],[3,6],[-2,-8],[-3,-10]]
4/11;1/2;[[0,0],[2,0],[1,2],[-4,-10]]
1/2;2/3;[[0,0],[1,0],[0,7],[1,-2],[-1,3],[-2,7]]
1/2;2/3;[[0,0],[3,0],[0,2],[-3,3],[-5,1]]
6/17;1/2;[[0,0],[1,0],[8,10],[-8,-11],[3,4],[7,9]]
1/2;1/2;[[0,0],[1,0],[0,2],[-5,8],[-6,10],[-5,10]]
2/3;2/3;[[0,0],[1,0],[2,3],[5,5],[3,4],[4,2],[7,5]]
1/2;2/3;[[0,0],[1,0],[0,2],[1,-7],[2,-4],[3,-9]]
3/10;1/2;[[0,0],[1,0],[2,3],[-2,-7],[-4,-7]]
2/5;1/2;[[0,0],[1,0],[0,2],[-4,5],[-4,4],[-3,2],[-2,5]]
3/7;1/2;[[0,0],[2,0],[1,2],[-5,4],[-4,2]]
2/7;1/2;[[0,0],[2,0],[1,3],[-1,6],[3,-4],[0,5]]
2/3;2/3;[[0,0],[1,0],[1,3],[-6,3]]
2/5;1/2;[[0,0],[1,0],[0,5],[-2,4],[-3,8]]
1/2;1/2;[[0,0],[1,0],[1,4],[0,4],[-2,3],[3,3]]
1/2;2/3;[[0,0],[1,0],[1,4],[3,3],[3,8],[2,7]]
2/5;1/2;[[0,0],[5,0],[0,2],[5,-1],[2,3]]
4/9;1/2;[[0,0],[2,0],[0,3],[-3,3],[-2,4],[-3,1]]
2/5;1/2;[[0,0],[1,0],[1,2],[5,5],[5,8],[4,7]]
5/18;1/2;[[0,0],[1,0],[7,12],[5,6]]
11/42;1/2;[[0,0],[1,0],[7,12],[7,10]]
1/2;1/2;[[0,0],[1,0],[3,8],[3,4],[5,12]]
19/66;1/2;[[0,0],[1,0],[7,12],[3,2]]
4/9;2/3;[[0,0],[1,0],[10,11],[-7,-9],[7,7],[11,12]]
1/2;1/2;[[0,0],[1,0],[1,2],[9,4],[10,5]]
2/3;2/3;[[0,0],[1,0],[2,3],[-1,-5],[-4,-9],[-2,-7],[-3,-6]]
5/12;1/2;[[0,0],[3,0],[0,1],[-9,3],[11,-3],[-10,3]]
1;1;[[0,0],[2,0],[0,1],[7,1],[2,2],[10,2]]
10/17;1;[[0,0],[2,0],[1,5],[2,-7]]
2/3;2/3;[[0,0],[1,0],[1,7],[0,-1],[3,7],[3,6]]
2/3;2/3;[[0,0],[1,0],[4,6],[5,6],[8,11],[-4,-7]]
2/3;2/3;[[0,0],[2,0],[0,1],[1,-1],[4,5],[6,6]]
1/6;1;[[0,0],[12,0],[0,1],[1,-1]]
1/6;1;[[0,0],[12,0],[0,1],[2,-1]]
1/2;1/2;[[0,0],[1,0],[10,13],[11,14],[5,5],[2,1]]
1/6;1;[[0,0],[12,0],[0,1],[5,-1]]
1/6;1;[[0,0],[12,0],[0,1],[6,-1]]
1/6;1;[[0,0],[12,0],[0,1],[7,-1]]
3/11;1/2;[[0,0],[1,0],[5,8],[4,8],[2,5],[4,5]]
1/6;1;[[0,0],[12,0],[0,1],[3,-1]]
1;1;[[0,0],[1,0],[15,16],[2,1],[18,19]]
1/6;1;[[0,0],[12,0],[0,1],[4,-1]]
1/6;1;[[0,0],[12,0],[0,1],[11,-1]]
1/2;1/2;[[0,0],[1,0],[2,4],[-1,4],[-2,1],[-2,2]]
1/2;1/2;[[0,0],[1,0],[0,2],[-2,1],[6,4],[7,4]]
2/3;2/3;[[0,0],[1,0],[1,2],[-2,12],[-2,14]]
3/8;1/2;[[0,0],[1,0],[8,11],[7,11],[3,3],[8,12]]
1/2;1/2;[[0,0],[1,0],[1,4],[4,4],[-1,2],[-1,3]]
1/6;1;[[0,0],[12,0],[0,1],[8,-1]]
2/5;1/2;[[0,0],[1,0],[3,5],[1,5],[-1,1],[0,4],[-1,2]]
1/3;1/2;[[0,0],[1,0],[5,6],[5,5],[1,4]]
1;1;[[0,0],[2,0],[0,1],[-9,1],[-8,2],[-12,2]]
1/6;1;[[0,0],[12,0],[0,1],[10,-1]]
2/5;1/2;[[0,0],[1,0],[0,4],[-1,2],[2,6],[3,6]]
1;1;[[0,0],[3,0],[0,1],[7,1],[2,2],[9,2]]
1/6;1;[[0,0],[12,0],[0,1],[9,-1]]
7/15;2/3;[[0,0],[1,0],[2,4],[0,6],[-1,3],[-1,5]]
2/5;1/2;[[0,0],[1,0],[3,5],[1,4],[4,8],[2,7],[4,9]]
3/5;1;[[0,0],[10,0],[0,1],[6,-1],[2,-1]]
9/26;1/2;[[0,0],[4,0],[2,3],[3,-2],[4,2]]
2/3;2/3;[[0,0],[1,0],[1,6],[2,4],[2,5],[0,5],[-1,2],[-1,3]]
1/2;1/2;[[0,0],[1,0],[1,2],[4,1],[5,4],[7,4]]
2/3;2/3;[[0,0],[2,0],[0,3],[3,2],[1,3],[-2,2],[-3,1]]
2/5;1/2;[[0,0],[1,0],[9,13],[6,7],[2,1]]
2/3;2/3;[[0,0],[1,0],[7,8],[6,8],[-1,-2],[5,7],[6,6]]
10/29;1/2;[[0,0],[1,0],[3,9],[2,4],[2,9],[-1,-5]]
3/10;1/2;[[0,0],[1,0],[5,12],[5,9]]
4/9;2/3;[[0,0],[1,0],[2,11],[-1,-12],[2,10]]
5/14;1/2;[[0,0],[2,0],[3,5],[4,4],[-1,-4]]
1/6;1/2;[[0,0],[1,0],[5,12],[6,12]]
2;2;[[0,0],[4,0],[0,1],[-20,1]]
1/3;2/3;[[0,0],[1,0],[1,6],[0,6],[-1,4],[2,4]]
1/2;1/2;[[0,0],[2,0],[3,4],[-1,-5],[-1,-6],[4,5]]
4/9;2/3;[[0,0],[1,0],[2,9],[3,9],[2,3],[3,12]]
1/2;2/3;[[0,0],[1,0],[0,2],[2,12],[3,16]]
2/7;3/7;[[0,0],[1,0],[5,18],[2,3]]
1/2;1/2;[[0,0],[1,0],[7,10],[8,11],[2,1],[5,5]]
1;1;[[0,0],[2,0],[0,2],[2,5],[1,-5]]
14/33;2/3;[[0,0],[1,0],[6,11],[7,12],[6,9],[5,7]]
1/2;1/2;[[0,0],[2,0],[2,4],[1,3],[1,-1],[4,5],[4,3]]
2/5;1/2;[[0,0],[1,0],[4,11],[4,8],[3,4]]
2/7;2/3;[[0,0],[7,0],[0,1],[5,-1],[5,1],[2,2]]
4/11;3/7;[[0,0],[2,0],[0,1],[9,-4],[1,-2]]
2/3;2/3;[[0,0],[1,0],[0,2],[-5,2],[-5,1],[-4,3],[-2,3]]
1/2;2/3;[[0,0],[1,0],[1,3],[-2,-7],[0,-7]]
1;1;[[0,0],[11,0],[0,1],[3,-1],[-1,1],[2,-1]]
1;1;[[0,0],[1,0],[11,12],[3,2],[15,16]]
4/9;2/3;[[0,0],[1,0],[2,10],[0,-6],[-1,-8],[2,11]]
7/20;1/2;[[0,0],[2,0],[1,2],[5,5],[0,-3],[-1,-4]]
2/3;2/3;[[0,0],[1,0],[4,9],[2,2],[8,17]]
1;1;[[0,0],[2,0],[1,2],[-6,2],[-6,1]]
28/69;2/3;[[0,0],[3,0],[0,1],[1,-7]]
13/33;2/3;[[0,0],[3,0],[0,1],[2,-7]]
1/2;1/2;[[0,0],[1,0],[4,6],[0,1],[4,5],[1,4],[2,6]]
2;2;[[0,0],[10,0],[0,1],[-14,1]]
2/3;2/3;[[0,0],[1,0],[0,1],[-6,3],[-8,2],[-11,3]]
3/7;2/3;[[0,0],[1,0],[3,14],[3,9]]
1;1;[[0,0],[1,0],[0,1],[-7,1],[-11,2],[-2,2]]
3/11;1/2;[[0,0],[1,0],[3,14],[4,22]]
7/15;2/3;[[0,0],[1,0],[3,4],[5,5],[7,9],[11,13]]
5/13;1/2;[[0,0],[1,0],[7,10],[8,10],[4,4],[9,12]]
1/3;2/3;[[0,0],[1,0],[2,12],[3,12]]
1/2;1/2;[[0,0],[1,0],[5,8],[0,-1],[4,7],[6,8],[4,4]]
14/33;2/3;[[0,0],[1,0],[3,11],[2,11],[2,5],[3,12]]
13/22;1;[[0,0],[11,0],[0,1],[5,-1],[3,-1]]
1/2;1/2;[[0,0],[1,0],[3,10],[2,3],[4,11],[5,16]]
13/22;1;[[0,0],[11,0],[0,1],[4,-1],[2,-1]]
1/5;1/2;[[0,0],[2,0],[3,4],[-5,-8]]
1;1;[[0,0],[2,0],[1,2],[2,-5],[0,-5]]
4/9;2/3;[[0,0],[1,0],[2,9],[3,10],[2,3],[3,7]]
1/2;2/3;[[0,0],[1,0],[0,4],[-1,1],[-1,7],[-2,5],[-2,9]]
9/44;3/7;[[0,0],[4,0],[1,2],[-1,-4]]
2/5;1/2;[[0,0],[1,0],[2,5],[4,5],[3,1],[4,3]]
2/3;2/3;[[0,0],[1,0],[3,4],[4,5],[4,2],[7,5]]
2;2;[[0,0],[5,0],[0,1],[-19,1]]
7/15;2/3;[[0,0],[1,0],[3,10],[2,1],[3,4]]
1/2;1/2;[[0,0],[1,0],[2,3],[0,-2],[-6,-11],[-6,-10],[-7,-12]]
1;1;[[0,0],[1,0],[1,2],[-10,2]]
1/2;1/2;[[0,0],[1,0],[2,3],[1,4],[-2,1],[-1,4],[-2,2]]
3/7;2/3;[[0,0],[1,0],[0,7],[2,-9],[-1,12],[2,-8]]
7/15;2/3;[[0,0],[1,0],[0,6],[2,4],[-1,4],[-1,6]]
2/5;3/7;[[0,0],[3,0],[0,1],[5,-1],[2,-4]]
8/19;1/2;[[0,0],[1,0],[4,7],[3,7],[2,1],[4,4]]
1/2;1/2;[[0,0],[1,0],[3,7],[2,1],[6,13]]
1/2;1/2;[[0,0],[1,0],[0,2],[1,5],[2,1],[4,5]]
1/2;1/2;[[0,0],[3,0],[0,3],[1,-1],[-2,3],[3,2]]
2/3;2/3;[[0,0],[1,0],[6,9],[4,5],[5,9],[-2,-4]]
5/14;1/2;[[0,0],[1,0],[3,7],[2,1],[5,7]]
1;1;[[0,0],[2,0],[1,5],[1,-3],[0,4],[2,4]]
1;1;[[0,0],[2,0],[1,2],[-5,1],[-8,2]]
1/2;1/2;[[0,0],[1,0],[2,4],[4,4],[0,3],[-2,1]]
1/2;2/3;[[0,0],[2,0],[0,4],[2,3],[-1,4],[1,-3]]
1;1;[[0,0],[9,0],[0,1],[7,-1],[-2,1],[3,-1]]
1/2;1/2;[[0,0],[1,0],[3,9],[1,4],[0,-4],[-2,-9]]
2/3;2/3;[[0,0],[3,0],[0,2],[3,3],[2,-3]]
1/3;2/3;[[0,0],[1,0],[2,6],[-1,6]]
2/7;1/2;[[0,0],[1,0],[8,9],[-11,-15]]
1/2;1/2;[[0,0],[1,0],[0,3],[-3,2],[-3,6]]
2/5;1/2;[[0,0],[1,0],[1,2],[5,5],[5,3],[3,5]]
3/10;1/2;[[0,0],[1,0],[6,8],[5,8],[-3,-5],[-4,-7]]
2/3;2/3;[[0,0],[3,0],[0,2],[-4,3],[-2,3],[-4,1]]
9/14;1;[[0,0],[1,0],[1,7],[2,2],[2,12]]
8/25;1/2;[[0,0],[1,0],[5,8],[5,7],[4,8],[2,5]]
3/5;1;[[0,0],[10,0],[0,1],[5,-1],[1,-1]]
5/12;1/2;[[0,0],[1,0],[4,6],[6,7],[9,13]]
3/7;2/3;[[0,0],[1,0],[0,7],[2,-9],[-1,13],[2,-8]]
1/2;1/2;[[0,0],[2,0],[2,4],[4,5],[4,1]]
2/7;2/3;[[0,0],[1,0],[1,7],[2,8],[0,5],[-1,2]]
1/2;1/2;[[0,0],[1,0],[1,3],[4,2],[2,4],[6,4]]
1/2;1/2;[[0,0],[4,0],[0,2],[-2,1],[5,-2],[2,2]]
1;1;[[0,0],[1,0],[0,1],[8,1],[11,2],[4,2]]
2/5;1/2;[[0,0],[4,0],[0,2],[2,-4]]
4/9;2/3;[[0,0],[1,0],[1,6],[2,7],[2,2],[3,7],[3,5]]
1/2;1/2;[[0,0],[1,0],[3,4],[-2,4]]
24/85;1/2;[[0,0],[1,0],[2,6],[3,13],[-1,-10]]
2/5;1/2;[[0,0],[2,0],[2,5],[4,3],[4,1]]
1;1;[[0,0],[4,0],[0,2],[-8,2]]
3/8;1/2;[[0,0],[1,0],[0,3],[-2,8],[-3,8],[3,-7]]
2/3;2/3;[[0,0],[1,0],[0,1],[-6,6],[-2,1],[-8,6],[-7,5]]
14/33;2/3;[[0,0],[1,0],[2,11],[0,-6],[-1,-9],[-1,-8]]
1;1;[[0,0],[1,0],[0,1],[-10,1],[-11,2],[-8,2]]
1/2;2/3;[[0,0],[1,0],[1,4],[3,9],[3,3]]
2/3;2/3;[[0,0],[1,0],[2,12],[-1,-9],[-1,-8],[2,13]]
6/17;1/2;[[0,0],[1,0],[0,4],[3,-10],[-2,11],[3,-9]]
4/15;2/5;[[0,0],[1,0],[2,5],[-7,-19]]
7/20;1/2;[[0,0],[1,0],[6,8],[3,5],[5,8],[-4,-7]]
2/3;2/3;[[0,0],[1,0],[0,1],[2,-7],[3,-7],[1,-6],[3,-5]]
1/2;2/3;[[0,0],[1,0],[1,2],[0,7],[-1,3],[-2,7]]
1/3;2/3;[[0,0],[1,0],[2,3],[1,6],[2,9],[3,9]]
10/21;2/3;[[0,0],[1,0],[2,7],[3,8],[2,1],[3,3]]
1/2;1/2;[[0,0],[5,0],[0,2],[4,-2],[-1,2],[3,-2]]
3/7;2/3;[[0,0],[1,0],[2,9],[-1,-14],[2,8]]
1;1;[[0,0],[2,0],[0,1],[8,1],[10,2],[4,2]]
1;1;[[0,0],[2,0],[0,2],[2,3],[1,-7]]
1;1;[[0,0],[3,0],[0,2],[-6,2],[-6,1]]
2/5;3/7;[[0,0],[2,0],[0,1],[1,-2],[7,-4],[8,-4]]
1/2;1/2;[[0,0],[2,0],[3,4],[4,3],[4,4],[-1,2]]
1/3;1/2;[[0,0],[2,0],[2,3],[4,3],[-1,-4],[5,5]]
1;1;[[0,0],[1,0],[4,7],[-5,-11],[-3,-6],[-2,-6]]
2/5;1/2;[[0,0],[1,0],[2,5],[3,5],[-4,-11],[-5,-13]]
1;1;[[0,0],[2,0],[1,5],[1,-3],[0,3],[2,5]]
4/9;2/3;[[0,0],[1,0],[5,9],[2,2],[4,9],[-2,-5]]
1/2;1/2;[[0,0],[1,0],[0,2],[4,3],[4,2],[2,5]]
1/2;1/2;[[0,0],[1,0],[0,1],[-7,2],[-9,4],[-5,3],[-8,4]]
2/3;2/3;[[0,0],[3,0],[1,3],[-4,3]]
36/209;1/2;[[0,0],[1,0],[8,11],[-9,-13]]
13/72;2/3;[[0,0],[3,0],[1,3],[1,-5]]
2/5;1/2;[[0,0],[1,0],[2,4],[4,5],[5,5],[-1,2]]
4/9;2/3;[[0,0],[1,0],[6,11],[5,11],[2,2],[6,12]]
2/5;1/2;[[0,0],[3,0],[2,3],[0,-1],[4,2],[1,-3]]
1/2;2/3;[[0,0],[1,0],[3,5],[3,10],[2,8]]
7/15;2/3;[[0,0],[1,0],[4,9],[6,11],[4,6]]
1/2;1/2;[[0,0],[4,0],[1,2],[1,-1],[4,1],[3,-2],[-1,2]]
2/3;2/3;[[0,0],[1,0],[0,1],[-20,18],[-21,19]]
9/14;1;[[0,0],[1,0],[1,7],[2,11],[2,1]]
1/2;1/2;[[0,0],[1,0],[0,1],[4,-5],[2,-5],[3,-7],[5,-7]]
1;1;[[0,0],[1,0],[0,1],[-9,1],[-10,2],[-5,2]]
2/3;2/3;[[0,0],[1,0],[0,3],[-2,4],[-5,13]]
4/9;2/3;[[0,0],[1,0],[0,6],[-1,7],[2,-10],[2,-11]]
5/18;1/2;[[0,0],[1,0],[6,7],[1,3],[2,5]]
1/2;1/2;[[0,0],[4,0],[1,2],[1,-1],[7,-3]]
1/3;1/2;[[0,0],[1,0],[4,5],[5,8],[-4,-8],[-4,-7]]
7/15;2/3;[[0,0],[2,0],[0,1],[-14,3],[-12,2]]
8/19;2/3;[[0,0],[1,0],[12,13],[-7,-9],[-5,-7]]
3/7;2/3;[[0,0],[1,0],[9,10],[-7,-9],[-6,-8],[7,7]]
1;1;[[0,0],[9,0],[0,1],[7,-1],[-1,1],[2,-1]]
2/3;2/3;[[0,0],[2,0],[0,1],[6,1],[6,3],[8,3]]
2/7;2/3;[[0,0],[1,0],[1,7],[2,7],[0,-5],[-1,-8]]
2/3;2/3;[[0,0],[2,0],[1,3],[5,3],[5,1]]
1/2;1/2;[[0,0],[1,0],[7,8],[6,8],[5,7],[-4,-6]]
11/28;1/2;[[0,0],[1,0],[7,10],[2,1],[7,8]]
4/9;2/3;[[0,0],[1,0],[7,15],[4,6]]
9/14;1;[[0,0],[1,0],[2,4],[2,14]]
2/5;1/2;[[0,0],[1,0],[1,5],[3,6],[3,9],[4,10]]
3/7;1/2;[[0,0],[1,0],[5,8],[7,10],[7,11],[4,4]]
1;1;[[0,0],[11,0],[0,1],[5,-1],[-1,1],[4,-1]]
2/5;1/2;[[0,0],[1,0],[2,3],[4,1],[5,2],[5,5]]
2/7;1/2;[[0,0],[1,0],[4,7],[2,7],[1,5]]
2/3;2/3;[[0,0],[1,0],[0,1],[-5,3],[-9,3],[-8,2]]
13/22;1;[[0,0],[11,0],[0,1],[6,-1],[4,-1]]
2/3;2/3;[[0,0],[1,0],[1,2],[7,3],[8,3],[-3,1]]
2/3;2/3;[[0,0],[1,0],[0,3],[3,3],[-4,1]]
2/5;1/2;[[0,0],[1,0],[3,4],[5,5],[4,1],[5,2]]
8/25;1/2;[[0,0],[1,0],[9,11],[5,7],[10,13],[2,3]]
2/3;2/3;[[0,0],[1,0],[4,11],[-2,-7],[-1,-6],[-2,-6]]
2/3;2/3;[[0,0],[2,0],[2,3],[-1,2],[4,3],[-3,1]]
2;2;[[0,0],[9,0],[0,1],[-15,1]]
5/12;2/3;[[0,0],[1,0],[5,14],[-1,-6],[5,13]]
1;1;[[0,0],[10,0],[0,1],[7,-1],[-2,1],[5,-1]]
1/2;2/3;[[0,0],[1,0],[2,6],[1,7],[2,8],[-1,1]]
2;2;[[0,0],[2,0],[0,1],[-22,1]]
2/3;2/3;[[0,0],[1,0],[0,1],[-10,3],[-10,2],[-13,3]]
2/5;1/2;[[0,0],[1,0],[2,3],[-5,-10],[-7,-13],[-8,-14]]
1/3;1/2;[[0,0],[1,0],[3,7],[-2,-9],[4,11],[-2,-10]]
1/2;1/2;[[0,0],[2,0],[0,3],[-1,4],[-4,1]]
4/23;2/3;[[0,0],[1,0],[6,11],[-7,-13]]
1;1;[[0,0],[1,0],[0,1],[-8,1],[-9,2],[-2,2]]
1;1;[[0,0],[5,0],[1,2],[-6,2]]
3/5;1;[[0,0],[1,0],[1,10],[2,11],[2,7]]
4/9;2/3;[[0,0],[1,0],[1,6],[2,8],[2,3],[3,9],[3,7]]
