Classical Q-codegree ; Fine Q-codegree ; Vertices of Polytope 
1/2;1/2;[[0,0],[1,0],[2,5],[2,1],[5,10],[5,11]]
2/3;2/3;[[0,0],[1,0],[0,1],[-5,1],[-7,2],[-8,3],[-2,2],[-5,3]]
8/13;1;[[0,0],[1,0],[2,13],[2,2]]
13/38;1/2;[[0,0],[1,0],[14,19],[4,4]]
2/3;2/3;[[0,0],[1,0],[0,1],[-8,3],[-7,2],[-3,3]]
18/55;3/7;[[0,0],[2,0],[4,5],[-2,1]]
4/9;1/2;[[0,0],[2,0],[0,1],[1,1],[4,-3],[1,-3],[5,-5]]
2/3;2/3;[[0,0],[1,0],[1,2],[5,3],[5,1],[7,3],[7,2]]
2/3;2/3;[[0,0],[1,0],[3,5],[3,8],[0,2],[2,7],[1,5]]
1/2;1/2;[[0,0],[1,0],[1,3],[4,5],[3,1],[3,5],[4,2]]
4/9;2/3;[[0,0],[1,0],[9,10],[-7,-9],[10,11],[7,7]]
2/5;1/2;[[0,0],[1,0],[4,6],[5,5],[8,11]]
1/2;1/2;[[0,0],[2,0],[0,2],[-4,4],[-4,2],[-3,4],[-3,1]]
1;1;[[0,0],[3,0],[0,1],[-7,1],[-11,2],[-4,2]]
1;1;[[0,0],[1,0],[0,1],[-8,1],[-10,2],[-3,2]]
1/2;1/2;[[0,0],[2,0],[0,1],[-10,4],[-12,5],[-10,5]]
2/7;1/2;[[0,0],[1,0],[6,8],[-4,-7],[6,9],[5,8]]
3/8;1/2;[[0,0],[1,0],[3,7],[3,8],[-1,2]]
19/99;1/2;[[0,0],[3,0],[1,3],[-1,-5]]
1;1;[[0,0],[10,0],[0,1],[6,-1],[-1,1],[3,-1]]
3/7;2/3;[[0,0],[1,0],[2,9],[-1,-11],[2,8],[0,-7]]
3/7;1/2;[[0,0],[1,0],[5,7],[7,9],[-3,-5],[7,8]]
2/5;1/2;[[0,0],[1,0],[0,5],[-2,5],[2,2],[2,3]]
1/2;1/2;[[0,0],[2,0],[1,2],[4,-7],[-1,3],[-1,2]]
2/3;2/3;[[0,0],[1,0],[4,10],[1,3],[0,-3],[-3,-10]]
1/2;2/3;[[0,0],[1,0],[2,4],[-1,2],[2,8]]
2/5;1/2;[[0,0],[1,0],[0,4],[-1,1],[-2,8],[-3,9]]
7/15;2/3;[[0,0],[1,0],[1,5],[2,3],[3,7],[3,11]]
13/22;1;[[0,0],[1,0],[19,20],[3,2]]
4/9;2/3;[[0,0],[1,0],[7,12],[3,3],[9,15]]
17/39;2/3;[[0,0],[1,0],[2,4],[7,11],[-3,-7]]
12/35;1/2;[[0,0],[1,0],[6,8],[8,9],[-3,-5]]
3/7;1/2;[[0,0],[2,0],[0,1],[2,5],[4,3],[1,4]]
1/2;1/2;[[0,0],[1,0],[3,6],[5,6],[5,9]]
2/3;2/3;[[0,0],[2,0],[2,3],[8,3]]
1/2;2/3;[[0,0],[1,0],[7,8],[9,10],[3,1]]
4/9;2/3;[[0,0],[1,0],[1,6],[3,6],[3,3]]
1/2;1/2;[[0,0],[1,0],[0,4],[2,4],[-3,1]]
2/7;1/2;[[0,0],[3,0],[0,2],[5,-3],[-3,3],[-4,3]]
9/20;1/2;[[0,0],[1,0],[3,5],[10,15],[11,17]]
2/5;1/2;[[0,0],[1,0],[2,3],[0,4],[-1,2],[3,7]]
3/8;1/2;[[0,0],[2,0],[3,5],[-1,-4],[3,6],[2,5]]
1/2;1/2;[[0,0],[1,0],[0,4],[-1,2],[-3,8],[-3,10]]
2/5;1/2;[[0,0],[1,0],[5,10],[-1,-3],[5,11],[4,10]]
2/3;2/3;[[0,0],[1,0],[3,6],[2,2],[1,5],[2,7],[0,2],[3,8]]
2/3;2/3;[[0,0],[1,0],[2,3],[-4,-13],[3,8],[1,3]]
1;1;[[0,0],[1,0],[7,8],[11,12],[5,4]]
3/7;2/3;[[0,0],[1,0],[7,8],[6,8],[7,7],[5,7]]
1/2;1/2;[[0,0],[1,0],[1,2],[5,9],[2,1],[5,6]]
3/7;1/2;[[0,0],[1,0],[0,1],[4,-4],[1,-3],[5,-6],[3,-6]]
1/2;1/2;[[0,0],[1,0],[5,8],[6,9],[2,1],[6,7]]
1;1;[[0,0],[4,0],[1,2],[7,1],[8,2]]
3/8;1/2;[[0,0],[1,0],[5,8],[6,8],[-1,-3],[-4,-7]]
5/14;1/2;[[0,0],[1,0],[9,14],[4,4]]
2/3;2/3;[[0,0],[1,0],[0,1],[2,8],[3,9],[3,7],[1,6]]
2/7;2/3;[[0,0],[1,0],[0,7],[-1,6],[2,3]]
2/3;2/3;[[0,0],[3,0],[0,4],[3,4]]
2/5;1/2;[[0,0],[1,0],[0,5],[-1,5],[3,1],[3,2]]
2/3;2/3;[[0,0],[3,0],[2,3],[6,3],[6,2]]
7/15;2/3;[[0,0],[1,0],[4,6],[5,5],[6,7],[1,3]]
1;1;[[0,0],[10,0],[0,1],[6,-1],[-2,1],[4,-1]]
1/2;1/2;[[0,0],[2,0],[0,2],[4,2],[2,4],[4,4]]
11/18;1;[[0,0],[1,0],[1,9],[2,9],[2,3]]
1/2;1/2;[[0,0],[1,0],[2,4],[2,6],[-2,2]]
3/5;1;[[0,0],[10,0],[0,1],[7,-1],[3,-1]]
1;1;[[0,0],[3,0],[1,2],[-8,2]]
2/5;2/3;[[0,0],[3,0],[1,2],[7,-6]]
2/3;2/3;[[0,0],[1,0],[5,7],[2,1],[5,5],[9,11]]
5/13;1/2;[[0,0],[1,0],[7,10],[6,7],[10,13]]
2;2;[[0,0],[11,0],[0,1],[-13,1]]
8/19;1/2;[[0,0],[1,0],[3,10],[-1,-7],[4,13],[4,12]]
3/7;1/2;[[0,0],[1,0],[4,6],[3,6],[4,4],[1,4]]
1/3;1/2;[[0,0],[1,0],[8,9],[-10,-13],[-9,-12]]
10/21;2/3;[[0,0],[1,0],[6,13],[7,14],[9,19]]
7/17;2/3;[[0,0],[3,0],[2,4],[1,5],[3,-2]]
17/99;1/2;[[0,0],[1,0],[3,11],[-3,-13]]
1/2;1/2;[[0,0],[1,0],[2,3],[5,3],[5,4],[-2,1],[6,4]]
2/7;1/2;[[0,0],[1,0],[8,13],[-2,-5],[9,14]]
1/2;2/3;[[0,0],[1,0],[2,7],[3,10],[3,5],[2,1]]
7/36;1/2;[[0,0],[4,0],[1,2],[1,-4]]
4/13;1/2;[[0,0],[1,0],[4,11],[5,11],[5,13]]
1/2;1/2;[[0,0],[1,0],[0,1],[-5,2],[-8,4],[-7,3],[-3,3],[-5,4]]
5/9;2/3;[[0,0],[1,0],[4,6],[7,6]]
5/12;1/2;[[0,0],[1,0],[2,6],[3,5],[4,11],[5,13]]
2/3;2/3;[[0,0],[1,0],[1,2],[2,1],[3,5],[8,10]]
2/3;2/3;[[0,0],[3,0],[0,1],[-5,1],[-11,3],[-8,3]]
1/2;1/2;[[0,0],[1,0],[1,2],[-2,3],[-4,1],[0,4]]
3/10;1/2;[[0,0],[1,0],[5,12],[6,13],[4,7]]
2/5;1/2;[[0,0],[1,0],[4,5],[-5,-7],[-5,-9]]
1;1;[[0,0],[4,0],[0,1],[7,1],[2,2],[8,2]]
5/8;1;[[0,0],[1,0],[1,8],[2,9],[2,1]]
1/2;1/2;[[0,0],[1,0],[2,5],[-1,3],[2,6],[-2,1]]
5/14;1/2;[[0,0],[1,0],[8,11],[8,12],[3,5],[1,2]]
4/9;1/2;[[0,0],[1,0],[0,2],[4,-7],[5,-10],[1,-4]]
4/19;2/3;[[0,0],[1,0],[4,7],[-9,-17]]
2/3;2/3;[[0,0],[1,0],[0,1],[1,5],[3,7],[2,1],[3,4]]
2/3;2/3;[[0,0],[1,0],[3,6],[0,2],[3,3],[2,6],[1,5]]
2/3;2/3;[[0,0],[1,0],[2,3],[-3,1],[-3,3]]
1/2;2/3;[[0,0],[1,0],[1,4],[3,8],[3,2]]
1;1;[[0,0],[1,0],[5,9],[-3,-7],[3,6],[6,10]]
1;1;[[0,0],[1,0],[7,8],[2,1],[14,15]]
2/5;1/2;[[0,0],[1,0],[1,4],[3,8],[5,10]]
1/2;2/3;[[0,0],[1,0],[1,4],[3,7],[3,1]]
4/9;2/3;[[0,0],[1,0],[0,6],[-1,2],[-2,8],[-2,6]]
2/5;1/2;[[0,0],[1,0],[7,11],[-6,-10],[8,13]]
2/3;2/3;[[0,0],[1,0],[2,7],[2,6],[1,6],[0,-5],[-1,-7],[-1,-8]]
1;1;[[0,0],[1,0],[3,4],[5,4],[7,8],[8,8]]
2/5;1/2;[[0,0],[1,0],[5,6],[4,1],[5,2]]
1/2;1/2;[[0,0],[1,0],[2,3],[4,4],[8,11],[10,13]]
10/21;2/3;[[0,0],[1,0],[2,7],[3,9],[2,1],[3,4]]
2/3;2/3;[[0,0],[1,0],[0,3],[-1,3],[-3,10],[4,-11]]
2/3;2/3;[[0,0],[1,0],[0,1],[-7,1],[-9,3],[-8,3]]
1/2;1/2;[[0,0],[1,0],[0,1],[4,-6],[4,-5],[1,-4],[2,-6]]
12/35;1/2;[[0,0],[5,0],[0,2],[2,-1],[-3,2],[-3,3]]
1/2;1/2;[[0,0],[1,0],[2,5],[2,1],[5,8],[5,7]]
1;1;[[0,0],[1,0],[0,2],[-11,2]]
4/9;1/2;[[0,0],[1,0],[6,7],[5,5],[-4,-6],[6,8],[-5,-7]]
8/23;1/2;[[0,0],[1,0],[2,4],[3,10],[-1,-5],[2,9]]
2/3;2/3;[[0,0],[1,0],[0,2],[3,-8],[2,-7],[1,-5],[3,-5]]
1/2;1/2;[[0,0],[1,0],[3,4],[7,9],[7,8],[-4,-6],[-5,-7]]
7/15;2/3;[[0,0],[1,0],[3,10],[3,3]]
7/15;2/3;[[0,0],[1,0],[4,12],[7,20]]
2/3;2/3;[[0,0],[1,0],[2,6],[2,7],[0,5],[-1,1],[-1,2]]
2/3;2/3;[[0,0],[1,0],[4,12],[5,12]]
1;1;[[0,0],[4,0],[0,1],[-7,1],[-11,2],[-5,2]]
2/3;2/3;[[0,0],[2,0],[1,3],[-5,3]]
3/8;1/2;[[0,0],[1,0],[3,6],[5,7],[2,5],[4,4]]
4/13;1/2;[[0,0],[1,0],[3,11],[4,12],[3,7],[2,3]]
2/5;1/2;[[0,0],[1,0],[10,12],[13,15],[16,19]]
9/23;1/2;[[0,0],[1,0],[3,8],[4,9],[4,7],[2,1]]
2/7;2/3;[[0,0],[1,0],[1,7],[2,6],[0,5],[-1,2]]
10/21;2/3;[[0,0],[1,0],[2,7],[3,9],[3,3]]
1/2;1/2;[[0,0],[2,0],[0,3],[4,-4],[2,-4],[1,-3]]
7/15;2/3;[[0,0],[1,0],[2,6],[-1,-7],[0,-5],[1,6],[2,8]]
7/15;2/3;[[0,0],[1,0],[1,6],[2,8],[0,-5],[-1,-8],[2,6]]
1/2;1/2;[[0,0],[1,0],[3,7],[4,9],[2,1],[4,5]]
2/3;2/3;[[0,0],[1,0],[0,3],[-5,2],[-6,3]]
8/19;1/2;[[0,0],[1,0],[7,11],[8,12],[5,6],[2,1]]
19/110;1/2;[[0,0],[1,0],[2,11],[-2,-13]]
1/2;1/2;[[0,0],[1,0],[0,4],[-4,4],[-4,3]]
1/3;1/2;[[0,0],[1,0],[9,11],[11,14],[-5,-8]]
2/5;1/2;[[0,0],[1,0],[1,5],[-1,-6],[2,8],[0,-4],[3,10]]
16/39;2/3;[[0,0],[2,0],[0,5],[1,-4],[-1,5],[-1,6]]
2/3;2/3;[[0,0],[1,0],[1,2],[6,3],[6,1],[4,3]]
2/3;2/3;[[0,0],[1,0],[2,3],[4,1],[-1,2],[5,3]]
4/11;1/2;[[0,0],[1,0],[7,11],[8,12],[4,4]]
2/3;2/3;[[0,0],[1,0],[5,7],[7,8],[8,10],[3,2]]
4/9;2/3;[[0,0],[1,0],[2,9],[3,11],[3,8],[2,3]]
1/4;2/3;[[0,0],[1,0],[1,8],[3,10]]
1/4;2/3;[[0,0],[1,0],[1,8],[3,8]]
1/4;2/3;[[0,0],[1,0],[1,8],[3,12]]
14/33;2/3;[[0,0],[1,0],[0,6],[2,-11],[-1,8],[-1,7]]
2/3;2/3;[[0,0],[3,0],[1,2],[4,-3],[-2,3],[-2,2]]
1/2;1/2;[[0,0],[2,0],[2,4],[1,4],[5,1]]
3/7;1/2;[[0,0],[1,0],[1,2],[-1,5],[-3,3],[-2,1]]
1/3;1/2;[[0,0],[1,0],[3,9],[-3,-11],[2,7],[3,10]]
2/3;2/3;[[0,0],[7,0],[0,1],[-1,1],[5,-2],[4,-2]]
1/2;1/2;[[0,0],[1,0],[2,5],[3,3],[4,9],[4,5]]
4/7;1;[[0,0],[2,0],[1,9],[2,-3]]
1/2;2/3;[[0,0],[1,0],[2,8],[3,4],[3,8]]
1/2;1/2;[[0,0],[2,0],[1,4],[3,2],[-1,2],[3,4]]
1;1;[[0,0],[1,0],[15,16],[3,2],[17,18]]
2/3;2/3;[[0,0],[1,0],[7,10],[4,6],[-3,-6],[-6,-10]]
1/2;2/3;[[0,0],[1,0],[1,4],[3,6],[2,6],[3,1]]
2;2;[[0,0],[8,0],[0,1],[-16,1]]
1/2;1/2;[[0,0],[1,0],[2,3],[5,4],[4,4],[5,1]]
1/3;1/2;[[0,0],[1,0],[5,8],[4,8],[5,7],[3,7]]
1;1;[[0,0],[2,0],[0,1],[-9,1],[-11,2],[-7,2]]
1/2;1/2;[[0,0],[1,0],[1,4],[-1,1],[0,3],[3,2],[4,4]]
1/2;1/2;[[0,0],[2,0],[4,6],[4,7],[3,1],[-1,-2]]
10/21;2/3;[[0,0],[1,0],[3,5],[4,3],[7,7]]
2/3;2/3;[[0,0],[2,0],[1,5],[-1,4],[2,-1],[-1,1]]
36/161;3/7;[[0,0],[1,0],[5,7],[-12,-17]]
1;1;[[0,0],[9,0],[0,1],[8,-1],[-2,1],[4,-1]]
2/3;2/3;[[0,0],[1,0],[2,3],[-1,2],[5,3],[-3,1]]
2/3;2/3;[[0,0],[2,0],[0,1],[-8,2],[-10,3],[-6,3]]
2/3;2/3;[[0,0],[1,0],[0,1],[9,3],[3,3]]
2/5;1/2;[[0,0],[1,0],[5,7],[4,2],[5,3]]
7/20;1/2;[[0,0],[2,0],[3,4],[-1,-6],[3,3],[0,-5]]
1/2;2/3;[[0,0],[1,0],[3,6],[3,12]]
1/2;1/2;[[0,0],[1,0],[0,1],[4,-7],[3,-7],[4,-4]]
2/3;2/3;[[0,0],[2,0],[0,1],[3,-2],[3,-6],[2,-6]]
13/12;2;[[0,0],[1,0],[1,24]]
1/2;1/2;[[0,0],[1,0],[0,4],[-2,4],[-4,2]]
1/4;1/2;[[0,0],[1,0],[5,24]]
1/2;1/2;[[0,0],[1,0],[0,1],[3,1],[1,2],[6,3],[4,4],[7,4]]
2/5;1/2;[[0,0],[2,0],[0,5],[-1,4],[3,2]]
1/3;1/2;[[0,0],[1,0],[7,24]]
1/6;1/2;[[0,0],[1,0],[11,24]]
2/3;2/3;[[0,0],[1,0],[0,1],[1,-4],[3,-7],[3,-3],[2,-7]]
7/12;1;[[0,0],[1,0],[13,24]]
2/3;2/3;[[0,0],[1,0],[6,9],[-2,-4],[4,7],[3,3],[6,10]]
1/6;1;[[0,0],[1,0],[23,24]]
1/2;1/2;[[0,0],[1,0],[5,8],[2,1],[4,7],[5,5]]
40/207;1/2;[[0,0],[3,0],[2,3],[-3,-5]]
1/3;1/2;[[0,0],[2,0],[2,6],[4,6]]
4/9;1/2;[[0,0],[2,0],[1,3],[2,-1],[-1,1],[-2,3],[0,5]]
2;2;[[0,0],[1,0],[0,12],[1,12]]
1/2;2/3;[[0,0],[1,0],[9,24]]
1/4;2/5;[[0,0],[1,0],[10,24]]
1/2;1/2;[[0,0],[3,0],[0,2],[2,1],[-4,3],[4,-2],[-5,3]]
2/3;2/3;[[0,0],[1,0],[0,3],[-7,3]]
7/20;1/2;[[0,0],[2,0],[3,4],[-2,-5],[2,3],[-3,-5]]
2/7;2/3;[[0,0],[1,0],[3,4],[7,7],[5,3]]
1/3;1/2;[[0,0],[1,0],[21,24]]
1/2;1/2;[[0,0],[1,0],[2,3],[-1,3],[2,4],[-2,1],[1,5]]
5/12;1/2;[[0,0],[1,0],[0,1],[3,3],[4,6],[1,4],[2,6]]
1/4;2/3;[[0,0],[1,0],[22,24]]
1/2;1/2;[[0,0],[4,0],[1,2],[4,1],[2,-3],[0,1]]
5/12;2/3;[[0,0],[1,0],[17,24]]
6/17;3/7;[[0,0],[1,0],[0,4],[2,-7],[-2,9],[-3,11]]
1;1;[[0,0],[1,0],[1,10],[2,10],[0,-2],[2,8]]
1/3;1/2;[[0,0],[1,0],[19,24]]
1/4;2/3;[[0,0],[8,0],[0,1],[2,-2]]
2/3;2/3;[[0,0],[3,0],[0,1],[3,3],[1,-3],[2,-3]]
19/92;2/3;[[0,0],[8,0],[0,1],[1,-2]]
5/12;1/2;[[0,0],[1,0],[9,14],[5,6],[2,1]]
1;1;[[0,0],[1,0],[1,11],[2,11],[0,-1],[2,10]]
1/4;2/3;[[0,0],[8,0],[0,1],[4,-2]]
1/2;1/2;[[0,0],[5,0],[1,2],[3,-2],[0,2],[2,-2]]
17/84;2/3;[[0,0],[8,0],[0,1],[3,-2]]
1/4;2/3;[[0,0],[8,0],[0,1],[6,-2]]
4/9;1/2;[[0,0],[1,0],[6,7],[5,7],[6,8],[3,1]]
13/68;2/3;[[0,0],[8,0],[0,1],[7,-2]]
4/9;1/2;[[0,0],[1,0],[4,7],[2,5],[4,4],[3,7]]
3/7;1/2;[[0,0],[4,0],[0,1],[5,3],[6,3],[3,-1]]
15/76;2/3;[[0,0],[8,0],[0,1],[5,-2]]
2/3;2/3;[[0,0],[1,0],[3,7],[2,2],[6,12],[7,15]]
8/19;1/2;[[0,0],[1,0],[2,5],[-2,-7],[4,9],[5,10]]
10/21;2/3;[[0,0],[1,0],[4,7],[5,7],[10,17]]
2/5;1/2;[[0,0],[1,0],[0,1],[3,-7],[3,-3],[5,-7]]
1/2;1/2;[[0,0],[1,0],[3,8],[2,2],[6,14]]
3/10;1/2;[[0,0],[5,0],[1,2],[3,-2],[5,-1],[4,1]]
2/5;1/2;[[0,0],[1,0],[0,1],[5,3],[5,5],[1,3]]
2/7;3/7;[[0,0],[1,0],[3,7],[4,7],[-1,1]]
2/5;1/2;[[0,0],[1,0],[3,15],[4,18]]
2/3;2/3;[[0,0],[1,0],[0,3],[3,6],[3,9]]
10/21;2/3;[[0,0],[1,0],[5,7],[4,3],[7,7]]
1/2;1/2;[[0,0],[1,0],[0,2],[-4,3],[-4,1],[-1,3],[-3,4]]
10/33;1/2;[[0,0],[1,0],[2,9],[3,9],[0,-3],[-1,-5]]
7/15;2/3;[[0,0],[2,0],[1,2],[-1,-3],[0,-6],[-1,-5]]
2/3;2/3;[[0,0],[1,0],[5,6],[6,7],[5,3],[6,4]]
1/2;1/2;[[0,0],[1,0],[0,1],[8,4],[4,4]]
1/2;1/2;[[0,0],[2,0],[0,1],[8,2],[12,4]]
1/2;2/3;[[0,0],[1,0],[1,4],[2,7],[2,1],[3,4],[3,8]]
1/2;1/2;[[0,0],[1,0],[0,1],[1,4],[3,1],[4,4],[4,2]]
3/8;1/2;[[0,0],[2,0],[3,5],[4,6],[5,5],[0,-1]]
1;1;[[0,0],[1,0],[6,12],[7,12]]
1;1;[[0,0],[1,0],[19,20],[2,1],[20,21]]
2/5;1/2;[[0,0],[1,0],[5,9],[2,1],[5,6],[4,4]]
1;1;[[0,0],[3,0],[0,2],[-9,2]]
8/25;1/2;[[0,0],[1,0],[3,5],[4,9],[-3,-9],[-3,-8]]
1;1;[[0,0],[1,0],[11,12],[14,15],[4,3]]
2/3;2/3;[[0,0],[1,0],[5,7],[6,10],[-2,-4],[4,5],[5,9]]
2/3;2/3;[[0,0],[2,0],[1,2],[-5,1],[-1,3],[0,3]]
7/15;2/3;[[0,0],[1,0],[0,5],[2,5],[-1,3],[2,7]]
1/2;1/2;[[0,0],[1,0],[5,8],[7,10],[5,6],[2,1],[7,11]]
2/3;2/3;[[0,0],[1,0],[1,6],[0,-2],[3,8],[3,6]]
1/2;1/2;[[0,0],[1,0],[0,2],[-5,2],[-5,4],[-4,4]]
1/2;1/2;[[0,0],[1,0],[4,7],[4,9],[0,1],[3,8],[2,6]]
1/2;1/2;[[0,0],[1,0],[4,5],[-3,-4],[-6,-9],[-5,-7],[-3,-6]]
2/5;1/2;[[0,0],[1,0],[0,1],[6,-7],[2,-5]]
9/23;1/2;[[0,0],[2,0],[4,5],[-1,-4],[4,3],[5,6]]
16/55;1/2;[[0,0],[2,0],[4,5],[-1,-4],[4,3],[5,5]]
32/115;3/7;[[0,0],[1,0],[4,5],[-15,-19]]
2/3;2/3;[[0,0],[1,0],[2,9],[-1,-10],[2,8],[-1,-12]]
3/10;1/2;[[0,0],[1,0],[6,10],[5,9],[4,4]]
1;1;[[0,0],[11,0],[0,1],[8,-1],[-1,1],[7,-1]]
3/10;1/2;[[0,0],[1,0],[6,10],[5,9],[6,8]]
2/7;2/3;[[0,0],[1,0],[8,9],[5,3]]
5/9;2/3;[[0,0],[1,0],[0,1],[-16,6],[-21,8]]
2/3;2/3;[[0,0],[1,0],[2,3],[-3,-5],[-1,-4],[-5,-10],[-5,-9]]
2/5;1/2;[[0,0],[5,0],[1,2],[5,-2],[3,2]]
2/3;2/3;[[0,0],[1,0],[0,3],[-3,1],[-5,3],[-5,2]]
13/22;1;[[0,0],[11,0],[0,1],[9,-1],[7,-1]]
6/13;2/3;[[0,0],[1,0],[2,6],[2,5],[1,7],[-1,-9]]
8/19;1/2;[[0,0],[1,0],[5,7],[-6,-11],[-8,-15]]
2/3;2/3;[[0,0],[1,0],[0,1],[7,3],[5,1],[3,3]]
4/9;1/2;[[0,0],[1,0],[4,7],[2,2],[6,13],[6,14]]
4/9;2/3;[[0,0],[1,0],[3,4],[6,6],[4,2],[6,4]]
14/33;2/3;[[0,0],[1,0],[6,11],[6,9],[3,3]]
1/2;1/2;[[0,0],[1,0],[4,10],[2,2],[7,17]]
1;1;[[0,0],[2,0],[1,2],[0,-4],[2,-6]]
1;1;[[0,0],[2,0],[0,6],[2,6]]
1;1;[[0,0],[10,0],[0,1],[9,-1],[-1,1],[6,-1]]
1;1;[[0,0],[1,0],[0,2],[6,2],[-5,1]]
3/8;1/2;[[0,0],[1,0],[2,5],[4,8],[-3,-9],[-4,-11]]
1/2;1/2;[[0,0],[1,0],[0,3],[-3,2],[-2,5],[-4,3]]
1;1;[[0,0],[1,0],[0,3],[2,4],[2,11]]
1/2;1/2;[[0,0],[1,0],[0,2],[-3,1],[-4,2],[-4,4],[-2,4]]
13/22;1;[[0,0],[1,0],[1,11],[2,11],[2,9]]
2/3;2/3;[[0,0],[1,0],[0,1],[4,1],[1,2],[3,3],[8,3]]
2/3;2/3;[[0,0],[3,0],[0,3],[-1,3],[6,1]]
2/3;2/3;[[0,0],[1,0],[7,8],[6,6],[2,3],[2,1],[6,8],[7,9]]
4/9;2/3;[[0,0],[1,0],[2,9],[-1,-13],[-1,-14]]
1/2;1/2;[[0,0],[2,0],[4,6],[4,3],[1,3]]
2/3;2/3;[[0,0],[1,0],[2,3],[3,9],[-2,-8],[-3,-10]]
1;1;[[0,0],[2,0],[0,1],[-7,1],[-11,2],[-3,2]]
2/3;2/3;[[0,0],[1,0],[2,6],[2,7],[0,5],[-1,2],[-1,3]]
2/3;2/3;[[0,0],[1,0],[0,1],[-7,1],[-11,3],[-10,3]]
1/2;1/2;[[0,0],[1,0],[6,7],[2,3],[8,10],[7,10],[9,12]]
8/17;2/3;[[0,0],[1,0],[7,12],[8,13],[2,1]]
3/5;1;[[0,0],[1,0],[15,16],[19,20]]
7/18;1/2;[[0,0],[1,0],[4,9],[4,4]]
6/17;1/2;[[0,0],[1,0],[2,5],[0,4],[-1,3],[3,3]]
13/77;1/2;[[0,0],[1,0],[5,11],[-5,-13]]
28/165;2/3;[[0,0],[1,0],[10,11],[-11,-13]]
1/5;2/3;[[0,0],[2,0],[1,4],[-1,-8]]
3/8;1/2;[[0,0],[5,0],[0,2],[4,-2],[1,-1],[-1,2]]
5/11;2/3;[[0,0],[2,0],[0,3],[-6,1]]
2/3;2/3;[[0,0],[1,0],[0,2],[5,3],[6,3],[-4,1]]
4/21;2/3;[[0,0],[1,0],[8,9],[-13,-15]]
2/3;2/3;[[0,0],[3,0],[0,3],[-3,3],[-3,2],[2,2]]
2/3;2/3;[[0,0],[2,0],[1,2],[-1,3],[-3,1],[-4,3],[-4,2]]
1/2;1/2;[[0,0],[1,0],[3,8],[3,5],[4,9],[0,-2],[4,8],[1,4]]
1;1;[[0,0],[1,0],[0,1],[-11,10],[-12,11],[-11,11]]
1;1;[[0,0],[1,0],[1,9],[2,9],[0,-1],[2,4]]
1/2;1/2;[[0,0],[1,0],[1,2],[4,1],[3,5],[4,6]]
4/9;2/3;[[0,0],[1,0],[0,6],[-2,4],[-2,1]]
7/20;3/7;[[0,0],[2,0],[0,4],[-2,3],[3,-4]]
1/3;1/2;[[0,0],[6,0],[0,2],[2,-2]]
4/9;2/3;[[0,0],[1,0],[8,10],[5,7],[6,6]]
1/3;1/2;[[0,0],[6,0],[0,2],[4,-2]]
1/2;1/2;[[0,0],[1,0],[0,4],[3,4],[-2,2]]
13/22;1;[[0,0],[11,0],[0,1],[8,-1],[6,-1]]
7/15;2/3;[[0,0],[1,0],[3,5],[-1,-4],[-5,-10],[-4,-7]]
1/2;1/2;[[0,0],[1,0],[0,1],[-5,3],[-10,7],[-8,5],[-4,4]]
1/2;1/2;[[0,0],[2,0],[2,4],[1,3],[4,2],[5,4]]
2/5;1/2;[[0,0],[1,0],[2,3],[5,3],[5,7]]
1;1;[[0,0],[1,0],[5,9],[-5,-11],[-2,-4],[-1,-4]]
4/11;1/2;[[0,0],[1,0],[3,4],[6,5],[6,4],[1,3]]
4/9;2/3;[[0,0],[1,0],[3,8],[1,6],[3,5]]
2/7;2/3;[[0,0],[1,0],[8,9],[6,5],[4,2]]
1/2;1/2;[[0,0],[1,0],[0,1],[4,2],[2,4],[6,4]]
2/7;2/3;[[0,0],[1,0],[8,9],[6,5],[3,1]]
7/16;2/3;[[0,0],[1,0],[0,6],[2,-11],[-1,7],[-1,6]]
1/2;1/2;[[0,0],[1,0],[3,12],[4,12]]
2/3;2/3;[[0,0],[1,0],[0,1],[-7,3],[-5,1],[-3,3]]
1/3;2/3;[[0,0],[1,0],[2,6],[0,6],[-1,2]]
1/3;2/3;[[0,0],[1,0],[2,6],[0,6],[-1,3]]
4/9;2/3;[[0,0],[1,0],[2,9],[3,11],[3,7]]
2/3;2/3;[[0,0],[1,0],[1,3],[0,3],[-3,2],[4,2]]
3/5;1;[[0,0],[10,0],[0,1],[9,-1],[5,-1]]
4/9;1/2;[[0,0],[1,0],[2,5],[3,3],[6,9]]
2/7;2/3;[[0,0],[1,0],[8,9],[7,7],[3,4],[8,10]]
5/8;1;[[0,0],[1,0],[7,8],[15,16]]
2/7;2/3;[[0,0],[1,0],[2,14],[3,18]]
13/22;1;[[0,0],[11,0],[0,1],[7,-1],[5,-1]]
3/11;3/7;[[0,0],[1,0],[3,5],[-11,-19]]
1;1;[[0,0],[1,0],[0,1],[4,2],[13,2]]
11/18;1;[[0,0],[9,0],[0,1],[8,-1],[2,-1]]
2/3;2/3;[[0,0],[7,0],[0,1],[4,-2],[3,-2],[-1,1]]
1/2;1/2;[[0,0],[1,0],[2,3],[1,4],[-2,1],[2,4],[-3,2]]
1/2;1/2;[[0,0],[1,0],[0,4],[-5,4]]
1;1;[[0,0],[10,0],[0,1],[5,-1],[-1,1],[2,-1]]
1;1;[[0,0],[2,0],[0,1],[-8,1],[-10,2],[-4,2]]
